Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																													
Дата голосования: 02.12.2007																																																																													
																																																																													
Наименование Избирательной комиссии:    Ленинская																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
		Сумма	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																													
18	1.Политическая партия «Аграрная партия России»	2134	24	21	31	35	37	40	36	45	19	20	30	38	55	51	49	38	33	13	37	28	6	19	41	30	2	10	21	38	45	47	70	32	18	14	31	153	24	11	24	20	50	51	46	31	42	9	9	4	50	5	5	4	55	26	26	25	12	3	0	18	52	63	40	39	40	13	22	45	3	10					
		2.73%	2.77%	2.89%	2.69%	3.29%	3.26%	3.60%	3.53%	3.86%	1.79%	1.79%	2.63%	2.96%	3.92%	3.99%	3.46%	3.15%	2.24%	1.48%	3.35%	3.24%	1.21%	3.33%	3.86%	2.97%	0.49%	3.08%	2.17%	2.64%	2.92%	2.67%	3.99%	2.07%	1.91%	2.50%	2.66%	10.58%	2.54%	3.36%	2.51%	2.26%	2.73%	2.73%	2.26%	1.61%	2.16%	2.69%	1.45%	2.48%	3.81%	1.93%	2.53%	0.20%	3.05%	1.56%	2.36%	1.19%	2.18%	1.47%	0.00%	1.13%	3.91%	3.07%	3.11%	3.32%	3.60%	2.47%	2.30%	3.00%	0.74%	2.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1344	14	12	28	26	33	18	18	19	22	28	29	31	35	27	22	20	45	22	25	16	13	12	11	20	2	3	21	29	22	29	32	28	8	13	21	18	3	3	5	7	16	42	47	33	25	12	3	1	22	7	6	21	40	35	16	13	7	2	0	43	39	26	21	27	21	5	6	11	1	6					
		1.72%	1.62%	1.65%	2.43%	2.44%	2.91%	1.62%	1.77%	1.63%	2.07%	2.51%	2.54%	2.42%	2.49%	2.12%	1.55%	1.66%	3.05%	2.51%	2.27%	1.85%	2.63%	2.11%	1.04%	1.98%	0.49%	0.92%	2.17%	2.01%	1.43%	1.65%	1.83%	1.81%	0.85%	2.32%	1.80%	1.24%	0.32%	0.92%	0.52%	0.79%	0.87%	2.25%	2.31%	1.72%	1.28%	3.59%	0.48%	0.62%	1.68%	2.70%	3.03%	1.04%	2.22%	2.11%	1.45%	0.62%	1.27%	0.98%	0.00%	2.70%	2.93%	1.27%	1.63%	2.30%	1.89%	0.95%	0.63%	0.73%	0.25%	1.20%					
20	3.Политическая партия «Демократическая партия России»	127	1	2	1	1	2	1	1	0	2	3	1	2	3	0	1	4	3	2	3	1	0	1	0	2	0	1	2	4	1	3	1	0	0	0	3	1	1	2	1	0	5	3	6	9	2	1	0	1	1	0	0	2	2	3	2	5	0	0	0	4	2	4	4	1	4	0	2	2	1	4					
		0.16%	0.12%	0.28%	0.09%	0.09%	0.18%	0.09%	0.10%	0.00%	0.19%	0.27%	0.09%	0.16%	0.21%	0.00%	0.07%	0.33%	0.20%	0.23%	0.27%	0.12%	0.00%	0.18%	0.00%	0.20%	0.00%	0.31%	0.21%	0.28%	0.06%	0.17%	0.06%	0.00%	0.00%	0.00%	0.26%	0.07%	0.11%	0.61%	0.10%	0.00%	0.27%	0.16%	0.30%	0.47%	0.10%	0.30%	0.00%	0.62%	0.08%	0.00%	0.00%	0.10%	0.11%	0.18%	0.18%	0.24%	0.00%	0.00%	0.00%	0.25%	0.15%	0.20%	0.31%	0.09%	0.36%	0.00%	0.21%	0.13%	0.25%	0.80%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9372	79	124	151	146	143	157	156	147	110	128	151	129	190	183	199	200	186	120	140	147	66	74	147	246	79	42	120	140	134	159	186	133	96	61	154	107	134	30	99	84	181	238	337	275	230	25	35	17	150	20	21	470	218	158	155	79	33	43	177	228	173	187	141	140	123	45	76	65	15	40					
		11.99%	9.12%	17.08%	13.11%	13.71%	12.60%	14.14%	15.31%	12.62%	10.36%	11.46%	13.23%	10.05%	13.53%	14.34%	14.03%	16.57%	12.61%	13.67%	12.69%	17.03%	13.33%	12.98%	13.85%	24.38%	19.46%	12.92%	12.42%	9.71%	8.68%	9.04%	10.62%	8.60%	10.21%	10.87%	13.22%	7.40%	14.18%	9.17%	10.36%	9.49%	9.87%	12.73%	16.59%	14.32%	11.82%	7.49%	5.64%	10.56%	11.44%	7.72%	10.61%	23.27%	12.08%	9.51%	14.09%	3.75%	5.99%	21.08%	14.43%	14.29%	12.99%	9.12%	10.95%	11.91%	11.06%	8.56%	7.95%	4.33%	3.71%	8.02%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	999	9	16	8	27	13	21	7	9	25	12	12	20	33	15	27	20	25	11	20	15	16	8	19	11	4	0	5	25	7	19	19	15	12	6	11	9	12	3	6	19	15	37	27	19	25	2	6	2	18	0	0	25	26	11	8	14	10	2	18	23	36	18	14	12	27	6	13	6	3	5					
		1.28%	1.04%	2.20%	0.69%	2.54%	1.15%	1.89%	0.69%	0.77%	2.35%	1.07%	1.05%	1.56%	2.35%	1.18%	1.90%	1.66%	1.69%	1.25%	1.81%	1.74%	3.23%	1.40%	1.79%	1.09%	0.99%	0.00%	0.52%	1.73%	0.45%	1.08%	1.09%	0.97%	1.28%	1.07%	0.94%	0.62%	1.27%	0.92%	0.63%	2.15%	0.82%	1.98%	1.33%	0.99%	1.28%	0.60%	0.97%	1.24%	1.37%	0.00%	0.00%	1.24%	1.44%	0.66%	0.73%	0.67%	1.81%	0.98%	1.47%	1.44%	2.70%	0.88%	1.09%	1.02%	2.43%	1.14%	1.36%	0.40%	0.74%	1.00%					
23	6.Политическая партия «Партия социальной справедливости»	232	0	5	4	2	3	3	4	2	5	6	10	7	5	9	2	2	4	2	0	6	2	3	1	6	1	1	2	6	2	6	8	3	4	1	4	2	3	0	0	3	5	9	4	3	6	0	1	0	3	4	0	4	7	4	6	5	0	0	4	0	3	5	4	4	3	2	4	3	0	0					
		0.30%	0.00%	0.69%	0.35%	0.19%	0.26%	0.27%	0.39%	0.17%	0.47%	0.54%	0.88%	0.55%	0.36%	0.71%	0.14%	0.17%	0.27%	0.23%	0.00%	0.70%	0.40%	0.53%	0.09%	0.59%	0.25%	0.31%	0.21%	0.42%	0.13%	0.34%	0.46%	0.19%	0.43%	0.18%	0.34%	0.14%	0.32%	0.00%	0.00%	0.34%	0.27%	0.48%	0.20%	0.16%	0.31%	0.00%	0.16%	0.00%	0.23%	1.54%	0.00%	0.20%	0.39%	0.24%	0.55%	0.24%	0.00%	0.00%	0.33%	0.00%	0.23%	0.24%	0.31%	0.34%	0.27%	0.38%	0.42%	0.20%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6363	63	49	101	92	76	82	93	107	100	101	91	100	131	101	97	90	101	80	86	57	30	40	41	74	12	32	150	143	125	132	141	123	50	34	82	141	43	9	92	79	142	153	133	201	142	15	17	24	144	18	13	51	117	196	107	338	55	23	114	131	132	176	113	108	94	77	50	53	19	36					
		8.14%	7.27%	6.75%	8.77%	8.64%	6.70%	7.39%	9.13%	9.18%	9.42%	9.04%	7.98%	7.79%	9.33%	7.92%	6.84%	7.46%	6.85%	9.11%	7.80%	6.60%	6.06%	7.02%	3.86%	7.33%	2.96%	9.85%	15.53%	9.92%	8.10%	7.51%	8.05%	7.95%	5.32%	6.06%	7.04%	9.75%	4.55%	2.75%	9.62%	8.93%	7.75%	8.18%	6.55%	10.46%	7.30%	4.49%	2.74%	14.91%	10.98%	6.95%	6.57%	2.52%	6.48%	11.79%	9.73%	16.06%	9.98%	11.27%	9.29%	8.21%	9.92%	8.58%	8.77%	9.19%	8.45%	14.64%	5.23%	3.53%	4.70%	7.21%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4244	54	64	110	44	91	12	85	10	102	115	102	113	101	118	4	125	0	56	76	61	0	44	67	69	3	14	4	3	87	125	113	96	47	22	96	67	56	22	77	68	143	127	164	69	58	39	10	25	95	7	13	53	110	73	80	27	13	15	0	15	108	146	98	77	5	13	53	56	8	21					
		5.43%	6.24%	8.82%	9.55%	4.13%	8.02%	1.08%	8.34%	0.86%	9.60%	10.30%	8.94%	8.81%	7.19%	9.25%	0.28%	10.36%	0.00%	6.38%	6.89%	7.07%	0.00%	7.72%	6.31%	6.84%	0.74%	4.31%	0.41%	0.21%	5.64%	7.11%	6.45%	6.21%	5.00%	3.92%	8.24%	4.63%	5.93%	6.73%	8.05%	7.68%	7.80%	6.79%	8.07%	3.59%	2.98%	11.68%	1.61%	15.53%	7.25%	2.70%	6.57%	2.62%	6.09%	4.39%	7.27%	1.28%	2.36%	7.35%	0.00%	0.94%	8.11%	7.12%	7.61%	6.55%	0.45%	2.47%	5.54%	3.73%	1.98%	4.21%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	986	6	16	13	8	12	13	10	14	21	17	18	17	22	9	26	16	21	15	10	13	9	8	13	30	1	6	12	25	10	12	30	14	7	7	16	25	13	0	4	7	21	42	21	26	31	5	6	3	25	5	4	21	21	34	16	13	4	1	3	0	17	20	17	26	15	4	8	18	5	8					
		1.26%	0.69%	2.20%	1.13%	0.75%	1.06%	1.17%	0.98%	1.20%	1.98%	1.52%	1.58%	1.33%	1.57%	0.71%	1.83%	1.33%	1.42%	1.71%	0.91%	1.51%	1.82%	1.40%	1.23%	2.97%	0.25%	1.85%	1.24%	1.73%	0.65%	0.68%	1.71%	0.90%	0.74%	1.25%	1.37%	1.73%	1.38%	0.00%	0.42%	0.79%	1.15%	2.25%	1.03%	1.35%	1.59%	1.50%	0.97%	1.86%	1.91%	1.93%	2.02%	1.04%	1.16%	2.05%	1.45%	0.62%	0.73%	0.49%	0.24%	0.00%	1.28%	0.98%	1.32%	2.21%	1.35%	0.76%	0.84%	1.20%	1.24%	1.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	49306	586	366	656	624	666	700	554	756	611	638	633	771	768	721	916	629	989	521	653	472	308	336	682	482	294	205	609	938	1057	1173	1065	1057	657	372	694	875	632	239	626	571	1179	1077	1182	1198	1336	215	513	81	756	188	131	1335	1131	1080	640	1522	374	104	891	1095	700	1350	800	702	707	337	707	1188	330	355					
		63.08%	67.67%	50.41%	56.94%	58.59%	58.68%	63.06%	54.37%	64.89%	57.53%	57.12%	55.48%	60.09%	54.70%	56.50%	64.60%	52.11%	67.05%	59.34%	59.20%	54.69%	62.22%	58.95%	64.28%	47.77%	72.41%	63.08%	63.04%	65.05%	68.50%	66.72%	60.82%	68.33%	69.89%	66.31%	59.57%	60.51%	66.88%	73.09%	65.48%	64.52%	64.32%	57.59%	58.20%	62.36%	68.65%	64.37%	82.61%	50.31%	57.67%	72.59%	66.16%	66.09%	62.66%	64.98%	58.18%	72.30%	67.88%	50.98%	72.62%	68.65%	52.59%	65.82%	62.11%	59.74%	63.58%	64.07%	73.95%	79.20%	81.68%	71.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1881	20	35	36	44	39	40	44	32	25	26	41	30	49	30	66	36	54	26	34	33	31	13	26	31	3	7	8	62	41	31	62	29	27	10	31	26	21	7	8	17	32	60	47	32	20	6	8	1	15	1	3	30	57	15	36	22	15	6	0	8	49	33	18	26	49	13	8	26	5	9					
		2.41%	2.31%	4.82%	3.13%	4.13%	3.44%	3.60%	4.32%	2.75%	2.35%	2.33%	3.59%	2.34%	3.49%	2.35%	4.65%	2.98%	3.66%	2.96%	3.08%	3.82%	6.26%	2.28%	2.45%	3.07%	0.74%	2.15%	0.83%	4.30%	2.66%	1.76%	3.54%	1.87%	2.87%	1.78%	2.66%	1.80%	2.22%	2.14%	0.84%	1.92%	1.75%	3.21%	2.31%	1.67%	1.03%	1.80%	1.29%	0.62%	1.14%	0.39%	1.52%	1.49%	3.16%	0.90%	3.27%	1.05%	2.72%	2.94%	0.00%	0.50%	3.68%	1.61%	1.40%	2.21%	4.41%	2.47%	0.84%	1.73%	1.24%	1.80%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
