Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Колыванская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
		1.97%	1.20%	2.25%	1.54%	1.69%	1.69%	1.33%	0.55%	1.12%	2.05%	1.10%	2.54%	1.79%	1.33%	1.17%	5.13%	1.72%	2.20%	7.69%	5.56%	1.59%	3.91%	1.00%	1.04%	1.26%	0.00%	1.43%	2.74%	1.65%	2.71%	2.31%	7.59%	3.70%	1.03%	0.83%	6.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	5	4	8	1	3	0	1	2	0	0	0	1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0					
		0.32%	0.38%	0.45%	0.77%	0.14%	0.73%	0.00%	0.55%	0.45%	0.00%	0.00%	0.00%	0.30%	0.00%	0.32%	0.00%	1.72%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.84%	0.00%	0.00%	0.00%	0.55%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	0	2	0	1	0	0	0	0	0	1	0	4	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0					
		0.11%	0.00%	0.00%	0.00%	0.28%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.42%	0.64%	0.00%	0.00%	0.00%	0.00%	0.26%	0.33%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1948	250	140	160	129	77	40	25	62	9	17	84	84	32	242	46	11	46	5	7	68	31	7	16	27	7	15	57	47	58	65	16	8	7	26	27					
		16.18%	18.80%	15.78%	15.38%	18.12%	18.64%	13.33%	13.81%	13.87%	6.16%	6.25%	14.21%	25.07%	14.22%	25.66%	29.49%	18.97%	11.22%	4.81%	9.72%	17.99%	10.10%	7.00%	16.67%	8.52%	17.07%	10.71%	26.03%	19.42%	26.24%	13.63%	10.13%	14.81%	7.22%	7.16%	12.86%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	7	1	3	7	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0					
		0.21%	0.53%	0.11%	0.29%	0.98%	0.24%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.26%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	2	2	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.15%	0.23%	0.10%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1069	111	62	81	85	33	29	14	45	9	29	73	18	19	67	9	2	37	16	11	54	36	7	9	22	1	3	4	36	18	60	17	2	6	36	8					
		8.88%	8.35%	6.99%	7.79%	11.94%	7.99%	9.67%	7.73%	10.07%	6.16%	10.66%	12.35%	5.37%	8.44%	7.10%	5.77%	3.45%	9.02%	15.38%	15.28%	14.29%	11.73%	7.00%	9.38%	6.94%	2.44%	2.14%	1.83%	14.88%	8.14%	12.58%	10.76%	3.70%	6.19%	9.92%	3.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	720	111	70	88	35	19	15	10	31	2	13	41	17	16	39	1	3	43	1	2	14	10	0	1	11	3	3	4	8	16	38	8	0	4	11	32					
		5.98%	8.35%	7.89%	8.46%	4.92%	4.60%	5.00%	5.52%	6.94%	1.37%	4.78%	6.94%	5.07%	7.11%	4.14%	0.64%	5.17%	10.49%	0.96%	2.78%	3.70%	3.26%	0.00%	1.04%	3.47%	7.32%	2.14%	1.83%	3.31%	7.24%	7.97%	5.06%	0.00%	4.12%	3.03%	15.24%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	71	13	4	17	2	1	1	0	5	0	2	5	0	1	0	0	1	4	0	2	1	1	0	0	2	0	3	1	0	0	0	1	0	1	2	1					
		0.59%	0.98%	0.45%	1.63%	0.28%	0.24%	0.33%	0.00%	1.12%	0.00%	0.74%	0.85%	0.00%	0.44%	0.00%	0.00%	1.72%	0.98%	0.00%	2.78%	0.26%	0.33%	0.00%	0.00%	0.63%	0.00%	2.14%	0.46%	0.00%	0.00%	0.00%	0.63%	0.00%	1.03%	0.55%	0.48%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7727	788	562	655	427	266	208	129	289	120	203	361	201	152	567	84	38	267	67	45	224	213	84	68	249	30	114	141	141	121	290	101	40	75	280	127					
		64.17%	59.25%	63.36%	62.98%	59.97%	64.41%	69.33%	71.27%	64.65%	82.19%	74.63%	61.08%	60.00%	67.56%	60.13%	53.85%	65.52%	65.12%	64.42%	62.50%	59.26%	69.38%	84.00%	70.83%	78.55%	73.17%	81.43%	64.38%	58.26%	54.75%	60.80%	63.92%	74.07%	77.32%	77.13%	60.48%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	46	10	8	3	4	1	2	1	3	1	0	2	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0					
		0.38%	0.75%	0.90%	0.29%	0.56%	0.24%	0.67%	0.55%	0.67%	0.68%	0.00%	0.34%	0.00%	0.00%	0.11%	0.64%	1.72%	0.24%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.63%	0.00%	2.06%	0.28%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
