Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Лебедянская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247									
		14.46%	15.02%	16.35%	16.60%	13.77%	16.47%	13.00%	17.05%	19.18%	11.92%	16.74%	17.13%	13.29%	14.47%	18.87%	14.52%	18.37%	8.89%	11.78%	16.79%	17.02%	9.09%	13.11%	6.90%	8.89%	12.78%	10.81%	11.65%	7.19%	1.90%	12.84%	20.80%	11.47%	12.94%	10.71%	10.08%	17.01%	18.82%	16.82%	13.97%	13.85%	18.85%	17.50%	11.68%	9.64%	21.82%	11.38%	9.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	97	11	9	6	5	6	2	5	1	7	3	11	2	0	1	1	0	2	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	7	4	0	0	6	0	1	0	0	0	0									
		0.58%	1.67%	1.07%	0.80%	1.01%	0.88%	0.33%	1.14%	0.21%	1.04%	0.42%	1.90%	0.35%	0.00%	0.47%	0.81%	0.00%	0.49%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.36%	0.00%	0.00%	0.00%	0.23%	0.00%	0.51%	0.00%	0.00%	1.25%	0.74%	0.00%	0.00%	0.63%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	99	6	1	8	6	3	3	4	8	1	9	3	1	2	0	0	0	3	2	0	1	1	0	0	1	1	2	0	4	1	2	0	0	1	0	0	0	7	4	1	1	7	0	0	4	0	1	0									
		0.60%	0.91%	0.12%	1.07%	1.21%	0.44%	0.50%	0.91%	1.65%	0.15%	1.26%	0.52%	0.17%	0.44%	0.00%	0.00%	0.00%	0.74%	0.37%	0.00%	0.43%	0.76%	0.00%	0.00%	0.44%	0.75%	1.08%	0.00%	0.72%	0.48%	0.78%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.25%	0.74%	0.56%	0.77%	0.73%	0.00%	0.00%	2.03%	0.00%	0.81%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	3	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1									
		0.08%	0.46%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.28%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.63%	0.00%	0.00%	0.00%	0.00%	0.61%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	11	6	9	12	7	5	9	7	5	11	9	2	2	1	1	0	0	2	0	2	0	1	0	0	1	0	0	2	0	3	4	1	0	0	0	3	7	4	0	0	6	0	1	1	2	0	0									
		0.82%	1.67%	0.72%	1.20%	2.43%	1.03%	0.83%	2.05%	1.44%	0.75%	1.53%	1.56%	0.35%	0.44%	0.47%	0.81%	0.00%	0.00%	0.37%	0.00%	0.85%	0.00%	0.37%	0.00%	0.00%	0.75%	0.00%	0.00%	0.36%	0.00%	1.17%	3.20%	0.23%	0.00%	0.00%	0.00%	1.55%	1.25%	0.74%	0.00%	0.00%	0.63%	0.00%	0.73%	0.51%	3.64%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2983	145	169	183	132	149	154	84	87	180	152	134	117	107	42	15	21	39	73	14	41	12	23	16	23	14	24	6	94	6	39	18	59	28	24	8	19	97	97	18	17	184	26	30	18	12	12	21									
		17.96%	22.00%	20.17%	24.50%	26.72%	21.91%	25.67%	19.09%	17.94%	26.83%	21.20%	23.18%	20.45%	23.46%	19.81%	12.10%	7.42%	9.63%	13.64%	10.69%	17.45%	9.09%	8.61%	11.03%	10.22%	10.53%	12.97%	5.83%	16.91%	2.86%	15.18%	14.40%	13.53%	10.98%	12.24%	6.20%	9.79%	17.38%	17.93%	10.06%	13.08%	19.17%	16.25%	21.90%	9.14%	21.82%	9.76%	12.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	5	7	4	1	3	4	0	2	3	3	1	0	2	1	3	0	1	0	1	0	0	0	0	0	0	2	1	0	1	2	0	1	1	0	0	0	0	1	1	1	6	0	1	0	0	0	0									
		0.36%	0.76%	0.84%	0.54%	0.20%	0.44%	0.67%	0.00%	0.41%	0.45%	0.42%	0.17%	0.00%	0.44%	0.47%	2.42%	0.00%	0.25%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.97%	0.00%	0.48%	0.78%	0.00%	0.23%	0.39%	0.00%	0.00%	0.00%	0.00%	0.18%	0.56%	0.77%	0.63%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	841	61	73	50	25	49	40	24	40	53	43	42	30	31	11	6	10	11	15	7	5	5	5	4	0	1	6	4	22	7	9	4	6	5	3	1	14	26	23	2	2	35	12	3	7	0	0	9									
		5.06%	9.26%	8.71%	6.69%	5.06%	7.21%	6.67%	5.45%	8.25%	7.90%	5.99%	7.27%	5.24%	6.80%	5.19%	4.84%	3.53%	2.72%	2.80%	5.34%	2.13%	3.79%	1.87%	2.76%	0.00%	0.75%	3.24%	3.88%	3.96%	3.33%	3.50%	3.20%	1.38%	1.96%	1.53%	0.78%	7.22%	4.66%	4.25%	1.12%	1.54%	3.65%	7.50%	2.19%	3.55%	0.00%	0.00%	5.52%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
