Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Петровская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	1	6	2	0	1	2	0	0	0	2	1	0	0	1	0	0	1	2	1	0	0	0	0	3	0	1	0	0	0	0									
		0.27%	0.14%	0.62%	0.26%	0.00%	0.22%	0.62%	0.00%	0.00%	0.00%	0.56%	0.54%	0.00%	0.00%	0.64%	0.00%	0.00%	0.45%	1.69%	0.26%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	310	34	55	17	6	18	6	9	9	7	5	4	5	4	9	4	9	4	7	18	5	11	0	23	10	6	3	6	0	13	3									
		3.49%	4.62%	5.67%	2.25%	2.91%	3.87%	1.86%	4.79%	4.29%	4.64%	1.41%	2.15%	4.13%	1.89%	5.73%	2.68%	5.03%	1.79%	5.93%	4.60%	2.02%	2.90%	0.00%	6.65%	2.37%	3.35%	1.02%	2.42%	0.00%	5.68%	2.17%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
