Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Железногорская городская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №1157									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	541	3	14	6	7	12	8	9	14	11	10	11	15	11	4	12	7	11	8	13	15	13	9	19	12	20	21	20	6	7	4	8	18	1	18	16	11	10	17	22	15	14	17	22	20									
		1.41%	1.19%	1.32%	0.85%	0.90%	1.68%	0.95%	1.23%	1.83%	1.16%	1.57%	1.35%	1.43%	1.91%	0.54%	1.39%	1.07%	1.35%	1.15%	1.46%	2.27%	1.96%	1.07%	1.89%	1.18%	1.84%	1.99%	1.99%	1.57%	1.06%	0.50%	0.79%	1.49%	0.40%	1.56%	1.38%	0.99%	1.36%	1.58%	2.05%	1.26%	1.28%	1.43%	1.80%	1.84%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1281	3	38	23	17	16	39	34	34	34	15	23	41	19	29	28	40	34	19	25	25	22	43	34	32	33	45	39	8	26	29	31	30	15	30	26	46	18	36	33	35	30	45	46	13									
		3.35%	1.19%	3.58%	3.28%	2.20%	2.24%	4.63%	4.64%	4.45%	3.60%	2.36%	2.82%	3.91%	3.30%	3.88%	3.25%	6.13%	4.17%	2.73%	2.81%	3.79%	3.31%	5.13%	3.38%	3.14%	3.04%	4.26%	3.89%	2.10%	3.92%	3.65%	3.07%	2.48%	5.98%	2.60%	2.25%	4.15%	2.45%	3.35%	3.08%	2.93%	2.75%	3.78%	3.76%	1.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	734	0	16	14	24	9	17	11	13	16	9	18	22	8	8	12	10	23	17	14	13	20	10	30	20	23	19	24	7	13	19	25	22	3	17	30	17	10	19	22	29	17	20	26	18									
		1.92%	0.00%	1.51%	1.99%	3.10%	1.26%	2.02%	1.50%	1.70%	1.69%	1.42%	2.21%	2.10%	1.39%	1.07%	1.39%	1.53%	2.82%	2.44%	1.57%	1.97%	3.01%	1.19%	2.98%	1.96%	2.12%	1.80%	2.40%	1.84%	1.96%	2.39%	2.48%	1.82%	1.20%	1.47%	2.59%	1.53%	1.36%	1.77%	2.05%	2.43%	1.56%	1.68%	2.13%	1.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18694	211	567	342	388	369	447	372	371	460	339	381	566	323	376	455	307	408	355	439	326	336	377	471	521	557	506	430	176	324	367	407	565	128	539	540	505	349	514	502	554	522	589	582	531									
		48.86%	83.73%	53.44%	48.72%	50.13%	51.61%	53.02%	50.75%	48.56%	48.68%	53.39%	46.75%	53.96%	56.17%	50.33%	52.78%	47.09%	50.00%	51.01%	49.33%	49.39%	50.60%	44.99%	46.77%	51.18%	51.34%	47.87%	42.91%	46.19%	48.87%	46.22%	40.30%	46.69%	50.99%	46.67%	46.63%	45.54%	47.55%	47.77%	46.83%	46.36%	47.85%	49.41%	47.63%	48.81%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	325	0	7	7	13	4	9	4	10	7	1	9	7	7	5	3	2	8	5	9	5	6	6	9	6	13	9	5	3	1	9	12	9	1	8	13	11	7	6	13	10	7	17	13	9									
		0.85%	0.00%	0.66%	0.99%	1.68%	0.56%	1.07%	0.55%	1.31%	0.74%	0.16%	1.10%	0.67%	1.22%	0.67%	0.35%	0.31%	0.98%	0.72%	1.01%	0.76%	0.90%	0.72%	0.89%	0.59%	1.20%	0.85%	0.50%	0.79%	0.15%	1.13%	1.19%	0.74%	0.40%	0.69%	1.12%	0.99%	0.95%	0.56%	1.21%	0.84%	0.64%	1.43%	1.06%	0.83%									
24	"6. Политическая партия ""Гражданская Платформа"""	46	0	4	0	0	2	0	1	0	1	1	0	1	1	0	1	1	1	1	2	1	0	0	2	3	1	1	1	1	1	1	0	1	0	2	1	1	1	2	1	2	0	2	1	3									
		0.12%	0.00%	0.38%	0.00%	0.00%	0.28%	0.00%	0.14%	0.00%	0.11%	0.16%	0.00%	0.10%	0.17%	0.00%	0.12%	0.15%	0.12%	0.14%	0.22%	0.15%	0.00%	0.00%	0.20%	0.29%	0.09%	0.09%	0.10%	0.26%	0.15%	0.13%	0.00%	0.08%	0.00%	0.17%	0.09%	0.09%	0.14%	0.19%	0.09%	0.17%	0.00%	0.17%	0.08%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7457	16	192	161	152	167	141	140	146	166	123	165	186	106	164	150	145	148	142	147	109	118	175	198	191	170	160	187	102	128	142	203	265	55	239	233	219	136	194	193	257	232	249	275	270									
		19.49%	6.35%	18.10%	22.93%	19.64%	23.36%	16.73%	19.10%	19.11%	17.57%	19.37%	20.25%	17.73%	18.43%	21.95%	17.40%	22.24%	18.14%	20.40%	16.52%	16.52%	17.77%	20.88%	19.66%	18.76%	15.67%	15.14%	18.66%	26.77%	19.31%	17.88%	20.10%	21.90%	21.91%	20.69%	20.12%	19.75%	18.53%	18.03%	18.00%	21.51%	21.26%	20.89%	22.50%	24.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	199	0	3	1	6	2	1	0	0	5	4	3	4	1	3	1	0	4	3	11	5	1	4	4	8	7	5	5	3	4	5	10	6	0	8	16	6	2	7	8	2	6	4	6	15									
		0.52%	0.00%	0.28%	0.14%	0.78%	0.28%	0.12%	0.00%	0.00%	0.53%	0.63%	0.37%	0.38%	0.17%	0.40%	0.12%	0.00%	0.49%	0.43%	1.24%	0.76%	0.15%	0.48%	0.40%	0.79%	0.65%	0.47%	0.50%	0.79%	0.60%	0.63%	0.99%	0.50%	0.00%	0.69%	1.38%	0.54%	0.27%	0.65%	0.75%	0.17%	0.55%	0.34%	0.49%	1.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	318	0	10	4	8	6	6	7	3	7	6	8	9	1	4	7	1	8	4	13	3	5	6	8	7	24	5	6	3	5	5	9	8	0	8	13	7	15	7	19	7	9	10	10	7									
		0.83%	0.00%	0.94%	0.57%	1.03%	0.84%	0.71%	0.95%	0.39%	0.74%	0.94%	0.98%	0.86%	0.17%	0.54%	0.81%	0.15%	0.98%	0.57%	1.46%	0.45%	0.75%	0.72%	0.79%	0.69%	2.21%	0.47%	0.60%	0.79%	0.75%	0.63%	0.89%	0.66%	0.00%	0.69%	1.12%	0.63%	2.04%	0.65%	1.77%	0.59%	0.82%	0.84%	0.82%	0.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	44	0	3	1	0	0	0	0	1	3	0	1	1	0	1	3	1	1	1	0	3	0	0	1	1	0	2	1	0	0	0	0	2	0	2	1	0	2	0	2	1	2	3	3	1									
		0.12%	0.00%	0.28%	0.14%	0.00%	0.00%	0.00%	0.00%	0.13%	0.32%	0.00%	0.12%	0.10%	0.00%	0.13%	0.35%	0.15%	0.12%	0.14%	0.00%	0.45%	0.00%	0.00%	0.10%	0.10%	0.00%	0.19%	0.10%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.17%	0.09%	0.00%	0.27%	0.00%	0.19%	0.08%	0.18%	0.25%	0.25%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	465	0	8	7	4	5	5	5	11	4	7	7	12	5	9	8	7	15	3	18	9	9	7	11	13	16	15	15	3	6	8	21	23	2	25	14	15	11	14	19	13	14	7	11	24									
		1.22%	0.00%	0.75%	0.99%	0.52%	0.70%	0.59%	0.68%	1.44%	0.42%	1.10%	0.86%	1.14%	0.87%	1.20%	0.93%	1.07%	1.84%	0.43%	2.02%	1.36%	1.36%	0.84%	1.09%	1.28%	1.47%	1.42%	1.50%	0.79%	0.90%	1.01%	2.08%	1.90%	0.80%	2.16%	1.21%	1.35%	1.50%	1.30%	1.77%	1.09%	1.28%	0.59%	0.90%	2.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4369	7	119	74	88	61	93	78	85	118	57	124	95	56	83	99	77	83	74	111	85	90	116	130	136	133	140	118	26	80	86	156	136	29	124	127	141	79	116	137	146	116	115	131	94									
		11.42%	2.78%	11.22%	10.54%	11.37%	8.53%	11.03%	10.64%	11.13%	12.49%	8.98%	15.21%	9.06%	9.74%	11.11%	11.48%	11.81%	10.17%	10.63%	12.47%	12.88%	13.55%	13.84%	12.91%	13.36%	12.26%	13.25%	11.78%	6.82%	12.07%	10.83%	15.45%	11.24%	11.55%	10.74%	10.97%	12.71%	10.76%	10.78%	12.78%	12.22%	10.63%	9.65%	10.72%	8.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	336	0	17	2	4	7	9	6	7	6	5	6	10	4	11	7	11	6	5	6	14	4	10	9	5	10	5	8	3	8	7	9	13	3	13	6	11	4	6	9	10	12	15	5	8									
		0.88%	0.00%	1.60%	0.28%	0.52%	0.98%	1.07%	0.82%	0.92%	0.63%	0.79%	0.74%	0.95%	0.70%	1.47%	0.81%	1.69%	0.74%	0.72%	0.67%	2.12%	0.60%	1.19%	0.89%	0.49%	0.92%	0.47%	0.80%	0.79%	1.21%	0.88%	0.89%	1.07%	1.20%	1.13%	0.52%	0.99%	0.54%	0.56%	0.84%	0.84%	1.10%	1.26%	0.41%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2651	3	49	40	43	38	55	49	53	80	37	33	55	26	30	50	32	48	39	61	47	32	56	66	52	57	88	114	27	51	92	89	92	7	117	102	92	66	111	73	95	95	80	68	61									
		6.93%	1.19%	4.62%	5.70%	5.56%	5.31%	6.52%	6.68%	6.94%	8.47%	5.83%	4.05%	5.24%	4.52%	4.02%	5.80%	4.91%	5.88%	5.60%	6.85%	7.12%	4.82%	6.68%	6.55%	5.11%	5.25%	8.33%	11.38%	7.09%	7.69%	11.59%	8.81%	7.60%	2.79%	10.13%	8.81%	8.30%	8.99%	10.32%	6.81%	7.95%	8.71%	6.71%	5.56%	5.61%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
