7	Число избирательных бюллетеней в переносных ящиках для голосования	7415	30	23	134	77	91	84	36	140	47	37	132	80	44	106	68	72	45	35	65	76	77	33	85	74	71	50	39	159	34	51	100	55	30	35	285	46	30	58	51	58	56	37	44	320	207	130	108	151	53	25	34	48	27	38	65	45	213	30	29	67	75	90	343	90	54	64	60	84	44	45	57	67	91	99	79	82	83	44	64	65	26	19	13	30	35	69	74	47	42	28	40	21	24	33	68	61	72	42	66	155	66	66	43	10	15					
8	Число бюллетеней в стационарных ящиках для голосования	124007	917	897	982	1144	1518	1101	1552	943	713	1329	1285	1282	1435	1567	1629	1739	1432	436	2042	1271	1291	809	1882	1040	744	1141	1664	2110	1011	1055	980	1781	1815	1332	253	762	710	1140	1056	1201	1071	1324	1768	1064	660	1116	1711	949	903	969	669	570	1269	884	885	889	1562	1752	2025	1707	757	1197	1375	1435	1863	1293	1016	1147	1175	1082	1200	1244	1054	1078	1149	1248	991	1399	1039	1077	852	1109	869	1230	1456	1251	1004	1241	776	1007	961	1095	1625	1370	1659	1245	995	893	1408	984	1633	150	1340	270	1027					
9	Число недействительных избирательных бюллетеней	1133	9	0	16	7	18	18	15	13	5	16	11	9	16	49	19	22	15	3	43	0	11	9	12	9	9	19	18	15	4	0	0	13	16	7	8	3	3	11	4	7	9	6	10	7	58	6	14	9	3	2	8	8	12	13	5	10	12	21	13	15	5	7	33	22	6	3	7	11	6	0	4	0	19	25	7	0	9	8	3	5	8	10	4	10	5	2	8	7	10	8	8	13	15	13	8	12	15	14	11	11	13	0	10	3	12					
10	Число действительных избирательных бюллетеней	130289	938	920	1100	1214	1591	1167	1573	1070	755	1350	1406	1353	1463	1624	1678	1789	1462	468	2064	1347	1357	833	1955	1105	806	1172	1685	2254	1041	1106	1080	1823	1829	1360	530	805	737	1187	1103	1252	1118	1355	1802	1377	809	1240	1805	1091	953	992	695	610	1284	909	945	924	1763	1761	2041	1759	827	1280	1685	1503	1911	1354	1069	1220	1213	1127	1253	1311	1126	1152	1221	1330	1065	1435	1100	1137	870	1118	878	1250	1486	1318	1070	1281	808	1027	993	1103	1634	1390	1719	1294	1052	921	1463	1128	1686	216	1373	277	1030					
11	Число полученных открепительных  удостоверений	7222	52	63	60	63	75	60	65	50	40	65	70	100	75	55	90	74	70	0	90	55	70	75	70	55	62	80	90	70	60	60	60	55	40	49	0	40	48	50	46	60	50	67	70	40	50	45	77	49	48	54	55	27	75	50	125	190	100	69	82	70	65	50	82	120	95	110	85	80	90	60	80	83	80	85	103	66	110	90	62	60	70	99	60	110	80	80	68	80	63	80	80	75	93	83	102	62	91	60	60	60	70	15	50	30	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	7030	51	59	60	63	73	60	65	50	40	65	68	100	73	55	89	72	68	0	88	55	68	68	69	54	60	80	79	69	55	59	60	53	40	49	0	35	48	46	42	56	49	61	67	40	44	38	77	49	48	54	52	25	72	46	125	176	94	67	82	62	62	50	79	116	95	105	85	80	90	60	80	83	80	85	102	66	103	90	62	60	66	96	60	101	80	79	68	78	61	79	80	72	93	83	102	62	89	60	60	60	69	8	49	30	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5364	30	7	32	26	49	76	35	9	17	33	21	59	109	143	74	26	18	434	49	28	60	15	20	21	17	60	123	20	11	13	12	9	29	18	427	8	10	14	10	21	3	12	10	26	34	22	11	24	15	28	8	46	0	22	50	29	162	281	200	211	146	24	244	57	18	36	10	20	4	13	43	12	137	62	26	63	224	8	13	28	19	5	13	13	13	41	10	27	32	29	26	13	24	14	57	22	13	16	11	14	13	5	317	7	35					
14	Число неиспользованных открепительных удостоверений	192	1	4	0	0	2	0	0	0	0	0	2	0	2	0	1	2	2	0	2	0	2	7	1	1	2	0	11	1	5	1	0	2	0	0	0	5	0	4	4	4	1	6	3	0	6	7	0	0	0	0	3	2	3	4	0	14	6	2	0	8	3	0	3	4	0	5	0	0	0	0	0	0	0	0	1	0	7	0	0	0	4	3	0	9	0	1	0	2	2	1	0	3	0	0	0	0	2	0	0	0	1	7	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	155	0	0	0	1	0	0	0	1	2	1	0	1	3	3	1	2	3	0	1	5	5	2	1	1	2	1	1	0	0	0	3	0	3	1	0	0	0	3	0	1	0	2	0	4	0	4	4	2	1	1	1	2	1	3	5	2	2	1	1	1	0	1	1	2	0	4	0	2	0	5	2	4	3	0	0	0	0	1	1	1	2	3	1	3	3	4	0	2	1	2	3	4	1	2	0	2	2	1	2	2	0	0	2	1	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																																
18	Богданов Андрей Владимирович	1477	14	15	6	7	21	17	16	14	7	21	25	18	22	46	17	36	19	6	15	14	12	16	14	10	12	11	19	26	10	6	11	18	14	8	3	5	16	5	12	12	9	17	18	12	9	10	19	6	9	9	7	9	18	10	14	16	15	11	23	14	11	12	22	12	16	12	18	10	12	16	12	17	15	12	24	13	12	13	14	7	17	20	4	20	5	12	5	15	13	13	15	11	22	21	11	17	18	7	10	13	17	2	24	2	32					
		1.12%	1.48%	1.63%	0.54%	0.57%	1.31%	1.43%	1.01%	1.29%	0.92%	1.54%	1.76%	1.32%	1.49%	2.75%	1.00%	1.99%	1.29%	1.27%	0.71%	1.04%	0.88%	1.90%	0.71%	0.90%	1.47%	0.92%	1.12%	1.15%	0.96%	0.54%	1.02%	0.98%	0.76%	0.59%	0.56%	0.62%	2.16%	0.42%	1.08%	0.95%	0.80%	1.25%	0.99%	0.87%	1.04%	0.80%	1.04%	0.55%	0.94%	0.91%	0.99%	1.46%	1.39%	1.08%	1.47%	1.71%	0.85%	0.62%	1.12%	0.79%	1.32%	0.93%	1.28%	0.79%	0.83%	0.88%	1.67%	0.81%	0.98%	1.42%	0.95%	1.30%	1.31%	1.02%	1.95%	0.98%	1.12%	0.90%	1.27%	0.61%	1.94%	1.77%	0.45%	1.59%	0.34%	0.91%	0.46%	1.16%	1.59%	1.26%	1.50%	0.99%	1.33%	1.50%	0.64%	1.30%	1.69%	0.75%	0.68%	1.14%	1.00%	0.93%	1.74%	0.71%	3.07%					
19	Жириновский Владимир Вольфович	10470	66	41	75	76	110	91	73	66	63	99	116	99	137	162	182	193	138	14	119	69	109	84	92	76	77	97	123	155	57	78	75	132	135	106	20	49	90	26	59	99	86	106	138	126	82	109	202	46	54	60	40	66	112	59	85	111	156	77	218	144	97	79	95	161	23	120	108	59	107	73	112	119	112	95	158	71	170	130	67	61	91	122	70	147	95	111	68	86	84	140	109	128	156	157	143	122	121	121	73	77	93	26	171	10	127					
		7.97%	6.97%	4.46%	6.72%	6.22%	6.84%	7.68%	4.60%	6.09%	8.29%	7.25%	8.19%	7.27%	9.26%	9.68%	10.72%	10.66%	9.34%	2.97%	5.65%	5.12%	7.97%	9.98%	4.68%	6.82%	9.45%	8.14%	7.22%	6.83%	5.45%	7.05%	6.94%	7.19%	7.32%	7.75%	3.72%	6.06%	12.16%	2.17%	5.33%	7.86%	7.63%	7.79%	7.62%	9.10%	9.46%	8.75%	11.11%	4.18%	5.65%	6.04%	5.69%	10.68%	8.64%	6.40%	8.95%	11.88%	8.79%	4.32%	10.61%	8.12%	11.66%	6.14%	5.53%	10.56%	1.20%	8.84%	10.04%	4.79%	8.78%	6.48%	8.91%	9.08%	9.78%	8.07%	12.87%	5.34%	15.83%	9.01%	6.07%	5.34%	10.36%	10.82%	7.94%	11.67%	6.37%	8.41%	6.31%	6.68%	10.27%	13.53%	10.89%	11.47%	9.46%	11.19%	8.28%	9.34%	11.34%	12.94%	4.95%	6.76%	5.47%	12.04%	12.36%	3.57%	12.19%					
20	Зюганов Геннадий Андреевич	25915	179	159	177	284	274	182	218	193	147	322	293	267	355	354	403	475	310	29	383	238	211	261	369	211	253	327	471	388	145	220	184	233	241	189	48	182	235	169	195	306	317	268	323	202	96	247	326	193	163	188	159	175	237	138	285	253	318	417	355	194	210	233	317	374	194	290	308	242	268	179	247	251	257	256	345	248	236	155	185	167	241	329	210	408	91	249	217	218	202	255	232	236	318	334	307	266	311	241	228	307	280	45	321	25	148					
		19.72%	18.90%	17.28%	15.86%	23.26%	17.03%	15.36%	13.73%	17.82%	19.34%	23.57%	20.68%	19.60%	24.00%	21.16%	23.75%	26.23%	20.99%	6.16%	18.18%	17.67%	15.42%	30.99%	18.76%	18.94%	31.04%	27.46%	27.66%	17.10%	13.88%	19.89%	17.04%	12.69%	13.06%	13.83%	8.92%	22.52%	31.76%	14.11%	17.62%	24.31%	28.13%	19.69%	17.83%	14.60%	11.07%	19.82%	17.92%	17.55%	17.05%	18.91%	22.62%	28.32%	18.29%	14.97%	30.00%	27.09%	17.92%	23.40%	17.28%	10.94%	25.24%	18.10%	18.45%	24.52%	10.12%	21.37%	28.62%	19.66%	21.99%	15.88%	19.65%	19.15%	22.45%	21.75%	28.09%	18.65%	21.97%	10.74%	16.77%	14.62%	27.45%	29.17%	23.81%	32.38%	6.10%	18.86%	20.13%	16.93%	24.69%	24.64%	23.18%	21.15%	19.28%	23.81%	17.78%	20.37%	29.15%	25.78%	15.47%	26.95%	16.48%	20.83%	23.21%	8.93%	14.20%					
21	Медведев Дмитрий Анатольевич	92427	679	705	842	847	1186	877	1266	797	538	908	972	969	949	1062	1076	1085	995	419	1547	1026	1025	472	1480	808	464	737	1072	1685	829	802	810	1440	1439	1057	459	569	396	987	837	835	706	964	1323	1037	622	874	1258	846	727	735	489	360	917	702	561	544	1274	1256	1445	1407	509	956	1251	956	1678	932	635	909	826	859	882	924	742	789	694	998	647	1137	834	902	521	647	594	675	1295	946	780	962	509	619	637	728	1138	878	1258	889	602	552	1152	731	1296	143	857	240	723					
		70.33%	71.70%	76.63%	75.45%	69.37%	73.71%	74.01%	79.72%	73.59%	70.79%	66.47%	68.60%	71.15%	64.16%	63.48%	63.41%	59.91%	67.37%	88.96%	73.42%	76.17%	74.93%	56.06%	75.24%	72.53%	56.93%	61.88%	62.95%	74.26%	79.33%	72.51%	75.00%	78.43%	77.99%	77.32%	85.32%	70.42%	53.51%	82.39%	75.61%	66.32%	62.64%	70.83%	73.01%	74.93%	71.74%	70.14%	69.16%	76.91%	76.05%	73.94%	69.56%	58.25%	70.76%	76.14%	59.05%	58.24%	71.77%	70.48%	70.35%	79.31%	61.18%	74.28%	72.82%	62.69%	87.53%	68.68%	59.01%	73.84%	67.76%	76.22%	70.17%	70.48%	64.80%	67.03%	56.51%	75.04%	60.24%	78.79%	75.61%	78.98%	59.34%	57.36%	67.35%	53.57%	86.85%	71.67%	72.36%	74.69%	62.22%	59.81%	63.64%	65.23%	69.01%	62.58%	72.84%	68.07%	56.42%	59.04%	78.15%	64.18%	76.28%	66.20%	61.97%	85.71%	69.39%					
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
																																																																																																																
