10	Число действительных избирательных бюллетеней	117998	1211	1059	1074	784	1027	1273	1143	1297	1121	1186	1181	987	1247	1316	1325	1197	1487	1380	292	859	836	719	1391	1295	1497	1163	1195	1369	979	1237	704	1025	913	1385	1265	1327	248	1146	1129	1224	1448	1113	834	1221	1412	1242	1167	1141	829	1323	1191	1191	1328	1204	949	1438	1097	607	1178	1228	1374	509	1458	791	645	1271	1363	1423	1357	1465	147	1199	1274	1155	1110	470	659	958	1037	606	1313	868	1020	1638	1174	1580	869	1451	750	742	823	1256	747	1353	1262	811	1263	705	585	1395	1397	1208	1438	1380	1152	713	1200									
11	Число полученных открепительных  удостоверений	7126	50	65	70	70	90	100	80	52	72	70	65	58	69	74	55	61	55	75	0	40	43	17	82	60	70	70	80	63	50	92	42	63	42	60	60	40	0	90	65	85	65	45	30	35	80	85	100	86	65	39	70	68	60	89	61	90	70	50	81	65	46	80	130	80	40	60	70	55	80	74	10	60	70	95	85	55	91	66	57	30	110	60	53	90	65	85	60	72	40	50	64	75	80	160	80	40	118	70	30	85	96	55	55	87	100	70	63									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	6834	50	65	64	52	79	92	78	52	71	68	59	53	65	73	54	61	55	74	0	40	43	16	82	50	66	65	80	60	47	92	41	63	42	58	46	40	0	68	55	85	61	42	30	35	80	85	100	85	59	39	70	67	60	81	51	87	66	48	81	64	45	80	130	80	40	56	69	54	79	74	10	58	59	90	84	51	91	65	57	19	110	60	51	88	65	83	60	71	40	37	64	75	70	160	80	37	115	64	30	80	92	54	55	80	100	64	63									
13	Число избирателей, проголосовавших по открепительным удостоверениям	4903	32	47	52	24	33	30	68	106	106	61	54	50	37	38	81	87	17	50	310	13	17	14	130	41	18	15	45	93	85	36	21	10	15	16	27	20	139	6	9	6	62	39	44	80	55	43	33	22	29	37	29	63	67	26	24	105	41	25	43	296	107	8	24	15	19	176	35	9	34	14	4	21	30	43	14	18	11	17	30	64	14	24	24	38	13	48	14	33	18	35	49	20	13	52	11	25	60	40	130	47	45	29	45	74	31	24	32									
14	Число неиспользованных открепительных удостоверений	292	0	0	6	18	11	8	2	0	1	2	6	5	4	1	1	0	0	1	0	0	0	1	0	10	4	5	0	3	3	0	1	0	0	2	14	0	0	22	10	0	4	3	0	0	0	0	0	1	6	0	0	1	0	8	10	3	4	2	0	1	1	0	0	0	0	4	1	1	1	0	0	2	11	5	1	4	0	1	0	11	0	0	2	2	0	2	0	1	0	13	0	0	10	0	0	3	3	6	0	5	4	1	0	7	0	6	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	362	4	3	3	3	2	5	6	5	7	3	1	1	2	2	3	4	3	3	0	5	5	2	7	9	2	3	7	3	2	4	4	6	1	3	6	3	0	7	2	2	6	5	2	4	5	2	5	3	4	1	3	12	3	1	1	4	1	1	3	2	2	4	2	3	1	0	4	4	6	1	1	3	3	7	1	1	1	4	5	1	8	1	3	7	1	6	1	2	3	1	3	7	5	6	0	0	3	6	1	7	2	3	3	6	6	3	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																						
19	Жириновский Владимир Вольфович	6400	37	66	54	42	35	71	36	83	75	70	26	49	56	52	84	59	85	124	1	57	42	46	51	35	32	45	80	77	46	83	42	81	66	72	59	62	3	53	43	66	109	80	55	99	111	68	79	42	29	36	63	86	82	69	62	58	76	63	73	65	62	33	80	20	32	34	73	72	78	60	8	84	61	98	54	44	50	81	48	30	99	52	40	52	35	77	27	67	70	31	32	69	58	85	26	44	73	44	36	45	59	96	91	114	125	39	61									
		5.38%	3.05%	6.17%	5.03%	5.27%	3.40%	5.42%	3.09%	6.33%	6.61%	5.45%	2.20%	4.90%	4.44%	3.90%	6.33%	4.90%	5.70%	8.92%	0.30%	6.60%	4.98%	6.09%	3.65%	2.69%	2.12%	3.85%	6.66%	5.57%	4.70%	6.66%	5.89%	7.85%	7.15%	5.17%	4.64%	4.65%	1.21%	4.58%	3.80%	5.36%	7.45%	7.16%	6.55%	8.09%	7.80%	5.42%	6.68%	3.66%	3.45%	2.71%	5.24%	7.20%	6.15%	5.73%	6.45%	4.03%	6.85%	10.34%	6.16%	5.24%	4.50%	6.43%	5.45%	2.52%	4.89%	2.65%	5.34%	5.03%	5.71%	4.07%	5.44%	6.99%	4.75%	8.40%	4.83%	9.26%	7.52%	8.44%	4.59%	4.93%	7.51%	5.91%	3.92%	3.14%	2.96%	4.81%	3.07%	4.58%	9.23%	4.16%	3.81%	5.46%	7.71%	6.26%	2.05%	5.37%	5.76%	6.20%	6.07%	3.20%	4.17%	7.88%	6.30%	8.21%	10.79%	5.45%	5.06%									
20	Зюганов Геннадий Андреевич	20165	293	116	234	153	225	223	126	287	263	191	256	138	206	356	289	189	225	193	1	119	100	132	192	295	356	252	192	321	183	218	98	223	202	123	162	99	14	211	250	155	348	198	116	210	273	136	294	214	132	175	208	181	255	198	222	245	138	95	177	178	185	92	200	165	102	132	253	186	216	280	26	237	155	223	193	108	128	217	186	123	309	162	212	301	156	355	118	167	121	73	133	241	142	284	128	162	175	79	48	247	166	263	217	150	162	151	182									
		16.94%	24.12%	10.85%	21.79%	19.20%	21.84%	17.01%	10.81%	21.89%	23.19%	14.88%	21.64%	13.81%	16.35%	26.73%	21.78%	15.71%	15.08%	13.88%	0.30%	13.77%	11.86%	17.48%	13.74%	22.69%	23.53%	21.58%	15.97%	23.23%	18.69%	17.48%	13.74%	21.61%	21.89%	8.83%	12.74%	7.43%	5.65%	18.25%	22.08%	12.59%	23.79%	17.71%	13.81%	17.17%	19.18%	10.85%	24.87%	18.62%	15.70%	13.18%	17.29%	15.15%	19.12%	16.45%	23.10%	17.01%	12.43%	15.60%	14.94%	14.35%	13.42%	17.93%	13.62%	20.78%	15.57%	10.30%	18.49%	12.99%	15.81%	19.01%	17.69%	19.73%	12.07%	19.13%	17.26%	22.74%	19.25%	22.60%	17.78%	20.20%	23.44%	18.41%	20.78%	18.20%	13.20%	22.17%	13.42%	11.41%	15.96%	9.79%	15.83%	19.08%	18.88%	20.91%	10.11%	19.78%	13.80%	11.13%	8.09%	17.58%	11.72%	21.58%	15.03%	10.81%	13.99%	21.09%	15.10%									
21	Миронов Сергей Михайлович	4990	53	35	60	29	30	80	35	76	71	48	63	42	51	66	81	32	98	69	1	35	51	31	46	63	89	48	60	50	37	44	21	23	35	26	49	28	5	24	33	51	71	27	45	66	78	35	65	49	22	44	53	47	74	48	62	42	65	21	68	45	57	15	50	19	30	49	59	50	66	75	2	54	75	66	35	21	16	46	25	30	59	47	40	60	33	78	56	57	36	16	33	44	44	70	19	38	29	23	23	47	57	69	51	61	61	42	61									
		4.19%	4.36%	3.27%	5.59%	3.64%	2.91%	6.10%	3.00%	5.80%	6.26%	3.74%	5.33%	4.20%	4.05%	4.95%	6.10%	2.66%	6.57%	4.96%	0.30%	4.05%	6.05%	4.11%	3.29%	4.85%	5.88%	4.11%	4.99%	3.62%	3.78%	3.53%	2.95%	2.23%	3.79%	1.87%	3.85%	2.10%	2.02%	2.08%	2.92%	4.14%	4.85%	2.42%	5.36%	5.40%	5.48%	2.79%	5.50%	4.26%	2.62%	3.31%	4.41%	3.93%	5.55%	3.99%	6.45%	2.92%	5.86%	3.45%	5.74%	3.63%	4.13%	2.92%	3.41%	2.39%	4.58%	3.82%	4.31%	3.49%	4.83%	5.09%	1.36%	4.50%	5.84%	5.66%	3.13%	4.42%	2.41%	4.79%	2.39%	4.93%	4.48%	5.34%	3.92%	3.63%	2.79%	4.87%	6.37%	3.89%	4.75%	2.14%	3.93%	3.48%	5.85%	5.15%	1.50%	4.64%	2.29%	3.24%	3.88%	3.35%	4.03%	5.66%	3.53%	4.39%	5.27%	5.87%	5.06%									
22	Прохоров Михаил Дмитриевич	5254	43	64	25	23	21	50	33	122	134	68	8	46	48	50	103	47	124	28	0	31	31	54	86	60	35	42	84	20	42	63	35	32	80	19	67	30	4	33	15	36	94	55	13	27	62	64	80	20	22	28	45	37	50	37	87	14	6	16	26	49	75	12	57	31	23	46	76	39	25	12	10	7	41	117	50	2	58	64	74	3	126	73	4	60	24	131	21	48	20	15	129	76	30	127	44	70	20	10	44	74	134	103	68	88	21	85	19									
		4.41%	3.54%	5.99%	2.33%	2.89%	2.04%	3.81%	2.83%	9.31%	11.82%	5.30%	0.68%	4.60%	3.81%	3.75%	7.76%	3.91%	8.31%	2.01%	0.00%	3.59%	3.68%	7.15%	6.16%	4.62%	2.31%	3.60%	6.99%	1.45%	4.29%	5.05%	4.91%	3.10%	8.67%	1.36%	5.27%	2.25%	1.61%	2.85%	1.33%	2.92%	6.43%	4.92%	1.55%	2.21%	4.36%	5.10%	6.77%	1.74%	2.62%	2.11%	3.74%	3.10%	3.75%	3.07%	9.05%	0.97%	0.54%	2.63%	2.19%	3.95%	5.44%	2.34%	3.88%	3.90%	3.51%	3.59%	5.56%	2.73%	1.83%	0.81%	6.80%	0.58%	3.19%	10.03%	4.47%	0.42%	8.72%	6.67%	7.07%	0.49%	9.56%	8.30%	0.39%	3.63%	2.03%	8.18%	2.39%	3.28%	2.64%	2.01%	15.36%	6.02%	3.99%	9.35%	3.48%	8.55%	1.58%	1.41%	7.42%	5.27%	9.46%	8.45%	4.71%	6.34%	1.81%	11.87%	1.58%									
23	Путин Владимир Владимирович	81189	785	778	701	537	716	849	913	729	578	809	828	712	886	792	768	870	955	966	289	617	612	456	1016	842	985	776	779	901	671	829	508	666	530	1145	928	1108	222	825	788	916	826	753	605	819	888	939	649	816	624	1040	822	840	867	852	516	1079	812	412	834	891	995	357	1071	556	458	1010	902	1076	972	1038	101	817	942	651	778	295	407	550	704	420	720	534	724	1165	926	939	647	1112	503	607	496	826	473	787	1045	497	966	549	434	982	981	677	1011	967	783	396	877									
		68.21%	64.61%	72.78%	65.27%	67.38%	69.51%	64.76%	78.30%	55.61%	50.97%	63.01%	69.99%	71.27%	70.32%	59.46%	57.87%	72.32%	64.01%	69.50%	85.76%	71.41%	72.60%	60.40%	72.73%	64.77%	65.10%	66.44%	64.81%	65.20%	68.54%	66.48%	71.25%	64.53%	57.42%	82.20%	72.96%	83.18%	89.52%	71.37%	69.61%	74.41%	56.46%	67.35%	72.02%	66.97%	62.40%	74.88%	54.91%	71.02%	74.20%	78.31%	68.33%	70.29%	64.99%	70.76%	53.69%	74.93%	73.15%	67.65%	70.38%	71.85%	72.15%	69.59%	72.96%	70.03%	69.92%	78.78%	65.94%	75.19%	71.16%	70.47%	68.71%	68.03%	73.36%	55.83%	69.59%	62.11%	61.20%	57.29%	67.30%	68.97%	54.63%	60.68%	70.98%	70.44%	78.34%	58.65%	73.61%	75.96%	66.36%	81.37%	59.05%	65.40%	62.90%	57.95%	82.54%	60.68%	76.18%	77.32%	73.19%	69.89%	69.28%	55.54%	70.01%	69.67%	67.62%	55.31%	72.78%									
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
