Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																									
Дата голосования: 04.12.2011																																																																									
																																																																									
"Наименование Избирательной комиссии:    Нижний Новгород, Сормовская"																																																																									
																																																																									
Сводная таблица результатов выборов																																																																									
																																																																									
		Сумма	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2271	30	20	10	25	29	20	42	15	39	42	53	45	45	35	25	25	45	63	31	48	52	50	25	20	39	30	30	45	33	33	30	31	41	35	60	45	30	25	40	38	27	17	37	20	38	25	34	31	27	32	30	33	30	30	35	30	24	22	41	26	42	47	50	43	33	48					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2200	30	20	10	25	29	20	41	15	37	42	53	45	45	32	25	22	44	60	29	48	52	50	23	20	39	30	30	45	32	28	23	31	41	31	59	45	29	24	38	38	26	17	37	20	34	25	34	31	26	32	30	31	29	29	28	29	21	22	38	23	42	44	49	42	33	48					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1146	20	21	9	15	9	10	19	12	19	14	9	22	17	24	15	21	13	21	25	18	19	24	17	12	32	22	16	23	21	11	11	10	13	17	16	22	12	30	19	9	25	11	14	23	24	15	16	23	17	15	31	15	19	19	7	33	15	12	13	11	19	8	14	26	21	11					
14	Число погашенных неиспользованных открепительных удостоверений	71	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	3	1	3	2	0	0	0	2	0	0	0	0	0	1	5	7	0	0	4	1	0	1	1	2	0	1	0	0	0	4	0	0	0	1	0	0	2	1	1	7	1	3	0	3	3	0	3	1	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	277	2	0	1	4	5	3	4	4	2	4	8	3	5	6	5	4	4	7	7	1	10	7	6	4	4	5	4	5	5	4	4	3	11	6	5	6	6	3	6	1	2	5	4	2	6	2	1	6	2	4	6	4	8	4	1	3	2	2	3	0	5	1	8	5	2	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9003	49	123	76	125	116	95	164	93	127	151	189	161	153	132	142	118	123	136	161	166	213	118	209	119	115	131	106	108	113	134	88	112	181	130	178	167	77	172	130	82	93	109	134	121	117	119	137	134	123	111	123	158	134	178	150	161	127	136	136	173	187	170	217	167	164	141					
		14.09%	10.02%	15.79%	12.08%	13.56%	10.74%	12.72%	15.43%	11.79%	13.09%	13.78%	13.79%	15.32%	12.55%	15.33%	14.82%	16.71%	13.85%	13.82%	13.89%	16.18%	15.82%	13.50%	16.87%	14.58%	16.38%	15.30%	15.61%	12.71%	14.51%	16.90%	13.10%	15.82%	14.78%	14.44%	14.92%	15.27%	11.79%	16.73%	10.68%	4.08%	14.07%	17.69%	15.23%	13.72%	16.43%	15.41%	14.78%	14.00%	13.73%	13.17%	14.96%	15.46%	11.89%	16.33%	14.88%	13.61%	13.05%	15.32%	13.91%	14.07%	15.43%	15.64%	16.76%	12.99%	15.13%	13.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8452	73	122	110	110	159	101	171	129	142	143	191	155	160	115	104	87	119	127	137	100	157	93	143	76	89	100	88	92	93	85	74	78	155	95	149	136	99	124	184	362	82	85	132	126	82	108	108	108	115	105	111	127	129	153	131	153	126	84	148	150	166	162	176	217	172	169					
		13.23%	14.93%	15.66%	17.49%	11.93%	14.72%	13.52%	16.09%	16.35%	14.64%	13.05%	13.93%	14.75%	13.13%	13.36%	10.86%	12.32%	13.40%	12.91%	11.82%	9.75%	11.66%	10.64%	11.54%	9.31%	12.68%	11.68%	12.96%	10.82%	11.94%	10.72%	11.01%	11.02%	12.65%	10.56%	12.49%	12.43%	15.16%	12.06%	15.12%	18.02%	12.41%	13.80%	15.00%	14.29%	11.52%	13.99%	11.65%	11.29%	12.83%	12.46%	13.50%	12.43%	11.45%	14.04%	12.99%	12.93%	12.95%	9.46%	15.13%	12.20%	13.70%	14.90%	13.59%	16.89%	15.87%	16.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	758	1	7	12	9	8	12	15	4	10	13	13	17	19	12	10	8	9	14	23	18	20	10	25	7	8	11	8	8	6	14	6	5	14	15	15	16	6	10	19	16	10	13	7	12	5	6	8	4	16	10	12	12	12	18	11	19	9	5	12	10	16	4	12	17	12	13					
		1.19%	0.20%	0.90%	1.91%	0.98%	0.74%	1.61%	1.41%	0.51%	1.03%	1.19%	0.95%	1.62%	1.56%	1.39%	1.04%	1.13%	1.01%	1.42%	1.98%	1.75%	1.49%	1.14%	2.02%	0.86%	1.14%	1.29%	1.18%	0.94%	0.77%	1.77%	0.89%	0.71%	1.14%	1.67%	1.26%	1.46%	0.92%	0.97%	1.56%	0.80%	1.51%	2.11%	0.80%	1.36%	0.70%	0.78%	0.86%	0.42%	1.79%	1.19%	1.46%	1.17%	1.06%	1.65%	1.09%	1.61%	0.92%	0.56%	1.23%	0.81%	1.32%	0.37%	0.93%	1.32%	1.11%	1.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	22203	147	215	188	310	325	227	340	228	385	416	489	330	444	297	367	260	308	327	404	374	511	318	429	326	257	298	230	298	291	297	258	274	491	327	438	379	184	371	425	298	216	181	261	273	250	296	368	367	322	339	276	364	439	371	376	439	362	333	365	484	416	385	439	451	362	387					
		34.75%	30.06%	27.60%	29.89%	33.62%	30.09%	30.39%	31.98%	28.90%	39.69%	37.96%	35.67%	31.40%	36.42%	34.49%	38.31%	36.83%	34.68%	33.23%	34.86%	36.45%	37.96%	36.38%	34.62%	39.95%	36.61%	34.81%	33.87%	35.06%	37.36%	37.45%	38.39%	38.70%	40.08%	36.33%	36.71%	34.64%	28.18%	36.09%	34.92%	14.83%	32.68%	29.38%	29.66%	30.95%	35.11%	38.34%	39.70%	38.35%	35.94%	40.21%	33.58%	35.62%	38.95%	34.04%	37.30%	37.11%	37.20%	37.50%	37.32%	39.35%	34.32%	35.42%	33.90%	35.10%	33.39%	37.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3043	11	24	40	22	31	18	54	41	40	53	69	41	83	46	84	43	53	62	85	67	93	67	44	42	39	46	33	68	55	43	38	26	64	70	46	47	30	37	41	28	24	21	44	50	37	32	45	47	42	47	29	27	44	60	45	43	42	28	32	45	69	34	68	74	38	52					
		4.76%	2.25%	3.08%	6.36%	2.39%	2.87%	2.41%	5.08%	5.20%	4.12%	4.84%	5.03%	3.90%	6.81%	5.34%	8.77%	6.09%	5.97%	6.30%	7.33%	6.53%	6.91%	7.67%	3.55%	5.15%	5.56%	5.37%	4.86%	8.00%	7.06%	5.42%	5.65%	3.67%	5.22%	7.78%	3.86%	4.30%	4.59%	3.60%	3.37%	1.39%	3.63%	3.41%	5.00%	5.67%	5.20%	4.15%	4.85%	4.91%	4.69%	5.58%	3.53%	2.64%	3.90%	5.50%	4.46%	3.63%	4.32%	3.15%	3.27%	3.66%	5.69%	3.13%	5.25%	5.76%	3.51%	4.98%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	19232	193	272	192	328	417	268	306	282	251	303	391	324	335	242	230	181	255	293	332	278	326	243	364	230	180	248	205	253	203	204	198	201	293	240	342	322	244	289	400	1195	223	192	288	284	209	197	238	285	258	217	260	314	352	292	286	351	291	281	264	353	333	320	368	337	315	271					
		30.10%	39.47%	34.92%	30.52%	35.57%	38.61%	35.88%	28.79%	35.74%	25.88%	27.65%	28.52%	30.83%	27.48%	28.11%	24.01%	25.64%	28.72%	29.78%	28.65%	27.10%	24.22%	27.80%	29.38%	28.19%	25.64%	28.97%	30.19%	29.76%	26.06%	25.73%	29.46%	28.39%	23.92%	26.67%	28.67%	29.43%	37.37%	28.11%	32.87%	59.48%	33.74%	31.17%	32.73%	32.20%	29.35%	25.52%	25.67%	29.78%	28.79%	25.74%	31.63%	30.72%	31.23%	26.79%	28.37%	29.67%	29.91%	31.64%	26.99%	28.70%	27.48%	29.44%	28.42%	26.23%	29.06%	25.93%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	447	3	4	5	6	4	11	6	7	7	5	10	6	13	4	10	3	4	6	5	9	10	11	13	6	3	4	2	11	7	10	5	5	11	6	7	11	3	8	12	9	4	7	3	5	4	5	12	5	9	3	3	10	7	5	2	9	8	7	8	9	7	4	5	8	11	5					
		0.70%	0.61%	0.51%	0.79%	0.65%	0.37%	1.47%	0.56%	0.89%	0.72%	0.46%	0.73%	0.57%	1.07%	0.46%	1.04%	0.42%	0.45%	0.61%	0.43%	0.88%	0.74%	1.26%	1.05%	0.74%	0.43%	0.47%	0.29%	1.29%	0.90%	1.26%	0.74%	0.71%	0.90%	0.67%	0.59%	1.01%	0.46%	0.78%	0.99%	0.45%	0.61%	1.14%	0.34%	0.57%	0.56%	0.65%	1.29%	0.52%	1.00%	0.36%	0.36%	0.98%	0.62%	0.46%	0.20%	0.76%	0.82%	0.79%	0.82%	0.73%	0.58%	0.37%	0.39%	0.62%	1.01%	0.48%					
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
																																																																									
