Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Урайская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395					
		3.76%	3.47%	5.17%	3.06%	2.92%	3.85%	4.38%	3.96%	3.15%	2.92%	4.71%	3.50%	4.48%	3.86%	1.12%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	421	22	18	16	31	27	33	34	38	45	34	36	38	42	7					
		2.06%	2.01%	1.69%	1.29%	2.45%	2.21%	1.74%	1.87%	2.39%	2.68%	2.32%	2.13%	1.85%	2.22%	1.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	972	53	54	29	41	46	113	81	82	91	79	103	96	103	1					
		4.76%	4.85%	5.08%	2.33%	3.24%	3.77%	5.97%	4.46%	5.16%	5.43%	5.39%	6.11%	4.68%	5.45%	0.22%					
22	"5. ""За Русь Святую"""	57	2	3	6	5	2	2	4	5	4	1	9	6	6	2					
		0.27%	0.18%	0.28%	0.48%	0.39%	0.16%	0.10%	0.22%	0.31%	0.23%	0.06%	0.53%	0.29%	0.31%	0.45%					
23	"6. ""Объединенная Российская партия ""Русь"""	68	3	2	4	5	1	8	4	8	8	6	0	6	10	3					
		0.33%	0.27%	0.18%	0.32%	0.39%	0.08%	0.42%	0.22%	0.50%	0.47%	0.40%	0.0%	0.29%	0.52%	0.67%					
24	"7. ""Новый курс - Автомобильная Россия"""	157	5	11	9	14	11	12	18	10	11	13	18	11	13	1					
		0.77%	0.45%	1.03%	0.72%	1.10%	0.90%	0.63%	0.99%	0.63%	0.65%	0.88%	1.06%	0.53%	0.68%	0.22%					
25	"8. ""Народно-республиканская партия России"""	16	1	1	0	0	0	1	0	2	3	3	3	1	0	1					
		0.07%	0.09%	0.09%	0.0%	0.0%	0.0%	0.05%	0.0%	0.12%	0.17%	0.20%	0.17%	0.04%	0.0%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	79	6	4	6	3	2	8	7	7	5	5	9	10	6	1					
		0.38%	0.54%	0.37%	0.48%	0.23%	0.16%	0.42%	0.38%	0.44%	0.29%	0.34%	0.53%	0.48%	0.31%	0.22%					
27	"10. ""Аграрная партия России"""	344	14	15	18	26	24	29	34	18	24	28	29	37	37	11					
		1.68%	1.28%	1.41%	1.45%	2.05%	1.96%	1.53%	1.87%	1.13%	1.43%	1.91%	1.72%	1.80%	1.95%	2.47%					
28	"11. ""Истинные патриоты России"""	47	1	3	2	3	7	1	6	3	5	3	7	4	0	2					
		0.23%	0.09%	0.28%	0.16%	0.23%	0.57%	0.05%	0.33%	0.18%	0.29%	0.20%	0.41%	0.19%	0.0%	0.45%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	148	5	9	13	12	5	16	11	8	12	6	21	15	10	5					
		0.72%	0.45%	0.84%	1.04%	0.94%	0.41%	0.84%	0.60%	0.50%	0.71%	0.40%	1.24%	0.73%	0.52%	1.12%					
30	"13. ""Демократическая партия России"""	33	3	0	4	1	1	1	8	6	3	0	2	0	3	1					
		0.16%	0.27%	0.0%	0.32%	0.07%	0.08%	0.05%	0.44%	0.37%	0.17%	0.0%	0.11%	0.0%	0.15%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	30	2	0	6	2	1	4	1	2	3	2	4	0	2	1					
		0.14%	0.18%	0.0%	0.48%	0.15%	0.08%	0.21%	0.05%	0.12%	0.17%	0.13%	0.23%	0.0%	0.10%	0.22%					
32	"15. ""Партия СЛОН"""	32	0	1	1	2	2	7	1	3	4	2	0	3	5	1					
		0.15%	0.0%	0.09%	0.08%	0.15%	0.16%	0.36%	0.05%	0.18%	0.23%	0.13%	0.0%	0.14%	0.26%	0.22%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1008	77	54	50	50	56	114	103	61	72	51	76	88	142	14					
		4.94%	7.05%	5.08%	4.03%	3.95%	4.59%	6.02%	5.67%	3.84%	4.29%	3.48%	4.51%	4.29%	7.51%	3.15%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	30	1	1	0	2	4	4	0	1	3	4	2	1	4	3					
		0.14%	0.09%	0.09%	0.0%	0.15%	0.32%	0.21%	0.0%	0.06%	0.17%	0.27%	0.11%	0.04%	0.21%	0.67%					
35	"18. ""ЛДПР"""	3182	197	173	251	221	216	257	286	233	222	197	272	304	275	78					
		15.61%	18.04%	16.29%	20.24%	17.47%	17.71%	13.58%	15.75%	14.68%	13.25%	13.45%	16.14%	14.83%	14.55%	17.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	220	8	11	21	15	17	16	17	20	19	15	19	16	18	8					
		1.07%	0.73%	1.03%	1.69%	1.18%	1.39%	0.84%	0.93%	1.26%	1.13%	1.02%	1.12%	0.78%	0.95%	1.80%					
37	"20. ""Политическая партия ""Единая Россия"""	9273	475	475	543	568	520	903	808	799	781	683	727	937	835	219					
		45.50%	43.49%	44.72%	43.79%	44.90%	42.65%	47.72%	44.51%	50.34%	46.62%	46.65%	43.14%	45.72%	44.20%	49.32%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	3	6	2	3	4	1	6	0	1	4	6	2	6	0					
		0.21%	0.27%	0.56%	0.16%	0.23%	0.32%	0.05%	0.33%	0.0%	0.05%	0.27%	0.35%	0.09%	0.31%	0.0%					
39	"22. ""Развитие предпринимательства"""	47	4	1	1	3	3	4	9	4	1	1	2	7	6	1					
		0.23%	0.36%	0.09%	0.08%	0.23%	0.24%	0.21%	0.49%	0.25%	0.05%	0.06%	0.11%	0.34%	0.31%	0.22%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1587	83	73	72	97	84	133	139	127	152	127	149	177	141	33					
		7.78%	7.60%	6.87%	5.80%	7.66%	6.89%	7.02%	7.65%	8.00%	9.07%	8.67%	8.84%	8.63%	7.46%	7.43%					
																					
41	Против всех	1328	63	75	99	88	96	111	133	75	113	95	94	156	105	25					
		6.51%	5.76%	7.06%	7.98%	6.95%	7.87%	5.86%	7.32%	4.72%	6.74%	6.48%	5.57%	7.61%	5.55%	5.63%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
