Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    Лазовская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	898	10	10	30	15	20	25	30	22	20	25	25	27	10	25	0	21	24	10	15	30	10	20	15	15	10	10	10	20	10	10	10	10	10	35	10	20	3	15	15	10	10	21	10	10	20	10	10	20	10	25	10	10	10	38	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	785	10	10	10	15	15	25	26	19	16	22	25	27	8	25	0	13	24	10	9	30	8	15	13	12	10	10	10	20	10	10	8	10	10	35	10	12	0	6	14	10	10	21	10	7	20	1	10	20	5	25	10	10	6	38	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	621	4	4	6	8	13	20	18	15	6	222	8	19	5	5	3	12	12	6	8	11	1	3	7	9	0	7	3	6	3	3	0	4	1	6	1	14	3	7	8	3	4	8	2	3	11	2	3	17	1	14	4	5	46	2	5					
14	Число погашенных неиспользованных открепительных удостоверений	113	0	0	20	0	5	0	4	3	4	3	0	0	2	0	0	8	0	0	6	0	2	5	2	3	0	0	0	0	0	0	2	0	0	0	0	8	3	9	1	0	0	0	0	3	0	9	0	0	5	0	0	0	4	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2556	28	43	46	46	87	143	155	98	86	90	39	74	35	68	6	134	245	29	71	173	27	20	15	32	4	72	35	43	3	18	3	21	14	48	6	57	6	42	36	3	5	19	3	4	34	23	14	23	6	80	17	41	13	45	28					
		12.23%	13.59%	13.31%	9.98%	10.95%	14.82%	14.14%	14.17%	12.04%	14.75%	11.32%	8.50%	12.21%	13.01%	11.68%	10.00%	17.65%	17.87%	10.25%	11.89%	13.33%	11.20%	7.72%	8.57%	10.32%	3.77%	14.55%	10.23%	13.27%	5.66%	8.82%	6.67%	9.25%	10.37%	9.76%	9.52%	11.97%	4.58%	12.14%	9.33%	7.32%	6.94%	13.10%	2.80%	5.80%	18.99%	15.75%	12.73%	8.10%	5.36%	10.13%	8.54%	13.90%	7.22%	11.97%	6.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4350	64	57	83	85	110	205	226	194	110	200	105	146	61	104	12	175	258	71	130	283	57	68	33	57	16	88	63	48	4	55	14	48	28	109	9	57	22	49	56	8	15	28	38	30	23	9	19	68	27	165	33	65	53	101	108					
		20.81%	31.07%	17.65%	18.00%	20.24%	18.74%	20.28%	20.66%	23.83%	18.87%	25.16%	22.88%	24.09%	22.68%	17.87%	20.00%	23.06%	18.82%	25.09%	21.78%	21.80%	23.65%	26.25%	18.86%	18.39%	15.09%	17.78%	18.42%	14.81%	7.55%	26.96%	31.11%	21.15%	20.74%	22.15%	14.29%	11.97%	16.79%	14.16%	14.51%	19.51%	20.83%	19.31%	35.51%	43.48%	12.85%	6.16%	17.27%	23.94%	24.11%	20.89%	16.58%	22.03%	29.44%	26.86%	26.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	252	3	7	2	9	4	22	14	7	8	21	5	4	3	2	0	7	12	7	8	13	6	3	3	2	0	7	3	4	0	8	0	0	1	8	0	2	0	4	2	0	2	4	0	0	0	1	0	7	1	6	0	3	1	8	8					
		1.21%	1.46%	2.17%	0.43%	2.14%	0.68%	2.18%	1.28%	0.86%	1.37%	2.64%	1.09%	0.66%	1.12%	0.34%	0.00%	0.92%	0.88%	2.47%	1.34%	1.00%	2.49%	1.16%	1.71%	0.65%	0.00%	1.41%	0.88%	1.23%	0.00%	3.92%	0.00%	0.00%	0.74%	1.63%	0.00%	0.42%	0.00%	1.16%	0.52%	0.00%	2.78%	2.76%	0.00%	0.00%	0.00%	0.68%	0.00%	2.46%	0.89%	0.76%	0.00%	1.02%	0.56%	2.13%	1.95%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3777	21	30	71	52	128	215	197	170	120	109	75	91	44	93	5	155	329	82	149	313	26	35	26	54	8	98	56	28	8	41	0	34	13	52	2	67	13	81	84	10	20	12	11	8	13	36	16	72	25	170	30	47	14	59	59					
		18.07%	10.19%	9.29%	15.40%	12.38%	21.81%	21.27%	18.01%	20.88%	20.58%	13.71%	16.34%	15.02%	16.36%	15.98%	8.33%	20.42%	23.99%	28.98%	24.96%	24.11%	10.79%	13.51%	14.86%	17.42%	7.55%	19.80%	16.37%	8.64%	15.09%	20.10%	0.00%	14.98%	9.63%	10.57%	3.17%	14.08%	9.92%	23.41%	21.76%	24.39%	27.78%	8.28%	10.28%	11.59%	7.26%	24.66%	14.55%	25.35%	22.32%	21.52%	15.08%	15.93%	7.78%	15.69%	14.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	437	3	1	6	13	14	38	26	19	8	28	9	20	5	14	0	19	42	4	15	29	7	3	0	1	0	20	7	0	1	0	0	5	0	8	0	2	6	3	16	0	4	6	2	3	1	0	0	2	0	6	5	3	3	5	5					
		2.09%	1.46%	0.31%	1.30%	3.10%	2.39%	3.76%	2.38%	2.33%	1.37%	3.52%	1.96%	3.30%	1.86%	2.41%	0.00%	2.50%	3.06%	1.41%	2.51%	2.23%	2.90%	1.16%	0.00%	0.32%	0.00%	4.04%	2.05%	0.00%	1.89%	0.00%	0.00%	2.20%	0.00%	1.63%	0.00%	0.42%	4.58%	0.87%	4.15%	0.00%	5.56%	4.14%	1.87%	4.35%	0.56%	0.00%	0.00%	0.70%	0.00%	0.76%	2.51%	1.02%	1.67%	1.33%	1.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8937	85	180	244	201	229	352	457	302	236	309	218	254	113	282	35	250	452	84	213	436	109	128	94	156	76	197	162	194	37	78	28	116	77	251	44	276	80	157	187	20	23	69	53	23	102	72	60	106	51	325	110	126	85	147	186					
		42.75%	41.26%	55.73%	52.93%	47.86%	39.01%	34.82%	41.77%	37.10%	40.48%	38.87%	47.49%	41.91%	42.01%	48.45%	58.33%	32.94%	32.97%	29.68%	35.68%	33.59%	45.23%	49.42%	53.71%	50.32%	71.70%	39.80%	47.37%	59.88%	69.81%	38.24%	62.22%	51.10%	57.04%	51.02%	69.84%	57.98%	61.07%	45.38%	48.45%	48.78%	31.94%	47.59%	49.53%	33.33%	56.98%	49.32%	54.55%	37.32%	45.54%	41.14%	55.28%	42.71%	47.22%	39.10%	45.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	145	1	0	2	3	2	10	2	7	8	13	5	3	4	6	1	4	12	0	2	5	2	2	3	2	2	5	4	1	0	0	0	1	1	4	0	5	0	0	2	0	1	1	0	0	0	1	0	1	2	5	4	0	3	2	1					
		0.69%	0.49%	0.00%	0.43%	0.71%	0.34%	0.99%	0.18%	0.86%	1.37%	1.64%	1.09%	0.50%	1.49%	1.03%	1.67%	0.53%	0.88%	0.00%	0.34%	0.39%	0.83%	0.77%	1.71%	0.65%	1.89%	1.01%	1.17%	0.31%	0.00%	0.00%	0.00%	0.44%	0.74%	0.81%	0.00%	1.05%	0.00%	0.00%	0.52%	0.00%	1.39%	0.69%	0.00%	0.00%	0.00%	0.68%	0.00%	0.35%	1.79%	0.63%	2.01%	0.00%	1.67%	0.53%	0.24%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
