Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Лазовская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634					
		14.48%	12.41%	14.89%	16.26%	11.49%	20.18%	14.09%	15.53%	15.77%	13.67%	25.00%	16.98%	15.54%	17.16%	15.91%	16.64%	14.18%	16.25%	11.11%	15.41%	11.96%	13.38%	13.92%	8.77%	7.41%	9.30%	11.67%	6.27%	11.73%	10.87%	7.41%	12.75%	14.41%	12.54%	11.91%	20.00%	21.88%	11.66%	17.81%	18.52%	4.84%	4.00%	11.76%	18.99%	20.00%	15.22%	11.48%	11.65%	23.88%	12.85%	11.66%	10.18%	17.65%	22.77%	15.11%	14.18%	10.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1527	95	80	43	38	63	15	38	20	29	1	85	198	31	44	152	9	13	17	25	2	35	32	9	1	8	0	17	3	27	3	21	5	19	24	1	1	6	5	2	9	8	3	21	2	37	1	13	9	13	30	19	16	15	31	37	46					
		7.20%	8.73%	7.84%	6.24%	6.82%	5.78%	3.41%	7.02%	8.30%	5.22%	1.39%	10.77%	13.38%	9.17%	7.37%	11.39%	3.36%	4.69%	9.44%	8.20%	2.17%	7.43%	9.09%	2.92%	1.85%	3.72%	0.00%	6.27%	1.85%	5.34%	3.70%	4.62%	4.50%	6.81%	6.65%	2.50%	1.56%	3.68%	6.85%	2.47%	4.84%	5.33%	2.94%	8.86%	2.22%	5.17%	1.64%	4.21%	4.48%	3.63%	6.48%	8.41%	7.24%	4.62%	6.89%	8.75%	7.49%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	200	10	6	8	3	12	3	7	0	5	0	6	23	2	11	8	2	10	4	4	0	3	3	6	1	3	1	3	1	4	2	1	0	1	3	0	0	2	0	0	3	1	2	1	3	7	0	2	0	1	2	8	0	2	2	4	4					
		0.94%	0.92%	0.59%	1.16%	0.54%	1.10%	0.68%	1.29%	0.00%	0.90%	0.00%	0.76%	1.55%	0.59%	1.84%	0.60%	0.75%	3.61%	2.22%	1.31%	0.00%	0.64%	0.85%	1.95%	1.85%	1.40%	1.67%	1.11%	0.62%	0.79%	2.47%	0.22%	0.00%	0.36%	0.83%	0.00%	0.00%	1.23%	0.00%	0.00%	1.61%	0.67%	1.96%	0.42%	3.33%	0.98%	0.00%	0.65%	0.00%	0.28%	0.43%	3.54%	0.00%	0.62%	0.44%	0.95%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12967	645	602	386	345	691	279	296	149	339	44	409	744	175	332	673	179	171	121	193	79	301	217	239	45	160	48	207	126	374	67	320	82	167	222	28	37	117	48	57	147	113	68	133	56	436	47	221	125	235	283	131	137	196	297	252	376					
		61.18%	59.28%	58.96%	56.02%	61.94%	63.39%	63.41%	54.71%	61.83%	60.97%	61.11%	51.84%	50.27%	51.78%	55.61%	50.45%	66.79%	61.73%	67.22%	63.28%	85.87%	63.91%	61.65%	77.60%	83.33%	74.42%	80.00%	76.38%	77.78%	73.91%	82.72%	70.33%	73.87%	59.86%	61.50%	70.00%	57.81%	71.78%	65.75%	70.37%	79.03%	75.33%	66.67%	56.12%	62.22%	60.89%	77.05%	71.52%	62.19%	65.64%	61.12%	57.96%	61.99%	60.31%	66.00%	59.57%	61.24%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	190	13	4	7	1	15	3	7	0	3	0	14	20	4	8	13	2	0	0	2	0	11	5	1	0	0	0	3	1	3	0	2	2	1	1	0	0	1	1	0	0	1	0	2	0	4	0	2	0	5	8	4	0	1	2	6	7					
		0.90%	1.19%	0.39%	1.02%	0.18%	1.38%	0.68%	1.29%	0.00%	0.54%	0.00%	1.77%	1.35%	1.18%	1.34%	0.97%	0.75%	0.00%	0.00%	0.66%	0.00%	2.34%	1.42%	0.32%	0.00%	0.00%	0.00%	1.11%	0.62%	0.59%	0.00%	0.44%	1.80%	0.36%	0.28%	0.00%	0.00%	0.61%	1.37%	0.00%	0.00%	0.67%	0.00%	0.84%	0.00%	0.56%	0.00%	0.65%	0.00%	1.40%	1.73%	1.77%	0.00%	0.31%	0.44%	1.42%	1.14%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
