Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Тамалинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	0	2	2	0	2	0	0	1	0	5	0	0	1	1	1	0	1	1	1	0	1	1									
		0.22%	0.00%	0.18%	0.26%	0.00%	0.40%	0.00%	0.00%	0.40%	0.00%	0.85%	0.00%	0.00%	0.39%	0.49%	0.37%	0.00%	0.43%	0.27%	0.22%	0.00%	0.35%	0.30%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0									
		0.07%	0.00%	0.18%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.37%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	738	86	137	85	5	39	56	17	37	12	29	14	13	15	10	21	14	32	27	23	13	22	31									
		8.14%	6.86%	12.22%	10.86%	1.31%	7.86%	12.04%	6.94%	14.68%	4.84%	4.96%	10.37%	6.57%	5.86%	4.90%	7.69%	5.02%	13.85%	7.22%	5.15%	6.07%	7.77%	9.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	5	2	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0									
		0.13%	0.40%	0.18%	0.13%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	1	1	2	0	0	0	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	1									
		0.12%	0.08%	0.09%	0.26%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.48%	0.00%	0.00%	0.00%	0.37%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1									
		0.04%	0.08%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	1	6	3	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	5	1									
		0.22%	0.08%	0.54%	0.38%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.17%	0.00%	0.00%	0.39%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.77%	0.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	918	105	118	84	45	64	63	30	23	52	20	16	10	11	23	20	18	26	26	47	29	49	39									
		10.13%	8.37%	10.53%	10.73%	11.81%	12.90%	13.55%	12.24%	9.13%	20.97%	3.42%	11.85%	5.05%	4.30%	11.27%	7.33%	6.45%	11.26%	6.95%	10.51%	13.55%	17.31%	11.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	4	2	4	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1									
		0.17%	0.32%	0.18%	0.51%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	113	22	13	13	0	7	6	2	3	4	7	1	0	0	1	2	7	5	7	2	2	5	4									
		1.25%	1.75%	1.16%	1.66%	0.00%	1.41%	1.29%	0.82%	1.19%	1.61%	1.20%	0.74%	0.00%	0.00%	0.49%	0.73%	2.51%	2.16%	1.87%	0.45%	0.93%	1.77%	1.19%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
