Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
"Наименование Избирательной комиссии:    Пермь, Орджоникидзевская"																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327	УИК №3328	УИК №3329	УИК №3330	УИК №3331	УИК №3332	УИК №3333	УИК №3334	УИК №3335	УИК №3336	УИК №3337	УИК №3338	УИК №3339	УИК №3340	УИК №3341	УИК №3342	УИК №3343	УИК №3344	УИК №3345	УИК №3346	УИК №3347	УИК №3348	УИК №3349	УИК №3350	УИК №3351	УИК №3352	УИК №3353	УИК №3354	УИК №3355					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2499	68	73	80	0	74	83	83	84	84	66	58	43	48	58	68	64	74	70	38	58	61	88	40	0	38	33	28	10	0	37	29	40	40	38	28	33	47	30	59	43	38	34	38	49	25	50	35	45	50	30	45	39	25	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2160	65	71	66	0	56	68	63	61	68	58	48	29	47	53	46	48	57	59	28	48	57	81	40	0	37	30	28	7	0	35	29	40	40	34	26	33	31	28	45	41	37	33	31	42	14	50	35	44	49	27	44	29	24	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	530	17	6	8	0	13	5	8	8	6	16	22	1	6	9	5	6	1	6	2	4	8	13	2	1	9	10	2	1	84	7	2	8	4	4	19	11	9	10	7	6	4	3	9	8	14	2	10	6	8	9	17	3	5	55	11					
14	Число погашенных неиспользованных открепительных удостоверений	339	3	2	14	0	18	15	20	23	16	8	10	14	1	5	22	16	17	11	10	10	4	7	0	0	1	3	0	3	0	2	0	0	0	4	2	0	16	2	14	2	1	1	7	7	11	0	0	1	1	3	1	10	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5869	75	77	99	9	125	139	170	107	111	107	160	151	126	121	61	97	158	118	84	84	104	147	95	15	165	180	125	64	31	149	95	158	88	106	112	107	119	96	140	156	114	165	142	105	33	95	65	86	135	75	175	92	93	32	31					
		14.96%	14.68%	12.73%	15.59%	16.67%	16.43%	15.51%	16.24%	17.29%	13.94%	12.33%	17.43%	8.53%	21.00%	16.05%	11.25%	13.55%	18.83%	14.51%	13.84%	16.28%	15.23%	14.80%	15.75%	13.89%	16.92%	19.05%	16.15%	18.03%	4.80%	16.80%	14.82%	16.56%	14.92%	17.91%	15.53%	13.90%	16.30%	15.69%	14.68%	17.05%	16.08%	17.15%	17.30%	13.58%	10.12%	15.40%	11.99%	11.26%	14.11%	13.51%	16.31%	12.98%	12.32%	18.50%	17.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7901	120	144	143	12	161	205	240	132	167	183	159	348	129	159	128	175	158	174	137	109	111	236	119	6	235	183	161	85	78	173	143	182	149	102	140	176	153	116	167	171	148	155	164	126	59	113	82	146	153	87	215	136	162	43	43					
		20.14%	23.48%	23.80%	22.52%	22.22%	21.16%	22.88%	22.92%	21.32%	20.98%	21.08%	17.32%	19.66%	21.50%	21.09%	23.62%	24.44%	18.83%	21.40%	22.57%	21.12%	16.25%	23.77%	19.73%	5.56%	24.10%	19.37%	20.80%	23.94%	12.07%	19.50%	22.31%	19.08%	25.25%	17.23%	19.42%	22.86%	20.96%	18.95%	17.51%	18.69%	20.87%	16.11%	19.98%	16.30%	18.10%	18.31%	15.13%	19.11%	15.99%	15.68%	20.04%	19.18%	21.46%	24.86%	24.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	483	3	5	3	2	7	8	8	3	9	18	16	37	6	9	11	8	9	9	7	12	12	26	12	2	10	15	4	7	9	8	2	9	8	12	8	2	7	5	7	10	10	15	13	8	7	4	8	7	12	10	4	4	10	4	2					
		1.23%	0.59%	0.83%	0.47%	3.70%	0.92%	0.89%	0.76%	0.48%	1.13%	2.07%	1.74%	2.09%	1.00%	1.19%	2.03%	1.12%	1.07%	1.11%	1.15%	2.33%	1.76%	2.62%	1.99%	1.85%	1.03%	1.59%	0.52%	1.97%	1.39%	0.90%	0.31%	0.94%	1.36%	2.03%	1.11%	0.26%	0.96%	0.82%	0.73%	1.09%	1.41%	1.56%	1.58%	1.03%	2.15%	0.65%	1.48%	0.92%	1.25%	1.80%	0.37%	0.56%	1.32%	2.31%	1.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9854	114	152	142	2	202	236	282	161	215	242	244	249	130	214	137	184	224	226	138	130	174	264	176	11	222	201	169	70	47	211	145	250	132	161	191	188	187	117	229	225	211	245	220	226	88	210	169	285	279	156	355	240	96	31	49					
		25.12%	22.31%	25.12%	22.36%	3.70%	26.54%	26.34%	26.93%	26.01%	27.01%	27.88%	26.58%	14.07%	21.67%	28.38%	25.28%	25.70%	26.70%	27.80%	22.73%	25.19%	25.48%	26.59%	29.19%	10.19%	22.77%	21.27%	21.83%	19.72%	7.28%	23.79%	22.62%	26.21%	22.37%	27.20%	26.49%	24.42%	25.62%	19.12%	24.00%	24.59%	29.76%	25.47%	26.80%	29.24%	26.99%	34.04%	31.18%	37.30%	29.15%	28.11%	33.08%	33.85%	12.72%	17.92%	27.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2094	25	29	32	2	32	47	45	26	34	61	68	42	34	54	35	42	49	63	34	32	38	85	49	2	54	58	50	12	16	42	36	44	25	18	35	25	44	40	71	56	31	74	60	42	12	32	22	35	36	39	70	21	25	7	2					
		5.34%	4.89%	4.79%	5.04%	3.70%	4.20%	5.25%	4.30%	4.20%	4.27%	7.03%	7.41%	2.37%	5.67%	7.16%	6.46%	5.87%	5.84%	7.75%	5.60%	6.20%	5.56%	8.56%	8.13%	1.85%	5.54%	6.14%	6.46%	3.38%	2.48%	4.74%	5.62%	4.61%	4.24%	3.04%	4.85%	3.25%	6.03%	6.54%	7.44%	6.12%	4.37%	7.69%	7.31%	5.43%	3.68%	5.19%	4.06%	4.58%	3.76%	7.03%	6.52%	2.96%	3.31%	4.05%	1.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11717	157	184	201	19	207	234	272	169	234	236	247	887	148	168	156	189	213	197	193	132	215	200	137	68	251	267	236	112	409	293	203	278	170	168	213	236	196	228	315	265	174	276	196	231	117	144	179	182	302	170	223	196	327	48	49					
		29.87%	30.72%	30.41%	31.65%	35.19%	27.20%	26.12%	25.98%	27.30%	29.40%	27.19%	26.91%	50.11%	24.67%	22.28%	28.78%	26.40%	25.39%	24.23%	31.80%	25.58%	31.48%	20.14%	22.72%	62.96%	25.74%	28.25%	30.49%	31.55%	63.31%	33.03%	31.67%	29.14%	28.81%	28.38%	29.54%	30.65%	26.85%	37.25%	33.02%	28.96%	24.54%	28.69%	23.87%	29.88%	35.89%	23.34%	33.03%	23.82%	31.56%	30.63%	20.78%	27.64%	43.31%	27.75%	27.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	323	1	1	5	3	11	3	6	3	6	6	2	13	5	7	3	3	6	10	8	5	10	8	4	0	8	8	7	1	6	8	5	4	3	7	7	7	9	2	13	9	7	11	10	11	2	4	3	7	8	5	9	4	6	3	0					
		0.82%	0.20%	0.17%	0.79%	5.56%	1.45%	0.33%	0.57%	0.48%	0.75%	0.69%	0.22%	0.73%	0.83%	0.93%	0.55%	0.42%	0.72%	1.23%	1.32%	0.97%	1.46%	0.81%	0.66%	0.00%	0.82%	0.85%	0.90%	0.28%	0.93%	0.90%	0.78%	0.42%	0.51%	1.18%	0.97%	0.91%	1.23%	0.33%	1.36%	0.98%	0.99%	1.14%	1.22%	1.42%	0.61%	0.65%	0.55%	0.92%	0.84%	0.90%	0.84%	0.56%	0.79%	1.73%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
