Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Константиновская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818									
14	Число погашенных неиспользованных открепительных удостоверений	147	0	7	14	8	8	10	10	5	10	13	7	8	9	17	0	8	3	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	10	4	8	3	1	0	2	0	1	6	3	1	1	3	3	1	0	0									
		0.80%	1.25%	0.52%	1.68%	2.52%	0.37%	0.00%	0.95%	0.00%	0.56%	1.14%	0.87%	0.36%	0.46%	0.51%	0.69%	0.69%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	125	26	14	10	1	7	2	2	2	4	11	5	4	11	7	11	2	4	2									
		2.13%	3.25%	1.81%	2.11%	0.84%	2.56%	1.87%	0.95%	4.26%	2.25%	2.09%	1.46%	1.43%	5.05%	1.20%	2.53%	1.39%	2.09%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	116	26	20	12	0	5	2	2	2	5	2	11	4	8	7	4	0	3	3									
		1.98%	3.25%	2.58%	2.53%	0.00%	1.83%	1.87%	0.95%	4.26%	2.81%	0.38%	3.21%	1.43%	3.67%	1.20%	0.92%	0.00%	1.57%	1.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2802	287	307	162	62	143	78	144	25	78	254	187	154	102	364	210	88	94	63									
		47.81%	35.92%	39.66%	34.11%	52.10%	52.38%	72.90%	68.57%	53.19%	43.82%	48.20%	54.52%	55.20%	46.79%	62.22%	48.28%	61.11%	49.21%	40.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	6	8	3	1	1	0	1	0	0	4	1	2	0	1	1	0	0	1									
		0.51%	0.75%	1.03%	0.63%	0.84%	0.37%	0.00%	0.48%	0.00%	0.00%	0.76%	0.29%	0.72%	0.00%	0.17%	0.23%	0.00%	0.00%	0.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	2	0	1	1	0	1	0	0	4	1	0	0	2	0	1	1	1									
		0.27%	0.13%	0.26%	0.00%	0.84%	0.37%	0.00%	0.48%	0.00%	0.00%	0.76%	0.29%	0.00%	0.00%	0.34%	0.00%	0.69%	0.52%	0.64%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1572	218	224	177	37	63	15	43	9	48	181	74	77	48	140	97	32	61	28									
		26.82%	27.28%	28.94%	37.26%	31.09%	23.08%	14.02%	20.48%	19.15%	26.97%	34.35%	21.57%	27.60%	22.02%	23.93%	22.30%	22.22%	31.94%	17.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.17%	0.13%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	1	2	4	0	0	2	0	1	0	1	0	1	1	1	1	0	1	0									
		0.27%	0.13%	0.26%	0.84%	0.00%	0.00%	1.87%	0.00%	2.13%	0.00%	0.19%	0.00%	0.36%	0.46%	0.17%	0.23%	0.00%	0.52%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	2	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	1									
		0.15%	0.13%	0.26%	0.00%	0.00%	0.37%	1.87%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.64%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	5	6	3	0	1	0	0	1	0	0	0	3	1	0	1	0	1	0									
		0.38%	0.63%	0.78%	0.63%	0.00%	0.37%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	1.08%	0.46%	0.00%	0.23%	0.00%	0.52%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	765	154	147	70	6	42	0	10	5	33	35	38	20	32	26	64	10	21	52									
		13.05%	19.27%	18.99%	14.74%	5.04%	15.38%	0.00%	4.76%	10.64%	18.54%	6.64%	11.08%	7.17%	14.68%	4.44%	14.71%	6.94%	10.99%	33.12%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	4	3	2	1	0	1	3	0	0	3	3	1	2	0	2	1	0	1									
		0.46%	0.50%	0.39%	0.42%	0.84%	0.00%	0.93%	1.43%	0.00%	0.00%	0.57%	0.87%	0.36%	0.92%	0.00%	0.46%	0.69%	0.00%	0.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	133	29	24	14	4	4	1	0	0	2	9	4	1	1	8	23	4	2	3									
		2.27%	3.63%	3.10%	2.95%	3.36%	1.47%	0.93%	0.00%	0.00%	1.12%	1.71%	1.17%	0.36%	0.46%	1.37%	5.29%	2.78%	1.05%	1.91%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
