Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Троицкая																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653					
19	2.Всероссийская политическая партия «Гражданская Сила»	62	3	3	4	5	5	3	2	0	0	1	1	1	0	0	1	2	1	1	0	1	1	0	0	3	0	0	0	2	0	3	1	6	1	0	3	0	5	3	0	0					
		0.43%	0.41%	0.49%	0.32%	0.54%	0.50%	0.59%	0.57%	0.00%	0.00%	0.13%	0.65%	0.85%	0.00%	0.00%	0.25%	1.39%	0.67%	0.36%	0.00%	0.25%	0.43%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.63%	0.00%	2.61%	0.83%	0.83%	0.39%	0.00%	0.39%	0.00%	0.63%	1.03%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	23	0	0	1	0	0	3	2	0	0	1	1	0	0	1	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	4	0	0	0					
		0.16%	0.00%	0.00%	0.08%	0.00%	0.00%	0.59%	0.57%	0.00%	0.00%	0.13%	0.65%	0.00%	0.00%	0.38%	0.25%	0.69%	0.00%	0.00%	2.50%	0.25%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.23%	0.13%	0.00%	0.51%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2067	109	92	198	108	136	111	53	24	20	160	9	16	5	34	88	13	20	56	13	29	43	39	18	25	0	35	10	52	29	9	17	84	42	6	195	34	83	41	3	8					
		14.45%	14.87%	15.08%	15.74%	11.60%	13.63%	21.76%	15.06%	25.53%	20.00%	20.65%	5.88%	13.68%	8.33%	12.98%	22.28%	9.03%	13.42%	20.14%	16.25%	7.32%	18.70%	13.88%	15.13%	6.81%	0.00%	7.94%	8.55%	16.35%	6.20%	7.83%	14.05%	11.63%	16.28%	7.41%	25.46%	16.75%	10.49%	14.09%	4.92%	12.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	133	6	8	18	14	26	4	2	0	3	2	0	0	0	2	4	0	0	3	0	2	4	3	0	2	2	0	0	2	6	0	0	3	0	0	2	1	8	5	1	0					
		0.93%	0.82%	1.31%	1.43%	1.50%	2.61%	0.78%	0.57%	0.00%	3.00%	0.26%	0.00%	0.00%	0.00%	0.76%	1.01%	0.00%	0.00%	1.08%	0.00%	0.51%	1.74%	1.07%	0.00%	0.54%	2.22%	0.00%	0.00%	0.63%	1.28%	0.00%	0.00%	0.42%	0.00%	0.00%	0.26%	0.49%	1.01%	1.72%	1.64%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	1	1	4	0	1	1	1	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	6	0	0	0					
		0.18%	0.14%	0.16%	0.32%	0.00%	0.10%	0.20%	0.28%	0.00%	1.00%	0.13%	0.00%	0.00%	0.00%	0.76%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.49%	0.76%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1434	78	66	125	106	84	37	25	11	18	61	40	18	9	26	28	12	17	22	7	46	18	25	8	36	20	41	18	36	41	16	4	66	28	30	68	12	66	40	14	11					
		10.03%	10.64%	10.82%	9.94%	11.39%	8.42%	7.25%	7.10%	11.70%	18.00%	7.87%	26.14%	15.38%	15.00%	9.92%	7.09%	8.33%	11.41%	7.91%	8.75%	11.62%	7.83%	8.90%	6.72%	9.81%	22.22%	9.30%	15.38%	11.32%	8.76%	13.91%	3.31%	9.14%	10.85%	37.04%	8.88%	5.91%	8.34%	13.75%	22.95%	16.92%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1458	97	100	176	131	107	45	35	1	5	101	9	5	8	26	23	10	19	19	1	18	10	27	13	20	4	29	7	30	59	5	14	61	23	1	46	39	86	21	16	11					
		10.20%	13.23%	16.39%	13.99%	14.07%	10.72%	8.82%	9.94%	1.06%	5.00%	13.03%	5.88%	4.27%	13.33%	9.92%	5.82%	6.94%	12.75%	6.83%	1.25%	4.55%	4.35%	9.61%	10.92%	5.45%	4.44%	6.58%	5.98%	9.43%	12.61%	4.35%	11.57%	8.45%	8.91%	1.23%	6.01%	19.21%	10.87%	7.22%	26.23%	16.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	82	3	6	8	1	6	1	0	0	0	4	0	2	1	3	3	2	0	0	0	4	0	0	1	1	0	4	0	0	2	1	1	5	2	0	2	3	10	5	0	1					
		0.57%	0.41%	0.98%	0.64%	0.11%	0.60%	0.20%	0.00%	0.00%	0.00%	0.52%	0.00%	1.71%	1.67%	1.15%	0.76%	1.39%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.84%	0.27%	0.00%	0.91%	0.00%	0.00%	0.43%	0.87%	0.83%	0.69%	0.78%	0.00%	0.26%	1.48%	1.26%	1.72%	0.00%	1.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	8190	403	310	668	530	587	295	220	54	45	421	87	70	33	143	227	82	82	139	49	271	127	150	66	252	64	294	76	173	304	73	68	461	149	38	410	104	440	164	27	34					
		57.27%	54.98%	50.82%	53.10%	56.93%	58.82%	57.84%	62.50%	57.45%	45.00%	54.32%	56.86%	59.83%	55.00%	54.58%	57.47%	56.94%	55.03%	50.00%	61.25%	68.43%	55.22%	53.38%	55.46%	68.66%	71.11%	66.67%	64.96%	54.40%	64.96%	63.48%	56.20%	63.85%	57.75%	46.91%	53.52%	51.23%	55.63%	56.36%	44.26%	52.31%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	62	4	1	7	11	5	3	1	0	1	1	2	0	1	1	0	0	2	3	0	0	0	0	2	0	0	2	0	2	1	1	0	0	0	0	1	1	6	3	0	0					
		0.43%	0.55%	0.16%	0.56%	1.18%	0.50%	0.59%	0.28%	0.00%	1.00%	0.13%	1.31%	0.00%	1.67%	0.38%	0.00%	0.00%	1.34%	1.08%	0.00%	0.00%	0.00%	0.00%	1.68%	0.00%	0.00%	0.45%	0.00%	0.63%	0.21%	0.87%	0.00%	0.00%	0.00%	0.00%	0.13%	0.49%	0.76%	1.03%	0.00%	0.00%					
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
