7	Число избирательных бюллетеней в переносных ящиках для голосования	1236	2	15	39	12	15	0	0	12	15	10	19	20	8	5	5	7	5	7	4	13	238	76	19	7	20	13	13	31	9	26	32	29	24	94	16	16	68	46	10	4	15	14	3	10	14	12	17	12	17	9	21	12	9	8	10	19	10	8	5	7	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	53934	1118	738	891	870	460	1702	398	667	1016	737	414	932	808	881	985	1306	1277	983	857	1279	583	620	989	1062	993	960	1130	927	606	847	841	987	951	1070	1119	1048	1039	959	507	891	958	858	592	853	870	1023	1210	1125	514	629	799	518	928	791	949	638	591	595	569	579	162	211	248	200	260	286	147	147	236					
9	Число недействительных избирательных бюллетеней	1097	13	23	14	17	9	78	23	13	18	17	7	15	16	16	15	15	30	14	12	27	11	34	14	20	19	8	13	18	9	16	26	18	13	16	13	20	13	21	9	18	8	16	11	19	37	17	9	22	16	13	11	12	5	20	24	13	11	15	12	12	9	10	5	9	9	13	3	5	10					
10	Число действительных избирательных бюллетеней	54073	1107	730	916	865	466	1624	375	666	1013	730	426	937	800	870	975	1298	1252	976	849	1265	810	662	994	1049	994	965	1130	940	606	857	847	998	962	1148	1122	1044	1094	984	508	877	965	856	584	844	847	1018	1218	1115	515	625	809	518	932	779	935	644	590	588	562	574	153	201	243	191	251	273	144	142	226					
11	Число полученных открепительных  удостоверений	1750	50	43	28	20	20	0	20	15	105	24	10	16	27	25	25	31	34	22	28	37	20	20	15	28	15	29	31	26	20	26	26	44	16	74	31	20	30	24	160	34	20	26	15	26	26	20	23	25	10	26	26	20	20	14	16	10	13	20	20	17	10	5	5	10	8	20	20	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1504	39	43	27	20	15	0	20	8	105	22	8	13	24	23	24	31	33	15	28	34	15	13	12	24	13	26	25	20	13	17	26	39	14	72	26	18	26	21	132	32	11	21	12	22	26	17	22	21	10	24	21	8	16	12	16	7	12	13	14	16	10	0	0	10	5	20	19	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1658	55	30	25	17	17	313	24	24	36	49	21	5	15	8	17	10	24	14	27	43	150	10	22	33	16	3	35	25	14	8	13	27	14	63	9	15	11	38	6	9	9	7	11	9	13	20	25	11	29	6	8	22	15	12	13	7	19	18	12	7	17	16	11	19	9	5	6	7	0					
14	Число неиспользованных открепительных удостоверений	246	11	0	1	0	5	0	0	7	0	2	2	3	3	2	1	0	1	7	0	3	5	7	3	4	2	3	6	6	7	9	0	5	2	2	5	2	4	3	28	2	9	5	3	4	0	3	1	4	0	2	5	12	4	2	0	3	1	7	6	1	0	5	5	0	3	0	1	3	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	388	338	0	1	1	0	0	0	0	6	1	0	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	14	0	0	0	0	0	0	2	2	1	0	0	0	1	1	1	0	1	0	0	4	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																												
18	Богданов Андрей Владимирович	1653	14	20	32	20	14	52	18	26	29	21	18	45	34	34	31	50	36	26	25	45	23	22	31	29	30	17	26	19	20	20	28	29	29	43	39	35	22	16	8	28	31	19	13	22	29	35	29	31	21	25	15	19	22	29	31	27	16	20	22	21	5	10	5	8	12	14	1	4	13					
		2.99%	1.25%	2.66%	3.44%	2.27%	2.95%	3.06%	4.52%	3.83%	2.81%	2.81%	4.16%	4.73%	4.17%	3.84%	3.13%	3.81%	2.81%	2.63%	2.90%	3.48%	2.80%	3.16%	3.08%	2.71%	2.96%	1.75%	2.27%	1.98%	3.25%	2.29%	3.21%	2.85%	2.97%	3.69%	3.44%	3.29%	1.99%	1.59%	1.55%	3.13%	3.19%	2.18%	2.18%	2.55%	3.28%	3.38%	2.36%	2.73%	3.95%	3.92%	1.83%	3.58%	2.35%	3.63%	3.23%	4.11%	2.66%	3.32%	3.83%	3.58%	3.09%	4.74%	2.02%	4.00%	4.62%	4.90%	0.68%	2.72%	5.51%					
19	Жириновский Владимир Вольфович	10227	188	126	135	152	94	935	89	91	180	122	83	124	120	146	165	217	189	199	153	291	32	108	154	203	165	161	190	163	116	208	171	209	158	196	209	170	168	196	130	175	153	155	97	187	171	175	265	199	75	102	165	76	132	94	150	112	91	137	106	121	32	40	75	55	40	54	21	22	44					
		18.54%	16.79%	16.73%	14.52%	17.23%	19.79%	54.94%	22.36%	13.40%	17.46%	16.33%	19.17%	13.03%	14.71%	16.48%	16.67%	16.53%	14.74%	20.10%	17.77%	22.52%	3.90%	15.52%	15.28%	18.99%	16.29%	16.55%	16.62%	17.01%	18.86%	23.83%	19.59%	20.57%	16.21%	16.84%	18.41%	15.98%	15.18%	19.50%	25.15%	19.55%	15.72%	17.78%	16.30%	21.67%	19.34%	16.91%	21.60%	17.50%	14.12%	15.99%	20.12%	14.34%	14.09%	11.76%	15.64%	17.05%	15.14%	22.72%	18.47%	20.65%	19.75%	18.96%	30.24%	27.50%	15.38%	18.88%	14.29%	14.97%	18.64%					
20	Зюганов Геннадий Андреевич	13304	58	221	305	265	130	72	38	223	250	240	93	274	209	219	235	267	257	292	168	290	101	165	283	272	317	255	312	243	146	200	227	276	282	317	342	304	331	302	64	183	205	244	141	194	206	295	310	268	163	198	221	173	137	219	284	193	187	133	147	114	23	23	34	28	40	28	20	15	33					
		24.11%	5.18%	29.35%	32.80%	30.05%	27.37%	4.23%	9.55%	32.84%	24.25%	32.13%	21.48%	28.78%	25.61%	24.72%	23.74%	20.34%	20.05%	29.49%	19.51%	22.45%	12.30%	23.71%	28.08%	25.44%	31.29%	26.21%	27.30%	25.37%	23.74%	22.91%	26.00%	27.17%	28.92%	27.23%	30.13%	28.57%	29.90%	30.05%	12.38%	20.45%	21.07%	27.98%	23.70%	22.48%	23.30%	28.50%	25.26%	23.57%	30.70%	31.03%	26.95%	32.64%	14.62%	27.41%	29.61%	29.38%	31.11%	22.06%	25.61%	19.45%	14.20%	10.90%	13.71%	14.00%	15.38%	9.79%	13.61%	10.20%	13.98%					
21	Медведев Дмитрий Анатольевич	28889	847	363	444	428	228	565	230	326	554	347	232	494	437	471	544	764	770	459	503	639	654	367	526	545	482	532	602	515	324	429	421	484	493	592	532	535	573	470	306	491	576	438	333	441	441	513	614	617	256	300	408	250	641	437	470	312	296	298	287	318	93	128	129	100	159	177	102	101	136					
		52.36%	75.63%	48.21%	47.74%	48.53%	48.00%	33.20%	57.79%	48.01%	53.73%	46.45%	53.58%	51.89%	53.55%	53.16%	54.95%	58.19%	60.06%	46.36%	58.42%	49.46%	79.66%	52.73%	52.18%	50.98%	47.58%	54.68%	52.67%	53.76%	52.68%	49.14%	48.22%	47.64%	50.56%	50.86%	46.87%	50.28%	51.76%	46.77%	59.19%	54.86%	59.20%	50.23%	55.97%	51.10%	49.89%	49.57%	50.04%	54.27%	48.21%	47.02%	49.76%	47.17%	68.41%	54.69%	49.01%	47.49%	49.25%	49.42%	50.00%	54.27%	57.41%	60.66%	52.02%	50.00%	61.15%	61.89%	69.39%	68.71%	57.63%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
