7	Число избирательных бюллетеней в переносных ящиках для голосования	2945	127	82	104	56	143	101	72	178	64	49	88	57	30	22	85	15	16	56	139	144	113	72	114	33	65	110	48	61	30	12	75	47	20	12	100	59	9	55	25	49	17	19	30	31	13	47	51					
8	Число бюллетеней в стационарных ящиках для голосования	14177	894	927	996	924	1121	863	439	849	413	123	342	191	41	71	202	62	104	79	622	651	377	123	362	81	155	186	179	186	115	54	338	119	55	71	270	164	64	153	107	251	111	69	155	162	78	139	139					
9	Число недействительных избирательных бюллетеней	194	10	20	7	7	11	2	1	2	1	1	2	50	0	0	4	0	0	1	2	2	6	5	1	0	2	1	1	21	0	0	1	1	3	0	0	0	3	12	6	4	0	3	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	16928	1011	989	1093	973	1253	962	510	1025	476	171	428	198	71	93	283	77	120	134	759	793	484	190	475	114	218	295	226	226	145	66	412	165	72	83	370	223	70	196	126	296	128	85	185	193	91	186	189					
11	Число полученных открепительных  удостоверений	295	37	17	27	20	30	32	2	10	2	2	7	4	2	2	2	2	2	2	16	5	2	2	12	2	2	2	2	2	2	2	4	2	2	2	2	3	2	2	2	5	2	2	2	2	2	2	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	253	37	17	26	20	30	32	2	9	2	0	7	4	2	2	2	1	0	0	11	3	2	2	12	2	1	1	0	2	0	0	4	0	0	0	2	3	0	0	2	5	0	0	1	2	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	7	20	6	5	10	6	3	2	3	0	5	4	0	1	2	2	2	1	2	1	4	0	2	2	2	1	2	1	1	1	0	1	1	1	1	1	1	1	5	1	1	2	1	1	1	2	5					
14	Число неиспользованных открепительных удостоверений	42	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	2	2	5	2	0	0	0	0	1	1	2	0	2	2	0	2	2	2	0	0	2	2	0	0	2	2	1	0	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																						
18	Богданов Андрей Владимирович	108	2	15	8	6	12	10	5	3	1	0	4	0	0	1	2	1	0	0	5	3	2	1	5	0	0	0	3	1	0	0	2	0	1	0	6	1	0	1	0	1	0	0	3	0	0	1	2					
		0.63%	0.20%	1.49%	0.73%	0.61%	0.95%	1.04%	0.98%	0.29%	0.21%	0.00%	0.93%	0.00%	0.00%	1.08%	0.70%	1.30%	0.00%	0.00%	0.66%	0.38%	0.41%	0.51%	1.05%	0.00%	0.00%	0.00%	1.32%	0.40%	0.00%	0.00%	0.48%	0.00%	1.33%	0.00%	1.62%	0.45%	0.00%	0.48%	0.00%	0.33%	0.00%	0.00%	1.62%	0.00%	0.00%	0.54%	1.05%					
19	Жириновский Владимир Вольфович	1178	75	61	59	64	103	112	36	86	27	7	14	27	3	4	8	7	12	9	60	36	23	19	37	16	12	19	13	18	4	5	11	8	2	3	23	26	1	8	9	32	6	9	10	22	0	13	19					
		6.88%	7.35%	6.05%	5.36%	6.53%	8.15%	11.62%	7.05%	8.37%	5.66%	4.07%	3.26%	10.89%	4.23%	4.30%	2.79%	9.09%	10.00%	6.67%	7.88%	4.53%	4.69%	9.74%	7.77%	14.04%	5.45%	6.42%	5.73%	7.29%	2.76%	7.58%	2.66%	4.82%	2.67%	3.61%	6.22%	11.66%	1.37%	3.85%	6.82%	10.67%	4.69%	10.23%	5.41%	11.40%	0.00%	6.99%	10.00%					
20	Зюганов Геннадий Андреевич	3639	285	269	279	214	305	268	92	230	71	13	67	16	9	9	56	8	20	43	129	162	107	30	231	20	57	66	26	17	26	17	74	18	10	5	50	43	10	23	17	80	6	9	48	21	22	25	36					
		21.25%	27.91%	26.66%	25.36%	21.84%	24.13%	27.80%	18.00%	22.40%	14.88%	7.56%	15.58%	6.45%	12.68%	9.68%	19.51%	10.39%	16.67%	31.85%	16.95%	20.38%	21.84%	15.38%	48.53%	17.54%	25.91%	22.30%	11.45%	6.88%	17.93%	25.76%	17.92%	10.84%	13.33%	6.02%	13.51%	19.28%	13.70%	11.06%	12.88%	26.67%	4.69%	10.23%	25.95%	10.88%	24.18%	13.44%	18.95%					
21	Медведев Дмитрий Анатольевич	12003	649	644	747	689	833	572	377	706	377	151	343	155	59	79	217	61	88	82	565	592	352	140	202	78	149	210	184	190	115	44	325	139	59	75	291	153	59	164	100	183	116	67	124	150	69	147	132					
		70.10%	63.57%	63.83%	67.91%	70.31%	65.90%	59.34%	73.78%	68.74%	79.04%	87.79%	79.77%	62.50%	83.10%	84.95%	75.61%	79.22%	73.33%	60.74%	74.24%	74.47%	71.84%	71.79%	42.44%	68.42%	67.73%	70.95%	81.06%	76.92%	79.31%	66.67%	78.69%	83.73%	78.67%	90.36%	78.65%	68.61%	80.82%	78.85%	75.76%	61.00%	90.63%	76.14%	67.03%	77.72%	75.82%	79.03%	69.47%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
