Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Лукояновская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222					
11	Число полученных открепительных  удостоверений	455	25	25	25	25	25	25	10	25	10	5	10	5	5	5	5	5	5	5	20	20	15	5	5	10	5	5	5	5	5	5	5	10	5	5	5	10	5	5	5	5	10	5	5	5	5	5	5	5					
12	Число выданных открепительных удостоверений	123	9	8	14	9	15	11	4	4	1	0	5	1	0	0	1	0	0	0	8	1	11	0	0	3	0	1	4	0	1	0	0	6	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	3	15	6	2	2	3	0	2	2	1	4	1	2	2	0	1	1	0	2	1	1	8	4	1	0	2	1	2	1	0	0	1	1	1	1	0	1	0	4	2	3	0	3	2	3	2	0	2					
14	Число неиспользованных открепительных удостоверений	332	16	17	11	16	10	14	6	21	9	5	5	4	5	5	4	5	5	5	12	19	4	5	5	7	5	4	1	5	4	5	5	4	5	5	5	9	4	5	5	5	8	5	5	5	4	5	4	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	506	46	43	33	32	57	46	12	19	5	11	14	4	0	1	8	4	3	10	13	16	7	1	6	22	2	2	3	2	3	0	0	16	6	1	0	3	6	0	6	8	9	2	2	6	8	1	2	5					
		3.36%	4.94%	5.48%	4.38%	3.66%	4.99%	5.02%	3.00%	2.19%	1.40%	7.48%	3.58%	2.07%	0.00%	1.06%	3.16%	4.30%	3.30%	5.92%	2.11%	2.56%	1.79%	1.92%	2.41%	5.70%	1.71%	1.10%	1.02%	1.09%	1.29%	0.00%	0.00%	4.19%	4.03%	1.25%	0.00%	0.92%	3.16%	0.00%	2.83%	6.02%	2.78%	1.45%	1.82%	3.19%	4.44%	1.32%	1.18%	2.55%					
19	. Малышкин Олег Александрович	328	9	8	23	15	22	25	10	21	15	1	6	4	2	5	12	4	3	1	19	7	9	1	7	8	1	6	4	2	7	5	2	7	4	0	4	6	6	1	1	0	12	2	3	8	5	1	4	0					
		2.18%	0.97%	1.02%	3.05%	1.72%	1.92%	2.73%	2.50%	2.42%	4.20%	0.68%	1.53%	2.07%	2.67%	5.32%	4.74%	4.30%	3.30%	0.59%	3.08%	1.12%	2.31%	1.92%	2.81%	2.07%	0.85%	3.31%	1.36%	1.09%	3.00%	3.97%	2.67%	1.83%	2.68%	0.00%	4.82%	1.83%	3.16%	1.32%	0.47%	0.00%	3.70%	1.45%	2.73%	4.26%	2.78%	1.32%	2.35%	0.00%					
20	. Миронов Сергей Михайлович	128	4	12	7	3	9	5	3	14	2	2	2	2	1	1	2	1	0	5	1	2	5	1	1	2	2	5	2	2	2	0	0	1	3	0	0	3	2	0	4	3	4	1	4	0	0	1	0	2					
		0.85%	0.43%	1.53%	0.93%	0.34%	0.79%	0.55%	0.75%	1.61%	0.56%	1.36%	0.51%	1.04%	1.33%	1.06%	0.79%	1.08%	0.00%	2.96%	0.16%	0.32%	1.28%	1.92%	0.40%	0.52%	1.71%	2.76%	0.68%	1.09%	0.86%	0.00%	0.00%	0.26%	2.01%	0.00%	0.00%	0.92%	1.05%	0.00%	1.89%	2.26%	1.23%	0.72%	3.64%	0.00%	0.00%	1.32%	0.00%	1.02%					
21	. Путин Владимир Владимирович	9071	549	452	446	517	719	509	249	548	236	87	264	135	50	66	126	71	51	69	400	339	208	36	154	118	68	77	171	143	173	78	52	224	102	28	72	202	107	61	113	66	219	118	73	105	135	21	122	142					
		60.16%	58.97%	57.65%	59.15%	59.15%	62.90%	55.57%	62.25%	63.13%	66.11%	59.18%	67.52%	69.95%	66.67%	70.21%	49.80%	76.34%	56.04%	40.83%	64.94%	54.15%	53.33%	69.23%	61.85%	30.57%	58.12%	42.54%	57.97%	77.72%	74.25%	61.90%	69.33%	58.64%	68.46%	35.00%	86.75%	61.77%	56.32%	80.26%	53.30%	49.62%	67.59%	85.51%	66.36%	55.85%	75.00%	27.63%	71.76%	72.45%					
22	. Хакамада Ирина Муцуовна	345	27	40	16	28	22	23	6	26	6	5	7	2	1	0	13	1	1	1	18	6	6	0	6	8	2	9	3	5	2	4	1	9	2	0	0	5	14	1	3	0	6	2	1	0	2	2	3	0					
		2.29%	2.90%	5.10%	2.12%	3.20%	1.92%	2.51%	1.50%	3.00%	1.68%	3.40%	1.79%	1.04%	1.33%	0.00%	5.14%	1.08%	1.10%	0.59%	2.92%	0.96%	1.54%	0.00%	2.41%	2.07%	1.71%	4.97%	1.02%	2.72%	0.86%	3.17%	1.33%	2.36%	1.34%	0.00%	0.00%	1.53%	7.37%	1.32%	1.42%	0.00%	1.85%	1.45%	0.91%	0.00%	1.11%	2.63%	1.76%	0.00%					
23	. Харитонов Николай Михайлович	4243	271	192	201	240	274	217	116	214	80	31	85	45	21	21	91	12	31	81	148	240	149	11	72	220	42	75	107	23	39	39	19	116	32	51	7	105	54	12	80	52	69	13	27	66	30	49	36	37					
		28.14%	29.11%	24.49%	26.66%	27.46%	23.97%	23.69%	29.00%	24.65%	22.41%	21.09%	21.74%	23.32%	28.00%	22.34%	35.97%	12.90%	34.07%	47.93%	24.03%	38.34%	38.21%	21.15%	28.92%	56.99%	35.90%	41.44%	36.27%	12.50%	16.74%	30.95%	25.33%	30.37%	21.48%	63.75%	8.43%	32.11%	28.42%	15.79%	37.74%	39.10%	21.30%	9.42%	24.55%	35.11%	16.67%	64.47%	21.18%	18.88%					
																																																							
24	Против всех	343	16	36	19	32	32	85	4	19	12	10	4	1	0	0	1	0	2	2	11	10	3	0	2	6	0	4	4	6	5	0	1	5	0	0	0	2	1	0	1	1	1	0	0	0	0	1	1	3					
		2.27%	1.72%	4.59%	2.52%	3.66%	2.80%	9.28%	1.00%	2.19%	3.36%	6.80%	1.02%	0.52%	0.00%	0.00%	0.40%	0.00%	2.20%	1.18%	1.79%	1.60%	0.77%	0.00%	0.80%	1.55%	0.00%	2.21%	1.36%	3.26%	2.15%	0.00%	1.33%	1.31%	0.00%	0.00%	0.00%	0.61%	0.53%	0.00%	0.47%	0.75%	0.31%	0.00%	0.00%	0.00%	0.00%	1.32%	0.59%	1.53%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
