Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Рузская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	314	9	24	22	6	10	11	1	16	16	6	15	12	12	8	11	16	3	9	6	1	3	13	3	8	9	7	7	3	3	10	3	3	6	5	0	2	8	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	502	6	25	10	6	8	4	6	12	20	6	5	7	6	4	14	12	10	11	5	13	9	37	10	23	9	30	27	2	14	42	6	23	19	15	21	4	11	10									
14	Число погашенных неиспользованных открепительных удостоверений	786	21	16	18	24	20	19	19	24	24	24	25	28	28	22	19	14	17	11	14	19	27	7	17	22	21	23	23	17	27	30	17	17	24	25	20	18	22	23									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	137	8	5	8	2	5	3	1	3	7	2	10	4	7	14	0	7	0	0	3	2	3	4	3	5	2	3	1	0	0	4	1	1	4	2	2	2	8	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	388	24	12	16	9	16	7	5	19	21	15	23	14	8	12	4	11	0	3	6	11	6	6	4	12	5	2	2	3	8	24	4	12	17	11	11	5	12	8									
		2.12%	3.84%	1.24%	1.85%	2.16%	2.68%	1.14%	3.25%	2.21%	2.38%	4.00%	2.75%	2.02%	1.60%	2.44%	0.88%	1.99%	0.00%	1.09%	1.99%	4.68%	1.22%	1.40%	2.58%	3.63%	1.64%	0.51%	0.57%	3.03%	2.25%	2.24%	1.65%	2.48%	3.17%	2.25%	3.31%	1.82%	2.87%	1.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	487	14	34	19	17	19	20	7	24	28	12	14	16	11	10	14	14	5	7	12	6	10	10	6	13	9	8	5	11	8	25	12	8	16	13	9	8	13	0									
		2.66%	2.24%	3.52%	2.20%	4.08%	3.18%	3.26%	4.55%	2.79%	3.17%	3.20%	1.68%	2.31%	2.20%	2.04%	3.07%	2.54%	2.79%	2.55%	3.97%	2.55%	2.03%	2.34%	3.87%	3.93%	2.95%	2.02%	1.42%	11.11%	2.25%	2.33%	4.96%	1.66%	2.99%	2.66%	2.71%	2.91%	3.11%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	601	13	38	39	14	13	24	6	35	19	9	34	25	31	18	10	9	2	10	2	6	26	11	3	12	14	16	15	6	12	35	7	13	23	4	9	8	11	19									
		3.29%	2.08%	3.94%	4.52%	3.36%	2.17%	3.92%	3.90%	4.07%	2.15%	2.40%	4.07%	3.61%	6.20%	3.67%	2.19%	1.63%	1.12%	3.65%	0.66%	2.55%	5.27%	2.57%	1.94%	3.63%	4.59%	4.04%	4.26%	6.06%	3.37%	3.27%	2.89%	2.69%	4.29%	0.82%	2.71%	2.91%	2.63%	2.93%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7674	233	385	338	146	240	228	65	324	346	148	360	292	181	209	215	226	76	146	153	130	184	212	70	131	121	188	159	22	132	471	97	232	255	221	153	98	182	305									
		41.99%	37.28%	39.90%	39.17%	35.01%	40.13%	37.19%	42.21%	37.72%	39.23%	39.47%	43.11%	42.20%	36.20%	42.57%	47.15%	40.94%	42.46%	53.28%	50.66%	55.32%	37.32%	49.53%	45.16%	39.58%	39.67%	47.47%	45.17%	22.22%	37.08%	43.98%	40.08%	48.03%	47.57%	45.29%	46.08%	35.64%	43.54%	47.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	237	6	10	11	10	8	13	5	27	15	4	10	11	5	2	3	1	1	2	0	5	8	3	1	2	6	3	6	3	4	12	2	9	4	4	4	6	3	8									
		1.30%	0.96%	1.04%	1.27%	2.40%	1.34%	2.12%	3.25%	3.14%	1.70%	1.07%	1.20%	1.59%	1.00%	0.41%	0.66%	0.18%	0.56%	0.73%	0.00%	2.13%	1.62%	0.70%	0.65%	0.60%	1.97%	0.76%	1.70%	3.03%	1.12%	1.12%	0.83%	1.86%	0.75%	0.82%	1.20%	2.18%	0.72%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	43	1	3	0	1	2	3	1	0	1	0	1	1	3	1	2	0	0	1	0	1	2	1	0	0	0	1	0	0	2	3	0	4	0	2	1	2	2	1									
		0.24%	0.16%	0.31%	0.00%	0.24%	0.33%	0.49%	0.65%	0.00%	0.11%	0.00%	0.12%	0.14%	0.60%	0.20%	0.44%	0.00%	0.00%	0.36%	0.00%	0.43%	0.41%	0.23%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.56%	0.28%	0.00%	0.83%	0.00%	0.41%	0.30%	0.73%	0.48%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3370	122	176	188	79	106	106	23	128	157	62	153	133	85	83	89	120	56	40	49	39	99	77	26	65	53	81	67	36	85	180	54	92	91	98	47	53	66	106									
		18.44%	19.52%	18.24%	21.78%	18.94%	17.73%	17.29%	14.94%	14.90%	17.80%	16.53%	18.32%	19.22%	17.00%	16.90%	19.52%	21.74%	31.28%	14.60%	16.23%	16.60%	20.08%	17.99%	16.77%	19.64%	17.38%	20.45%	19.03%	36.36%	23.88%	16.81%	22.31%	19.05%	16.98%	20.08%	14.16%	19.27%	15.79%	16.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	167	4	15	5	0	3	4	2	8	5	7	7	2	4	5	1	5	1	1	2	1	5	1	0	0	2	6	3	0	5	15	2	3	2	4	3	3	5	26									
		0.91%	0.64%	1.55%	0.58%	0.00%	0.50%	0.65%	1.30%	0.93%	0.57%	1.87%	0.84%	0.29%	0.80%	1.02%	0.22%	0.91%	0.56%	0.36%	0.66%	0.43%	1.01%	0.23%	0.00%	0.00%	0.66%	1.52%	0.85%	0.00%	1.40%	1.40%	0.83%	0.62%	0.37%	0.82%	0.90%	1.09%	1.20%	4.01%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	236	4	9	9	5	12	5	3	20	18	7	11	7	6	8	7	8	1	2	2	0	6	2	1	2	5	3	4	3	8	20	1	7	12	5	3	0	4	6									
		1.29%	0.64%	0.93%	1.04%	1.20%	2.01%	0.82%	1.95%	2.33%	2.04%	1.87%	1.32%	1.01%	1.20%	1.63%	1.54%	1.45%	0.56%	0.73%	0.66%	0.00%	1.22%	0.47%	0.65%	0.60%	1.64%	0.76%	1.14%	3.03%	2.25%	1.87%	0.41%	1.45%	2.24%	1.02%	0.90%	0.00%	0.96%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	1	0	2	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	3	0	0									
		0.10%	0.00%	0.10%	0.12%	0.00%	0.33%	0.16%	0.00%	0.00%	0.11%	0.27%	0.00%	0.00%	0.00%	0.20%	0.22%	0.18%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.09%	0.00%	0.00%	0.19%	0.20%	0.00%	1.09%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	380	11	26	13	13	11	23	1	33	28	8	20	21	12	4	12	4	2	7	3	1	5	9	4	9	11	6	4	0	5	26	3	8	6	2	4	2	17	6									
		2.08%	1.76%	2.69%	1.51%	3.12%	1.84%	3.75%	0.65%	3.84%	3.17%	2.13%	2.40%	3.03%	2.40%	0.81%	2.63%	0.72%	1.12%	2.55%	0.99%	0.43%	1.01%	2.10%	2.58%	2.72%	3.61%	1.52%	1.14%	0.00%	1.40%	2.43%	1.24%	1.66%	1.12%	0.41%	1.20%	0.73%	4.07%	0.93%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3260	149	186	158	85	115	140	31	175	160	64	138	117	101	97	65	112	21	35	46	16	118	65	27	61	51	58	60	0	64	175	50	66	67	79	59	67	76	106									
		17.84%	23.84%	19.27%	18.31%	20.38%	19.23%	22.84%	20.13%	20.37%	18.14%	17.07%	16.53%	16.91%	20.20%	19.76%	14.25%	20.29%	11.73%	12.77%	15.23%	6.81%	23.94%	15.19%	17.42%	18.43%	16.72%	14.65%	17.05%	0.00%	17.98%	16.34%	20.66%	13.66%	12.50%	16.19%	17.77%	24.36%	18.18%	16.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	3	4	10	1	8	2	0	10	7	2	7	2	5	2	3	1	1	2	2	2	1	1	2	4	0	1	0	0	2	8	2	2	5	2	3	4	1	6									
		0.65%	0.48%	0.41%	1.16%	0.24%	1.34%	0.33%	0.00%	1.16%	0.79%	0.53%	0.84%	0.29%	1.00%	0.41%	0.66%	0.18%	0.56%	0.73%	0.66%	0.85%	0.20%	0.23%	1.29%	1.21%	0.00%	0.25%	0.00%	0.00%	0.56%	0.75%	0.83%	0.41%	0.93%	0.41%	0.90%	1.45%	0.24%	0.93%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	679	14	41	32	19	27	14	3	39	42	24	36	38	24	15	5	17	5	9	10	1	12	27	3	13	14	14	14	8	6	42	5	11	20	18	13	5	19	20									
		3.72%	2.24%	4.25%	3.71%	4.56%	4.52%	2.28%	1.95%	4.54%	4.76%	6.40%	4.31%	5.49%	4.80%	3.05%	1.10%	3.08%	2.79%	3.28%	3.31%	0.43%	2.43%	6.31%	1.94%	3.93%	4.59%	3.54%	3.98%	8.08%	1.69%	3.92%	2.07%	2.28%	3.73%	3.69%	3.92%	1.82%	4.55%	3.09%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
