Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Уржумская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	140	0	7	8	10	7	10	11	3	1	0	6	9	1	0	4	3	0	8	4	1	2	5	3	1	5	0	0	1	1	2	0	2	2	3	0	1	2	6	1	2	1	0	0	2	0	1	0	0	2	1	1					
		1.05%	0.00%	1.28%	1.52%	1.43%	1.05%	1.32%	1.34%	0.94%	0.78%	0.00%	1.76%	4.27%	1.41%	0.00%	1.15%	3.19%	0.00%	1.28%	1.15%	0.48%	0.31%	1.89%	2.31%	0.81%	3.85%	0.00%	0.00%	0.66%	0.69%	0.67%	0.00%	2.04%	0.70%	1.17%	0.00%	0.43%	1.07%	0.97%	0.74%	0.80%	1.85%	0.00%	0.00%	1.25%	0.00%	1.72%	0.00%	0.00%	0.44%	0.69%	1.67%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3032	14	105	130	219	188	191	209	69	11	6	95	42	7	4	102	7	20	121	90	45	151	60	39	21	23	37	53	40	21	56	21	5	71	42	43	50	21	154	19	66	17	21	43	31	17	7	40	11	137	35	5					
		22.78%	11.97%	19.16%	24.71%	31.29%	28.14%	25.13%	25.46%	21.63%	8.53%	8.57%	27.94%	19.91%	9.86%	7.84%	29.31%	7.45%	21.05%	19.33%	25.94%	21.74%	23.56%	22.64%	30.00%	16.94%	17.69%	27.41%	29.28%	26.32%	14.58%	18.67%	25.93%	5.10%	24.91%	16.41%	17.55%	21.37%	11.23%	24.96%	13.97%	26.51%	31.48%	27.27%	18.30%	19.38%	14.17%	12.07%	18.52%	11.96%	30.04%	24.14%	8.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	181	2	10	9	14	11	14	19	3	0	2	0	1	2	1	2	4	0	11	1	0	13	5	0	4	2	1	3	5	0	2	1	0	3	3	1	4	1	6	0	1	0	0	5	6	2	1	2	0	4	0	0					
		1.36%	1.71%	1.82%	1.71%	2.00%	1.65%	1.84%	2.31%	0.94%	0.00%	2.86%	0.00%	0.47%	2.82%	1.96%	0.57%	4.26%	0.00%	1.76%	0.29%	0.00%	2.03%	1.89%	0.00%	3.23%	1.54%	0.74%	1.66%	3.29%	0.00%	0.67%	1.23%	0.00%	1.05%	1.17%	0.41%	1.71%	0.53%	0.97%	0.00%	0.40%	0.00%	0.00%	2.13%	3.75%	1.67%	1.72%	0.93%	0.00%	0.88%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5127	46	233	167	198	223	239	269	122	75	20	107	84	38	27	120	44	47	291	141	105	199	113	52	53	54	60	58	73	86	103	31	39	120	117	116	80	107	177	78	103	18	22	113	59	50	33	119	47	162	59	30					
		38.52%	39.32%	42.52%	31.75%	28.29%	33.38%	31.45%	32.76%	38.24%	58.14%	28.57%	31.47%	39.81%	53.52%	52.94%	34.48%	46.81%	49.47%	46.49%	40.63%	50.72%	31.05%	42.64%	40.00%	42.74%	41.54%	44.44%	32.04%	48.03%	59.72%	34.33%	38.27%	39.80%	42.11%	45.70%	47.35%	34.19%	57.22%	28.69%	57.35%	41.37%	33.33%	28.57%	48.09%	36.88%	41.67%	56.90%	55.09%	51.09%	35.53%	40.69%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	66	2	3	4	2	1	5	6	1	1	0	1	1	0	0	2	0	0	2	1	0	0	3	0	2	0	1	3	0	2	1	0	0	5	1	3	1	0	4	1	2	0	0	2	0	1	0	0	0	2	0	0					
		0.50%	1.71%	0.55%	0.76%	0.29%	0.15%	0.66%	0.73%	0.31%	0.78%	0.00%	0.29%	0.47%	0.00%	0.00%	0.57%	0.00%	0.00%	0.32%	0.29%	0.00%	0.00%	1.13%	0.00%	1.61%	0.00%	0.74%	1.66%	0.00%	1.39%	0.33%	0.00%	0.00%	1.75%	0.39%	1.22%	0.43%	0.00%	0.65%	0.74%	0.80%	0.00%	0.00%	0.85%	0.00%	0.83%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
