Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Нижнеомская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	251	12	12	8	9	17	0	6	4	0	3	0	21	3	1	30	0	2	0	0	15	3	0	0	9	0	0	0	4	0	0	22	2	3	7	2	0	0	15	3	1	8	1	25	1	0	2	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	5	8	2	2	3	1	1	1	2	2	2	2	0	1	1	1	0	2	1	0	1	0	0	0	0	0	1	1	0	4	1	1	1	0	0	2	1	5	0	1	2	1	2	1	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	253	23	18	17	16	13	2	0	0	4	17	1	9	0	2	0	3	1	3	2	20	0	3	2	10	7	5	3	16	2	4	3	3	0	0	6	3	3	0	0	6	0	2	0	19	3	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	8	7	0	3	5	8	0	4	1	6	0	3	0	1	2	1	4	2	1	4	0	1	0	2	0	2	0	1	0	0	0	0	0	2	1	1	0	0	0	0	1	0	4	0	1	0	3									
		1.22%	1.76%	1.64%	0.00%	1.23%	1.18%	21.05%	0.00%	3.39%	1.47%	2.00%	0.00%	1.19%	0.00%	2.04%	0.95%	1.82%	4.26%	2.86%	2.17%	1.24%	0.00%	2.78%	0.00%	0.87%	0.00%	3.45%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	4.44%	1.04%	0.91%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	1.20%	0.00%	2.78%	0.00%	5.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	360	18	31	13	17	27	1	4	6	6	22	3	16	0	3	15	3	7	4	0	14	3	3	0	15	2	4	2	16	1	3	23	5	2	4	3	7	3	6	0	1	2	2	17	17	1	1	7									
		5.54%	3.96%	7.24%	2.95%	6.97%	6.38%	2.63%	8.89%	5.08%	8.82%	7.33%	5.00%	6.32%	0.00%	6.12%	7.11%	5.45%	7.45%	5.71%	0.00%	4.33%	10.34%	8.33%	0.00%	6.49%	2.99%	6.90%	2.41%	7.66%	1.75%	2.63%	7.82%	6.49%	3.70%	8.89%	3.13%	6.36%	12.00%	2.59%	0.00%	6.25%	2.99%	2.67%	5.09%	8.46%	2.78%	2.86%	12.73%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	105	13	9	8	5	9	1	0	2	0	5	2	2	2	0	2	0	2	0	0	6	0	0	1	3	1	0	0	4	0	0	7	1	1	1	1	2	1	4	0	0	1	0	5	3	0	0	1									
		1.62%	2.86%	2.10%	1.81%	2.05%	2.13%	2.63%	0.00%	1.69%	0.00%	1.67%	3.33%	0.79%	3.77%	0.00%	0.95%	0.00%	2.13%	0.00%	0.00%	1.86%	0.00%	0.00%	2.63%	1.30%	1.49%	0.00%	0.00%	1.91%	0.00%	0.00%	2.38%	1.30%	1.85%	2.22%	1.04%	1.82%	4.00%	1.72%	0.00%	0.00%	1.49%	0.00%	1.50%	1.49%	0.00%	0.00%	1.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2605	124	119	153	73	136	5	24	30	25	156	37	68	30	18	61	26	49	34	14	176	14	22	29	98	29	21	30	82	30	63	102	23	10	18	64	49	9	135	39	4	36	38	138	96	18	25	25									
		40.10%	27.25%	27.80%	34.69%	29.92%	32.15%	13.16%	53.33%	25.42%	36.76%	52.00%	61.67%	26.88%	56.60%	36.73%	28.91%	47.27%	52.13%	48.57%	30.43%	54.49%	48.28%	61.11%	76.32%	42.42%	43.28%	36.21%	36.14%	39.23%	52.63%	55.26%	34.69%	29.87%	18.52%	40.00%	66.67%	44.55%	36.00%	58.19%	81.25%	25.00%	53.73%	50.67%	41.32%	47.76%	50.00%	71.43%	45.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	6	2	0	0	1	0	0	0	0	3	0	2	0	0	2	0	0	1	0	1	0	0	0	4	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3									
		0.49%	1.32%	0.47%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.79%	0.00%	0.00%	0.95%	0.00%	0.00%	1.43%	0.00%	0.31%	0.00%	0.00%	0.00%	1.73%	1.49%	0.00%	0.00%	0.48%	0.00%	0.88%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	5.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0									
		0.26%	0.22%	0.00%	0.45%	0.00%	0.24%	0.00%	0.00%	0.00%	1.47%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	2.86%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1272	88	67	119	69	97	18	11	30	5	53	4	54	15	4	57	12	6	9	2	57	5	4	5	29	20	12	23	40	9	25	51	15	12	7	8	13	5	47	7	7	20	18	74	20	7	5	7									
		19.58%	19.34%	15.65%	26.98%	28.28%	22.93%	47.37%	24.44%	25.42%	7.35%	17.67%	6.67%	21.34%	28.30%	8.16%	27.01%	21.82%	6.38%	12.86%	4.35%	17.65%	17.24%	11.11%	13.16%	12.55%	29.85%	20.69%	27.71%	19.14%	15.79%	21.93%	17.35%	19.48%	22.22%	15.56%	8.33%	11.82%	20.00%	20.26%	14.58%	43.75%	29.85%	24.00%	22.16%	9.95%	19.44%	14.29%	12.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	2	1	1	1	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	1	0									
		0.31%	0.44%	0.23%	0.23%	0.41%	0.24%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.79%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.30%	0.50%	5.56%	2.86%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	8	9	13	4	8	0	0	0	6	3	0	1	0	0	1	0	0	0	0	6	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0									
		1.08%	1.76%	2.10%	2.95%	1.64%	1.89%	0.00%	0.00%	0.00%	8.82%	1.00%	0.00%	0.40%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	1.86%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.90%	1.49%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0									
		0.09%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	2.86%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	10	2	5	0	2	0	0	1	0	2	0	2	2	0	2	1	0	1	0	1	0	0	0	3	0	0	2	2	0	0	8	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1									
		0.80%	2.20%	0.47%	1.13%	0.00%	0.47%	0.00%	0.00%	0.85%	0.00%	0.67%	0.00%	0.79%	3.77%	0.00%	0.95%	1.82%	0.00%	1.43%	0.00%	0.31%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	2.41%	0.96%	0.00%	0.00%	2.72%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	1.82%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1570	134	146	107	57	108	5	4	40	24	34	13	91	3	23	58	9	26	18	29	44	6	3	1	64	7	18	19	46	15	18	89	30	28	11	13	35	6	30	1	1	4	14	74	51	7	0	6									
		24.17%	29.45%	34.11%	24.26%	23.36%	25.53%	13.16%	8.89%	33.90%	35.29%	11.33%	21.67%	35.97%	5.66%	46.94%	27.49%	16.36%	27.66%	25.71%	63.04%	13.62%	20.69%	8.33%	2.63%	27.71%	10.45%	31.03%	22.89%	22.01%	26.32%	15.79%	30.27%	38.96%	51.85%	24.44%	13.54%	31.82%	24.00%	12.93%	2.08%	6.25%	5.97%	18.67%	22.16%	25.37%	19.44%	0.00%	10.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	6	0	0	1	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0									
		0.34%	1.32%	0.00%	0.00%	0.41%	1.18%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	1.04%	0.91%	0.00%	0.00%	0.00%	6.25%	0.00%	1.33%	0.30%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	134	23	9	9	7	11	0	2	4	0	6	1	3	0	0	3	1	0	0	0	7	1	3	2	4	3	0	5	4	1	4	2	0	0	0	2	1	1	3	0	2	3	0	5	0	0	1	1									
		2.06%	5.05%	2.10%	2.04%	2.87%	2.60%	0.00%	4.44%	3.39%	0.00%	2.00%	1.67%	1.19%	0.00%	0.00%	1.42%	1.82%	0.00%	0.00%	0.00%	2.17%	3.45%	8.33%	5.26%	1.73%	4.48%	0.00%	6.02%	1.91%	1.75%	3.51%	0.68%	0.00%	0.00%	0.00%	2.08%	0.91%	4.00%	1.29%	0.00%	12.50%	4.48%	0.00%	1.50%	0.00%	0.00%	2.86%	1.82%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
