Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																																			
Дата голосования: 04.12.2011																																																																																			
																																																																																			
"Наименование Избирательной комиссии:    Иркутск, Свердловская"																																																																																			
																																																																																			
Сводная таблица результатов выборов																																																																																			
																																																																																			
		Сумма	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	4170	60	60	40	40	60	80	80	60	80	50	50	70	80	50	50	50	70	70	70	60	70	40	50	70	50	130	60	60	30	30	30	10	50	40	50	50	50	50	40	70	30	70	50	60	50	50	130	50	50	50	50	40	40	70	60	60	40	60	70	50	50	80	50	70	40	70	30	60	50	40	50	50	60	70	0	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1863	20	36	18	27	32	30	25	22	25	17	24	25	15	21	10	22	26	34	22	27	30	11	22	33	28	108	38	31	21	21	13	4	18	17	17	18	27	27	16	26	15	48	40	23	41	32	89	22	10	22	26	16	18	27	18	17	10	17	34	22	13	26	15	39	29	29	10	31	18	9	22	19	30	20	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1660	15	43	24	18	8	24	18	25	12	38	23	24	19	8	7	13	13	17	25	12	18	9	23	13	41	19	17	12	13	41	16	14	39	12	8	22	24	24	13	10	14	27	51	18	53	97	66	20	14	14	23	13	12	9	19	10	10	31	10	25	8	24	8	31	12	24	37	14	17	11	20	17	20	8	23	76					
14	Число погашенных неиспользованных открепительных удостоверений	2307	40	24	22	13	28	50	55	38	55	33	26	45	65	29	40	28	44	36	48	33	40	29	28	37	22	22	22	29	9	9	17	6	32	23	33	32	23	23	24	44	15	22	10	37	9	18	41	28	40	28	24	24	22	43	42	43	30	43	36	28	37	54	35	31	11	41	20	29	32	31	28	31	30	50	0	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	2	1	0	0	1	0	0	1	1	0	2	0	1	1	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	11416	143	159	116	171	133	220	183	149	162	121	143	189	158	104	109	99	154	135	164	146	151	93	150	164	130	157	152	160	81	148	92	41	185	153	116	179	176	215	111	138	102	142	232	209	193	193	210	216	151	199	260	212	163	213	178	130	99	167	184	187	112	227	104	133	82	170	86	157	167	51	155	116	189	162	96	19					
		16.80%	16.96%	18.82%	18.53%	19.63%	15.89%	17.80%	15.90%	15.94%	15.64%	15.13%	15.13%	18.10%	15.58%	15.36%	19.46%	15.49%	16.87%	14.12%	16.19%	18.58%	17.00%	15.87%	15.87%	15.36%	15.19%	16.92%	16.81%	15.86%	15.37%	15.45%	18.00%	16.53%	15.20%	17.69%	15.98%	15.34%	16.06%	16.19%	15.93%	14.01%	17.80%	15.92%	19.06%	17.82%	13.62%	24.00%	18.29%	19.23%	17.44%	17.11%	18.76%	18.28%	18.74%	18.02%	16.90%	17.88%	17.65%	17.98%	16.36%	19.75%	19.72%	22.70%	18.34%	15.08%	12.60%	17.38%	13.33%	17.90%	15.67%	12.11%	14.53%	15.70%	17.73%	16.07%	13.22%	13.97%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11069	142	123	98	160	164	208	193	154	178	148	164	174	153	110	116	118	168	178	156	107	144	113	158	172	138	152	152	145	123	144	84	61	211	144	119	215	193	241	106	222	70	140	155	169	234	115	232	152	98	138	170	136	106	199	166	155	95	147	187	122	80	145	108	159	126	143	111	142	161	84	210	121	165	148	109	22					
		16.29%	16.84%	14.56%	15.65%	18.37%	19.59%	16.83%	16.77%	16.47%	17.18%	18.50%	17.35%	16.67%	15.09%	16.25%	20.71%	18.47%	18.40%	18.62%	15.40%	13.61%	16.22%	19.28%	16.72%	16.10%	16.12%	16.38%	16.81%	14.37%	23.34%	15.03%	16.44%	24.60%	17.34%	16.65%	16.39%	18.42%	17.61%	18.15%	15.21%	22.54%	12.22%	15.70%	12.74%	14.41%	16.51%	14.30%	20.21%	13.54%	11.32%	11.87%	12.27%	11.72%	12.18%	16.84%	15.76%	21.32%	16.93%	15.82%	16.62%	12.88%	14.08%	14.50%	19.05%	18.03%	19.35%	14.62%	17.21%	16.19%	15.10%	19.95%	19.68%	16.37%	15.48%	14.68%	15.01%	16.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1046	9	15	9	9	10	17	13	13	19	16	21	19	23	7	5	15	19	11	15	13	12	5	15	9	16	14	24	20	13	15	6	3	13	24	14	13	19	21	11	19	7	6	18	17	23	11	14	14	27	23	28	23	21	17	21	14	4	6	16	19	5	13	10	13	10	6	5	12	14	5	13	7	13	15	10	2					
		1.54%	1.07%	1.78%	1.44%	1.03%	1.19%	1.38%	1.13%	1.39%	1.83%	2.00%	2.22%	1.82%	2.27%	1.03%	0.89%	2.35%	2.08%	1.15%	1.48%	1.65%	1.35%	0.85%	1.59%	0.84%	1.87%	1.51%	2.65%	1.98%	2.47%	1.57%	1.17%	1.21%	1.07%	2.77%	1.93%	1.11%	1.73%	1.58%	1.58%	1.93%	1.22%	0.67%	1.48%	1.45%	1.62%	1.37%	1.22%	1.25%	3.12%	1.98%	2.02%	1.98%	2.41%	1.44%	1.99%	1.93%	0.71%	0.65%	1.42%	2.01%	0.88%	1.30%	1.76%	1.47%	1.54%	0.61%	0.78%	1.37%	1.31%	1.19%	1.22%	0.95%	1.22%	1.49%	1.38%	1.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	21255	244	283	189	231	267	419	345	257	252	231	267	311	357	220	172	189	255	309	340	284	287	179	303	337	260	277	295	356	132	369	159	53	378	264	203	381	333	399	253	272	197	311	432	388	543	220	257	347	268	368	466	372	299	362	372	203	163	289	355	268	193	278	129	264	174	321	213	278	364	142	355	251	307	355	193	46					
		31.28%	28.94%	33.49%	30.19%	26.52%	31.90%	33.90%	29.97%	27.49%	24.32%	28.88%	28.25%	29.79%	35.21%	32.50%	30.71%	29.58%	27.93%	32.32%	33.56%	36.13%	32.32%	30.55%	32.06%	31.55%	30.37%	29.85%	32.63%	35.28%	25.05%	38.52%	31.12%	21.37%	31.06%	30.52%	27.96%	32.65%	30.38%	30.05%	36.30%	27.61%	34.38%	34.87%	35.50%	33.08%	38.32%	27.36%	22.39%	30.90%	30.95%	31.64%	33.62%	32.07%	34.37%	30.63%	35.33%	27.92%	29.06%	31.11%	31.56%	28.30%	33.98%	27.80%	22.75%	29.93%	26.73%	32.82%	33.02%	31.70%	34.15%	33.73%	33.27%	33.96%	28.80%	35.22%	26.58%	33.82%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5134	41	54	41	51	37	62	58	50	61	30	53	88	60	58	18	28	66	58	39	55	57	35	85	102	84	76	86	105	20	64	51	8	95	83	65	73	98	121	56	76	65	59	104	129	99	79	69	91	112	158	166	167	92	82	75	47	47	72	68	85	56	93	35	80	62	57	44	44	64	17	59	44	78	65	18	4					
		7.56%	4.86%	6.39%	6.55%	5.86%	4.42%	5.02%	5.04%	5.35%	5.89%	3.75%	5.61%	8.43%	5.92%	8.57%	3.21%	4.38%	7.23%	6.07%	3.85%	6.99%	6.42%	5.97%	8.99%	9.55%	9.81%	8.19%	9.51%	10.41%	3.80%	6.68%	9.98%	3.23%	7.81%	9.60%	8.95%	6.26%	8.94%	9.11%	8.03%	7.72%	11.34%	6.61%	8.55%	10.99%	6.99%	9.83%	6.01%	8.10%	12.93%	13.59%	11.98%	14.40%	10.57%	6.94%	7.12%	6.46%	8.38%	7.75%	6.04%	8.98%	9.86%	9.30%	6.17%	9.07%	9.52%	5.83%	6.82%	5.02%	6.00%	4.04%	5.53%	5.95%	7.32%	6.45%	2.48%	2.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16539	243	197	159	231	207	288	326	293	345	236	282	240	245	165	128	177	234	244	273	171	229	150	206	259	200	223	168	209	147	206	104	77	309	182	193	281	246	315	145	228	125	219	242	239	305	175	308	274	183	240	272	226	172	280	221	154	144	216	291	253	117	224	164	217	185	257	160	226	273	114	256	189	295	242	278	42					
		24.34%	28.83%	23.31%	25.40%	26.52%	24.73%	23.30%	28.32%	31.34%	33.30%	29.50%	29.84%	22.99%	24.16%	24.37%	22.86%	27.70%	25.63%	25.52%	26.95%	21.76%	25.79%	25.60%	21.80%	24.25%	23.36%	24.03%	18.58%	20.71%	27.89%	21.50%	20.35%	31.05%	25.39%	21.04%	26.58%	24.08%	22.45%	23.72%	20.80%	23.15%	21.82%	24.55%	19.88%	20.38%	21.52%	21.77%	26.83%	24.40%	21.13%	20.64%	19.62%	19.48%	19.77%	23.69%	20.99%	21.18%	25.67%	23.25%	25.87%	26.72%	20.60%	22.40%	28.92%	24.60%	28.42%	26.28%	24.81%	25.77%	25.61%	27.08%	23.99%	25.58%	27.67%	24.01%	38.29%	30.88%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	586	13	4	7	4	6	11	11	8	8	8	3	13	10	5	3	6	11	11	8	4	2	5	4	11	11	10	9	7	1	6	5	0	15	9	8	8	16	4	8	16	3	5	18	11	10	5	9	15	10	13	9	9	6	12	11	8	6	12	9	6	1	10	4	8	5	5	3	12	11	0	6	4	6	9	5	1					
		0.86%	1.54%	0.47%	1.12%	0.46%	0.72%	0.89%	0.96%	0.86%	0.77%	1.00%	0.32%	1.25%	0.99%	0.74%	0.54%	0.94%	1.20%	1.15%	0.79%	0.51%	0.23%	0.85%	0.42%	1.03%	1.29%	1.08%	0.99%	0.69%	0.19%	0.63%	0.98%	0.00%	1.23%	1.04%	1.10%	0.69%	1.46%	0.30%	1.15%	1.62%	0.52%	0.56%	1.48%	0.94%	0.71%	0.62%	0.78%	1.34%	1.15%	1.12%	0.65%	0.78%	0.69%	1.02%	1.04%	1.10%	1.07%	1.29%	0.80%	0.63%	0.18%	1.00%	0.71%	0.91%	0.77%	0.51%	0.47%	1.37%	1.03%	0.00%	0.56%	0.54%	0.56%	0.89%	0.69%	0.74%					
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
																																																																																			
