Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Галичская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126					
		0.99%	1.70%	0.83%	0.81%	0.00%	0.68%	0.00%	0.00%	1.97%	2.50%	0.52%	1.16%	1.21%	2.26%	0.35%	0.00%	4.35%	0.79%	0.76%	1.29%	0.00%	0.00%	0.60%	1.96%	2.33%	0.00%	1.03%	1.20%	0.00%	0.56%	0.76%					
21	. Путин Владимир Владимирович	3989	143	92	279	69	107	105	30	136	62	303	39	318	286	201	51	54	152	89	116	44	103	224	73	143	135	74	135	38	296	92					
		71.64%	60.85%	76.67%	75.41%	64.49%	72.30%	72.92%	58.82%	67.00%	77.50%	79.53%	45.35%	76.81%	80.79%	70.77%	62.20%	78.26%	60.32%	67.42%	74.84%	52.38%	73.05%	67.07%	71.57%	66.51%	71.43%	76.29%	81.33%	44.19%	83.15%	70.23%					
22	. Хакамада Ирина Муцуовна	77	8	1	5	0	2	2	2	1	0	4	1	9	3	3	0	1	7	1	0	1	3	10	1	3	2	0	0	0	6	1					
		1.38%	3.40%	0.83%	1.35%	0.00%	1.35%	1.39%	3.92%	0.49%	0.00%	1.05%	1.16%	2.17%	0.85%	1.06%	0.00%	1.45%	2.78%	0.76%	0.00%	1.19%	2.13%	2.99%	0.98%	1.40%	1.06%	0.00%	0.00%	0.00%	1.69%	0.76%					
23	. Харитонов Николай Михайлович	1134	68	22	64	31	21	31	14	50	16	56	35	59	36	67	30	9	73	32	30	32	30	70	17	49	40	20	20	43	38	31					
		20.37%	28.94%	18.33%	17.30%	28.97%	14.19%	21.53%	27.45%	24.63%	20.00%	14.70%	40.70%	14.25%	10.17%	23.59%	36.59%	13.04%	28.97%	24.24%	19.35%	38.10%	21.28%	20.96%	16.67%	22.79%	21.16%	20.62%	12.05%	50.00%	10.67%	23.66%					
																																					
24	Против всех	62	7	0	2	1	5	2	0	3	0	5	1	5	2	3	0	0	4	1	1	1	1	4	1	1	5	0	1	2	4	0					
		1.11%	2.98%	0.00%	0.54%	0.93%	3.38%	1.39%	0.00%	1.48%	0.00%	1.31%	1.16%	1.21%	0.56%	1.06%	0.00%	0.00%	1.59%	0.76%	0.65%	1.19%	0.71%	1.20%	0.98%	0.47%	2.65%	0.00%	0.60%	2.33%	1.12%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
