Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Чурапчинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	318	18	10	5	11	1	11	11	20	15	4	17	0	20	2	1	1	10	25	8	0	13	17	0	13	16	16	16	17	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	317	18	10	5	11	1	11	11	20	15	4	17	0	20	2	1	1	10	25	8	0	12	17	0	13	16	16	16	17	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	219	5	4	4	6	0	8	11	8	8	2	5	0	5	2	0	0	5	7	2	1	7	8	1	2	19	17	20	21	41									
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	182	5	2	1	5	0	2	4	26	9	0	6	0	7	2	0	0	2	2	7	0	5	7	0	3	9	19	17	19	23									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	1	1	0	0	0	7	1	1	2	0	1	0	3	0	1	0	0	3	1	1	1	3	0	2	5	4	6	5	8									
		0.63%	0.30%	0.48%	0.00%	0.00%	0.00%	1.53%	0.46%	0.24%	0.42%	0.00%	0.39%	0.00%	0.83%	0.00%	1.82%	0.00%	0.00%	0.81%	0.38%	3.03%	0.34%	0.60%	0.00%	0.73%	0.97%	0.49%	0.80%	0.75%	0.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	261	9	3	5	4	0	19	3	16	14	0	3	0	6	0	2	0	2	13	5	0	7	18	0	4	15	32	28	25	28									
		2.89%	2.66%	1.44%	2.98%	1.44%	0.00%	4.14%	1.39%	3.80%	2.94%	0.00%	1.16%	0.00%	1.66%	0.00%	3.64%	0.00%	0.88%	3.51%	1.92%	0.00%	2.36%	3.58%	0.00%	1.45%	2.90%	3.92%	3.75%	3.73%	3.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	111	2	3	3	1	0	7	1	3	7	0	5	1	2	0	0	0	0	3	0	0	5	10	0	1	9	5	12	17	14									
		1.23%	0.59%	1.44%	1.79%	0.36%	0.00%	1.53%	0.46%	0.71%	1.47%	0.00%	1.94%	3.23%	0.55%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	1.68%	1.99%	0.00%	0.36%	1.74%	0.61%	1.61%	2.54%	1.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6008	221	143	121	228	14	289	172	311	303	30	193	20	253	64	35	32	204	235	203	24	208	278	24	212	306	496	451	406	532									
		66.59%	65.38%	68.75%	72.02%	82.31%	70.00%	62.96%	79.63%	73.87%	63.66%	88.24%	74.81%	64.52%	70.08%	92.75%	63.64%	96.97%	90.27%	63.51%	78.08%	72.73%	70.03%	55.27%	92.31%	77.09%	59.19%	60.71%	60.46%	60.60%	61.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	0	1	1	2	0	1	0	1	0	0	1	0	2	0	0	0	0	2	0	0	1	1	0	1	2	5	0	5	2									
		0.31%	0.00%	0.48%	0.60%	0.72%	0.00%	0.22%	0.00%	0.24%	0.00%	0.00%	0.39%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.34%	0.20%	0.00%	0.36%	0.39%	0.61%	0.00%	0.75%	0.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	1	0	2	0	0	1	1	1	1	0	1	0	1	0	0	0	0	2	1	0	0	1	0	0	0	8	2	3	8									
		0.38%	0.30%	0.00%	1.19%	0.00%	0.00%	0.22%	0.46%	0.24%	0.21%	0.00%	0.39%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.54%	0.38%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.98%	0.27%	0.45%	0.93%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	131	3	6	3	4	0	9	4	3	9	0	3	0	6	0	1	1	1	5	3	1	5	5	0	1	9	18	14	4	13									
		1.45%	0.89%	2.88%	1.79%	1.44%	0.00%	1.96%	1.85%	0.71%	1.89%	0.00%	1.16%	0.00%	1.66%	0.00%	1.82%	3.03%	0.44%	1.35%	1.15%	3.03%	1.68%	0.99%	0.00%	0.36%	1.74%	2.20%	1.88%	0.60%	1.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	2	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	4	1	1	0	3									
		0.22%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.24%	0.21%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.27%	0.00%	0.00%	0.00%	0.20%	0.00%	0.36%	0.77%	0.12%	0.13%	0.00%	0.35%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	4	2	2									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.19%	0.12%	0.54%	0.30%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.21%	2.94%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.34%	0.00%	0.00%	0.00%	0.19%	0.24%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	0	0	0	1	0	3	0	2	3	0	1	0	1	0	2	0	0	4	0	0	1	2	0	1	6	6	3	3	3									
		0.47%	0.00%	0.00%	0.00%	0.36%	0.00%	0.65%	0.00%	0.48%	0.63%	0.00%	0.39%	0.00%	0.28%	0.00%	3.64%	0.00%	0.00%	1.08%	0.00%	0.00%	0.34%	0.40%	0.00%	0.36%	1.16%	0.73%	0.40%	0.45%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1273	50	28	13	14	1	59	19	38	71	1	20	8	42	5	3	0	6	58	22	1	26	77	1	22	91	159	151	130	157									
		14.11%	14.79%	13.46%	7.74%	5.05%	5.00%	12.85%	8.80%	9.03%	14.92%	2.94%	7.75%	25.81%	11.63%	7.25%	5.45%	0.00%	2.65%	15.68%	8.46%	3.03%	8.75%	15.31%	3.85%	8.00%	17.60%	19.46%	20.24%	19.40%	18.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	4									
		0.12%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.12%	0.13%	0.00%	0.47%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	947	42	18	20	20	5	56	10	39	59	2	27	2	42	0	11	0	12	40	21	6	39	101	1	29	58	73	71	65	78									
		10.50%	12.43%	8.65%	11.90%	7.22%	25.00%	12.20%	4.63%	9.26%	12.39%	5.88%	10.47%	6.45%	11.63%	0.00%	20.00%	0.00%	5.31%	10.81%	8.08%	18.18%	13.13%	20.08%	3.85%	10.55%	11.22%	8.94%	9.52%	9.70%	9.08%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
