Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Судиславская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №501	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	8	5	0	0	0	0	3	0	1	0	0	1	0	5	0	2	0	0	0	1	1	1									
		0.62%	1.03%	0.62%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.75%	0.00%	0.00%	0.48%	0.00%	2.33%	0.00%	1.03%	0.00%	0.00%	0.00%	1.85%	0.93%	1.45%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.07%	0.13%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1052	205	209	30	22	29	7	73	17	31	22	27	38	11	64	78	45	22	60	7	10	25	20									
		23.38%	26.42%	25.93%	21.43%	30.56%	26.85%	8.75%	19.06%	14.05%	23.13%	23.16%	20.15%	18.27%	26.19%	29.77%	24.38%	23.20%	21.15%	23.72%	8.24%	18.52%	23.36%	28.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	10	13	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	3	1	0	0	2									
		0.78%	1.29%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	1.55%	0.00%	1.19%	1.18%	0.00%	0.00%	2.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	44	8	19	1	0	0	1	0	2	0	0	2	2	1	0	4	1	0	2	0	1	0	0									
		0.98%	1.03%	2.36%	0.71%	0.00%	0.00%	1.25%	0.00%	1.65%	0.00%	0.00%	1.49%	0.96%	2.38%	0.00%	1.25%	0.52%	0.00%	0.79%	0.00%	1.85%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	14	8	0	2	0	1	10	3	0	1	0	0	0	0	0	3	0	4	0	1	2	1									
		1.11%	1.80%	0.99%	0.00%	2.78%	0.00%	1.25%	2.61%	2.48%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	1.58%	0.00%	1.85%	1.87%	1.45%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1052	171	178	42	16	26	35	111	39	24	24	30	40	7	40	78	42	28	57	11	6	28	19									
		23.38%	22.04%	22.08%	30.00%	22.22%	24.07%	43.75%	28.98%	32.23%	17.91%	25.26%	22.39%	19.23%	16.67%	18.60%	24.38%	21.65%	26.92%	22.53%	12.94%	11.11%	26.17%	27.54%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	2	3	1	0	1	1	3	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0									
		0.36%	0.26%	0.37%	0.71%	0.00%	0.93%	1.25%	0.78%	0.00%	1.49%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.52%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	169	41	28	4	3	4	4	10	7	4	3	9	11	1	3	13	4	0	10	2	1	5	2									
		3.76%	5.28%	3.47%	2.86%	4.17%	3.70%	5.00%	2.61%	5.79%	2.99%	3.16%	6.72%	5.29%	2.38%	1.40%	4.06%	2.06%	0.00%	3.95%	2.35%	1.85%	4.67%	2.90%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
