Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
Наименование Избирательной комиссии:    Новосергиевская																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	501	20	20	20	20	20	10	4	4	10	5	10	5	5	10	10	10	5	10	5	5	10	5	4	10	10	10	10	10	10	10	5	5	10	10	5	5	5	10	5	5	10	10	5	5	10	10	10	5	5	4	10	5	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	27	6	4	5	1	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	4	6	0	1	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	3	2	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	3	0	0	1	0	0	1					
14	Число погашенных открепительных удостоверений	474	14	16	15	19	18	10	4	4	10	5	10	5	5	10	9	8	5	10	5	5	10	5	4	10	10	10	10	8	9	10	5	5	10	10	5	5	5	10	5	5	10	9	5	5	10	10	10	5	5	4	10	3	10	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	"1. ""ЕДИНЕНИЕ"""	231	14	10	7	8	7	4	1	1	5	2	13	0	0	0	7	11	1	4	2	1	3	0	0	4	2	4	7	6	9	3	1	1	4	9	5	1	0	3	0	4	7	5	1	0	5	12	4	2	5	0	3	5	0	1	6	6	5					
		1.19%	1.02%	0.86%	0.84%	1.01%	0.49%	1.37%	2.43%	1.44%	0.95%	4.25%	2.54%	0.0%	0.0%	0.0%	2.54%	1.64%	0.90%	0.66%	1.16%	0.86%	0.41%	0.0%	0.0%	0.67%	0.87%	0.76%	1.56%	1.26%	1.41%	2.38%	1.38%	0.62%	1.08%	5.11%	8.92%	1.88%	0.0%	0.68%	0.0%	4.12%	1.89%	0.67%	1.96%	0.0%	2.77%	4.68%	0.72%	2.0%	3.01%	0.0%	0.72%	2.36%	0.0%	0.27%	1.69%	2.84%	1.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	139	17	11	8	11	10	1	0	1	0	2	2	1	0	5	5	1	0	2	3	0	0	0	0	3	0	3	4	3	7	2	0	0	2	2	0	1	4	2	0	2	3	1	0	0	1	1	4	0	0	0	0	1	0	8	2	0	3					
		0.71%	1.25%	0.94%	0.96%	1.38%	0.70%	0.34%	0.0%	1.44%	0.0%	4.25%	0.39%	0.86%	0.0%	2.61%	1.81%	0.14%	0.0%	0.33%	1.75%	0.0%	0.0%	0.0%	0.0%	0.50%	0.0%	0.57%	0.89%	0.63%	1.09%	1.58%	0.0%	0.0%	0.54%	1.13%	0.0%	1.88%	3.80%	0.45%	0.0%	2.06%	0.81%	0.13%	0.0%	0.0%	0.55%	0.39%	0.72%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	2.17%	0.56%	0.0%	0.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	365	19	19	17	11	39	5	0	6	5	1	12	2	1	2	5	10	0	7	0	0	2	0	0	9	11	10	16	13	16	2	1	5	6	5	1	3	1	8	5	1	4	17	0	1	4	4	8	3	1	1	9	3	0	11	2	2	19					
		1.88%	1.39%	1.63%	2.04%	1.38%	2.76%	1.72%	0.0%	8.69%	0.95%	2.12%	2.34%	1.72%	1.17%	1.04%	1.81%	1.49%	0.0%	1.15%	0.0%	0.0%	0.27%	0.0%	0.0%	1.52%	4.82%	1.90%	3.58%	2.73%	2.50%	1.58%	1.38%	3.14%	1.62%	2.84%	1.78%	5.66%	0.95%	1.82%	5.0%	1.03%	1.08%	2.29%	0.0%	0.81%	2.22%	1.56%	1.44%	3.0%	0.60%	3.33%	2.17%	1.42%	0.0%	2.99%	0.56%	0.94%	5.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	157	10	10	17	7	25	4	0	0	6	0	0	0	1	1	1	1	0	3	1	1	13	0	0	3	1	5	4	4	8	1	3	1	5	0	1	0	1	2	1	1	0	2	0	0	2	0	1	1	1	0	0	2	2	1	0	0	3					
		0.81%	0.73%	0.86%	2.04%	0.88%	1.77%	1.37%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	1.17%	0.52%	0.36%	0.14%	0.0%	0.49%	0.58%	0.86%	1.79%	0.0%	0.0%	0.50%	0.43%	0.95%	0.89%	0.84%	1.25%	0.79%	4.16%	0.62%	1.35%	0.0%	1.78%	0.0%	0.95%	0.45%	1.0%	1.03%	0.0%	0.27%	0.0%	0.0%	1.11%	0.0%	0.18%	1.0%	0.60%	0.0%	0.0%	0.94%	3.44%	0.27%	0.0%	0.0%	0.86%					
22	"5. ""За Русь Святую"""	116	11	14	4	8	10	1	0	0	0	0	3	0	0	1	2	2	2	3	0	0	1	0	0	3	4	8	2	4	13	7	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	1	0	1	0	0	0	1	0	2	0	3					
		0.59%	0.80%	1.20%	0.48%	1.01%	0.70%	0.34%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.52%	0.72%	0.29%	1.81%	0.49%	0.0%	0.0%	0.13%	0.0%	0.0%	0.50%	1.75%	1.52%	0.44%	0.84%	2.03%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.55%	0.0%	0.18%	0.0%	0.60%	0.0%	0.0%	0.0%	1.72%	0.0%	0.56%	0.0%	0.86%					
23	"6. ""Объединенная Российская партия ""Русь"""	48	5	6	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	3	5	1	2	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	1	0	0	2	0	3	3	0	0					
		0.24%	0.36%	0.51%	0.0%	0.0%	0.42%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.16%	0.0%	0.57%	1.12%	0.21%	0.31%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.55%	0.0%	0.18%	0.0%	0.60%	0.0%	0.0%	0.94%	0.0%	0.81%	0.84%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	94	5	5	6	3	22	1	0	0	3	0	1	0	0	3	0	1	0	1	0	0	0	0	0	4	1	0	4	4	1	0	0	0	3	0	0	0	1	0	2	0	3	2	0	0	1	1	2	1	0	0	5	1	1	2	0	0	4					
		0.48%	0.36%	0.43%	0.72%	0.37%	1.56%	0.34%	0.0%	0.0%	0.57%	0.0%	0.19%	0.0%	0.0%	1.57%	0.0%	0.14%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.43%	0.0%	0.89%	0.84%	0.15%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.95%	0.0%	2.0%	0.0%	0.81%	0.27%	0.0%	0.0%	0.55%	0.39%	0.36%	1.0%	0.0%	0.0%	1.21%	0.47%	1.72%	0.54%	0.0%	0.0%	1.15%					
25	"8. ""Народно-республиканская партия России"""	25	1	1	0	0	0	1	0	0	0	0	6	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
		0.12%	0.07%	0.08%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	1.17%	0.0%	3.52%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.63%	0.15%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	2	2	1	2	4	0	0	0	1	0	1	0	0	0	0	2	0	4	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0					
		0.17%	0.14%	0.17%	0.12%	0.25%	0.28%	0.0%	0.0%	0.0%	0.19%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.66%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.22%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	3088	105	92	73	45	70	45	6	6	91	1	76	55	25	28	67	226	4	79	61	30	358	9	10	68	29	53	42	19	46	13	0	18	47	24	4	12	26	59	22	25	175	303	23	69	16	45	75	33	22	4	46	38	6	16	80	18	50					
		15.94%	7.72%	7.93%	8.79%	5.68%	4.96%	15.51%	14.63%	8.69%	17.36%	2.12%	14.87%	47.41%	29.41%	14.65%	24.36%	33.78%	3.63%	13.03%	35.67%	25.86%	49.51%	18.0%	25.64%	11.48%	12.71%	10.11%	9.41%	3.99%	7.21%	10.31%	0.0%	11.32%	12.73%	13.63%	7.14%	22.64%	24.76%	13.43%	22.0%	25.77%	47.42%	40.94%	45.09%	56.09%	8.88%	17.57%	13.53%	33.0%	13.25%	13.33%	11.13%	18.00%	10.34%	4.35%	22.53%	8.53%	14.49%					
28	"11. ""Истинные патриоты России"""	32	0	3	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	2	1	2	0	0	0	2	1	0	0	0	2	0	0	2	0	0	1					
		0.16%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	6.38%	0.39%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.21%	0.15%	0.0%	0.0%	0.0%	0.0%	1.70%	0.0%	0.0%	0.0%	0.0%	0.0%	2.06%	0.27%	0.27%	0.0%	0.0%	0.0%	0.78%	0.18%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.54%	0.0%	0.0%	0.28%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	165	12	3	8	12	6	1	0	0	2	0	5	5	0	1	2	0	0	1	4	0	3	0	0	11	4	11	8	7	11	1	0	0	2	0	0	0	5	1	0	4	5	4	0	3	1	0	5	0	0	0	11	2	1	1	1	0	1					
		0.85%	0.88%	0.25%	0.96%	1.51%	0.42%	0.34%	0.0%	0.0%	0.38%	0.0%	0.97%	4.31%	0.0%	0.52%	0.72%	0.0%	0.0%	0.16%	2.33%	0.0%	0.41%	0.0%	0.0%	1.85%	1.75%	2.09%	1.79%	1.47%	1.72%	0.79%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	4.76%	0.22%	0.0%	4.12%	1.35%	0.54%	0.0%	2.43%	0.55%	0.0%	0.90%	0.0%	0.0%	0.0%	2.66%	0.94%	1.72%	0.27%	0.28%	0.0%	0.28%					
30	"13. ""Демократическая партия России"""	54	6	1	6	1	7	0	0	0	2	0	1	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	1	1	3	1	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	3	1	0	0	0	1	1	0	0	0	4					
		0.27%	0.44%	0.08%	0.72%	0.12%	0.49%	0.0%	0.0%	0.0%	0.38%	0.0%	0.19%	0.0%	0.0%	1.57%	0.0%	0.14%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.22%	0.21%	0.47%	0.79%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.54%	1.0%	0.0%	0.0%	0.0%	0.47%	1.72%	0.0%	0.0%	0.0%	1.15%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	0	1	2	0	1	2	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.0%	0.08%	0.24%	0.0%	0.07%	0.68%	0.0%	0.0%	0.19%	0.0%	0.19%	0.0%	0.0%	1.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.95%	0.22%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	19	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0	1	0	0	0	0	0	4	0	0	0					
		0.09%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.14%	0.90%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.27%	0.13%	0.0%	2.43%	0.0%	0.0%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	679	56	42	30	35	74	8	0	4	18	0	21	3	1	12	4	9	2	24	2	6	29	3	0	14	6	24	42	19	18	2	0	4	7	7	0	1	4	9	1	3	7	10	0	4	4	1	25	5	4	0	20	6	2	19	12	3	13					
		3.50%	4.11%	3.62%	3.61%	4.41%	5.24%	2.75%	0.0%	5.79%	3.43%	0.0%	4.10%	2.58%	1.17%	6.28%	1.45%	1.34%	1.81%	3.96%	1.16%	5.17%	4.01%	6.0%	0.0%	2.36%	2.63%	4.58%	9.41%	3.99%	2.82%	1.58%	0.0%	2.51%	1.89%	3.97%	0.0%	1.88%	3.80%	2.05%	1.0%	3.09%	1.89%	1.35%	0.0%	3.25%	2.22%	0.39%	4.51%	5.0%	2.40%	0.0%	4.84%	2.84%	3.44%	5.17%	3.38%	1.42%	3.76%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	49	4	2	1	0	3	0	0	0	3	0	1	0	0	0	3	1	1	1	0	2	1	0	0	0	0	1	0	1	1	0	1	0	3	0	1	0	0	1	0	1	2	2	1	1	0	2	1	0	2	0	3	0	0	2	0	0	0					
		0.25%	0.29%	0.17%	0.12%	0.0%	0.21%	0.0%	0.0%	0.0%	0.57%	0.0%	0.19%	0.0%	0.0%	0.0%	1.09%	0.14%	0.90%	0.16%	0.0%	1.72%	0.13%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.21%	0.15%	0.0%	1.38%	0.0%	0.81%	0.0%	1.78%	0.0%	0.0%	0.22%	0.0%	1.03%	0.54%	0.27%	1.96%	0.81%	0.0%	0.78%	0.18%	0.0%	1.20%	0.0%	0.72%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2944	276	197	165	146	296	68	5	7	102	14	48	14	10	10	65	61	9	85	35	40	77	13	0	66	41	82	65	78	119	23	10	17	82	4	16	2	10	43	20	5	31	66	7	6	17	22	54	6	45	7	44	18	3	67	56	16	53					
		15.19%	20.29%	16.99%	19.87%	18.43%	20.99%	23.44%	12.19%	10.14%	19.46%	29.78%	9.39%	12.06%	11.76%	5.23%	23.63%	9.11%	8.18%	14.02%	20.46%	34.48%	10.65%	26.0%	0.0%	11.14%	17.98%	15.64%	14.57%	16.38%	18.65%	18.25%	13.88%	10.69%	22.22%	2.27%	28.57%	3.77%	9.52%	9.79%	20.0%	5.15%	8.40%	8.91%	13.72%	4.87%	9.44%	8.59%	9.74%	6.0%	27.10%	23.33%	10.65%	8.53%	5.17%	18.25%	15.77%	7.58%	15.36%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	337	31	24	12	6	37	4	0	7	8	0	14	2	0	8	8	4	1	2	4	3	9	0	0	12	6	8	3	3	8	4	6	3	4	5	0	0	0	31	0	3	7	8	0	2	3	1	9	3	1	0	4	1	5	4	4	1	4					
		1.73%	2.27%	2.07%	1.44%	0.75%	2.62%	1.37%	0.0%	10.14%	1.52%	0.0%	2.73%	1.72%	0.0%	4.18%	2.90%	0.59%	0.90%	0.33%	2.33%	2.58%	1.24%	0.0%	0.0%	2.02%	2.63%	1.52%	0.67%	0.63%	1.25%	3.17%	8.33%	1.88%	1.08%	2.84%	0.0%	0.0%	0.0%	7.06%	0.0%	3.09%	1.89%	1.08%	0.0%	1.62%	1.66%	0.39%	1.62%	3.0%	0.60%	0.0%	0.96%	0.47%	8.62%	1.08%	1.12%	0.47%	1.15%					
37	"20. ""Политическая партия ""Единая Россия"""	5093	401	361	257	288	415	100	9	19	107	13	74	17	12	31	43	57	4	179	30	17	94	8	5	232	70	184	128	133	192	33	9	65	93	70	10	19	18	153	10	12	42	150	5	22	81	97	141	8	35	8	111	22	11	130	63	78	117					
		26.29%	29.48%	31.14%	30.96%	36.36%	29.43%	34.48%	21.95%	27.53%	20.41%	27.65%	14.48%	14.65%	14.11%	16.23%	15.63%	8.52%	3.63%	29.53%	17.54%	14.65%	13.00%	16.0%	12.82%	39.18%	30.70%	35.11%	28.69%	27.94%	30.09%	26.19%	12.5%	40.88%	25.20%	39.77%	17.85%	35.84%	17.14%	34.85%	10.0%	12.37%	11.38%	20.27%	9.80%	17.88%	45.0%	37.89%	25.45%	8.0%	21.08%	26.66%	26.87%	10.42%	18.96%	35.42%	17.74%	36.96%	33.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	48	3	1	1	0	4	1	1	0	2	2	1	0	0	0	1	2	0	3	2	1	0	0	0	3	0	4	0	0	0	0	0	0	1	0	0	1	0	8	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0					
		0.24%	0.22%	0.08%	0.12%	0.0%	0.28%	0.34%	2.43%	0.0%	0.38%	4.25%	0.19%	0.0%	0.0%	0.0%	0.36%	0.29%	0.0%	0.49%	1.16%	0.86%	0.0%	0.0%	0.0%	0.50%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	1.88%	0.0%	1.82%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.47%	0.0%					
39	"22. ""Развитие предпринимательства"""	45	5	3	3	0	8	1	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	3	0	0	0	1	0	0	0	2	2	0	1	0	1	1	0	1	0	0	0	0	0	2	2	0	0	0	0	1					
		0.23%	0.36%	0.25%	0.36%	0.0%	0.56%	0.34%	0.0%	0.0%	0.38%	0.0%	0.19%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.42%	0.47%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	1.90%	0.45%	0.0%	1.03%	0.0%	0.13%	1.96%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.94%	0.0%	0.0%	0.0%	0.0%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4857	325	300	182	178	310	39	15	17	143	9	197	13	32	73	41	264	84	174	16	12	107	15	24	138	43	100	100	154	166	26	40	37	73	41	17	10	26	96	36	25	57	138	7	7	30	59	201	34	36	10	140	101	24	88	106	82	39					
		25.07%	23.89%	25.88%	21.92%	22.47%	21.98%	13.44%	36.58%	24.63%	27.29%	19.14%	38.55%	11.20%	37.64%	38.21%	14.90%	39.46%	76.36%	28.71%	9.35%	10.34%	14.79%	30.0%	61.53%	23.31%	18.85%	19.08%	22.42%	32.35%	26.01%	20.63%	55.55%	23.27%	19.78%	23.29%	30.35%	18.86%	24.76%	21.86%	36.0%	25.77%	15.44%	18.64%	13.72%	5.69%	16.66%	23.04%	36.28%	34.0%	21.68%	33.33%	33.89%	47.86%	41.37%	23.97%	29.85%	38.86%	11.30%					
																																																																
41	Против всех	471	34	30	21	20	47	0	3	1	10	0	12	3	0	9	16	11	1	20	6	0	13	2	0	15	6	10	11	7	7	2	0	6	26	1	1	3	4	11	3	0	8	13	1	2	10	9	0	1	4	0	9	4	1	7	11	4	15					
		2.43%	2.5%	2.58%	2.53%	2.52%	3.33%	0.0%	7.31%	1.44%	1.90%	0.0%	2.34%	2.58%	0.0%	4.71%	5.81%	1.64%	0.90%	3.30%	3.50%	0.0%	1.79%	4.0%	0.0%	2.53%	2.63%	1.90%	2.46%	1.47%	1.09%	1.58%	0.0%	3.77%	7.04%	0.56%	1.78%	5.66%	3.80%	2.50%	3.0%	0.0%	2.16%	1.75%	1.96%	1.62%	5.55%	3.51%	0.0%	1.0%	2.40%	0.0%	2.17%	1.89%	1.72%	1.90%	3.09%	1.89%	4.34%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
