Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Нижнеилимская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065									
		1.42%	0.76%	1.37%	2.52%	1.12%	1.64%	1.67%	2.38%	1.72%	2.19%	1.96%	1.79%	2.08%	0.00%	0.00%	0.00%	0.88%	1.45%	0.72%	1.41%	0.00%	0.00%	0.00%	0.43%	1.01%	0.00%	0.00%	0.00%	0.26%	0.35%	0.00%	2.29%	1.28%	2.52%	2.05%	1.14%	0.30%	0.42%	2.36%	1.40%	0.70%	1.45%	1.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	477	12	18	11	11	17	22	25	27	9	25	14	23	3	0	7	2	8	10	13	0	4	0	6	7	2	3	1	9	7	1	9	7	14	20	14	13	7	11	24	11	11	39									
		3.55%	3.02%	4.93%	4.62%	3.08%	3.99%	3.34%	3.97%	3.56%	2.19%	3.26%	3.58%	3.98%	8.33%	0.00%	6.19%	1.75%	2.32%	3.62%	3.67%	0.00%	2.09%	0.00%	2.59%	3.52%	3.45%	2.21%	4.00%	2.33%	2.46%	1.41%	6.87%	8.97%	2.94%	6.83%	4.00%	3.87%	2.92%	3.70%	4.19%	2.56%	2.66%	4.24%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	419	8	18	7	14	13	24	29	34	6	29	14	23	1	1	2	0	7	11	12	1	8	0	9	3	3	2	0	11	10	0	6	2	13	6	15	12	3	6	14	6	15	21									
		3.12%	2.02%	4.93%	2.94%	3.92%	3.05%	3.64%	4.60%	4.49%	1.46%	3.78%	3.58%	3.98%	2.78%	1.52%	1.77%	0.00%	2.03%	3.99%	3.39%	3.70%	4.19%	0.00%	3.88%	1.51%	5.17%	1.47%	0.00%	2.85%	3.52%	0.00%	4.58%	2.56%	2.73%	2.05%	4.29%	3.57%	1.25%	2.02%	2.44%	1.40%	3.63%	2.28%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4783	148	122	85	127	154	242	218	260	139	264	148	190	21	21	48	73	174	135	154	18	62	4	79	90	31	47	6	124	116	27	65	20	109	52	117	111	64	114	177	148	144	335									
		35.58%	37.28%	33.42%	35.71%	35.57%	36.15%	36.72%	34.60%	34.30%	33.82%	34.42%	37.85%	32.87%	58.33%	31.82%	42.48%	64.04%	50.43%	48.91%	43.50%	66.67%	32.46%	23.53%	34.05%	45.23%	53.45%	34.56%	24.00%	32.12%	40.85%	38.03%	49.62%	25.64%	22.90%	17.75%	33.43%	33.04%	26.67%	38.38%	30.89%	34.42%	34.87%	36.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	69	2	5	2	3	3	8	4	3	1	3	0	4	0	1	2	1	0	0	1	0	1	0	1	0	0	1	0	2	1	0	1	0	0	1	4	3	1	0	2	1	3	4									
		0.51%	0.50%	1.37%	0.84%	0.84%	0.70%	1.21%	0.63%	0.40%	0.24%	0.39%	0.00%	0.69%	0.00%	1.52%	1.77%	0.88%	0.00%	0.00%	0.28%	0.00%	0.52%	0.00%	0.43%	0.00%	0.00%	0.74%	0.00%	0.52%	0.35%	0.00%	0.76%	0.00%	0.00%	0.34%	1.14%	0.89%	0.42%	0.00%	0.35%	0.23%	0.73%	0.43%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	1	1	2	0	2	0	5	3	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	3	1	1	1	1	0	4	2	0	4									
		0.29%	0.00%	0.27%	0.42%	0.56%	0.00%	0.30%	0.00%	0.66%	0.73%	0.13%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.56%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.76%	0.00%	0.63%	0.34%	0.29%	0.30%	0.42%	0.00%	0.70%	0.47%	0.00%	0.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3134	106	96	66	96	104	138	164	165	100	130	96	138	2	22	30	15	50	43	73	5	45	9	37	51	11	31	15	111	66	25	27	24	150	85	70	86	40	48	152	113	100	199									
		23.31%	26.70%	26.30%	27.73%	26.89%	24.41%	20.94%	26.03%	21.77%	24.33%	16.95%	24.55%	23.88%	5.56%	33.33%	26.55%	13.16%	14.49%	15.58%	20.62%	18.52%	23.56%	52.94%	15.95%	25.63%	18.97%	22.79%	60.00%	28.76%	23.24%	35.21%	20.61%	30.77%	31.51%	29.01%	20.00%	25.60%	16.67%	16.16%	26.53%	26.28%	24.21%	21.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	58	1	1	3	0	3	4	4	1	1	3	1	7	0	0	0	0	0	1	3	0	0	0	0	1	0	1	0	3	0	0	0	0	5	4	2	1	0	0	4	3	1	0									
		0.43%	0.25%	0.27%	1.26%	0.00%	0.70%	0.61%	0.63%	0.13%	0.24%	0.39%	0.26%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.85%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.74%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	1.05%	1.37%	0.57%	0.30%	0.00%	0.00%	0.70%	0.70%	0.24%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	109	4	6	2	2	6	10	5	5	2	12	3	10	0	0	0	0	1	0	2	0	2	0	1	0	0	1	0	0	1	0	0	0	3	4	4	0	1	0	2	3	4	13									
		0.81%	1.01%	1.64%	0.84%	0.56%	1.41%	1.52%	0.79%	0.66%	0.49%	1.56%	0.77%	1.73%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.56%	0.00%	1.05%	0.00%	0.43%	0.00%	0.00%	0.74%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.63%	1.37%	1.14%	0.00%	0.42%	0.00%	0.35%	0.70%	0.97%	1.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	1	0	0	2	0	2	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1									
		0.12%	0.00%	0.00%	0.42%	0.00%	0.00%	0.30%	0.00%	0.26%	0.00%	0.52%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.23%	0.24%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	8	2	1	3	3	8	5	7	3	15	2	3	0	0	1	0	4	0	2	0	4	0	1	0	0	0	0	2	2	0	1	1	3	6	2	2	2	4	8	5	1	2									
		0.84%	2.02%	0.55%	0.42%	0.84%	0.70%	1.21%	0.79%	0.92%	0.73%	1.96%	0.51%	0.52%	0.00%	0.00%	0.88%	0.00%	1.16%	0.00%	0.56%	0.00%	2.09%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.52%	0.70%	0.00%	0.76%	1.28%	0.63%	2.05%	0.57%	0.60%	0.83%	1.35%	1.40%	1.16%	0.24%	0.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3172	75	68	35	72	88	138	120	176	104	210	87	121	8	10	15	13	71	60	61	3	58	4	83	33	9	43	3	94	57	14	12	21	123	89	93	85	110	99	145	109	112	241									
		23.59%	18.89%	18.63%	14.71%	20.17%	20.66%	20.94%	19.05%	23.22%	25.30%	27.38%	22.25%	20.93%	22.22%	15.15%	13.27%	11.40%	20.58%	21.74%	17.23%	11.11%	30.37%	23.53%	35.78%	16.58%	15.52%	31.62%	12.00%	24.35%	20.07%	19.72%	9.16%	26.92%	25.84%	30.38%	26.57%	25.30%	45.83%	33.33%	25.31%	25.35%	27.12%	26.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	3	0	1	0	3	2	5	4	1	2	2	7	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	9	1	0	0	6	1	3	1	1	0	2	3	1	2									
		0.48%	0.76%	0.00%	0.42%	0.00%	0.70%	0.30%	0.79%	0.53%	0.24%	0.26%	0.51%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.52%	3.17%	1.41%	0.00%	0.00%	1.26%	0.34%	0.86%	0.30%	0.42%	0.00%	0.35%	0.70%	0.24%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	500	19	13	7	17	21	29	24	37	23	39	14	26	1	0	5	2	17	2	9	0	5	0	7	6	2	5	0	18	0	2	1	0	27	10	12	14	5	3	23	11	12	32									
		3.72%	4.79%	3.56%	2.94%	4.76%	4.93%	4.40%	3.81%	4.88%	5.60%	5.08%	3.58%	4.50%	2.78%	0.00%	4.42%	1.75%	4.93%	0.72%	2.54%	0.00%	2.62%	0.00%	3.02%	3.02%	3.45%	3.68%	0.00%	4.66%	0.00%	2.82%	0.76%	0.00%	5.67%	3.41%	3.43%	4.17%	2.08%	1.01%	4.01%	2.56%	2.91%	3.48%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
