Выборы Президента Российской Федерации																																																								
																																																								
"Наименование Избирательной комиссии:    Калуга, Ленинская"																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240					
11	Число полученных открепительных  удостоверений	1320	25	25	45	25	25	25	25	25	25	25	35	25	25	50	25	25	25	50	50	25	35	25	25	25	25	25	25	25	25	25	25	25	25	25	40	25	25	50	25	50	20	20	20	20	20	20	20	0	0					
12	Число выданных открепительных удостоверений	641	19	9	22	4	23	9	14	11	11	17	25	16	4	10	12	21	10	24	20	15	22	16	20	22	10	12	8	21	18	20	11	18	18	6	31	11	10	16	11	17	1	6	9	2	1	1	7	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	973	18	17	10	16	18	11	11	5	24	16	4	19	15	12	12	12	11	15	20	18	7	13	6	16	17	8	12	7	10	9	6	13	13	12	6	10	6	13	16	4	1	10	6	12	9	4	6	55	382					
14	Число неиспользованных открепительных удостоверений	679	6	16	23	21	2	16	11	14	14	8	10	9	21	40	13	4	15	26	30	10	13	9	5	3	15	13	17	4	7	5	14	7	7	19	9	14	15	34	14	33	19	14	11	18	19	19	13	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	86	0	0	0	0	3	2	1	1	2	4	1	1	1	1	3	0	3	4	4	1	4	6	1	2	0	1	5	1	3	2	5	2	1	3	2	2	1	3	0	2	1	0	4	1	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																								
18	. Глазьев Сергей Юрьевич	3249	134	64	113	57	80	83	49	47	66	65	77	50	18	43	80	77	62	115	86	97	81	99	105	97	91	71	77	81	93	90	73	60	90	52	78	90	62	78	83	53	13	34	31	4	16	7	36	22	19					
		5.66%	7.92%	5.78%	7.39%	5.64%	6.61%	8.21%	4.95%	4.79%	6.22%	5.81%	6.08%	6.23%	6.72%	5.42%	6.12%	5.94%	4.65%	7.10%	5.94%	5.62%	4.80%	6.66%	6.12%	6.37%	5.90%	5.91%	5.94%	5.59%	6.03%	5.64%	4.71%	4.52%	5.81%	4.21%	5.37%	5.49%	5.34%	6.19%	6.66%	5.82%	2.78%	3.26%	3.70%	2.52%	2.94%	3.30%	3.74%	3.69%	2.94%					
19	. Малышкин Олег Александрович	997	30	19	20	14	9	13	14	16	19	24	17	21	5	9	28	25	26	26	22	16	23	19	19	22	15	10	19	26	33	27	36	31	23	22	50	31	29	13	16	15	7	27	16	2	8	2	27	15	41					
		1.74%	1.77%	1.71%	1.31%	1.39%	0.74%	1.29%	1.42%	1.63%	1.79%	2.15%	1.34%	2.62%	1.87%	1.13%	2.14%	1.93%	1.95%	1.60%	1.52%	0.93%	1.36%	1.28%	1.11%	1.44%	0.97%	0.83%	1.46%	1.80%	2.14%	1.69%	2.32%	2.34%	1.48%	1.78%	3.44%	1.89%	2.50%	1.03%	1.28%	1.65%	1.50%	2.59%	1.91%	1.26%	1.47%	0.94%	2.80%	2.51%	6.34%					
20	. Миронов Сергей Михайлович	404	18	3	9	5	10	7	5	7	8	5	9	6	3	3	5	10	13	9	17	11	8	9	11	9	8	11	10	9	10	16	11	8	11	15	9	12	6	5	11	10	2	5	9	1	3	2	5	6	9					
		0.70%	1.06%	0.27%	0.59%	0.50%	0.83%	0.69%	0.51%	0.71%	0.75%	0.45%	0.71%	0.75%	1.12%	0.38%	0.38%	0.77%	0.98%	0.56%	1.17%	0.64%	0.47%	0.61%	0.64%	0.59%	0.52%	0.92%	0.77%	0.62%	0.65%	1.00%	0.71%	0.60%	0.71%	1.21%	0.62%	0.73%	0.52%	0.40%	0.88%	1.10%	0.43%	0.48%	1.08%	0.63%	0.55%	0.94%	0.52%	1.01%	1.39%					
21	. Путин Владимир Владимирович	37858	1007	748	932	677	799	641	620	648	696	726	859	526	180	502	897	806	881	996	946	1168	1159	935	1116	972	1018	759	858	892	947	980	1049	898	971	839	992	1107	771	861	830	651	334	787	647	125	400	161	726	422	396					
		65.93%	59.52%	67.51%	60.92%	67.03%	65.98%	63.40%	62.69%	66.06%	65.60%	64.94%	67.80%	65.59%	67.16%	63.30%	68.63%	62.14%	66.09%	61.48%	65.38%	67.63%	68.66%	62.88%	65.00%	63.82%	66.02%	63.20%	66.15%	61.60%	61.41%	61.37%	67.63%	67.67%	62.65%	67.94%	68.27%	67.50%	66.47%	68.33%	66.56%	71.46%	71.37%	75.38%	77.30%	78.62%	73.39%	75.94%	75.39%	70.69%	61.21%					
22	. Хакамада Ирина Муцуовна	3435	115	71	121	64	94	79	72	65	66	96	96	39	16	55	50	74	80	181	104	85	78	81	115	122	92	83	72	82	98	92	67	50	68	57	92	131	53	83	87	31	14	42	24	2	19	5	19	13	40					
		5.98%	6.80%	6.41%	7.91%	6.34%	7.76%	7.81%	7.28%	6.63%	6.22%	8.59%	7.58%	4.86%	5.97%	6.94%	3.83%	5.71%	6.00%	11.17%	7.19%	4.92%	4.62%	5.45%	6.70%	8.01%	5.97%	6.91%	5.55%	5.66%	6.36%	5.76%	4.32%	3.77%	4.39%	4.62%	6.33%	7.99%	4.57%	6.59%	6.98%	3.40%	2.99%	4.02%	2.87%	1.26%	3.49%	2.36%	1.97%	2.18%	6.18%					
23	. Харитонов Николай Михайлович	8288	280	142	261	124	143	141	172	142	153	134	142	110	38	132	174	239	196	213	186	248	263	264	251	212	230	210	189	265	272	296	243	224	286	160	151	183	187	153	150	124	84	106	66	21	80	33	104	99	12					
		14.43%	16.55%	12.82%	17.06%	12.28%	11.81%	13.95%	17.39%	14.48%	14.42%	11.99%	11.21%	13.72%	14.18%	16.65%	13.31%	18.43%	14.70%	13.15%	12.85%	14.36%	15.58%	17.75%	14.62%	13.92%	14.92%	17.49%	14.57%	18.30%	17.64%	18.53%	15.67%	16.88%	18.45%	12.96%	10.39%	11.16%	16.12%	12.14%	12.03%	13.61%	17.95%	10.15%	7.89%	13.21%	14.68%	15.57%	10.80%	16.58%	1.85%					
																																																								
24	Против всех	2753	99	55	68	61	69	43	48	49	44	57	55	44	8	40	58	59	68	74	81	74	69	70	94	78	79	52	63	72	81	75	66	47	78	69	77	83	42	60	58	26	14	36	36	3	13	1	31	17	109					
		4.79%	5.85%	4.96%	4.44%	6.04%	5.70%	4.25%	4.85%	4.99%	4.15%	5.10%	4.34%	5.49%	2.99%	5.04%	4.44%	4.55%	5.10%	4.57%	5.60%	4.28%	4.09%	4.71%	5.47%	5.12%	5.12%	4.33%	4.86%	4.97%	5.25%	4.70%	4.26%	3.54%	5.03%	5.59%	5.30%	5.06%	3.62%	4.76%	4.65%	2.85%	2.99%	3.45%	4.30%	1.89%	2.39%	0.47%	3.22%	2.85%	16.85%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
