Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Пермская																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1223	38	5	15	13	35	25	35	15	5	5	18	2	0	30	70	25	17	10	13	5	5	35	15	15	5	10	10	0	45	19	5	30	21	10	45	15	20	11	5	5	5	62	20	18	5	110	5	16	14	20	23	32	50	24	32	24	5	10	19	10	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1026	30	4	15	11	26	15	35	10	4	3	15	2	0	24	43	18	15	8	11	2	3	26	13	6	5	10	8	0	45	19	5	30	21	10	40	11	18	11	5	0	0	43	14	18	3	87	0	16	14	18	23	27	50	24	32	24	5	10	19	10	6	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	688	3	8	0	4	3	4	25	2	5	1	9	3	3	17	21	13	11	11	18	5	1	12	43	4	0	12	2	5	12	0	10	15	10	16	8	5	6	2	7	0	3	15	7	37	12	8	18	65	91	6	11	8	18	7	8	10	3	6	6	1	2	10					
14	Число погашенных открепительных удостоверений	197	8	1	0	2	9	10	0	5	1	2	3	0	0	6	27	7	2	2	2	3	2	9	2	9	0	0	2	0	0	0	0	0	0	0	5	4	2	0	0	5	5	19	6	0	2	23	5	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	60	0	0	2	0	4	1	2	0	0	0	1	0	1	0	1	2	5	1	2	1	0	0	0	1	0	0	1	0	2	3	0	0	0	3	1	0	2	4	0	0	0	0	0	1	1	1	0	2	2	0	2	1	0	2	1	3	1	1	0	1	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	"1. ""ЕДИНЕНИЕ"""	889	32	8	6	3	13	20	34	7	9	5	9	0	5	11	33	13	10	16	21	11	4	20	19	5	5	6	4	1	19	25	6	10	21	26	18	1	16	23	8	2	0	16	11	8	10	11	4	23	35	20	22	8	19	38	33	21	43	12	18	10	15	7					
		2.10%	2.11%	3.03%	4.02%	2.17%	1.35%	2.33%	2.09%	1.71%	1.96%	2.03%	2.69%	0.0%	4.90%	1.46%	1.81%	2.38%	1.51%	2.22%	2.41%	3.34%	3.41%	2.07%	1.97%	1.74%	2.94%	1.96%	2.73%	0.60%	1.62%	1.69%	4.0%	1.34%	4.05%	2.44%	1.57%	0.76%	3.99%	1.81%	1.63%	1.69%	0.0%	1.38%	2.59%	1.53%	3.84%	1.27%	2.13%	1.69%	2.86%	2.21%	2.17%	1.41%	1.92%	2.27%	2.04%	2.62%	5.06%	1.48%	1.94%	1.96%	2.75%	2.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3430	103	6	0	2	92	66	120	39	47	6	33	13	6	130	172	59	21	68	47	9	2	86	83	26	11	38	10	6	42	172	7	64	27	97	121	6	4	67	15	3	2	130	50	61	13	98	33	143	160	183	70	31	33	145	147	33	29	28	50	22	26	17					
		8.12%	6.80%	2.27%	0.0%	1.44%	9.59%	7.70%	7.38%	9.53%	10.23%	2.43%	9.88%	10.15%	5.88%	17.31%	9.47%	10.82%	3.18%	9.47%	5.40%	2.73%	1.70%	8.91%	8.63%	9.09%	6.47%	12.45%	6.84%	3.63%	3.59%	11.67%	4.66%	8.60%	5.21%	9.12%	10.57%	4.61%	0.99%	5.29%	3.06%	2.54%	3.27%	11.21%	11.79%	11.70%	5.0%	11.38%	17.64%	10.51%	13.09%	20.31%	6.93%	5.46%	3.34%	8.68%	9.13%	4.11%	3.41%	3.46%	5.40%	4.31%	4.77%	5.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2910	78	24	26	13	46	27	109	30	19	25	32	18	8	52	81	37	115	84	133	24	11	65	66	8	23	22	11	16	53	62	9	52	34	75	94	13	17	52	17	6	8	70	22	21	16	28	11	102	79	47	105	39	77	117	83	51	43	86	104	34	50	30					
		6.89%	5.15%	9.09%	17.44%	9.42%	4.79%	3.15%	6.70%	7.33%	4.13%	10.16%	9.58%	14.06%	7.84%	6.92%	4.46%	6.78%	17.42%	11.69%	15.28%	7.29%	9.40%	6.73%	6.86%	2.79%	13.52%	7.21%	7.53%	9.69%	4.53%	4.20%	6.0%	6.98%	6.56%	7.05%	8.21%	10.0%	4.23%	4.11%	3.46%	5.08%	13.11%	6.03%	5.18%	4.03%	6.15%	3.25%	5.88%	7.5%	6.46%	5.21%	10.39%	6.87%	7.80%	7.00%	5.15%	6.36%	5.06%	10.63%	11.24%	6.66%	9.17%	9.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1438	47	6	5	3	37	34	83	12	10	5	8	3	0	27	69	10	20	12	19	4	2	48	33	8	14	12	4	1	18	61	1	23	11	42	34	3	6	13	8	5	1	75	9	23	5	28	5	89	68	18	34	16	26	46	62	36	24	28	33	22	13	16					
		3.40%	3.10%	2.27%	3.35%	2.17%	3.85%	3.96%	5.10%	2.93%	2.17%	2.03%	2.39%	2.34%	0.0%	3.59%	3.79%	1.83%	3.03%	1.67%	2.18%	1.21%	1.70%	4.97%	3.43%	2.79%	8.23%	3.93%	2.73%	0.60%	1.54%	4.14%	0.66%	3.09%	2.12%	3.95%	2.97%	2.30%	1.49%	1.02%	1.63%	4.23%	1.63%	6.47%	2.12%	4.41%	1.92%	3.25%	2.67%	6.54%	5.56%	1.99%	3.36%	2.82%	2.63%	2.75%	3.85%	4.49%	2.82%	3.46%	3.56%	4.31%	2.38%	5.28%					
22	"5. ""За Русь Святую"""	359	18	6	4	1	7	12	10	0	6	0	9	3	1	1	8	3	3	6	4	4	1	3	8	2	1	4	1	1	11	19	1	13	9	15	17	2	4	8	5	5	5	11	2	4	6	3	1	0	6	8	6	3	6	17	17	11	0	1	5	6	2	3					
		0.85%	1.18%	2.27%	2.68%	0.72%	0.72%	1.40%	0.61%	0.0%	1.30%	0.0%	2.69%	2.34%	0.98%	0.13%	0.44%	0.55%	0.45%	0.83%	0.45%	1.21%	0.85%	0.31%	0.83%	0.69%	0.58%	1.31%	0.68%	0.60%	0.94%	1.28%	0.66%	1.74%	1.73%	1.41%	1.48%	1.53%	0.99%	0.63%	1.02%	4.23%	8.19%	0.94%	0.47%	0.76%	2.30%	0.34%	0.53%	0.0%	0.49%	0.88%	0.59%	0.52%	0.60%	1.01%	1.05%	1.37%	0.0%	0.12%	0.54%	1.17%	0.36%	0.99%					
23	"6. ""Объединенная Российская партия ""Русь"""	213	5	5	0	0	2	9	7	4	1	2	4	2	0	5	3	3	7	4	5	0	0	0	6	1	1	2	1	0	3	11	1	31	4	4	3	0	1	2	4	2	0	4	0	3	6	1	2	5	9	3	3	5	9	5	3	1	1	3	3	2	0	0					
		0.50%	0.33%	1.89%	0.0%	0.0%	0.20%	1.05%	0.43%	0.97%	0.21%	0.81%	1.19%	1.56%	0.0%	0.66%	0.16%	0.55%	1.06%	0.55%	0.57%	0.0%	0.0%	0.0%	0.62%	0.34%	0.58%	0.65%	0.68%	0.0%	0.25%	0.74%	0.66%	4.16%	0.77%	0.37%	0.26%	0.0%	0.24%	0.15%	0.81%	1.69%	0.0%	0.34%	0.0%	0.57%	2.30%	0.11%	1.06%	0.36%	0.73%	0.33%	0.29%	0.88%	0.91%	0.29%	0.18%	0.12%	0.11%	0.37%	0.32%	0.39%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	789	24	3	3	0	17	13	30	7	10	1	8	2	3	14	42	17	8	14	12	6	4	17	16	10	1	17	6	6	19	32	2	14	9	17	32	2	8	21	3	3	2	27	10	14	3	21	5	26	24	16	20	13	19	29	26	14	6	6	10	5	13	7					
		1.86%	1.58%	1.13%	2.01%	0.0%	1.77%	1.51%	1.84%	1.71%	2.17%	0.40%	2.39%	1.56%	2.94%	1.86%	2.31%	3.11%	1.21%	1.94%	1.37%	1.82%	3.41%	1.76%	1.66%	3.49%	0.58%	5.57%	4.10%	3.63%	1.62%	2.17%	1.33%	1.88%	1.73%	1.59%	2.79%	1.53%	1.99%	1.66%	0.61%	2.54%	3.27%	2.32%	2.35%	2.68%	1.15%	2.43%	2.67%	1.91%	1.96%	1.77%	1.98%	2.29%	1.92%	1.73%	1.61%	1.74%	0.70%	0.74%	1.08%	0.98%	2.38%	2.31%					
25	"8. ""Народно-республиканская партия России"""	96	5	0	2	0	2	1	4	0	5	0	0	1	1	1	4	3	0	0	5	4	1	2	5	0	0	1	0	0	1	1	2	0	5	3	3	0	1	1	2	0	0	4	0	1	3	5	0	3	2	0	0	2	2	2	0	3	2	1	0	0	0	0					
		0.22%	0.33%	0.0%	1.34%	0.0%	0.20%	0.11%	0.24%	0.0%	1.08%	0.0%	0.0%	0.78%	0.98%	0.13%	0.22%	0.55%	0.0%	0.0%	0.57%	1.21%	0.85%	0.20%	0.52%	0.0%	0.0%	0.32%	0.0%	0.0%	0.08%	0.06%	1.33%	0.0%	0.96%	0.28%	0.26%	0.0%	0.24%	0.07%	0.40%	0.0%	0.0%	0.34%	0.0%	0.19%	1.15%	0.58%	0.0%	0.22%	0.16%	0.0%	0.0%	0.35%	0.20%	0.11%	0.0%	0.37%	0.23%	0.12%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	186	11	1	0	0	2	5	10	3	1	3	1	0	1	2	8	4	2	2	5	1	0	2	4	2	2	0	0	0	0	10	2	2	4	5	3	0	3	0	2	0	0	2	1	7	0	7	0	5	11	2	6	1	2	8	7	6	2	4	5	1	4	2					
		0.44%	0.72%	0.37%	0.0%	0.0%	0.20%	0.58%	0.61%	0.73%	0.21%	1.21%	0.29%	0.0%	0.98%	0.26%	0.44%	0.73%	0.30%	0.27%	0.57%	0.30%	0.0%	0.20%	0.41%	0.69%	1.17%	0.0%	0.0%	0.0%	0.0%	0.67%	1.33%	0.26%	0.77%	0.47%	0.26%	0.0%	0.74%	0.0%	0.40%	0.0%	0.0%	0.17%	0.23%	1.34%	0.0%	0.81%	0.0%	0.36%	0.90%	0.22%	0.59%	0.17%	0.20%	0.47%	0.43%	0.74%	0.23%	0.49%	0.54%	0.19%	0.73%	0.66%					
27	"10. ""Аграрная партия России"""	3747	220	19	4	2	126	58	89	38	42	27	39	18	5	60	136	58	30	40	39	12	5	97	92	15	17	31	16	32	283	220	37	32	35	89	116	2	78	221	42	5	3	43	34	27	42	7	16	68	66	126	83	88	104	154	130	42	30	50	25	26	32	24					
		8.88%	14.53%	7.19%	2.68%	1.44%	13.13%	6.76%	5.47%	9.29%	9.15%	10.97%	11.67%	14.06%	4.90%	7.98%	7.48%	10.64%	4.54%	5.57%	4.48%	3.64%	4.27%	10.05%	9.57%	5.24%	10.0%	10.16%	10.95%	19.39%	24.22%	14.93%	24.66%	4.30%	6.75%	8.37%	10.13%	1.53%	19.45%	17.47%	8.57%	4.23%	4.91%	3.71%	8.01%	5.18%	16.15%	0.81%	8.55%	5.0%	5.40%	13.98%	8.21%	15.52%	10.54%	9.22%	8.07%	5.24%	3.53%	6.18%	2.70%	5.09%	5.87%	7.92%					
28	"11. ""Истинные патриоты России"""	74	6	2	0	0	2	2	4	0	2	0	1	0	1	1	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	1	3	0	0	0	0	0	2	0	0	0	3	0	2	0	2	3	3	0	1	1	3	4	1	2	1	4	1	5	0					
		0.17%	0.39%	0.75%	0.0%	0.0%	0.20%	0.23%	0.24%	0.0%	0.43%	0.0%	0.29%	0.0%	0.98%	0.13%	0.11%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.66%	0.40%	0.19%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	1.69%	0.0%	0.0%	0.0%	0.57%	0.0%	0.23%	0.0%	0.14%	0.24%	0.33%	0.0%	0.17%	0.10%	0.17%	0.24%	0.12%	0.23%	0.12%	0.43%	0.19%	0.91%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	514	17	6	5	2	7	6	25	5	6	2	3	3	2	7	16	19	8	11	13	4	1	14	8	7	2	5	3	2	10	20	3	16	6	18	19	1	10	7	9	3	0	11	2	9	3	8	3	13	17	7	6	9	8	17	14	10	8	9	6	7	9	7					
		1.21%	1.12%	2.27%	3.35%	1.44%	0.72%	0.70%	1.53%	1.22%	1.30%	0.81%	0.89%	2.34%	1.96%	0.93%	0.88%	3.48%	1.21%	1.53%	1.49%	1.21%	0.85%	1.45%	0.83%	2.44%	1.17%	1.63%	2.05%	1.21%	0.85%	1.35%	2.0%	2.15%	1.15%	1.69%	1.66%	0.76%	2.49%	0.55%	1.83%	2.54%	0.0%	0.94%	0.47%	1.72%	1.15%	0.92%	1.60%	0.95%	1.39%	0.77%	0.59%	1.58%	0.81%	1.01%	0.86%	1.24%	0.94%	1.11%	0.64%	1.37%	1.65%	2.31%					
30	"13. ""Демократическая партия России"""	139	10	0	0	0	1	2	8	5	1	1	0	0	0	2	5	0	0	2	2	2	3	4	4	2	2	1	1	0	6	4	0	2	6	1	5	0	0	5	1	0	0	3	2	3	0	0	0	3	5	3	2	2	1	6	5	0	1	5	2	2	3	3					
		0.32%	0.66%	0.0%	0.0%	0.0%	0.10%	0.23%	0.49%	1.22%	0.21%	0.40%	0.0%	0.0%	0.0%	0.26%	0.27%	0.0%	0.0%	0.27%	0.22%	0.60%	2.56%	0.41%	0.41%	0.69%	1.17%	0.32%	0.68%	0.0%	0.51%	0.27%	0.0%	0.26%	1.15%	0.09%	0.43%	0.0%	0.0%	0.39%	0.20%	0.0%	0.0%	0.25%	0.47%	0.57%	0.0%	0.0%	0.0%	0.22%	0.40%	0.33%	0.19%	0.35%	0.10%	0.35%	0.31%	0.0%	0.11%	0.61%	0.21%	0.39%	0.55%	0.99%					
31	"14. ""Великая Россия - Евразийский Союз"""	100	3	4	1	0	3	2	4	2	2	1	0	0	0	2	5	2	1	2	1	1	0	2	0	2	0	1	0	0	3	1	2	0	0	3	6	0	0	0	1	2	0	2	3	2	0	2	0	4	2	4	2	0	4	3	7	0	3	1	0	0	2	0					
		0.23%	0.19%	1.51%	0.67%	0.0%	0.31%	0.23%	0.24%	0.48%	0.43%	0.40%	0.0%	0.0%	0.0%	0.26%	0.27%	0.36%	0.15%	0.27%	0.11%	0.30%	0.0%	0.20%	0.0%	0.69%	0.0%	0.32%	0.0%	0.0%	0.25%	0.06%	1.33%	0.0%	0.0%	0.28%	0.52%	0.0%	0.0%	0.0%	0.20%	1.69%	0.0%	0.17%	0.70%	0.38%	0.0%	0.23%	0.0%	0.29%	0.16%	0.44%	0.19%	0.0%	0.40%	0.17%	0.43%	0.0%	0.35%	0.12%	0.0%	0.0%	0.36%	0.0%					
32	"15. ""Партия СЛОН"""	71	6	2	0	1	2	0	2	0	0	0	0	0	0	2	4	0	0	1	1	0	1	2	2	1	0	0	0	0	3	1	1	0	0	1	1	0	0	1	0	1	2	1	1	1	0	3	1	5	2	0	2	1	1	1	3	2	0	2	3	1	2	1					
		0.16%	0.39%	0.75%	0.0%	0.72%	0.20%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.22%	0.0%	0.0%	0.13%	0.11%	0.0%	0.85%	0.20%	0.20%	0.34%	0.0%	0.0%	0.0%	0.0%	0.25%	0.06%	0.66%	0.0%	0.0%	0.09%	0.08%	0.0%	0.0%	0.07%	0.0%	0.84%	3.27%	0.08%	0.23%	0.19%	0.0%	0.34%	0.53%	0.36%	0.16%	0.0%	0.19%	0.17%	0.10%	0.05%	0.18%	0.24%	0.0%	0.24%	0.32%	0.19%	0.36%	0.33%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1683	80	12	2	16	31	14	70	8	9	9	9	4	4	36	61	19	32	37	32	8	0	19	48	14	7	19	8	5	29	71	5	14	20	50	34	8	15	30	19	13	4	55	13	24	7	34	17	91	71	41	26	32	28	75	63	28	29	36	38	13	20	17					
		3.98%	5.28%	4.54%	1.34%	11.59%	3.23%	1.63%	4.30%	1.95%	1.96%	3.65%	2.69%	3.12%	3.92%	4.79%	3.35%	3.48%	4.84%	5.15%	3.67%	2.43%	0.0%	1.96%	4.99%	4.89%	4.11%	6.22%	5.47%	3.03%	2.48%	4.82%	3.33%	1.88%	3.86%	4.70%	2.97%	6.15%	3.74%	2.37%	3.87%	11.01%	6.55%	4.74%	3.06%	4.60%	2.69%	3.94%	9.09%	6.69%	5.81%	4.55%	2.57%	5.64%	2.83%	4.49%	3.91%	3.49%	3.41%	4.44%	4.10%	2.54%	3.66%	5.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	129	4	0	0	0	2	0	6	0	2	1	1	1	2	3	4	2	1	6	1	3	0	1	2	3	2	2	2	1	5	4	0	2	1	2	6	1	1	4	1	2	1	9	0	0	0	1	2	3	2	5	2	1	4	4	4	0	4	1	1	0	2	2					
		0.30%	0.26%	0.0%	0.0%	0.0%	0.20%	0.0%	0.36%	0.0%	0.43%	0.40%	0.29%	0.78%	1.96%	0.39%	0.22%	0.36%	0.15%	0.83%	0.11%	0.91%	0.0%	0.10%	0.20%	1.04%	1.17%	0.65%	1.36%	0.60%	0.42%	0.27%	0.0%	0.26%	0.19%	0.18%	0.52%	0.76%	0.24%	0.31%	0.20%	1.69%	1.63%	0.77%	0.0%	0.0%	0.0%	0.11%	1.06%	0.22%	0.16%	0.55%	0.19%	0.17%	0.40%	0.23%	0.24%	0.0%	0.47%	0.12%	0.10%	0.0%	0.36%	0.66%					
35	"18. ""ЛДПР"""	5610	214	36	15	13	127	140	234	47	84	45	34	28	32	72	251	50	75	97	101	24	15	125	122	7	17	31	14	28	127	169	20	99	86	127	158	20	45	206	76	3	16	154	57	82	40	172	17	161	126	103	108	54	129	239	254	127	137	113	126	82	67	32					
		13.29%	14.13%	13.63%	10.06%	9.42%	13.24%	16.33%	14.39%	11.49%	18.30%	18.29%	10.17%	21.87%	31.37%	9.58%	13.82%	9.17%	11.36%	13.50%	11.60%	7.29%	12.82%	12.95%	12.69%	2.44%	10.0%	10.16%	9.58%	16.96%	10.87%	11.47%	13.33%	13.30%	16.60%	11.94%	13.81%	15.38%	11.22%	16.28%	15.51%	2.54%	26.22%	13.28%	13.44%	15.73%	15.38%	19.97%	9.09%	11.83%	10.31%	11.43%	10.69%	9.52%	13.08%	14.31%	15.77%	15.85%	16.13%	13.96%	13.62%	16.07%	12.29%	10.56%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	833	40	3	1	4	14	7	31	7	3	4	7	3	0	11	31	7	12	11	16	8	2	10	18	5	5	3	3	1	22	46	1	6	15	28	14	2	1	26	9	8	0	21	12	17	2	6	3	20	13	14	21	11	26	24	40	19	43	27	32	13	16	8					
		1.97%	2.64%	1.13%	0.67%	2.89%	1.45%	0.81%	1.90%	1.71%	0.65%	1.62%	2.09%	2.34%	0.0%	1.46%	1.70%	1.28%	1.81%	1.53%	1.83%	2.43%	1.70%	1.03%	1.87%	1.74%	2.94%	0.98%	2.05%	0.60%	1.88%	3.12%	0.66%	0.80%	2.89%	2.63%	1.22%	1.53%	0.24%	2.05%	1.83%	6.77%	0.0%	1.81%	2.83%	3.26%	0.76%	0.69%	1.60%	1.47%	1.06%	1.55%	2.07%	1.94%	2.63%	1.43%	2.48%	2.37%	5.06%	3.33%	3.45%	2.54%	2.93%	2.64%					
37	"20. ""Политическая партия ""Единая Россия"""	11804	338	71	42	61	295	309	473	115	116	77	71	15	15	173	510	133	235	180	252	145	49	294	276	104	38	60	37	29	337	298	27	214	141	255	293	43	114	377	190	37	11	325	130	103	58	262	44	341	293	148	293	159	339	421	433	215	286	280	354	181	209	80					
		27.97%	22.32%	26.89%	28.18%	44.20%	30.76%	36.05%	29.08%	28.11%	25.27%	31.30%	21.25%	11.71%	14.70%	23.03%	28.08%	24.40%	35.60%	25.06%	28.96%	44.07%	41.88%	30.46%	28.72%	36.36%	22.35%	19.67%	25.34%	17.57%	28.85%	20.23%	18.0%	28.76%	27.22%	23.98%	25.61%	33.07%	28.42%	29.80%	38.77%	31.35%	18.03%	28.04%	30.66%	19.76%	22.30%	30.42%	23.52%	25.07%	23.97%	16.42%	29.00%	28.04%	34.38%	25.20%	26.89%	26.84%	33.68%	34.61%	38.27%	35.49%	38.34%	26.40%					
38	"21. ""Российская Конституционно-демократическая партия"""	96	1	0	0	0	1	1	1	3	3	0	0	0	0	1	1	3	3	1	2	2	0	7	1	3	0	1	0	2	3	0	1	2	3	1	2	0	1	3	1	0	0	1	0	2	0	0	0	3	1	5	7	1	4	1	4	2	7	1	0	1	1	1					
		0.22%	0.06%	0.0%	0.0%	0.0%	0.10%	0.11%	0.06%	0.73%	0.65%	0.0%	0.0%	0.0%	0.0%	0.13%	0.05%	0.55%	0.45%	0.13%	0.22%	0.60%	0.0%	0.72%	0.10%	1.04%	0.0%	0.32%	0.0%	1.21%	0.25%	0.0%	0.66%	0.26%	0.57%	0.09%	0.17%	0.0%	0.24%	0.23%	0.20%	0.0%	0.0%	0.08%	0.0%	0.38%	0.0%	0.0%	0.0%	0.22%	0.08%	0.55%	0.69%	0.17%	0.40%	0.05%	0.24%	0.24%	0.82%	0.12%	0.0%	0.19%	0.18%	0.33%					
39	"22. ""Развитие предпринимательства"""	138	10	2	0	0	1	5	5	1	0	0	1	0	0	7	6	2	1	1	5	1	0	2	2	1	0	0	1	1	2	8	1	2	2	4	3	0	0	3	2	0	0	9	0	1	0	2	0	5	1	3	3	3	3	5	7	1	1	4	1	1	3	3					
