Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Ижморская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084					
		0.28%	0.69%	0.00%	0.00%	0.00%	0.28%	0.00%	0.39%	0.93%	1.08%	0.36%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	1.23%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	355	3	0	2	3	5	6	2	23	5	6	3	8	17	0	54	9	2	29	0	1	22	2	2	46	5	5	12	4	26	27	1	4	12	9					
		3.77%	1.03%	0.00%	0.31%	0.36%	0.70%	1.00%	0.39%	10.75%	5.38%	1.07%	2.91%	2.45%	7.69%	0.00%	12.68%	6.62%	2.67%	7.71%	0.00%	2.70%	9.73%	4.76%	3.64%	12.47%	3.45%	9.26%	4.00%	4.55%	6.44%	11.07%	2.00%	1.92%	20.00%	1.74%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	2	0	0	0	2	0	1	5	0	0	0	0	1	3	1	1	0	2	0	0	0	0	0	2	0	0	2	0	5	1	0	0	0	0					
		0.30%	0.69%	0.00%	0.00%	0.00%	0.28%	0.00%	0.20%	2.34%	0.00%	0.00%	0.00%	0.00%	0.45%	1.13%	0.23%	0.74%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.67%	0.00%	1.24%	0.41%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7665	242	60	536	676	593	494	399	137	72	490	100	295	178	259	285	103	64	256	146	34	169	36	51	272	134	47	277	82	314	176	44	190	30	424					
		81.46%	83.45%	92.31%	82.84%	82.14%	82.59%	82.47%	78.39%	64.02%	77.42%	87.34%	97.09%	90.21%	80.54%	97.74%	66.90%	75.74%	85.33%	68.09%	90.68%	91.89%	74.78%	85.71%	92.73%	73.71%	92.41%	87.04%	92.33%	93.18%	77.72%	72.13%	88.00%	91.35%	50.00%	81.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.93%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	1.33%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
