Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Чеховская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077	УИК №3078	УИК №3079	УИК №3080	УИК №3081	УИК №3082	УИК №3083	УИК №3084	УИК №3085	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090	УИК №3091	УИК №3092	УИК №3093	УИК №3094	УИК №3095	УИК №3096	УИК №3097	УИК №3098	УИК №3099	УИК №3100	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1958	57	48	30	30	50	50	25	50	50	50	40	30	50	40	30	40	45	40	50	40	40	30	37	20	40	40	40	30	50	40	40	40	30	40	40	20	20	30	50	65	70	20	20	30	30	5	16	40	50	30	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1421	57	45	14	22	22	41	21	31	29	31	19	18	49	36	17	21	41	33	26	31	25	25	35	7	33	33	17	16	25	37	25	21	16	21	32	8	20	29	44	60	68	19	4	16	10	3	13	30	46	20	59					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1065	13	15	33	21	29	12	21	27	25	15	18	8	18	28	22	25	34	22	11	26	53	33	0	8	29	18	14	27	60	19	22	114	22	9	16	15	4	2	19	13	8	10	17	27	20	8	15	13	13	8	6					
14	Число погашенных неиспользованных открепительных удостоверений	537	0	3	16	8	28	9	4	19	21	19	21	12	1	4	13	19	4	7	24	9	15	5	2	13	7	7	23	14	25	3	15	19	14	19	8	12	0	1	6	5	2	1	16	14	20	2	3	10	4	10	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	2	0	0	1	0	0	1	0	0	0	1	0	0	2	2	2	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7175	158	180	119	126	151	246	102	208	227	215	138	71	226	72	116	167	192	201	111	149	117	101	127	82	141	139	165	101	217	185	213	138	156	128	129	50	80	81	210	224	240	69	88	122	63	35	69	108	139	87	196					
		14.77%	14.35%	17.66%	20.07%	16.87%	13.92%	18.34%	7.76%	16.56%	17.13%	16.89%	16.83%	10.94%	17.88%	16.04%	16.07%	17.86%	15.06%	18.53%	10.12%	13.35%	9.42%	14.23%	11.95%	16.08%	15.49%	15.92%	16.39%	15.68%	18.89%	14.88%	13.53%	12.90%	9.97%	16.99%	15.97%	14.49%	19.90%	10.86%	17.14%	15.12%	15.97%	13.19%	19.78%	15.66%	10.77%	9.59%	12.73%	13.38%	11.29%	13.85%	14.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8179	142	146	87	122	161	198	170	184	198	239	110	117	167	90	109	153	150	162	191	146	131	132	293	55	172	141	191	103	145	218	316	173	294	103	112	51	84	165	197	263	278	82	69	118	99	71	90	228	359	76	328					
		16.83%	12.90%	14.33%	14.67%	16.33%	14.84%	14.77%	12.93%	14.65%	14.94%	18.77%	13.41%	18.03%	13.21%	20.04%	15.10%	16.36%	11.76%	14.93%	17.41%	13.08%	10.55%	18.59%	27.56%	10.78%	18.90%	16.15%	18.97%	15.99%	12.62%	17.54%	20.08%	16.17%	18.80%	13.68%	13.86%	14.78%	20.90%	22.12%	16.08%	17.76%	18.50%	15.68%	15.51%	15.15%	16.92%	19.45%	16.61%	28.25%	29.16%	12.10%	23.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	703	12	15	12	18	12	24	8	17	25	17	10	5	23	11	16	15	12	15	21	12	6	12	10	3	19	14	8	12	16	29	22	12	16	18	7	7	6	7	18	22	34	1	6	9	6	2	0	17	23	11	30					
		1.45%	1.09%	1.47%	2.02%	2.41%	1.11%	1.79%	0.61%	1.35%	1.89%	1.34%	1.22%	0.77%	1.82%	2.45%	2.22%	1.60%	0.94%	1.38%	1.91%	1.08%	0.48%	1.69%	0.94%	0.59%	2.09%	1.60%	0.79%	1.86%	1.39%	2.33%	1.40%	1.12%	1.02%	2.39%	0.87%	2.03%	1.49%	0.94%	1.47%	1.49%	2.26%	0.19%	1.35%	1.16%	1.03%	0.55%	0.00%	2.11%	1.87%	1.75%	2.15%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11380	309	277	185	212	279	402	314	396	359	344	219	92	346	122	220	238	245	312	257	214	267	202	215	107	209	202	253	139	305	188	240	190	182	199	229	84	62	169	302	347	350	111	117	207	159	64	90	160	259	109	321					
		23.42%	28.07%	27.18%	31.20%	28.38%	25.71%	29.98%	23.88%	31.53%	27.09%	27.02%	26.71%	14.18%	27.37%	27.17%	30.47%	25.45%	19.22%	28.76%	23.43%	19.18%	21.50%	28.45%	20.23%	20.98%	22.97%	23.14%	25.12%	21.58%	26.54%	15.12%	15.25%	17.76%	11.64%	26.43%	28.34%	24.35%	15.42%	22.65%	24.65%	23.43%	23.29%	21.22%	26.29%	26.57%	27.18%	17.53%	16.61%	19.83%	21.04%	17.36%	23.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2007	35	33	28	56	55	101	30	58	82	59	45	8	87	26	38	47	9	28	38	18	14	44	37	15	54	35	5	19	82	44	66	33	53	45	63	15	15	26	59	76	71	32	13	27	12	6	15	23	50	18	59					
		4.13%	3.18%	3.24%	4.72%	7.50%	5.07%	7.53%	2.28%	4.62%	6.19%	4.63%	5.49%	1.23%	6.88%	5.79%	5.26%	5.03%	0.71%	2.58%	3.46%	1.61%	1.13%	6.20%	3.48%	2.94%	5.93%	4.01%	0.50%	2.95%	7.14%	3.54%	4.19%	3.08%	3.39%	5.98%	7.80%	4.35%	3.73%	3.49%	4.82%	5.13%	4.72%	6.12%	2.92%	3.47%	2.05%	1.64%	2.77%	2.85%	4.06%	2.87%	4.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17491	426	346	139	185	388	329	679	346	396	359	259	349	358	114	197	284	658	319	453	557	680	199	343	235	281	302	375	248	345	540	655	457	817	226	246	130	138	255	381	473	452	220	124	279	223	172	257	231	342	320	404					
		35.99%	38.69%	33.95%	23.44%	24.77%	35.76%	24.53%	51.63%	27.55%	29.89%	28.20%	31.59%	53.78%	28.32%	25.39%	27.29%	30.37%	51.61%	29.40%	41.29%	49.91%	54.75%	28.03%	32.27%	46.08%	30.88%	34.59%	37.24%	38.51%	30.03%	43.44%	41.61%	42.71%	52.24%	30.01%	30.45%	37.68%	34.33%	34.18%	31.10%	31.94%	30.07%	42.07%	27.87%	35.82%	38.12%	47.12%	47.42%	28.62%	27.78%	50.96%	28.98%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	436	10	10	6	7	9	14	4	17	13	10	7	0	14	8	12	5	1	11	10	5	2	7	11	4	7	9	7	4	12	6	25	9	15	11	4	3	6	13	9	17	17	2	6	4	6	2	3	7	20	2	13					
		0.90%	0.91%	0.98%	1.01%	0.94%	0.83%	1.04%	0.30%	1.35%	0.98%	0.79%	0.85%	0.00%	1.11%	1.78%	1.66%	0.53%	0.08%	1.01%	0.91%	0.45%	0.16%	0.99%	1.03%	0.78%	0.77%	1.03%	0.70%	0.62%	1.04%	0.48%	1.59%	0.84%	0.96%	1.46%	0.50%	0.87%	1.49%	1.74%	0.73%	1.15%	1.13%	0.38%	1.35%	0.51%	1.03%	0.55%	0.55%	0.87%	1.62%	0.32%	0.93%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
