Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Октябрьская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814									
		0.98%	2.59%	1.07%	1.08%	1.58%	1.14%	0.81%	1.61%	2.91%	0.78%	0.61%	0.44%	0.00%	0.00%	0.00%	0.00%	0.33%	2.20%	0.40%	0.00%	2.65%	1.43%	0.00%	0.00%	0.79%	1.22%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	248	15	43	16	14	21	3	16	12	18	11	10	9	3	3	2	14	1	10	5	3	1	4	4	4	0	6									
		2.79%	3.54%	4.19%	2.88%	2.77%	2.66%	2.44%	3.69%	3.17%	2.35%	2.22%	2.18%	2.08%	1.16%	1.69%	2.47%	2.31%	1.10%	4.05%	2.13%	2.65%	1.43%	4.55%	1.94%	3.17%	0.00%	5.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	109	2	8	10	4	13	2	10	10	7	3	2	5	3	0	0	8	3	3	2	5	0	4	3	1	0	1									
		1.23%	0.47%	0.78%	1.80%	0.79%	1.65%	1.63%	2.30%	2.65%	0.92%	0.61%	0.44%	1.15%	1.16%	0.00%	0.00%	1.32%	3.30%	1.21%	0.85%	4.42%	0.00%	4.55%	1.46%	0.79%	0.00%	0.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5611	213	607	331	272	439	70	221	198	499	322	313	332	201	142	71	433	67	174	154	70	46	70	129	91	56	90									
		63.14%	50.24%	59.10%	59.53%	53.86%	55.71%	56.91%	50.92%	52.38%	65.23%	65.05%	68.19%	76.67%	77.91%	79.78%	87.65%	71.45%	73.63%	70.45%	65.53%	61.95%	65.71%	79.55%	62.62%	72.22%	68.29%	76.27%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	3	3	2	3	6	0	8	3	7	2	2	2	2	2	0	1	0	1	3	0	1	1	0	1	2	1									
		0.63%	0.71%	0.29%	0.36%	0.59%	0.76%	0.00%	1.84%	0.79%	0.92%	0.40%	0.44%	0.46%	0.78%	1.12%	0.00%	0.17%	0.00%	0.40%	1.28%	0.00%	1.43%	1.14%	0.00%	0.79%	2.44%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	1	1	1	1	2	0	0	0	1	6	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0									
		0.20%	0.24%	0.10%	0.18%	0.20%	0.25%	0.00%	0.00%	0.00%	0.13%	1.21%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.88%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1217	62	137	91	78	121	20	72	55	118	89	68	45	20	17	4	70	8	31	31	9	9	4	28	16	9	5									
		13.70%	14.62%	13.34%	16.37%	15.45%	15.36%	16.26%	16.59%	14.55%	15.42%	17.98%	14.81%	10.39%	7.75%	9.55%	4.94%	11.55%	8.79%	12.55%	13.19%	7.96%	12.86%	4.55%	13.59%	12.70%	10.98%	4.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	1	3	2	5	7	0	4	0	4	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1									
		0.36%	0.24%	0.29%	0.36%	0.99%	0.89%	0.00%	0.92%	0.00%	0.52%	0.20%	0.22%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.79%	0.00%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	5	3	1	2	2	0	6	0	1	0	1	0	1	0	0	2	1	1	1	1	0	0	1	1	0	0									
		0.34%	1.18%	0.29%	0.18%	0.40%	0.25%	0.00%	1.38%	0.00%	0.13%	0.00%	0.22%	0.00%	0.39%	0.00%	0.00%	0.33%	1.10%	0.40%	0.43%	0.88%	0.00%	0.00%	0.49%	0.79%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	1	1	0	1	0									
		0.10%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	1.43%	1.14%	0.49%	0.00%	1.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	1	10	6	2	7	0	2	0	6	1	1	1	21	0	0	3	0	4	0	1	0	0	2	0	1	0									
		0.78%	0.24%	0.97%	1.08%	0.40%	0.89%	0.00%	0.46%	0.00%	0.78%	0.20%	0.22%	0.23%	8.14%	0.00%	0.00%	0.50%	0.00%	1.62%	0.00%	0.88%	0.00%	0.00%	0.97%	0.00%	1.22%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	825	80	127	57	67	102	13	56	44	59	28	28	17	0	9	4	42	3	14	28	7	3	3	20	4	2	8									
		9.28%	18.87%	12.37%	10.25%	13.27%	12.94%	10.57%	12.90%	11.64%	7.71%	5.66%	6.10%	3.93%	0.00%	5.06%	4.94%	6.93%	3.30%	5.67%	11.91%	6.19%	4.29%	3.41%	9.71%	3.17%	2.44%	6.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	6	10	10	6	14	2	6	6	12	2	4	3	7	2	0	9	0	0	1	3	0	1	3	1	2	0									
		1.24%	1.42%	0.97%	1.80%	1.19%	1.78%	1.63%	1.38%	1.59%	1.57%	0.40%	0.87%	0.69%	2.71%	1.12%	0.00%	1.49%	0.00%	0.00%	0.43%	2.65%	0.00%	1.14%	1.46%	0.79%	2.44%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	266	19	36	15	28	22	8	12	29	10	16	16	10	0	0	0	8	2	3	7	3	4	0	8	1	6	3									
		2.99%	4.48%	3.51%	2.70%	5.54%	2.79%	6.50%	2.76%	7.67%	1.31%	3.23%	3.49%	2.31%	0.00%	0.00%	0.00%	1.32%	2.20%	1.21%	2.98%	2.65%	5.71%	0.00%	3.88%	0.79%	7.32%	2.54%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
