Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Карачаевская городская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	2	2	3	1	2	3	7	1	2	4	1	2	1	2	1	1	0									
		0.20%	1.07%	0.16%	0.21%	0.07%	0.15%	0.46%	0.34%	0.13%	0.35%	0.16%	0.15%	0.15%	0.11%	0.22%	0.13%	0.15%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1613	35	203	173	301	103	86	112	22	18	54	16	42	118	121	95	72	42									
		9.08%	18.72%	16.10%	11.95%	19.80%	7.70%	13.07%	5.46%	2.88%	3.17%	2.12%	2.39%	3.20%	13.36%	13.33%	12.13%	10.70%	21.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	20	0	5	2	1	0	1	2	0	0	3	0	2	1	2	0	1	0									
		0.11%	0.00%	0.40%	0.14%	0.07%	0.00%	0.15%	0.10%	0.00%	0.00%	0.12%	0.00%	0.15%	0.11%	0.22%	0.00%	0.15%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14660	97	870	1097	1105	1160	527	1703	665	474	2241	626	1227	732	757	662	579	138									
		82.53%	51.87%	68.99%	75.76%	72.70%	86.76%	80.09%	82.95%	87.16%	83.45%	87.99%	93.43%	93.52%	82.90%	83.37%	84.55%	86.03%	71.50%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	3	1	2	1	0	1	3	0	0	2	0	3	1	1	0	0	0									
		0.10%	1.60%	0.08%	0.14%	0.07%	0.00%	0.15%	0.15%	0.00%	0.00%	0.08%	0.00%	0.23%	0.11%	0.11%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	2	1	2	1	0	1	3	0	0	4	1	0	1	1	0	1	0									
		0.10%	1.07%	0.08%	0.14%	0.07%	0.00%	0.15%	0.15%	0.00%	0.00%	0.16%	0.15%	0.00%	0.11%	0.11%	0.00%	0.15%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	115	5	15	18	12	9	7	21	2	3	17	2	1	1	1	1	0	0									
		0.65%	2.67%	1.19%	1.24%	0.79%	0.67%	1.06%	1.02%	0.26%	0.53%	0.67%	0.30%	0.08%	0.11%	0.11%	0.13%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0									
		0.04%	0.00%	0.08%	0.07%	0.00%	0.00%	0.15%	0.05%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.11%	0.13%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	2	3	4	0	9	3	5	0	0	4	1	1	1	0	1	1	0									
		0.20%	1.07%	0.24%	0.28%	0.00%	0.67%	0.46%	0.24%	0.00%	0.00%	0.16%	0.15%	0.08%	0.11%	0.00%	0.13%	0.15%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	2	1	0	0	0	2	0	0	2	0	1	0	0	1	0	0									
		0.05%	0.00%	0.16%	0.07%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.08%	0.00%	0.08%	0.00%	0.00%	0.13%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	3	13	8	5	7	3	6	2	2	10	2	3	1	2	0	2	2									
		0.40%	1.60%	1.03%	0.55%	0.33%	0.52%	0.46%	0.29%	0.26%	0.35%	0.39%	0.30%	0.23%	0.11%	0.22%	0.00%	0.30%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	870	35	120	118	61	19	16	142	61	57	156	12	20	15	10	8	12	8									
		4.90%	18.72%	9.52%	8.15%	4.01%	1.42%	2.43%	6.92%	7.99%	10.04%	6.12%	1.79%	1.52%	1.70%	1.10%	1.02%	1.78%	4.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	115	2	18	5	9	13	7	14	3	2	14	4	5	6	4	6	1	2									
		0.65%	1.07%	1.43%	0.35%	0.59%	0.97%	1.06%	0.68%	0.39%	0.35%	0.55%	0.60%	0.38%	0.68%	0.44%	0.77%	0.15%	1.04%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	160	1	7	10	23	15	2	26	7	8	30	5	4	5	6	7	3	1									
		0.90%	0.53%	0.56%	0.69%	1.51%	1.12%	0.30%	1.27%	0.92%	1.41%	1.18%	0.75%	0.30%	0.57%	0.66%	0.89%	0.45%	0.52%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
