Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Амгинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60									
		2.30%	2.89%	3.11%	2.79%	2.27%	0.81%	4.76%	1.34%	1.43%	3.17%	1.21%	3.57%	1.45%	3.19%	1.61%	2.33%	1.20%	1.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3320	276	328	375	125	216	89	173	231	184	141	143	321	214	114	165	157	68									
		48.07%	41.95%	42.54%	41.85%	56.82%	58.54%	60.54%	38.53%	47.34%	53.03%	57.09%	51.07%	46.39%	62.03%	45.78%	42.64%	62.55%	61.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	4	2	5	0	3	0	0	2	0	1	1	2	4	1	1	0	0									
		0.38%	0.61%	0.26%	0.56%	0.00%	0.81%	0.00%	0.00%	0.41%	0.00%	0.40%	0.36%	0.29%	1.16%	0.40%	0.26%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	6	15	8	0	3	0	2	2	1	2	3	3	2	2	1	1	1									
		0.75%	0.91%	1.95%	0.89%	0.00%	0.81%	0.00%	0.45%	0.41%	0.29%	0.81%	1.07%	0.43%	0.58%	0.80%	0.26%	0.40%	0.90%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	301	32	38	46	4	10	4	11	16	31	7	40	29	10	5	6	8	4									
		4.36%	4.86%	4.93%	5.13%	1.82%	2.71%	2.72%	2.45%	3.28%	8.93%	2.83%	14.29%	4.19%	2.90%	2.01%	1.55%	3.19%	3.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	3	1	8	0	1	2	1	0	1	0	0	1	2	2	0	0	0									
		0.32%	0.46%	0.13%	0.89%	0.00%	0.27%	1.36%	0.22%	0.00%	0.29%	0.00%	0.00%	0.14%	0.58%	0.80%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	3	5	6	1	2	3	2	3	2	1	5	1	0	1	0	0	0									
		0.51%	0.46%	0.65%	0.67%	0.45%	0.54%	2.04%	0.45%	0.61%	0.58%	0.40%	1.79%	0.14%	0.00%	0.40%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	0	3	1	4	0	5	0	1	1	0	2	1	2	0	1	0									
		0.30%	0.00%	0.00%	0.33%	0.45%	1.08%	0.00%	1.11%	0.00%	0.29%	0.40%	0.00%	0.29%	0.29%	0.80%	0.00%	0.40%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	4	4	10	0	3	5	0	3	2	2	0	2	2	0	0	0	1									
		0.55%	0.61%	0.52%	1.12%	0.00%	0.81%	3.40%	0.00%	0.61%	0.58%	0.81%	0.00%	0.29%	0.58%	0.00%	0.00%	0.00%	0.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1129	139	169	166	19	37	20	122	105	46	41	33	83	23	29	43	41	13									
		16.35%	21.12%	21.92%	18.53%	8.64%	10.03%	13.61%	27.17%	21.52%	13.26%	16.60%	11.79%	11.99%	6.67%	11.65%	11.11%	16.33%	11.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	2	3	3	0	0	0	2	1	1	3	0	0	4	1	2	0	0									
		0.32%	0.30%	0.39%	0.33%	0.00%	0.00%	0.00%	0.45%	0.20%	0.29%	1.21%	0.00%	0.00%	1.16%	0.40%	0.52%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1352	131	129	186	52	67	13	95	79	39	38	24	199	54	72	135	22	17									
		19.57%	19.91%	16.73%	20.76%	23.64%	18.16%	8.84%	21.16%	16.19%	11.24%	15.38%	8.57%	28.76%	15.65%	28.92%	34.88%	8.76%	15.32%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
