Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Чойская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	13	4	2	1	0	0	2	2	1	0	1	0	0	0	0					
		0.30%	1.21%	0.48%	0.25%	0.00%	0.00%	1.08%	0.28%	0.40%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
