Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Тайгинская городская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	95	5	0	0	0	0	3	5	5	2	8	2	17	11	12	10	4	1	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	42	3	0	0	15	1	0	7	6	2	0	2	1	2	0	2	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	599	27	40	40	32	30	37	35	35	38	32	38	23	29	28	30	36	39	30									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	8	0	0	1	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0									
		0.06%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	28	0	9	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	0									
		0.21%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	35	0	7	0	0	2	0	0	0	0	0	0	14	0	12	0	0	0	0									
		0.26%	0.00%	0.84%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.23%	0.00%	1.24%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9998	189	635	416	236	95	671	462	307	589	515	652	292	965	664	693	867	857	893									
		74.43%	75.60%	76.51%	72.35%	85.82%	63.33%	65.15%	56.27%	66.59%	65.37%	76.75%	85.01%	46.50%	90.78%	68.60%	71.37%	81.87%	85.87%	87.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	0	1	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0									
		0.10%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1332	47	134	69	16	18	114	113	44	89	80	7	154	45	131	95	68	58	50									
		9.92%	18.80%	16.14%	12.00%	5.82%	12.00%	11.07%	13.76%	9.54%	9.88%	11.92%	0.91%	24.52%	4.23%	13.53%	9.78%	6.42%	5.81%	4.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	0	0	1	0	0	5	0	0	0	0	1	5	0	2	1	0	0	0									
		0.11%	0.00%	0.00%	0.17%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.13%	0.80%	0.00%	0.21%	0.10%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	1	1	0	1	4	0	0	0	1	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.00%	0.11%	0.60%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	0	2	0	0	0	0	0	0	0	0	1	9	3	5	0	3	0	0									
		0.17%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	1.43%	0.28%	0.52%	0.00%	0.28%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1075	10	31	34	10	22	128	169	66	106	25	58	81	38	73	60	78	41	45									
		8.00%	4.00%	3.73%	5.91%	3.64%	14.67%	12.43%	20.58%	14.32%	11.76%	3.73%	7.56%	12.90%	3.57%	7.54%	6.18%	7.37%	4.11%	4.43%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	1	7	0	0	3	1	0	1	1	4	1	0	3	3	4	1	1									
		0.23%	0.00%	0.12%	1.22%	0.00%	0.00%	0.29%	0.12%	0.00%	0.11%	0.15%	0.52%	0.16%	0.00%	0.31%	0.31%	0.38%	0.10%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	660	4	7	47	13	8	108	60	44	29	39	33	32	12	40	102	28	28	26									
		4.91%	1.60%	0.84%	8.17%	4.73%	5.33%	10.49%	7.31%	9.54%	3.22%	5.81%	4.30%	5.10%	1.13%	4.13%	10.50%	2.64%	2.81%	2.56%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
