Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																
Дата голосования: 07.12.2003 0:00:00																																																																																
																																																																																
Наименование Избирательной комиссии:    Невская № 24																																																																																
																																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																
																																																																																
		Сумма	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	4476	66	70	70	70	70	70	70	70	70	70	40	70	70	70	70	70	40	40	40	40	40	70	70	70	70	70	70	40	40	70	70	70	40	40	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	40	70	70	70	40	70	70	70	70	70	70	70	70	40	40	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	613	26	11	15	7	13	9	8	11	10	13	0	10	12	8	11	9	8	8	10	11	15	4	5	10	13	9	11	5	6	9	9	10	6	5	10	7	12	5	5	7	14	6	10	8	14	6	11	4	7	13	13	4	15	13	8	3	11	6	7	4	2	11	5	4	8	8	8	7	6	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1761	1240	15	12	7	11	6	1	2	5	3	15	7	7	9	7	8	5	12	8	8	3	6	4	6	7	8	9	6	4	2	11	5	8	2	10	5	11	5	1	3	6	12	7	7	10	15	7	8	10	9	5	2	7	4	10	8	2	1	5	3	7	8	7	4	7	8	4	7	8	3	55	0	1					
14	Число погашенных открепительных удостоверений	3863	40	59	55	63	57	61	62	59	60	57	40	60	58	62	59	61	32	32	30	29	25	66	65	60	57	61	59	35	34	61	61	60	34	35	60	63	58	65	65	63	56	64	60	62	56	64	59	66	63	57	57	66	55	57	62	37	59	64	63	36	68	59	65	66	62	62	62	63	34	36	0	0	0					
15	Число открепительных удостоверений выданных ТИК	24	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	3	2	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
18	"1. ""ЕДИНЕНИЕ"""	485	7	6	4	2	13	15	7	5	6	10	7	5	7	8	11	4	5	0	6	5	3	1	4	10	6	3	8	6	5	8	6	8	7	5	7	8	15	9	7	9	5	13	0	4	9	6	1	12	7	14	10	6	9	12	10	4	12	4	5	4	12	5	9	4	5	9	5	6	5	5	5	0	0					
		0.74%	0.91%	0.62%	0.41%	0.19%	1.40%	1.50%	0.65%	0.56%	0.62%	1.15%	0.97%	0.5%	1.00%	1.07%	1.33%	0.62%	0.66%	0.0%	0.76%	0.62%	0.38%	0.12%	0.52%	1.26%	0.59%	0.28%	0.81%	0.81%	0.74%	1.02%	0.78%	0.90%	1.05%	0.78%	0.70%	1.02%	1.60%	1.20%	0.61%	0.82%	0.40%	0.98%	0.0%	0.32%	0.61%	0.50%	0.10%	1.27%	0.59%	0.95%	0.75%	0.79%	0.85%	1.16%	0.91%	0.81%	1.36%	0.47%	0.52%	0.62%	1.21%	0.54%	0.86%	0.36%	0.55%	1.12%	0.58%	0.70%	0.65%	0.83%	1.74%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4856	78	86	85	109	59	96	98	67	59	71	62	88	57	61	67	59	57	74	69	76	88	69	51	65	79	67	42	52	33	54	62	62	51	37	56	39	45	47	71	66	104	89	90	108	118	114	61	53	87	129	111	56	99	71	103	37	69	59	76	34	33	51	68	60	51	44	60	44	88	64	3	4	4					
		7.49%	10.16%	9.01%	8.86%	10.64%	6.39%	9.61%	9.14%	7.51%	6.11%	8.20%	8.65%	8.8%	8.16%	8.20%	8.11%	9.17%	7.58%	9.62%	8.84%	9.42%	11.39%	8.73%	6.64%	8.19%	7.79%	6.31%	4.26%	7.04%	4.89%	6.92%	8.07%	7.01%	7.66%	5.77%	5.63%	5.01%	4.81%	6.27%	6.22%	6.07%	8.38%	6.75%	6.10%	8.66%	8.01%	9.66%	6.49%	5.63%	7.36%	8.83%	8.39%	7.41%	9.42%	6.86%	9.47%	7.53%	7.84%	6.99%	8.0%	5.32%	3.33%	5.59%	6.53%	5.49%	5.65%	5.50%	6.99%	5.14%	11.60%	10.68%	1.04%	10.0%	10.81%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2211	22	23	28	27	21	37	39	26	46	26	24	20	30	23	33	24	22	25	29	24	20	26	19	26	42	37	48	12	20	36	23	32	23	29	24	26	31	15	36	37	37	37	49	53	38	28	45	21	41	42	37	30	42	43	32	14	41	29	37	21	52	50	45	39	50	26	31	34	23	14	17	2	0					
		3.41%	2.86%	2.41%	2.91%	2.63%	2.27%	3.70%	3.63%	2.91%	4.76%	3.00%	3.35%	2.0%	4.29%	3.09%	3.99%	3.73%	2.92%	3.25%	3.71%	2.97%	2.59%	3.29%	2.47%	3.27%	4.14%	3.48%	4.87%	1.62%	2.96%	4.61%	2.99%	3.61%	3.45%	4.52%	2.41%	3.34%	3.31%	2.00%	3.15%	3.40%	2.98%	2.80%	3.32%	4.25%	2.57%	2.37%	4.79%	2.23%	3.46%	2.87%	2.79%	3.97%	4.0%	4.15%	2.94%	2.85%	4.65%	3.44%	3.89%	3.29%	5.25%	5.48%	4.32%	3.57%	5.54%	3.25%	3.61%	3.97%	3.03%	2.33%	5.92%	5.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4893	78	76	80	112	71	63	103	75	79	70	51	70	43	74	84	68	60	77	99	104	87	93	58	62	56	89	52	49	48	57	54	64	44	44	76	54	57	36	76	77	85	86	119	95	133	77	50	60	81	110	120	44	67	73	77	35	41	73	92	26	45	48	62	76	57	59	58	59	58	37	13	1	6					
		7.54%	10.16%	7.96%	8.34%	10.93%	7.70%	6.31%	9.60%	8.41%	8.18%	8.09%	7.12%	7.0%	6.16%	9.95%	10.16%	10.57%	7.98%	10.01%	12.69%	12.90%	11.26%	11.77%	7.55%	7.81%	5.52%	8.38%	5.28%	6.63%	7.12%	7.30%	7.03%	7.23%	6.61%	6.86%	7.65%	6.94%	6.09%	4.80%	6.66%	7.08%	6.85%	6.52%	8.06%	7.62%	9.02%	6.52%	5.32%	6.38%	6.85%	7.53%	9.07%	5.82%	6.38%	7.05%	7.08%	7.12%	4.65%	8.65%	9.68%	4.07%	4.55%	5.26%	5.95%	6.95%	6.31%	7.38%	6.75%	6.89%	7.65%	6.17%	4.52%	2.5%	16.21%					
22	"5. ""За Русь Святую"""	319	3	4	5	3	5	2	7	4	6	3	2	2	3	9	2	0	3	4	2	3	5	8	4	6	14	7	3	4	8	4	1	5	5	3	3	6	6	3	4	2	9	6	8	8	10	6	7	2	5	4	4	3	7	2	2	3	3	2	5	1	4	4	6	7	2	9	5	9	2	0	1	0	0					
		0.49%	0.39%	0.41%	0.52%	0.29%	0.54%	0.20%	0.65%	0.44%	0.62%	0.34%	0.27%	0.2%	0.42%	1.21%	0.24%	0.0%	0.39%	0.52%	0.25%	0.37%	0.64%	1.01%	0.52%	0.75%	1.38%	0.65%	0.30%	0.54%	1.18%	0.51%	0.13%	0.56%	0.75%	0.46%	0.30%	0.77%	0.64%	0.40%	0.35%	0.18%	0.72%	0.45%	0.54%	0.64%	0.67%	0.50%	0.74%	0.21%	0.42%	0.27%	0.30%	0.39%	0.66%	0.19%	0.18%	0.61%	0.34%	0.23%	0.52%	0.15%	0.40%	0.43%	0.57%	0.64%	0.22%	1.12%	0.58%	1.05%	0.26%	0.0%	0.34%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	196	3	4	3	1	4	2	2	8	0	1	3	7	1	1	3	1	6	1	2	3	3	2	2	4	1	1	0	4	1	4	1	1	0	2	0	2	1	5	4	3	0	2	8	4	5	1	4	8	4	8	6	2	2	4	4	0	1	2	3	3	4	1	4	3	1	2	3	5	4	0	0	0	1					
		0.30%	0.39%	0.41%	0.31%	0.09%	0.43%	0.20%	0.18%	0.89%	0.0%	0.11%	0.41%	0.7%	0.14%	0.13%	0.36%	0.15%	0.79%	0.13%	0.25%	0.37%	0.38%	0.25%	0.26%	0.50%	0.09%	0.09%	0.0%	0.54%	0.14%	0.51%	0.13%	0.11%	0.0%	0.31%	0.0%	0.25%	0.10%	0.66%	0.35%	0.27%	0.0%	0.15%	0.54%	0.32%	0.33%	0.08%	0.42%	0.85%	0.33%	0.54%	0.45%	0.26%	0.19%	0.38%	0.36%	0.0%	0.11%	0.23%	0.31%	0.47%	0.40%	0.10%	0.38%	0.27%	0.11%	0.25%	0.34%	0.58%	0.52%	0.0%	0.0%	0.0%	2.70%					
24	"7. ""Новый курс - Автомобильная Россия"""	451	5	12	5	6	4	3	8	8	5	7	6	8	3	4	8	2	1	5	8	4	2	10	8	3	5	7	7	1	1	3	4	8	5	6	11	2	5	10	11	5	13	10	7	13	17	9	5	9	8	10	7	2	3	3	6	4	10	4	11	7	9	6	9	10	4	4	7	6	6	2	3	0	1					
		0.69%	0.65%	1.25%	0.52%	0.58%	0.43%	0.30%	0.74%	0.89%	0.51%	0.80%	0.83%	0.8%	0.42%	0.53%	0.96%	0.31%	0.13%	0.65%	1.02%	0.49%	0.25%	1.26%	1.04%	0.37%	0.49%	0.65%	0.71%	0.13%	0.14%	0.38%	0.52%	0.90%	0.75%	0.93%	1.10%	0.25%	0.53%	1.33%	0.96%	0.45%	1.04%	0.75%	0.47%	1.04%	1.15%	0.76%	0.53%	0.95%	0.67%	0.68%	0.52%	0.26%	0.28%	0.29%	0.55%	0.81%	1.13%	0.47%	1.15%	1.09%	0.91%	0.65%	0.86%	0.91%	0.44%	0.50%	0.81%	0.70%	0.79%	0.33%	1.04%	0.0%	2.70%					
25	"8. ""Народно-республиканская партия России"""	50	1	1	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	1	2	0	2	1	0	1	0	1	0	2	0	4	0	1	2	1	2	2	0	1	0	0	1	0	1	3	1	0	1	0	0	0	0	1	2	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0					
		0.07%	0.13%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.13%	0.24%	0.15%	0.0%	0.0%	0.0%	0.0%	0.12%	0.25%	0.0%	0.25%	0.09%	0.0%	0.10%	0.0%	0.14%	0.0%	0.26%	0.0%	0.60%	0.0%	0.10%	0.25%	0.10%	0.26%	0.17%	0.0%	0.08%	0.0%	0.0%	0.08%	0.0%	0.08%	0.31%	0.10%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.09%	0.40%	0.11%	0.11%	0.0%	0.0%	0.10%	0.10%	0.09%	0.09%	0.11%	0.0%	0.11%	0.11%	0.0%	0.0%	0.34%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	297	5	1	2	6	6	2	2	6	6	7	4	4	5	3	4	4	0	3	4	1	4	5	7	2	1	5	5	0	2	5	4	5	3	0	6	3	6	1	6	3	7	7	6	10	12	6	2	4	5	2	6	6	3	7	6	2	3	4	3	1	5	3	3	8	3	9	3	5	5	2	0	0	1					
		0.45%	0.65%	0.10%	0.20%	0.58%	0.65%	0.20%	0.18%	0.67%	0.62%	0.80%	0.55%	0.4%	0.71%	0.40%	0.48%	0.62%	0.0%	0.39%	0.51%	0.12%	0.51%	0.63%	0.91%	0.25%	0.09%	0.47%	0.50%	0.0%	0.29%	0.64%	0.52%	0.56%	0.45%	0.0%	0.60%	0.38%	0.64%	0.13%	0.52%	0.27%	0.56%	0.53%	0.40%	0.80%	0.81%	0.50%	0.21%	0.42%	0.42%	0.13%	0.45%	0.79%	0.28%	0.67%	0.55%	0.40%	0.34%	0.47%	0.31%	0.15%	0.50%	0.32%	0.28%	0.73%	0.33%	1.12%	0.34%	0.58%	0.65%	0.33%	0.0%	0.0%	2.70%					
27	"10. ""Аграрная партия России"""	1003	6	13	11	8	13	14	10	12	12	12	13	11	14	3	14	14	5	13	6	10	3	9	8	14	13	16	14	6	21	19	4	13	15	8	19	7	16	16	26	21	26	20	20	21	24	9	14	18	22	27	24	5	20	11	15	6	13	17	18	20	36	10	22	24	13	12	13	18	9	8	5	1	0					
		1.54%	0.78%	1.36%	1.14%	0.78%	1.40%	1.40%	0.93%	1.34%	1.24%	1.38%	1.81%	1.1%	2.00%	0.40%	1.69%	2.17%	0.66%	1.69%	0.76%	1.24%	0.38%	1.13%	1.04%	1.76%	1.28%	1.50%	1.42%	0.81%	3.11%	2.43%	0.52%	1.47%	2.25%	1.24%	1.91%	0.90%	1.71%	2.13%	2.27%	1.93%	2.09%	1.51%	1.35%	1.68%	1.62%	0.76%	1.49%	1.91%	1.86%	1.84%	1.81%	0.66%	1.90%	1.06%	1.37%	1.22%	1.47%	2.01%	1.89%	3.13%	3.64%	1.09%	2.11%	2.19%	1.44%	1.50%	1.51%	2.10%	1.18%	1.33%	1.74%	2.5%	0.0%					
28	"11. ""Истинные патриоты России"""	61	1	2	1	0	1	0	0	4	1	0	1	0	0	0	1	3	1	1	0	2	1	0	1	1	4	0	1	0	1	4	0	0	0	2	3	1	0	0	3	1	0	0	1	1	0	0	1	0	2	3	0	1	0	1	0	0	2	1	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0					
		0.09%	0.13%	0.20%	0.10%	0.0%	0.10%	0.0%	0.0%	0.44%	0.10%	0.0%	0.13%	0.0%	0.0%	0.0%	0.12%	0.46%	0.13%	0.13%	0.0%	0.24%	0.12%	0.0%	0.13%	0.12%	0.39%	0.0%	0.10%	0.0%	0.14%	0.51%	0.0%	0.0%	0.0%	0.31%	0.30%	0.12%	0.0%	0.0%	0.26%	0.09%	0.0%	0.0%	0.06%	0.08%	0.0%	0.0%	0.10%	0.0%	0.16%	0.20%	0.0%	0.13%	0.0%	0.09%	0.0%	0.0%	0.22%	0.11%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	721	4	11	9	8	5	7	4	6	6	7	2	11	3	6	14	8	8	11	8	4	9	4	0	8	19	10	6	0	6	7	8	13	3	3	8	15	7	2	6	12	13	13	19	19	20	12	21	17	11	18	9	11	13	15	11	7	13	5	16	9	16	15	22	22	12	8	23	11	16	12	2	2	0					
		1.11%	0.52%	1.15%	0.93%	0.78%	0.54%	0.70%	0.37%	0.67%	0.62%	0.80%	0.27%	1.1%	0.42%	0.80%	1.69%	1.24%	1.06%	1.43%	1.02%	0.49%	1.16%	0.50%	0.0%	1.00%	1.87%	0.94%	0.60%	0.0%	0.89%	0.89%	1.04%	1.47%	0.45%	0.46%	0.80%	1.93%	0.74%	0.26%	0.52%	1.10%	1.04%	0.98%	1.28%	1.52%	1.35%	1.01%	2.23%	1.80%	0.93%	1.23%	0.68%	1.45%	1.23%	1.45%	1.01%	1.42%	1.47%	0.59%	1.68%	1.41%	1.61%	1.64%	2.11%	2.01%	1.33%	1.00%	2.68%	1.28%	2.11%	2.00%	0.69%	5.0%	0.0%					
30	"13. ""Демократическая партия России"""	80	1	0	1	1	2	1	1	1	1	0	2	0	0	0	2	0	2	1	0	0	0	0	0	2	1	1	3	1	2	1	2	0	2	0	0	4	5	2	0	1	0	2	0	0	3	2	1	0	2	5	3	1	0	1	3	1	0	1	1	0	1	1	2	0	2	0	1	0	3	0	1	0	0					
		0.12%	0.13%	0.0%	0.10%	0.09%	0.21%	0.10%	0.09%	0.11%	0.10%	0.0%	0.27%	0.0%	0.0%	0.0%	0.24%	0.0%	0.26%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.09%	0.09%	0.30%	0.13%	0.29%	0.12%	0.26%	0.0%	0.30%	0.0%	0.0%	0.51%	0.53%	0.26%	0.0%	0.09%	0.0%	0.15%	0.0%	0.0%	0.20%	0.16%	0.10%	0.0%	0.16%	0.34%	0.22%	0.13%	0.0%	0.09%	0.27%	0.20%	0.0%	0.11%	0.10%	0.0%	0.10%	0.10%	0.19%	0.0%	0.22%	0.0%	0.11%	0.0%	0.39%	0.0%	0.34%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	80	0	4	2	0	2	0	2	1	1	2	3	0	0	3	1	0	2	1	1	0	1	0	2	0	2	0	0	0	3	0	1	2	1	0	0	2	0	0	0	1	2	0	0	2	0	8	2	2	0	4	1	0	3	0	3	1	0	1	4	0	2	1	0	0	1	0	0	0	0	2	0	1	0					
		0.12%	0.0%	0.41%	0.20%	0.0%	0.21%	0.0%	0.18%	0.11%	0.10%	0.23%	0.41%	0.0%	0.0%	0.40%	0.12%	0.0%	0.26%	0.13%	0.12%	0.0%	0.12%	0.0%	0.26%	0.0%	0.19%	0.0%	0.0%	0.0%	0.44%	0.0%	0.13%	0.22%	0.15%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.09%	0.16%	0.0%	0.0%	0.16%	0.0%	0.67%	0.21%	0.21%	0.0%	0.27%	0.07%	0.0%	0.28%	0.0%	0.27%	0.20%	0.0%	0.11%	0.42%	0.0%	0.20%	0.10%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	2.5%	0.0%					
32	"15. ""Партия СЛОН"""	73	3	2	1	1	3	1	0	0	0	1	2	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	2	1	1	1	1	2	0	0	1	1	0	0	0	3	0	2	3	2	5	0	2	1	2	0	3	2	3	1	1	1	0	0	1	1	0	2	1	2	1	1	0	0	0	0					
		0.11%	0.39%	0.20%	0.10%	0.09%	0.32%	0.10%	0.0%	0.0%	0.0%	0.11%	0.27%	0.1%	0.14%	0.0%	0.12%	0.0%	0.0%	0.13%	0.12%	0.12%	0.0%	0.12%	0.13%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.13%	0.11%	0.15%	0.15%	0.20%	0.0%	0.0%	0.13%	0.08%	0.0%	0.0%	0.0%	0.20%	0.0%	0.13%	0.25%	0.21%	0.53%	0.0%	0.13%	0.07%	0.26%	0.0%	0.29%	0.18%	0.61%	0.11%	0.11%	0.10%	0.0%	0.0%	0.10%	0.09%	0.0%	0.22%	0.12%	0.23%	0.11%	0.13%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7825	94	94	98	116	98	101	110	107	122	95	61	122	70	71	99	92	111	107	93	114	110	89	102	94	111	131	106	84	94	86	83	125	81	62	115	73	112	77	138	149	209	187	224	159	199	153	97	99	139	198	182	82	150	112	129	71	80	98	124	68	100	82	135	152	88	115	91	112	94	54	40	3	2					
		12.06%	12.25%	9.85%	10.21%	11.32%	10.62%	10.12%	10.26%	12.00%	12.64%	10.98%	8.51%	12.2%	10.02%	9.55%	11.98%	14.30%	14.78%	13.91%	11.92%	14.14%	14.24%	11.26%	13.28%	11.85%	10.95%	12.34%	10.77%	11.38%	13.94%	11.02%	10.80%	14.14%	12.18%	9.67%	11.58%	9.39%	11.97%	10.28%	12.09%	13.70%	16.85%	14.19%	15.18%	12.76%	13.50%	12.96%	10.33%	10.53%	11.75%	13.56%	13.76%	10.86%	14.28%	10.83%	11.86%	14.46%	9.09%	11.62%	13.05%	10.65%	10.11%	9.00%	12.96%	13.91%	9.75%	14.39%	10.60%	13.08%	12.40%	9.01%	13.93%	7.5%	5.40%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	72	1	1	1	0	0	2	2	0	0	1	1	3	0	0	2	0	1	2	0	4	0	1	2	0	0	1	1	2	1	0	2	0	0	0	0	0	5	1	2	0	2	0	2	0	1	0	0	1	0	0	5	1	1	3	2	2	3	0	1	0	0	2	0	2	2	0	0	1	0	0	0	0	2					
		0.11%	0.13%	0.10%	0.10%	0.0%	0.0%	0.20%	0.18%	0.0%	0.0%	0.11%	0.13%	0.3%	0.0%	0.0%	0.24%	0.0%	0.13%	0.26%	0.0%	0.49%	0.0%	0.12%	0.26%	0.0%	0.0%	0.09%	0.10%	0.27%	0.14%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.13%	0.17%	0.0%	0.16%	0.0%	0.13%	0.0%	0.06%	0.0%	0.0%	0.10%	0.0%	0.0%	0.37%	0.13%	0.09%	0.29%	0.18%	0.40%	0.34%	0.0%	0.10%	0.0%	0.0%	0.21%	0.0%	0.18%	0.22%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	5.40%					
