Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Славгородская городская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №512	УИК №513	УИК №514	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546									
		0.12%	0.31%	0.21%	0.16%	0.00%	0.00%	0.25%	0.00%	0.27%	0.00%	0.00%	0.19%	0.32%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2935	102	96	140	110	139	111	162	149	157	164	135	173	202	130	123	11	100	90	19	37	87	44	31	81	12	47	129	28	126									
		24.09%	31.19%	19.75%	22.99%	18.64%	22.10%	27.75%	30.86%	20.41%	28.55%	25.75%	25.38%	27.64%	31.27%	20.87%	24.60%	23.91%	39.22%	18.15%	25.33%	25.34%	23.45%	17.81%	18.34%	19.95%	23.08%	13.02%	23.16%	22.22%	27.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	50	0	5	1	4	5	3	2	4	2	1	1	9	0	1	1	0	1	0	0	0	1	0	3	0	0	1	3	1	1									
		0.41%	0.00%	1.03%	0.16%	0.68%	0.79%	0.75%	0.38%	0.55%	0.36%	0.16%	0.19%	1.44%	0.00%	0.16%	0.20%	0.00%	0.39%	0.00%	0.00%	0.00%	0.27%	0.00%	1.78%	0.00%	0.00%	0.28%	0.54%	0.79%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	83	3	4	10	4	4	0	5	3	4	3	7	5	1	6	5	1	0	0	0	0	3	0	0	3	0	2	7	0	3									
		0.68%	0.92%	0.82%	1.64%	0.68%	0.64%	0.00%	0.95%	0.41%	0.73%	0.47%	1.32%	0.80%	0.15%	0.96%	1.00%	2.17%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.74%	0.00%	0.55%	1.26%	0.00%	0.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	1	0	0	0	1	2	1	1	0	0	0	1	0	0	1	3	0	0	0	0	1	0	0	2	2	0	0									
		0.13%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.19%	0.27%	0.18%	0.16%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.39%	0.60%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.55%	0.36%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	136	5	3	5	5	8	3	4	17	5	12	2	8	6	9	7	0	1	4	1	2	5	7	1	2	0	1	9	1	3									
		1.12%	1.53%	0.62%	0.82%	0.85%	1.27%	0.75%	0.76%	2.33%	0.91%	1.88%	0.38%	1.28%	0.93%	1.44%	1.40%	0.00%	0.39%	0.81%	1.33%	1.37%	1.35%	2.83%	0.59%	0.49%	0.00%	0.28%	1.62%	0.79%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2085	53	86	126	124	102	74	74	129	107	100	81	114	84	119	81	8	23	83	36	27	70	37	31	69	5	57	91	21	73									
		17.12%	16.21%	17.70%	20.69%	21.02%	16.22%	18.50%	14.10%	17.67%	19.45%	15.70%	15.23%	18.21%	13.00%	19.10%	16.20%	17.39%	9.02%	16.73%	48.00%	18.49%	18.87%	14.98%	18.34%	16.99%	9.62%	15.79%	16.34%	16.67%	15.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	0	2	5	3	1	1	0	1	0	2	4	5	4	2	1	1	0	1	0	0	1	0	0	0	0	2	0	0	2									
		0.31%	0.00%	0.41%	0.82%	0.51%	0.16%	0.25%	0.00%	0.14%	0.00%	0.31%	0.75%	0.80%	0.62%	0.32%	0.20%	2.17%	0.00%	0.20%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1177	23	54	71	65	78	32	46	70	39	64	72	65	81	89	42	2	21	35	1	12	20	12	6	70	4	28	36	8	31									
		9.66%	7.03%	11.11%	11.66%	11.02%	12.40%	8.00%	8.76%	9.59%	7.09%	10.05%	13.53%	10.38%	12.54%	14.29%	8.40%	4.35%	8.24%	7.06%	1.33%	8.22%	5.39%	4.86%	3.55%	17.24%	7.69%	7.76%	6.46%	6.35%	6.68%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
