Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Добрянская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040									
14	Число погашенных неиспользованных открепительных удостоверений	1006	41	37	36	38	36	39	46	49	42	29	28	11	32	43	35	19	20	22	15	15	19	20	18	24	14	15	23	20	15	18	15	12	20	15	20	17	17	17	36	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	3	7	3	4	4	2	1	1	1	0	2	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	244	16	16	15	25	17	13	14	9	3	7	9	1	12	19	14	11	9	3	1	1	4	2	1	2	0	2	1	0	2	1	1	1	0	1	2	1	0	3	5	0									
		1.47%	1.43%	1.51%	1.33%	2.47%	1.54%	1.22%	1.57%	1.89%	0.72%	1.60%	1.22%	0.68%	1.69%	2.24%	1.28%	2.03%	1.72%	0.80%	2.17%	0.88%	2.23%	1.33%	0.57%	0.60%	0.00%	2.70%	0.57%	0.00%	3.77%	1.79%	1.69%	0.64%	0.00%	1.10%	2.86%	0.61%	0.00%	1.39%	1.19%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	711	38	52	51	45	52	40	35	19	21	15	36	3	43	33	35	26	21	18	0	1	2	3	3	14	1	3	14	5	4	2	3	5	4	5	4	4	8	11	25	7									
		4.28%	3.41%	4.91%	4.54%	4.44%	4.72%	3.76%	3.91%	3.99%	5.05%	3.43%	4.87%	2.04%	6.06%	3.89%	3.20%	4.79%	4.01%	4.79%	0.00%	0.88%	1.12%	2.00%	1.70%	4.23%	2.38%	4.05%	8.00%	7.69%	7.55%	3.57%	5.08%	3.21%	6.56%	5.49%	5.71%	2.45%	4.71%	5.09%	5.94%	12.50%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	407	23	22	28	31	26	28	25	12	6	4	22	4	26	15	28	19	14	9	2	0	1	1	3	7	1	1	2	4	2	4	3	9	3	1	0	4	3	3	11	0									
		2.45%	2.06%	2.08%	2.49%	3.06%	2.36%	2.63%	2.80%	2.52%	1.44%	0.92%	2.98%	2.72%	3.66%	1.77%	2.56%	3.50%	2.67%	2.39%	4.35%	0.00%	0.56%	0.67%	1.70%	2.11%	2.38%	1.35%	1.14%	6.15%	3.77%	7.14%	5.08%	5.77%	4.92%	1.10%	0.00%	2.45%	1.76%	1.39%	2.61%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7346	490	427	468	400	470	440	326	183	188	208	369	61	306	369	516	242	235	166	23	69	102	93	99	164	20	38	82	40	15	24	19	92	31	45	31	91	84	91	196	33									
		44.23%	43.91%	40.28%	41.64%	39.49%	42.69%	41.39%	36.47%	38.45%	45.19%	47.60%	49.93%	41.50%	43.10%	43.46%	47.12%	44.57%	44.85%	44.15%	50.00%	60.53%	56.98%	62.00%	56.25%	49.55%	47.62%	51.35%	46.86%	61.54%	28.30%	42.86%	32.20%	58.97%	50.82%	49.45%	44.29%	55.83%	49.41%	42.13%	46.56%	58.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	88	3	4	2	9	4	3	9	2	5	6	3	1	3	8	7	7	2	0	0	0	0	2	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2	0									
		0.53%	0.27%	0.38%	0.18%	0.89%	0.36%	0.28%	1.01%	0.42%	1.20%	1.37%	0.41%	0.68%	0.42%	0.94%	0.64%	1.29%	0.38%	0.00%	0.00%	0.00%	0.00%	1.33%	0.57%	0.30%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	1.10%	0.00%	0.61%	0.00%	0.00%	0.48%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	4	2	1	0	4	2	1	3	3	0	1	0	0	1	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.18%	0.36%	0.19%	0.09%	0.00%	0.36%	0.19%	0.11%	0.63%	0.72%	0.00%	0.14%	0.00%	0.00%	0.12%	0.18%	0.18%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2364	154	143	167	154	150	172	152	71	55	64	86	34	98	129	149	75	71	54	1	15	18	13	24	54	15	10	21	8	6	12	11	12	7	17	8	20	25	35	48	6									
		14.23%	13.80%	13.49%	14.86%	15.20%	13.62%	16.18%	17.00%	14.92%	13.22%	14.65%	11.64%	23.13%	13.80%	15.19%	13.61%	13.81%	13.55%	14.36%	2.17%	13.16%	10.06%	8.67%	13.64%	16.31%	35.71%	13.51%	12.00%	12.31%	11.32%	21.43%	18.64%	7.69%	11.48%	18.68%	11.43%	12.27%	14.71%	16.20%	11.40%	10.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	9	8	3	2	4	4	4	4	0	4	3	0	4	4	6	9	3	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0									
		0.47%	0.81%	0.75%	0.27%	0.20%	0.36%	0.38%	0.45%	0.84%	0.00%	0.92%	0.41%	0.00%	0.56%	0.47%	0.55%	1.66%	0.57%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	0.00%	0.59%	0.46%	0.24%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	216	12	11	16	15	13	12	7	4	3	7	9	0	15	13	28	6	12	1	0	4	4	1	1	2	0	1	2	0	1	0	0	2	0	1	0	2	2	0	8	1									
		1.30%	1.08%	1.04%	1.42%	1.48%	1.18%	1.13%	0.78%	0.84%	0.72%	1.60%	1.22%	0.00%	2.11%	1.53%	2.56%	1.10%	2.29%	0.27%	0.00%	3.51%	2.23%	0.67%	0.57%	0.60%	0.00%	1.35%	1.14%	0.00%	1.89%	0.00%	0.00%	1.28%	0.00%	1.10%	0.00%	1.23%	1.18%	0.00%	1.90%	1.79%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	2	1	1	1	2	1	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0									
		0.11%	0.18%	0.09%	0.09%	0.10%	0.18%	0.09%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.28%	0.12%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.77%	0.00%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	378	29	11	38	28	32	24	20	15	9	7	16	4	14	13	39	14	21	3	0	2	8	2	4	2	0	2	3	0	3	0	0	0	1	4	0	0	2	3	5	0									
		2.28%	2.60%	1.04%	3.38%	2.76%	2.91%	2.26%	2.24%	3.15%	2.16%	1.60%	2.17%	2.72%	1.97%	1.53%	3.56%	2.58%	4.01%	0.80%	0.00%	1.75%	4.47%	1.33%	2.27%	0.60%	0.00%	2.70%	1.71%	0.00%	5.66%	0.00%	0.00%	0.00%	1.64%	4.40%	0.00%	0.00%	1.18%	1.39%	1.19%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2741	177	206	218	171	172	188	156	69	101	78	112	19	101	115	156	61	79	85	14	10	25	21	15	65	2	11	25	3	15	8	13	26	12	9	17	19	34	43	83	7									
		16.51%	15.86%	19.43%	19.40%	16.88%	15.62%	17.69%	17.45%	14.50%	24.28%	17.85%	15.16%	12.93%	14.23%	13.55%	14.25%	11.23%	15.08%	22.61%	30.43%	8.77%	13.97%	14.00%	8.52%	19.64%	4.76%	14.86%	14.29%	4.62%	28.30%	14.29%	22.03%	16.67%	19.67%	9.89%	24.29%	11.66%	20.00%	19.91%	19.71%	12.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	3	1	3	5	4	2	3	3	3	0	2	0	4	1	3	0	2	0	1	1	0	1	0	1	0	0	3	0	0	0	1	0	0	1	0	0	0	2	0	1									
		0.31%	0.27%	0.09%	0.27%	0.49%	0.36%	0.19%	0.34%	0.63%	0.72%	0.00%	0.27%	0.00%	0.56%	0.12%	0.27%	0.00%	0.38%	0.00%	2.17%	0.88%	0.00%	0.67%	0.00%	0.30%	0.00%	0.00%	1.71%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	1.10%	0.00%	0.00%	0.00%	0.93%	0.00%	1.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1255	96	116	85	97	87	99	107	49	9	17	45	14	54	84	77	43	39	17	2	7	9	5	17	8	1	4	4	2	3	2	1	2	2	2	3	11	4	15	16	0									
		7.56%	8.60%	10.94%	7.56%	9.58%	7.90%	9.31%	11.97%	10.29%	2.16%	3.89%	6.09%	9.52%	7.61%	9.89%	7.03%	7.92%	7.44%	4.52%	4.35%	6.14%	5.03%	3.33%	9.66%	2.42%	2.38%	5.41%	2.29%	3.08%	5.66%	3.57%	1.69%	1.28%	3.28%	2.20%	4.29%	6.75%	2.35%	6.94%	3.80%	0.00%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
