Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Варгашинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	2	4	1	1	2	0	2	2	5	0	0	1	1	2	3	2	2	1	2	8	0	0	1	1	1	0	0	0	0	0	0	0									
		0.54%	0.53%	0.82%	0.34%	0.29%	0.44%	0.00%	0.38%	0.83%	0.92%	0.00%	0.00%	0.39%	0.65%	0.87%	1.39%	1.39%	0.77%	0.71%	1.08%	2.60%	0.00%	0.00%	0.23%	0.45%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0									
		0.11%	0.27%	0.00%	0.00%	0.00%	0.00%	0.86%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.32%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.35%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1886	84	104	63	64	96	73	147	70	130	37	64	51	41	54	52	36	63	39	52	76	16	44	86	33	33	49	30	29	43	37	69	21									
		23.06%	22.34%	21.22%	21.43%	18.39%	21.15%	31.33%	27.89%	29.05%	23.94%	22.02%	29.63%	19.69%	26.62%	23.48%	24.07%	25.00%	24.32%	27.66%	27.96%	24.68%	29.63%	22.11%	19.72%	14.86%	17.01%	24.14%	19.74%	19.86%	19.37%	23.42%	23.96%	17.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	1	1	4	1	5	0	3	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.28%	0.00%	0.20%	0.34%	1.15%	0.22%	2.15%	0.00%	1.24%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	1	3	3	2	2	1	5	0	0	3	1	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	5	1									
		0.42%	0.27%	0.61%	1.02%	0.57%	0.44%	0.43%	0.95%	0.00%	0.00%	1.79%	0.46%	0.39%	0.65%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.68%	0.00%	0.00%	1.74%	0.84%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	1	6	5	1	3	1	2	1	1	0	1	0	2	1	1	0	1	0	2	3	1	0	0	0	2	0	0	1	0	0	1	0									
		0.45%	0.27%	1.22%	1.70%	0.29%	0.66%	0.43%	0.38%	0.41%	0.18%	0.00%	0.46%	0.00%	1.30%	0.43%	0.46%	0.00%	0.39%	0.00%	1.08%	0.97%	1.85%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.68%	0.00%	0.00%	0.35%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1238	55	84	55	56	73	24	71	31	93	35	21	29	17	35	54	12	47	19	40	53	23	24	31	51	39	22	21	16	45	13	39	10									
		15.13%	14.63%	17.14%	18.71%	16.09%	16.08%	10.30%	13.47%	12.86%	17.13%	20.83%	9.72%	11.20%	11.04%	15.22%	25.00%	8.33%	18.15%	13.48%	21.51%	17.21%	42.59%	12.06%	7.11%	22.97%	20.10%	10.84%	13.82%	10.96%	20.27%	8.23%	13.54%	8.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	4	4	3	1	3	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	2	1	1	2	0	0	3	1	0									
		0.42%	1.06%	0.82%	1.02%	0.29%	0.66%	0.43%	0.19%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.46%	0.69%	0.00%	0.00%	0.54%	0.00%	0.00%	0.50%	0.23%	0.90%	0.52%	0.49%	1.32%	0.00%	0.00%	1.90%	0.35%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	682	48	53	21	38	65	17	29	32	63	12	22	17	7	19	10	7	29	4	17	33	0	10	41	6	11	28	2	5	10	8	13	5									
		8.34%	12.77%	10.82%	7.14%	10.92%	14.32%	7.30%	5.50%	13.28%	11.60%	7.14%	10.19%	6.56%	4.55%	8.26%	4.63%	4.86%	11.20%	2.84%	9.14%	10.71%	0.00%	5.03%	9.40%	2.70%	5.67%	13.79%	1.32%	3.42%	4.50%	5.06%	4.51%	4.20%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
