Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
Наименование Избирательной комиссии:    Белебеевская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286					
19	2.Всероссийская политическая партия «Гражданская Сила»	65	0	0	0	0	1	2	1	0	0	4	8	1	2	0	2	2	4	6	1	1	3	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	2	0	2	0	6	0	0	1	2	0	0	0	0	0	0	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.09%	0.24%	0.09%	0.00%	0.00%	0.24%	0.34%	0.05%	0.14%	0.00%	0.14%	0.12%	0.17%	0.30%	0.05%	0.06%	0.15%	0.12%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.18%	0.00%	0.62%	0.00%	0.00%	0.04%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	45	0	0	0	0	0	0	1	0	0	0	4	0	3	4	1	4	0	1	0	1	0	0	0	0	2	4	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	2	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.17%	0.00%	0.21%	0.22%	0.07%	0.24%	0.00%	0.05%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.25%	0.15%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.18%	0.00%	0.72%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2651	52	23	42	112	48	25	76	35	34	141	69	63	36	55	95	50	69	57	144	56	132	41	54	41	24	68	11	23	16	41	2	10	39	6	85	12	16	7	15	4	13	46	18	8	110	12	8	80	35	38	9	22	18	19	52	20	47	25	21	35	6	3	9	23	9	30	6					
		3.66%	2.99%	2.91%	2.95%	6.67%	4.44%	2.95%	7.08%	3.11%	3.05%	8.41%	2.96%	3.28%	2.52%	3.01%	6.72%	3.03%	2.89%	2.87%	7.34%	3.49%	6.60%	1.66%	2.97%	2.74%	2.99%	2.52%	2.81%	7.67%	3.30%	5.78%	0.95%	2.83%	5.20%	2.33%	5.49%	4.43%	5.14%	2.80%	2.90%	2.78%	2.90%	4.65%	3.05%	2.76%	4.68%	7.74%	2.81%	13.49%	1.95%	1.87%	0.82%	2.03%	1.96%	1.95%	2.62%	2.17%	2.09%	2.29%	2.59%	3.54%	2.82%	2.61%	2.20%	9.54%	3.06%	7.19%	2.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	82	11	0	0	0	0	1	1	0	0	2	2	6	3	1	3	0	1	3	1	2	3	0	5	5	5	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	3	2	0	2	0	5	0	0	1	2	0	1	0	0	0	0	0	1	0					
		0.11%	0.63%	0.00%	0.00%	0.00%	0.00%	0.12%	0.09%	0.00%	0.00%	0.12%	0.09%	0.31%	0.21%	0.05%	0.21%	0.00%	0.04%	0.15%	0.05%	0.12%	0.15%	0.00%	0.28%	0.33%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.17%	0.10%	0.00%	0.18%	0.00%	0.51%	0.00%	0.00%	0.04%	0.18%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	52	0	0	0	0	0	1	0	0	0	3	3	0	3	9	3	0	1	4	0	0	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	1	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.18%	0.13%	0.00%	0.21%	0.49%	0.21%	0.00%	0.04%	0.20%	0.00%	0.00%	0.10%	0.12%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.09%	0.11%	0.51%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1279	52	22	40	35	5	4	23	23	15	52	69	50	41	45	42	50	51	56	35	21	11	34	12	38	3	68	5	7	8	8	6	8	2	7	45	11	4	3	4	0	13	5	12	7	13	2	8	2	16	2	0	11	1	9	50	0	21	14	15	20	5	2	8	7	9	2	10					
		1.77%	2.99%	2.78%	2.81%	2.09%	0.46%	0.47%	2.14%	2.04%	1.35%	3.10%	2.96%	2.60%	2.87%	2.46%	2.97%	3.03%	2.14%	2.82%	1.78%	1.31%	0.55%	1.37%	0.66%	2.54%	0.37%	2.52%	1.28%	2.33%	1.65%	1.13%	2.86%	2.27%	0.27%	2.72%	2.91%	4.06%	1.29%	1.20%	0.77%	0.00%	2.90%	0.51%	2.03%	2.41%	0.55%	1.29%	2.81%	0.34%	0.89%	0.10%	0.00%	1.01%	0.11%	0.92%	2.52%	0.00%	0.94%	1.28%	1.85%	2.02%	2.35%	1.74%	1.95%	2.90%	3.06%	0.48%	4.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5202	168	69	129	83	91	72	48	96	99	148	186	163	123	155	70	116	205	145	104	150	143	38	173	113	89	230	37	7	41	32	17	29	63	21	22	4	17	19	44	12	38	85	50	24	9	3	24	2	153	173	91	93	79	83	169	65	193	56	71	75	18	9	35	1	25	5	2					
		7.18%	9.66%	8.73%	9.05%	4.95%	8.43%	8.49%	4.47%	8.53%	8.89%	8.83%	7.98%	8.48%	8.60%	8.48%	4.95%	7.03%	8.58%	7.30%	5.30%	9.36%	7.15%	1.54%	9.52%	7.55%	11.11%	8.52%	9.44%	2.33%	8.45%	4.51%	8.10%	8.22%	8.40%	8.17%	1.42%	1.48%	5.47%	7.60%	8.49%	8.33%	8.48%	8.59%	8.47%	8.28%	0.38%	1.94%	8.42%	0.34%	8.52%	8.51%	8.33%	8.56%	8.60%	8.53%	8.52%	7.05%	8.60%	5.12%	8.75%	7.58%	8.45%	7.83%	8.54%	0.41%	8.50%	1.20%	0.89%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	148	0	2	0	5	0	0	2	5	0	9	11	5	4	15	6	2	5	9	0	0	5	7	3	0	2	12	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	0	5	0	1	0	0	3	0	2	0	0	14	0	2	3	0	0	0	1	0	0	0	1	0					
		0.20%	0.00%	0.25%	0.00%	0.30%	0.00%	0.00%	0.19%	0.44%	0.00%	0.54%	0.47%	0.26%	0.28%	0.82%	0.42%	0.12%	0.21%	0.45%	0.00%	0.00%	0.25%	0.28%	0.17%	0.00%	0.25%	0.44%	0.00%	0.33%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.13%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.21%	0.00%	0.35%	0.00%	0.00%	0.15%	0.00%	0.18%	0.00%	0.00%	0.71%	0.00%	0.09%	0.27%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.24%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	62064	1457	672	1212	1434	930	733	912	957	962	1292	1960	1625	1204	1528	1182	1402	2034	1654	1665	1363	1682	2326	1527	1128	667	2298	339	258	420	617	182	302	643	221	1328	236	265	216	449	125	384	851	500	249	2167	135	244	509	1573	1793	987	944	817	828	1686	835	1955	969	704	850	184	98	358	207	251	376	203					
		85.71%	83.74%	85.06%	85.05%	85.46%	86.11%	86.44%	84.92%	84.99%	86.36%	77.09%	84.05%	84.55%	84.14%	83.63%	83.59%	85.02%	85.18%	83.28%	84.86%	85.03%	84.06%	93.98%	83.99%	75.40%	83.27%	85.11%	86.48%	86.00%	86.60%	87.02%	86.67%	85.55%	85.73%	85.99%	85.84%	87.08%	85.21%	86.40%	86.68%	86.81%	85.71%	85.96%	84.75%	85.86%	92.25%	87.10%	85.61%	85.83%	87.58%	88.24%	90.30%	86.92%	88.90%	85.10%	84.98%	90.56%	87.08%	88.66%	86.81%	85.86%	86.38%	85.22%	87.32%	85.89%	85.37%	90.17%	90.22%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	112	0	0	0	0	0	3	2	6	1	11	5	1	3	1	2	2	3	12	0	2	7	10	0	1	0	5	0	0	0	0	1	0	1	0	6	0	1	1	0	1	0	0	1	0	3	1	0	0	0	6	0	3	2	2	0	0	1	4	0	0	0	1	0	0	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.19%	0.53%	0.09%	0.66%	0.21%	0.05%	0.21%	0.05%	0.14%	0.12%	0.13%	0.60%	0.00%	0.12%	0.35%	0.40%	0.00%	0.07%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.13%	0.00%	0.39%	0.00%	0.32%	0.40%	0.00%	0.69%	0.00%	0.00%	0.17%	0.00%	0.13%	0.65%	0.00%	0.00%	0.00%	0.30%	0.00%	0.28%	0.22%	0.21%	0.00%	0.00%	0.04%	0.37%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
