Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Новоаннинская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	114	5	2	6	8	6	8	5	1	11	2	5	2	0	4	0	0	0	3	0	0	4	3	1	0	2	3	0	2	0	8	2	3	0	3	0	0	3	4	0	1	0	4	3									
		0.95%	1.06%	0.48%	1.50%	1.54%	1.17%	1.67%	1.01%	0.14%	3.14%	0.42%	1.57%	0.64%	0.00%	1.51%	0.00%	0.00%	0.00%	2.01%	0.00%	0.00%	0.94%	3.09%	0.31%	0.00%	1.25%	1.19%	0.00%	0.57%	0.00%	1.28%	0.97%	1.29%	0.00%	0.81%	0.00%	0.00%	1.36%	1.44%	0.00%	0.28%	0.00%	3.15%	0.55%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	288	10	8	11	20	16	15	21	20	9	15	5	3	0	5	1	0	0	2	2	5	6	1	8	0	3	9	4	8	3	17	3	12	2	8	2	3	6	5	0	4	2	2	12									
		2.41%	2.11%	1.93%	2.75%	3.85%	3.11%	3.13%	4.24%	2.88%	2.57%	3.13%	1.57%	0.96%	0.00%	1.89%	0.88%	0.00%	0.00%	1.34%	2.30%	3.11%	1.41%	1.03%	2.50%	0.00%	1.88%	3.56%	2.74%	2.28%	2.03%	2.71%	1.46%	5.15%	0.95%	2.16%	1.63%	2.59%	2.73%	1.80%	0.00%	1.12%	1.67%	1.57%	2.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	228	12	9	7	10	15	9	18	17	9	3	8	11	0	3	2	0	0	1	2	4	8	0	5	0	0	5	1	6	1	2	0	3	9	12	2	1	4	7	1	9	1	1	10									
		1.91%	2.54%	2.17%	1.75%	1.92%	2.91%	1.88%	3.64%	2.45%	2.57%	0.63%	2.51%	3.50%	0.00%	1.13%	1.75%	0.00%	0.00%	0.67%	2.30%	2.48%	1.87%	0.00%	1.56%	0.00%	0.00%	1.98%	0.68%	1.71%	0.68%	0.32%	0.00%	1.29%	4.29%	3.23%	1.63%	0.86%	1.82%	2.52%	1.82%	2.53%	0.83%	0.79%	1.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6499	217	186	179	256	245	217	241	422	147	254	160	163	25	138	53	40	32	90	60	80	217	61	192	63	110	134	87	230	106	389	131	138	132	224	95	73	120	169	38	176	69	67	273									
		54.33%	45.88%	44.82%	44.75%	49.23%	47.57%	45.30%	48.69%	60.72%	42.00%	52.92%	50.16%	51.91%	60.98%	52.08%	46.49%	61.54%	68.09%	60.40%	68.97%	49.69%	50.82%	62.89%	60.00%	72.41%	68.75%	52.96%	59.59%	65.53%	71.62%	62.04%	63.59%	59.23%	62.86%	60.38%	77.24%	62.93%	54.55%	60.79%	69.09%	49.44%	57.50%	52.76%	50.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	40	1	3	3	1	5	0	0	3	2	1	2	1	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	3	2	0	0	0	0	2	0	0	3	0	0	0	0	1	1									
		0.33%	0.21%	0.72%	0.75%	0.19%	0.97%	0.00%	0.00%	0.43%	0.57%	0.21%	0.63%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.63%	0.00%	0.63%	0.79%	0.00%	0.85%	1.35%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	1.36%	0.00%	0.00%	0.00%	0.00%	0.79%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	3	1	1	1	2	0	0	1	0	1	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0									
		0.18%	0.21%	0.72%	0.25%	0.19%	0.19%	0.42%	0.00%	0.00%	0.29%	0.00%	0.31%	0.32%	0.00%	1.13%	0.88%	0.00%	2.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2232	103	80	84	81	102	99	105	92	64	103	70	55	10	54	25	16	5	24	12	37	103	23	41	18	18	63	30	60	21	79	24	38	35	71	11	19	30	49	9	93	21	23	132									
		18.66%	21.78%	19.28%	21.00%	15.58%	19.81%	20.67%	21.21%	13.24%	18.29%	21.46%	21.94%	17.52%	24.39%	20.38%	21.93%	24.62%	10.64%	16.11%	13.79%	22.98%	24.12%	23.71%	12.81%	20.69%	11.25%	24.90%	20.55%	17.09%	14.19%	12.60%	11.65%	16.31%	16.67%	19.14%	8.94%	16.38%	13.64%	17.63%	16.36%	26.12%	17.50%	18.11%	24.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	2	0	0	1	1	3	3	2	3	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	3	0	0	0									
		0.26%	0.42%	0.00%	0.00%	0.19%	0.19%	0.63%	0.61%	0.29%	0.86%	0.21%	0.31%	0.00%	0.00%	0.38%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.31%	0.00%	0.00%	0.40%	0.00%	0.28%	0.00%	0.16%	0.00%	0.00%	0.48%	0.27%	0.00%	0.86%	0.45%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	5	2	0	13	4	2	0	1	4	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	9	0	0	3	0	0	0	0	0	0	2	0	1	1									
		0.47%	1.06%	0.48%	0.00%	2.50%	0.78%	0.42%	0.00%	0.14%	1.14%	0.21%	0.31%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	1.25%	0.00%	0.00%	0.28%	0.00%	1.44%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.79%	0.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.10%	0.21%	0.00%	0.25%	0.00%	0.19%	0.21%	0.00%	0.14%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	3.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.68%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	3	6	5	8	5	2	3	6	1	5	4	0	0	1	0	0	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	4	0	5	0	0	0	2	0	1	0	2	0									
		0.59%	0.63%	1.45%	1.25%	1.54%	0.97%	0.42%	0.61%	0.86%	0.29%	1.04%	1.25%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.63%	0.00%	0.00%	0.40%	0.68%	0.28%	0.00%	0.00%	0.00%	1.72%	0.00%	1.35%	0.00%	0.00%	0.00%	0.72%	0.00%	0.28%	0.00%	1.57%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1704	78	83	76	93	84	76	73	102	79	66	42	63	5	27	11	3	6	21	8	22	69	5	52	3	15	27	13	23	12	93	32	27	20	25	10	16	43	28	7	46	20	17	83									
		14.25%	16.49%	20.00%	19.00%	17.88%	16.31%	15.87%	14.75%	14.68%	22.57%	13.75%	13.17%	20.06%	12.20%	10.19%	9.65%	4.62%	12.77%	14.09%	9.20%	13.66%	16.16%	5.15%	16.25%	3.45%	9.38%	10.67%	8.90%	6.55%	8.11%	14.83%	15.53%	11.59%	9.52%	6.74%	8.13%	13.79%	19.55%	10.07%	12.73%	12.92%	16.67%	13.39%	15.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	2	4	0	4	2	1	0	2	0	1	3	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0									
		0.25%	0.42%	0.96%	0.00%	0.77%	0.39%	0.21%	0.00%	0.29%	0.00%	0.21%	0.94%	0.32%	0.00%	1.13%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.57%	0.00%	0.16%	0.00%	0.00%	0.00%	0.27%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	418	24	21	19	21	21	34	22	19	10	15	10	8	0	20	3	2	1	2	0	9	12	2	9	3	2	7	4	7	2	26	9	6	6	5	2	1	6	5	0	15	5	5	18									
		3.49%	5.07%	5.06%	4.75%	4.04%	4.08%	7.10%	4.44%	2.73%	2.86%	3.13%	3.13%	2.55%	0.00%	7.55%	2.63%	3.08%	2.13%	1.34%	0.00%	5.59%	2.81%	2.06%	2.81%	3.45%	1.25%	2.77%	2.74%	1.99%	1.35%	4.15%	4.37%	2.58%	2.86%	1.35%	1.63%	0.86%	2.73%	1.80%	0.00%	4.21%	4.17%	3.94%	3.30%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
