Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																					
Дата голосования: 07.12.2003 0:00:00																																																																					
																																																																					
Наименование Избирательной комиссии:    Петроградская № 18																																																																					
																																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																					
																																																																					
		Сумма	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366					
		10.56%	10.58%	8.32%	10.33%	11.05%	11.08%	12.68%	9.66%	12.00%	11.57%	12.38%	11.64%	10.82%	12.95%	11.73%	12.29%	10.50%	10.20%	11.94%	12.03%	10.61%	11.29%	9.21%	12.88%	13.33%	15.17%	11.28%	12.87%	13.09%	18.49%	10.69%	12.33%	12.90%	10.62%	13.20%	8.33%	6.55%	6.70%	10.56%	12.03%	8.78%	12.35%	11.29%	10.49%	6.48%	9.48%	8.08%	7.52%	3.88%	5.33%	5.51%	4.50%	9.34%	10.71%	9.62%	15.14%	10.64%	11.60%	9.00%	14.54%	11.77%	9.37%	7.34%					
22	"5. ""За Русь Святую"""	261	6	7	6	6	3	3	5	2	3	7	4	4	4	5	2	3	3	3	6	3	5	3	5	4	7	4	4	6	0	2	5	4	2	3	0	2	4	5	2	11	5	5	4	9	3	5	4	4	6	7	4	2	6	7	3	3	6	2	1	8	2	2					
		0.59%	0.72%	1.12%	0.68%	1.00%	0.69%	0.49%	0.73%	0.29%	0.36%	0.69%	0.44%	0.37%	0.63%	0.45%	0.27%	0.49%	0.54%	0.47%	0.73%	0.36%	0.73%	0.56%	0.70%	0.49%	0.99%	1.04%	0.44%	0.64%	0.0%	0.30%	1.08%	0.33%	0.43%	0.29%	0.0%	1.63%	1.21%	0.53%	0.32%	1.38%	0.44%	0.92%	0.61%	0.77%	0.43%	0.91%	1.43%	0.50%	0.39%	0.67%	0.28%	0.28%	0.93%	0.86%	0.72%	0.44%	0.56%	0.48%	0.18%	0.94%	3.12%	1.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	101	3	1	1	0	0	2	1	1	3	1	2	3	0	2	1	0	1	1	2	3	0	6	1	1	0	2	2	1	0	2	2	2	0	5	0	1	0	1	2	4	0	1	1	10	2	2	1	4	5	1	4	1	3	1	0	0	1	2	1	1	0	0					
		0.23%	0.36%	0.16%	0.11%	0.0%	0.0%	0.32%	0.14%	0.14%	0.36%	0.09%	0.22%	0.28%	0.0%	0.18%	0.13%	0.0%	0.18%	0.15%	0.24%	0.36%	0.0%	1.12%	0.14%	0.12%	0.0%	0.52%	0.22%	0.10%	0.0%	0.30%	0.43%	0.16%	0.0%	0.49%	0.0%	0.81%	0.0%	0.10%	0.32%	0.50%	0.0%	0.18%	0.15%	0.86%	0.29%	0.36%	0.35%	0.50%	0.32%	0.09%	0.28%	0.14%	0.46%	0.12%	0.0%	0.0%	0.09%	0.48%	0.18%	0.11%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	275	8	1	12	6	4	6	5	2	6	8	4	3	7	7	4	1	3	3	6	7	2	4	8	9	5	0	5	6	2	0	2	9	0	5	1	0	2	6	4	6	7	2	0	7	1	7	3	6	14	4	7	6	4	4	1	4	4	4	4	5	1	1					
		0.62%	0.96%	0.16%	1.37%	1.00%	0.92%	0.98%	0.73%	0.29%	0.73%	0.79%	0.44%	0.28%	1.10%	0.64%	0.55%	0.16%	0.54%	0.47%	0.73%	0.84%	0.29%	0.75%	1.12%	1.11%	0.70%	0.0%	0.55%	0.64%	0.53%	0.0%	0.43%	0.76%	0.0%	0.49%	2.77%	0.0%	0.60%	0.64%	0.65%	0.75%	0.61%	0.37%	0.0%	0.60%	0.14%	1.28%	1.07%	0.75%	0.92%	0.38%	0.49%	0.84%	0.62%	0.49%	0.24%	0.59%	0.37%	0.97%	0.72%	0.58%	1.56%	0.56%					
25	"8. ""Народно-республиканская партия России"""	33	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	2	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	3	0	0	0	1	0	0	0	2	1	2	0	1	0	0	0	0	1	4	0	0	0					
		0.07%	0.12%	0.0%	0.0%	0.0%	0.23%	0.16%	0.14%	0.0%	0.0%	0.09%	0.11%	0.0%	0.0%	0.09%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.08%	0.0%	0.09%	0.0%	0.0%	0.30%	0.10%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.13%	0.09%	0.14%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.24%	0.72%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	317	6	5	5	1	5	2	7	4	4	11	4	8	7	10	6	5	7	6	5	4	3	3	9	6	6	1	6	9	2	3	0	5	1	3	0	1	4	10	5	4	7	4	4	13	2	5	1	3	13	5	12	7	5	3	3	7	10	3	10	7	0	0					
		0.72%	0.72%	0.8%	0.57%	0.16%	1.15%	0.32%	1.02%	0.58%	0.48%	1.09%	0.44%	0.75%	1.10%	0.91%	0.82%	0.82%	1.27%	0.95%	0.61%	0.48%	0.43%	0.56%	1.26%	0.74%	0.85%	0.26%	0.66%	0.97%	0.53%	0.45%	0.0%	0.42%	0.21%	0.29%	0.0%	0.81%	1.21%	1.07%	0.81%	0.50%	0.61%	0.74%	0.61%	1.12%	0.29%	0.91%	0.35%	0.37%	0.85%	0.48%	0.84%	0.99%	0.77%	0.37%	0.72%	1.04%	0.94%	0.72%	1.81%	0.82%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	548	11	7	16	4	4	10	11	6	9	13	8	13	4	21	7	9	10	6	10	21	13	5	9	5	8	5	10	6	1	14	9	15	7	12	2	3	2	7	7	11	14	4	7	14	10	2	3	7	11	9	11	8	11	21	8	7	21	8	5	9	0	7					
		1.25%	1.32%	1.12%	1.83%	0.67%	0.92%	1.64%	1.61%	0.87%	1.09%	1.29%	0.89%	1.23%	0.63%	1.92%	0.96%	1.47%	1.82%	0.95%	1.22%	2.53%	1.90%	0.93%	1.26%	0.61%	1.13%	1.31%	1.10%	0.64%	0.26%	2.10%	1.94%	1.27%	1.51%	1.18%	5.55%	2.45%	0.60%	0.75%	1.13%	1.38%	1.23%	0.74%	1.08%	1.21%	1.45%	0.36%	1.07%	0.87%	0.72%	0.87%	0.77%	1.13%	1.70%	2.59%	1.92%	1.04%	1.98%	1.94%	0.90%	1.06%	0.0%	3.95%					
28	"11. ""Истинные патриоты России"""	40	1	2	0	1	0	1	0	1	2	2	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	2	0	0	2	1	0	0	1	1	0	0	2	3	3	4	0	0	0	0	1	0	0	0	0	1	0					
		0.09%	0.12%	0.32%	0.0%	0.16%	0.0%	0.16%	0.0%	0.14%	0.24%	0.19%	0.0%	0.18%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.11%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.60%	0.0%	0.0%	0.25%	0.08%	0.0%	0.0%	0.08%	0.14%	0.0%	0.0%	0.25%	0.19%	0.29%	0.28%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	490	14	6	9	9	4	9	7	8	11	18	6	6	5	8	8	7	8	7	10	3	4	8	7	5	9	5	17	7	4	4	4	8	4	22	1	4	2	9	1	13	10	8	15	16	9	6	5	15	16	8	18	6	7	14	1	7	8	0	10	10	0	0					
		1.12%	1.68%	0.96%	1.03%	1.50%	0.92%	1.48%	1.02%	1.17%	1.33%	1.79%	0.67%	0.56%	0.78%	0.73%	1.10%	1.14%	1.45%	1.11%	1.22%	0.36%	0.58%	1.50%	0.98%	0.61%	1.27%	1.31%	1.87%	0.75%	1.07%	0.60%	0.86%	0.67%	0.86%	2.16%	2.77%	3.27%	0.60%	0.96%	0.16%	1.63%	0.88%	1.48%	2.31%	1.38%	1.31%	1.10%	1.79%	1.88%	1.05%	0.77%	1.26%	0.84%	1.08%	1.72%	0.24%	1.04%	0.75%	0.0%	1.81%	1.17%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	55	0	2	2	0	0	5	1	1	3	2	0	2	2	1	0	0	1	1	2	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	1	0	3	0	0	1	3	0	2	0	0	3	0	0	2	0	2	2	0	0					
		0.12%	0.0%	0.32%	0.22%	0.0%	0.0%	0.82%	0.14%	0.14%	0.36%	0.19%	0.0%	0.18%	0.31%	0.09%	0.0%	0.0%	0.18%	0.15%	0.24%	0.12%	0.0%	0.0%	0.0%	0.12%	0.0%	0.26%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.16%	0.25%	0.0%	0.18%	0.15%	0.0%	0.43%	0.0%	0.0%	0.12%	0.19%	0.0%	0.14%	0.0%	0.0%	0.37%	0.0%	0.0%	0.18%	0.0%	0.36%	0.23%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	58	0	0	2	0	0	1	0	4	2	2	0	2	1	0	0	0	0	2	0	0	0	1	0	1	1	0	1	0	1	1	2	2	0	0	0	0	0	0	0	1	1	0	0	7	2	0	0	3	3	1	5	1	1	1	0	1	1	3	1	0	0	0					
		0.13%	0.0%	0.0%	0.22%	0.0%	0.0%	0.16%	0.0%	0.58%	0.24%	0.19%	0.0%	0.18%	0.15%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.18%	0.0%	0.12%	0.14%	0.0%	0.11%	0.0%	0.26%	0.15%	0.43%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.08%	0.0%	0.0%	0.60%	0.29%	0.0%	0.0%	0.37%	0.19%	0.09%	0.35%	0.14%	0.15%	0.12%	0.0%	0.14%	0.09%	0.72%	0.18%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	99	0	1	1	0	0	0	2	2	2	2	1	0	0	3	1	0	0	1	0	1	4	1	2	2	3	0	1	0	0	0	0	5	1	6	0	0	1	2	0	3	2	0	0	4	0	0	1	8	15	7	7	2	0	2	0	0	2	0	1	0	0	0					
		0.22%	0.0%	0.16%	0.11%	0.0%	0.0%	0.0%	0.29%	0.29%	0.24%	0.19%	0.11%	0.0%	0.0%	0.27%	0.13%	0.0%	0.0%	0.15%	0.0%	0.12%	0.58%	0.18%	0.28%	0.24%	0.42%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.42%	0.21%	0.59%	0.0%	0.0%	0.30%	0.21%	0.0%	0.37%	0.17%	0.0%	0.0%	0.34%	0.0%	0.0%	0.35%	1.00%	0.98%	0.67%	0.49%	0.28%	0.0%	0.24%	0.0%	0.0%	0.18%	0.0%	0.18%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4722	87	87	90	52	40	72	89	78	109	117	86	124	74	107	68	74	73	82	86	77	60	56	93	78	75	46	122	88	43	101	54	116	55	105	8	14	27	114	74	73	137	68	94	117	70	50	16	51	135	80	112	86	59	91	48	81	128	47	60	86	3	29					
		10.80%	10.46%	13.92%	10.33%	8.71%	9.23%	11.86%	13.03%	11.42%	13.27%	11.68%	9.63%	11.77%	11.69%	9.80%	9.39%	12.15%	13.29%	13.05%	10.56%	9.28%	8.79%	10.52%	13.02%	9.62%	10.63%	12.07%	13.42%	9.52%	11.52%	15.21%	11.68%	9.84%	11.93%	10.34%	22.22%	11.47%	8.23%	12.28%	12.03%	9.15%	12.09%	12.59%	14.50%	10.12%	10.21%	9.19%	5.73%	6.39%	8.89%	7.74%	7.88%	12.18%	9.16%	11.23%	11.53%	12.14%	12.07%	11.43%	10.90%	10.12%	4.68%	16.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	33	0	1	0	0	0	0	2	1	2	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	0	3	1	2	5	0	0	0	0	0	1	0	0	0	0	1	0	0					
		0.07%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.29%	0.14%	0.24%	0.0%	0.11%	0.0%	0.0%	0.09%	0.13%	0.0%	0.18%	0.0%	0.0%	0.12%	0.0%	0.0%	0.14%	0.0%	0.14%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.12%	0.08%	0.0%	0.0%	0.17%	0.0%	0.55%	0.35%	0.25%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3225	53	42	62	48	22	44	31	47	52	61	58	68	63	83	64	30	36	42	36	68	66	50	53	52	28	31	66	57	20	40	33	77	31	69	2	4	15	66	40	68	79	41	42	112	57	43	33	68	144	107	157	54	66	63	37	49	70	35	30	51	3	6					
		7.37%	6.37%	6.72%	7.11%	8.04%	5.08%	7.24%	4.53%	6.88%	6.33%	6.09%	6.49%	6.45%	9.95%	7.60%	8.83%	4.92%	6.55%	6.68%	4.42%	8.20%	9.67%	9.39%	7.42%	6.41%	3.97%	8.13%	7.26%	6.16%	5.36%	6.02%	7.14%	6.53%	6.72%	6.79%	5.55%	3.27%	4.57%	7.11%	6.50%	8.53%	6.97%	7.59%	6.48%	9.68%	8.32%	7.90%	11.82%	8.53%	9.48%	10.35%	11.04%	7.64%	10.24%	7.77%	8.89%	7.34%	6.60%	8.51%	5.45%	6.00%	4.68%	3.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1538	20	14	40	18	21	29	29	24	31	48	38	38	25	33	21	16	18	21	43	49	30	19	33	39	23	15	31	38	14	24	10	41	19	28	0	3	4	36	22	30	48	14	27	22	25	23	6	17	38	19	37	19	23	35	10	31	40	10	19	29	0	11					
		3.51%	2.40%	2.24%	4.59%	3.01%	4.84%	4.77%	4.24%	3.51%	3.77%	4.79%	4.25%	3.60%	3.94%	3.02%	2.90%	2.62%	3.27%	3.34%	5.28%	5.91%	4.39%	3.57%	4.62%	4.81%	3.26%	3.93%	3.41%	4.11%	3.75%	3.61%	2.16%	3.48%	4.12%	2.75%	0.0%	2.45%	1.21%	3.87%	3.57%	3.76%	4.23%	2.59%	4.16%	1.90%	3.64%	4.22%	2.15%	2.13%	2.50%	1.83%	2.60%	2.69%	3.57%	4.32%	2.40%	4.64%	3.77%	2.43%	3.45%	3.41%	0.0%	6.21%					
37	"20. ""Политическая партия ""Единая Россия"""	14094	271	203	259	185	131	176	222	223	243	290	265	345	169	375	254	199	151	158	250	253	213	171	198	234	161	127	257	301	90	182	133	335	157	293	8	48	162	293	199	247	315	156	213	474	215	173	91	397	585	463	603	228	204	246	105	207	333	142	152	272	33	56					
		32.23%	32.61%	32.48%	29.73%	30.98%	30.25%	28.99%	32.50%	32.65%	29.59%	28.97%	29.67%	32.76%	26.69%	34.37%	35.08%	32.67%	27.50%	25.15%	30.71%	30.51%	31.23%	32.14%	27.73%	28.88%	22.83%	33.33%	28.27%	32.57%	24.12%	27.40%	28.78%	28.43%	34.05%	28.86%	22.22%	39.34%	49.39%	31.57%	32.35%	30.99%	27.80%	28.88%	32.87%	41.00%	31.38%	31.80%	32.61%	49.81%	38.53%	44.82%	42.43%	32.29%	31.67%	30.37%	25.24%	31.03%	31.41%	34.54%	27.63%	32.03%	51.56%	31.63%					
38	"21. ""Российская Конституционно-демократическая партия"""	68	0	2	2	1	1	0	2	1	0	1	0	1	2	0	1	0	0	1	0	0	2	2	2	2	1	0	1	2	1	1	1	1	1	2	0	1	0	3	1	1	1	1	0	0	2	3	0	2	4	3	3	0	0	2	0	2	2	0	1	1	1	0					
		0.15%	0.0%	0.32%	0.22%	0.16%	0.23%	0.0%	0.29%	0.14%	0.0%	0.09%	0.0%	0.09%	0.31%	0.0%	0.13%	0.0%	0.0%	0.15%	0.0%	0.0%	0.29%	0.37%	0.28%	0.24%	0.14%	0.0%	0.11%	0.21%	0.26%	0.15%	0.21%	0.08%	0.21%	0.19%	0.0%	0.81%	0.0%	0.32%	0.16%	0.12%	0.08%	0.18%	0.0%	0.0%	0.29%	0.55%	0.0%	0.25%	0.26%	0.29%	0.21%	0.0%	0.0%	0.24%	0.0%	0.29%	0.18%	0.0%	0.18%	0.11%	1.56%	0.0%					
39	"22. ""Развитие предпринимательства"""	640	3	4	7	18	8	14	11	10	9	13	14	17	6	15	10	8	9	9	17	13	13	12	10	12	15	4	20	22	5	22	4	25	5	14	0	4	3	12	4	17	12	10	8	16	18	6	2	6	9	9	15	11	9	11	6	7	10	7	16	13	0	1					
