Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Земетчинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495					
18	1.Политическая партия «Аграрная партия России»	195	15	8	11	9	20	6	10	9	2	0	14	0	5	19	2	4	5	0	16	11	1	1	4	1	4	4	2	3	5	0	4	0					
		1.13%	1.79%	0.90%	1.30%	1.08%	2.69%	0.67%	0.89%	0.93%	0.96%	0.00%	1.73%	0.00%	2.58%	4.16%	1.16%	3.15%	1.49%	0.00%	2.47%	0.96%	0.20%	0.34%	0.73%	0.44%	1.66%	1.79%	0.68%	0.47%	0.59%	0.00%	0.83%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	1	1	1	1	2	4	1	1	0	0	0	1	1	1	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	3	0					
		0.14%	0.12%	0.11%	0.12%	0.12%	0.27%	0.45%	0.09%	0.10%	0.00%	0.00%	0.00%	0.32%	0.52%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.36%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1829	157	142	143	114	111	123	169	48	24	2	78	0	48	23	9	12	24	5	31	109	25	3	52	32	42	45	22	65	75	21	50	25					
		10.64%	18.74%	15.92%	16.90%	13.72%	14.94%	13.70%	15.08%	4.94%	11.48%	2.00%	9.65%	0.00%	24.74%	5.03%	5.23%	9.45%	7.16%	6.25%	4.78%	9.54%	5.05%	1.01%	9.45%	14.10%	17.43%	20.09%	7.46%	10.09%	8.88%	4.23%	10.33%	3.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0					
		0.08%	0.00%	0.00%	0.00%	0.12%	0.00%	0.22%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.65%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	0	3	2	0	2	1	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0					
		0.09%	0.00%	0.34%	0.24%	0.00%	0.27%	0.11%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	1.03%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.41%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	548	41	51	47	33	41	28	60	26	7	2	17	2	10	15	5	2	18	2	7	44	11	8	6	4	11	11	4	15	6	4	10	0					
		3.19%	4.89%	5.72%	5.56%	3.97%	5.52%	3.12%	5.35%	2.68%	3.35%	2.00%	2.10%	0.65%	5.15%	3.28%	2.91%	1.57%	5.37%	2.50%	1.08%	3.85%	2.22%	2.70%	1.09%	1.76%	4.56%	4.91%	1.36%	2.33%	0.71%	0.81%	2.07%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	446	23	32	29	26	26	27	43	15	2	2	8	1	6	22	1	4	6	0	12	62	19	5	0	5	10	4	16	10	7	18	5	0					
		2.59%	2.74%	3.59%	3.43%	3.13%	3.50%	3.01%	3.84%	1.54%	0.96%	2.00%	0.99%	0.32%	3.09%	4.81%	0.58%	3.15%	1.79%	0.00%	1.85%	5.42%	3.84%	1.69%	0.00%	2.20%	4.15%	1.79%	5.42%	1.55%	0.83%	3.63%	1.03%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	75	7	4	7	1	5	6	10	1	1	0	1	0	1	7	0	0	0	0	2	6	1	0	9	0	4	0	2	0	0	0	0	0					
		0.44%	0.84%	0.45%	0.83%	0.12%	0.67%	0.67%	0.89%	0.10%	0.48%	0.00%	0.12%	0.00%	0.52%	1.53%	0.00%	0.00%	0.00%	0.00%	0.31%	0.52%	0.20%	0.00%	1.64%	0.00%	1.66%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13664	581	633	595	636	534	652	820	795	168	86	686	304	121	355	155	104	273	63	571	869	438	267	474	182	161	144	247	546	731	424	400	649					
		79.48%	69.33%	70.96%	70.33%	76.53%	71.87%	72.61%	73.15%	81.87%	80.38%	86.00%	84.90%	98.70%	62.37%	77.68%	90.12%	81.89%	81.49%	78.75%	88.12%	76.03%	88.48%	90.20%	86.18%	80.18%	66.80%	64.29%	83.73%	84.78%	86.51%	85.48%	82.64%	96.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	44	3	1	2	2	1	5	3	3	0	0	4	0	0	1	0	1	0	0	5	5	0	1	2	0	1	2	2	0	0	0	0	0					
		0.26%	0.36%	0.11%	0.24%	0.24%	0.13%	0.56%	0.27%	0.31%	0.00%	0.00%	0.50%	0.00%	0.00%	0.22%	0.00%	0.79%	0.00%	0.00%	0.77%	0.44%	0.00%	0.34%	0.36%	0.00%	0.41%	0.89%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
