Выборы Президента Российской Федерации																																																																											
																																																																											
Наименование Избирательной комиссии:    Куйтунская																																																																											
																																																																											
Итоги голосования 																																																																											
																																																																											
		Сумма	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №1582					
11	Число полученных открепительных  удостоверений	191	8	8	8	7	6	6	6	6	6	6	5	2	1	1	2	2	1	1	3	1	5	1	2	1	3	1	3	1	3	3	1	2	5	1	1	1	5	5	1	1	5	1	1	6	1	1	1	1	1	1	4	2	1	1	2	4	3	1	5	1	4	1	1	4	1	2	1	2					
12	Число выданных открепительных удостоверений	52	4	5	2	4	0	3	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	1	1	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	2	2	1	2	0	1	0	0	0	4	0	0	0	1	0	2	1	0	0	0	1	1	1	0	4	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	1	0	0	2	2	1	0	1	1	0	1	0	0	0	1	0	1	0	3	0	4	0	0	0	0	1	1	1					
14	Число неиспользованных открепительных удостоверений	139	4	3	6	3	6	3	3	6	6	2	4	2	1	1	2	2	1	1	3	1	5	1	2	1	3	1	3	1	3	3	1	2	5	1	1	1	1	1	1	0	4	0	1	4	1	1	0	1	1	1	1	2	1	1	2	4	3	0	5	1	2	1	1	0	1	2	1	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																											
18	. Глазьев Сергей Юрьевич	488	23	8	18	20	8	11	25	4	9	8	4	3	1	1	11	9	0	4	3	3	11	1	4	0	3	4	8	0	8	8	0	5	18	9	0	4	15	15	1	5	21	4	12	29	1	0	3	5	3	4	12	7	3	4	9	4	16	1	15	10	11	5	2	10	0	2	1	2					
		3.57%	5.79%	1.96%	4.95%	6.13%	5.23%	5.67%	8.45%	2.07%	2.92%	2.31%	1.97%	3.45%	0.99%	0.96%	10.68%	5.29%	0.00%	4.82%	1.25%	4.11%	2.38%	0.94%	4.08%	0.00%	1.22%	3.08%	4.19%	0.00%	5.80%	3.85%	0.00%	3.68%	3.10%	6.43%	0.00%	10.00%	2.70%	3.49%	2.70%	1.51%	5.40%	3.88%	6.25%	4.97%	1.61%	0.00%	3.23%	6.94%	4.17%	3.70%	4.43%	5.56%	2.63%	2.52%	4.79%	1.81%	3.40%	1.19%	3.00%	6.85%	3.06%	2.36%	1.96%	3.24%	0.00%	1.26%	1.01%	1.83%					
19	. Малышкин Олег Александрович	701	13	14	12	10	8	9	14	9	16	21	12	2	2	4	9	7	13	9	8	12	28	0	1	2	14	10	6	0	3	7	0	11	16	8	7	1	36	27	7	13	14	7	7	25	7	11	6	6	3	8	27	5	7	8	11	8	17	3	10	14	13	17	2	32	5	6	11	10					
		5.12%	3.27%	3.42%	3.30%	3.07%	5.23%	4.64%	4.73%	4.66%	5.19%	6.07%	5.91%	2.30%	1.98%	3.85%	8.74%	4.12%	16.67%	10.84%	3.33%	16.44%	6.06%	0.00%	1.02%	5.71%	5.71%	7.69%	3.14%	0.00%	2.17%	3.37%	0.00%	8.09%	2.75%	5.71%	10.14%	2.50%	6.49%	6.28%	18.92%	3.92%	3.60%	6.80%	3.65%	4.28%	11.29%	11.34%	6.45%	8.33%	4.17%	7.41%	9.96%	3.97%	6.14%	5.03%	5.85%	3.62%	3.62%	3.57%	2.00%	9.59%	3.62%	8.02%	1.96%	10.36%	8.62%	3.77%	11.11%	9.17%					
20	. Миронов Сергей Михайлович	125	3	4	4	0	1	3	2	0	2	5	0	1	2	0	6	1	0	0	3	1	7	0	4	0	9	2	2	0	2	1	1	0	5	2	1	1	4	2	0	0	1	1	2	4	1	1	1	1	1	2	0	1	2	0	3	0	7	1	6	0	2	1	1	1	2	0	1	1					
		0.91%	0.76%	0.98%	1.10%	0.00%	0.65%	1.55%	0.68%	0.00%	0.65%	1.45%	0.00%	1.15%	1.98%	0.00%	5.83%	0.59%	0.00%	0.00%	1.25%	1.37%	1.52%	0.00%	4.08%	0.00%	3.67%	1.54%	1.05%	0.00%	1.45%	0.48%	3.45%	0.00%	0.86%	1.43%	1.45%	2.50%	0.72%	0.47%	0.00%	0.00%	0.26%	0.97%	1.04%	0.68%	1.61%	1.03%	1.08%	1.39%	1.39%	1.85%	0.00%	0.79%	1.75%	0.00%	1.60%	0.00%	1.49%	1.19%	1.20%	0.00%	0.56%	0.47%	0.98%	0.32%	3.45%	0.00%	1.01%	0.92%					
21	. Путин Владимир Владимирович	8065	231	242	208	162	92	116	184	105	202	233	102	48	60	32	48	76	50	54	103	39	264	84	54	16	146	73	145	27	92	160	27	95	404	87	30	25	389	206	17	215	235	66	93	389	44	64	47	32	55	62	134	67	78	93	63	153	334	53	278	61	136	128	38	162	28	112	52	65					
		58.94%	58.19%	59.17%	57.14%	49.69%	60.13%	59.79%	62.16%	54.40%	65.58%	67.34%	50.25%	55.17%	59.41%	30.77%	46.60%	44.71%	64.10%	65.06%	42.92%	53.42%	57.14%	79.25%	55.10%	45.71%	59.59%	56.15%	75.92%	77.14%	66.67%	76.92%	93.10%	69.85%	69.54%	62.14%	43.48%	62.50%	70.09%	47.91%	45.95%	64.76%	60.41%	64.08%	48.44%	66.61%	70.97%	65.98%	50.54%	44.44%	76.39%	57.41%	49.45%	53.17%	68.42%	58.49%	33.51%	69.23%	71.06%	63.10%	55.60%	41.78%	37.88%	60.38%	37.25%	52.43%	48.28%	70.44%	52.53%	59.63%					
22	. Хакамада Ирина Муцуовна	312	9	7	9	16	5	5	4	6	5	12	5	3	1	3	4	3	2	4	14	2	3	2	5	1	10	3	1	0	1	2	0	3	12	2	0	1	19	10	0	4	16	4	9	14	0	0	0	0	1	0	5	4	2	4	6	7	5	2	11	1	4	2	2	9	1	2	1	2					
		2.28%	2.27%	1.71%	2.47%	4.91%	3.27%	2.58%	1.35%	3.11%	1.62%	3.47%	2.46%	3.45%	0.99%	2.88%	3.88%	1.76%	2.56%	4.82%	5.83%	2.74%	0.65%	1.89%	5.10%	2.86%	4.08%	2.31%	0.52%	0.00%	0.72%	0.96%	0.00%	2.21%	2.07%	1.43%	0.00%	2.50%	3.42%	2.33%	0.00%	1.20%	4.11%	3.88%	4.69%	2.40%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	1.85%	3.17%	1.75%	2.52%	3.19%	3.17%	1.06%	2.38%	2.20%	0.68%	1.11%	0.94%	1.96%	2.91%	1.72%	1.26%	1.01%	1.83%					
23	. Харитонов Николай Михайлович	3569	113	119	100	105	34	44	58	61	59	54	72	24	31	62	23	70	10	11	101	15	134	17	22	14	58	36	25	8	23	29	1	19	101	32	28	5	81	151	12	87	77	17	63	99	7	21	33	23	9	29	92	41	20	46	83	44	86	21	159	59	186	56	54	83	22	34	30	26					
		26.08%	28.46%	29.10%	27.47%	32.21%	22.22%	22.68%	19.59%	31.61%	19.16%	15.61%	35.47%	27.59%	30.69%	59.62%	22.33%	41.18%	12.82%	13.25%	42.08%	20.55%	29.00%	16.04%	22.45%	40.00%	23.67%	27.69%	13.09%	22.86%	16.67%	13.94%	3.45%	13.97%	17.38%	22.86%	40.58%	12.50%	14.59%	35.12%	32.43%	26.20%	19.79%	16.50%	32.81%	16.95%	11.29%	21.65%	35.48%	31.94%	12.50%	26.85%	33.95%	32.54%	17.54%	28.93%	44.15%	19.91%	18.30%	25.00%	31.80%	40.41%	51.81%	26.42%	52.94%	26.86%	37.93%	21.38%	30.30%	23.85%					
																																																																											
24	Против всех	265	4	11	11	13	4	2	7	8	11	6	4	4	1	2	2	2	3	1	3	1	10	0	3	2	5	1	4	0	9	0	0	0	13	0	2	2	6	15	0	3	18	2	5	7	2	0	3	3	0	3	1	0	1	0	10	0	3	3	8	1	6	1	3	5	0	1	2	2					
		1.94%	1.01%	2.69%	3.02%	3.99%	2.61%	1.03%	2.36%	4.15%	3.57%	1.73%	1.97%	4.60%	0.99%	1.92%	1.94%	1.18%	3.85%	1.20%	1.25%	1.37%	2.16%	0.00%	3.06%	5.71%	2.04%	0.77%	2.09%	0.00%	6.52%	0.00%	0.00%	0.00%	2.24%	0.00%	2.90%	5.00%	1.08%	3.49%	0.00%	0.90%	4.63%	1.94%	2.60%	1.20%	3.23%	0.00%	3.23%	4.17%	0.00%	2.78%	0.37%	0.00%	0.88%	0.00%	5.32%	0.00%	0.64%	3.57%	1.60%	0.68%	1.67%	0.47%	2.94%	1.62%	0.00%	0.63%	2.02%	1.83%					
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
