Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Иланская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285	УИК №1286	УИК №2197									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	515	20	30	20	30	20	20	50	20	20	15	10	5	20	10	10	15	5	5	5	15	10	15	10	10	5	10	15	5	10	5	5	15	10	10	10	10	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	70	6	3	5	2	2	4	13	4	0	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	1	9	2	1	0	5	1	0	1	0	4	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	1	3	4	3	1	1	10	0	1	0	2	0	4	0	1	3	0	0	0	3	1	1	1	1	1	2	0	2	1	5	3	1	1	2	0	7	0									
14	Число погашенных неиспользованных открепительных удостоверений	445	14	27	15	28	18	16	37	16	20	14	10	5	18	10	9	15	5	5	5	15	10	13	10	10	5	9	6	3	9	5	0	14	10	9	10	6	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	2	1	1	0	5	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	105	6	9	6	6	7	6	16	3	3	1	0	0	10	0	1	2	2	1	0	0	0	4	1	0	0	0	7	0	2	0	0	2	2	4	0	2	2									
		1.44%	1.63%	1.78%	1.63%	1.47%	2.17%	2.43%	1.56%	1.29%	1.68%	0.61%	0.00%	0.00%	3.07%	0.00%	0.89%	0.99%	4.55%	1.59%	0.00%	0.00%	0.00%	1.59%	1.59%	0.00%	0.00%	0.00%	2.56%	0.00%	3.08%	0.00%	0.00%	0.46%	2.04%	2.78%	0.00%	1.52%	0.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	224	16	23	8	12	11	9	34	2	6	4	1	1	22	1	1	6	1	2	1	3	1	12	2	0	2	2	2	1	1	2	0	8	2	4	1	5	15									
		3.08%	4.36%	4.55%	2.17%	2.94%	3.41%	3.64%	3.32%	0.86%	3.35%	2.42%	1.69%	3.33%	6.75%	0.83%	0.89%	2.97%	2.27%	3.17%	3.57%	1.50%	1.39%	4.78%	3.17%	0.00%	3.03%	1.85%	0.73%	3.03%	1.54%	5.71%	0.00%	1.84%	2.04%	2.78%	1.12%	3.79%	5.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	149	10	7	9	7	11	5	24	3	2	3	2	1	5	1	3	6	3	2	0	4	1	5	4	0	2	3	8	0	1	0	0	9	1	2	4	0	1									
		2.05%	2.72%	1.39%	2.44%	1.72%	3.41%	2.02%	2.34%	1.29%	1.12%	1.82%	3.39%	3.33%	1.53%	0.83%	2.68%	2.97%	6.82%	3.17%	0.00%	2.00%	1.39%	1.99%	6.35%	0.00%	3.03%	2.78%	2.93%	0.00%	1.54%	0.00%	0.00%	2.07%	1.02%	1.39%	4.49%	0.00%	0.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3388	125	194	172	156	123	101	386	80	64	93	29	19	144	90	59	119	19	31	18	99	32	155	28	50	29	68	134	22	39	26	42	253	67	88	59	71	104									
		46.56%	34.06%	38.42%	46.61%	38.24%	38.08%	40.89%	37.66%	34.48%	35.75%	56.36%	49.15%	63.33%	44.17%	74.38%	52.68%	58.91%	43.18%	49.21%	64.29%	49.50%	44.44%	61.75%	44.44%	76.92%	43.94%	62.96%	49.08%	66.67%	60.00%	74.29%	91.30%	58.16%	68.37%	61.11%	66.29%	53.79%	35.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	1	3	4	5	0	1	9	2	0	0	0	0	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	3									
		0.52%	0.27%	0.59%	1.08%	1.23%	0.00%	0.40%	0.88%	0.86%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	2.04%	0.00%	1.12%	0.00%	1.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	1	1	1									
		0.19%	0.00%	0.20%	0.00%	0.25%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	1.12%	0.76%	0.34%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1750	108	115	98	118	106	82	214	86	65	46	14	7	62	18	27	29	9	19	6	42	19	29	18	11	18	18	81	7	7	7	4	87	15	29	6	25	98									
		24.05%	29.43%	22.77%	26.56%	28.92%	32.82%	33.20%	20.88%	37.07%	36.31%	27.88%	23.73%	23.33%	19.02%	14.88%	24.11%	14.36%	20.45%	30.16%	21.43%	21.00%	26.39%	11.55%	28.57%	16.92%	27.27%	16.67%	29.67%	21.21%	10.77%	20.00%	8.70%	20.00%	15.31%	20.14%	6.74%	18.94%	33.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	3	0	0	1	1	0	4	1	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0									
		0.26%	0.82%	0.00%	0.00%	0.25%	0.31%	0.00%	0.39%	0.43%	1.12%	0.00%	0.00%	3.33%	0.00%	0.00%	0.89%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.76%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	2	7	1	2	2	1	10	2	1	0	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0									
		0.55%	0.54%	1.39%	0.27%	0.49%	0.62%	0.40%	0.98%	0.86%	0.56%	0.00%	0.00%	0.00%	1.84%	0.00%	1.79%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	2	1	0	1	0	0	3	1	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1									
		0.23%	0.54%	0.20%	0.00%	0.25%	0.00%	0.00%	0.29%	0.43%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.89%	0.50%	0.00%	0.00%	3.57%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	1.02%	0.69%	0.00%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	4	4	1	0	0	0	6	2	1	0	0	0	3	0	0	0	0	0	1	1	0	2	0	0	1	0	1	0	0	0	0	1	1	0	0	2	1									
		0.44%	1.09%	0.79%	0.27%	0.00%	0.00%	0.00%	0.59%	0.86%	0.56%	0.00%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	3.57%	0.50%	0.00%	0.80%	0.00%	0.00%	1.52%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.23%	1.02%	0.00%	0.00%	1.52%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1065	70	92	49	70	34	24	231	36	20	13	12	1	48	10	14	30	10	7	0	40	17	25	10	2	11	12	34	2	9	0	0	43	0	13	11	15	50									
		14.64%	19.07%	18.22%	13.28%	17.16%	10.53%	9.72%	22.54%	15.52%	11.17%	7.88%	20.34%	3.33%	14.72%	8.26%	12.50%	14.85%	22.73%	11.11%	0.00%	20.00%	23.61%	9.96%	15.87%	3.08%	16.67%	11.11%	12.45%	6.06%	13.85%	0.00%	0.00%	9.89%	0.00%	9.03%	12.36%	11.36%	16.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	89	8	14	5	6	5	2	17	5	5	0	0	0	1	0	0	0	0	1	0	3	0	2	0	0	0	0	1	0	0	0	0	1	7	0	1	0	5									
		1.22%	2.18%	2.77%	1.36%	1.47%	1.55%	0.81%	1.66%	2.16%	2.79%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	1.50%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.23%	7.14%	0.00%	1.12%	0.00%	1.69%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	202	9	21	14	12	9	5	51	7	7	0	0	0	14	1	2	2	0	0	0	7	0	2	0	0	0	3	5	1	1	0	0	15	0	1	3	4	6									
		2.78%	2.45%	4.16%	3.79%	2.94%	2.79%	2.02%	4.98%	3.02%	3.91%	0.00%	0.00%	0.00%	4.29%	0.83%	1.79%	0.99%	0.00%	0.00%	0.00%	3.50%	0.00%	0.80%	0.00%	0.00%	0.00%	2.78%	1.83%	3.03%	1.54%	0.00%	0.00%	3.45%	0.00%	0.69%	3.37%	3.03%	2.03%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
