Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Дальнереченская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	552	30	25	30	15	20	30	30	15	50	25	10	35	35	27	30	30	25	15	0	5	10	15	20	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	549	30	25	30	15	20	30	30	13	50	25	10	35	35	27	30	30	25	15	0	4	10	15	20	15	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	79	1	1	2	0	3	12	1	6	8	2	2	4	5	4	2	16	1	4	0	2	0	1	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	6	0	1	1	2	2	0	1	1	1	0	4	6	3	0	2	5	0	0	8	2	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	2	3	3	0	0	3	5	2	0	0	0	1	4	2	2	1	2	2	1	1	1	1	0	1	1									
		0.79%	0.46%	1.24%	1.60%	0.00%	0.00%	0.65%	1.36%	1.96%	0.00%	0.00%	0.00%	0.19%	2.52%	1.48%	1.49%	0.61%	0.87%	1.45%	1.04%	0.93%	1.49%	0.51%	0.00%	0.92%	5.56%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	189	23	22	8	0	5	23	0	9	6	5	5	2	12	5	4	11	11	3	6	2	1	9	5	11	1									
		3.92%	5.29%	9.13%	4.28%	0.00%	3.97%	5.01%	0.00%	8.82%	1.23%	5.88%	7.94%	0.38%	7.55%	3.70%	2.99%	6.75%	4.78%	2.17%	6.25%	1.85%	1.49%	4.55%	4.20%	10.09%	5.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	109	13	3	2	5	4	17	12	3	1	0	0	3	1	8	7	6	5	3	2	3	1	5	3	2	0									
		2.26%	2.99%	1.24%	1.07%	7.14%	3.17%	3.70%	3.27%	2.94%	0.21%	0.00%	0.00%	0.57%	0.63%	5.93%	5.22%	3.68%	2.17%	2.17%	2.08%	2.78%	1.49%	2.53%	2.52%	1.83%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2592	231	58	113	41	59	190	152	34	386	45	44	482	59	42	52	81	93	70	55	64	33	77	66	53	12									
		53.79%	53.10%	24.07%	60.43%	58.57%	46.83%	41.39%	41.42%	33.33%	79.42%	52.94%	69.84%	91.98%	37.11%	31.11%	38.81%	49.69%	40.43%	50.72%	57.29%	59.26%	49.25%	38.89%	55.46%	48.62%	66.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	2	2	0	1	0	2	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0									
		0.29%	0.46%	0.83%	0.00%	1.43%	0.00%	0.44%	0.27%	0.98%	0.00%	1.18%	0.00%	0.19%	0.63%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0									
		0.17%	0.00%	0.41%	0.00%	1.43%	0.79%	0.00%	0.00%	0.98%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	1.04%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	793	79	29	25	15	28	94	82	28	40	23	10	12	19	32	35	23	53	23	19	16	19	43	22	21	3									
		16.46%	18.16%	12.03%	13.37%	21.43%	22.22%	20.48%	22.34%	27.45%	8.23%	27.06%	15.87%	2.29%	11.95%	23.70%	26.12%	14.11%	23.04%	16.67%	19.79%	14.81%	28.36%	21.72%	18.49%	19.27%	16.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.54%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.92%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	4	2	1	0	0	2	2	1	2	1	1	0	1	2	0	0	0	2	0	0	0	1	0	3	0									
		0.52%	0.92%	0.83%	0.53%	0.00%	0.00%	0.44%	0.54%	0.98%	0.41%	1.18%	1.59%	0.00%	0.63%	1.48%	0.00%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.51%	0.00%	2.75%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.23%	0.41%	0.00%	0.00%	0.00%	0.22%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	2	1	0	0	0	2	2	0	1	2	0	0	0	0	0	1	1	1	0	3	1	0	1	0	0									
		0.37%	0.46%	0.41%	0.00%	0.00%	0.00%	0.44%	0.54%	0.00%	0.21%	2.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.43%	0.72%	0.00%	2.78%	1.49%	0.00%	0.84%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	786	48	100	22	6	21	101	88	18	44	5	0	11	56	32	32	36	56	24	6	10	5	38	16	10	1									
		16.31%	11.03%	41.49%	11.76%	8.57%	16.67%	22.00%	23.98%	17.65%	9.05%	5.88%	0.00%	2.10%	35.22%	23.70%	23.88%	22.09%	24.35%	17.39%	6.25%	9.26%	7.46%	19.19%	13.45%	9.17%	5.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	0	0	0	0	2	3	0	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	2	0									
		0.29%	0.23%	0.00%	0.00%	0.00%	0.00%	0.44%	0.82%	0.00%	0.00%	0.00%	1.59%	0.38%	0.00%	0.74%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	1.83%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	82	14	3	1	0	2	10	1	3	5	1	1	8	3	3	1	2	1	3	2	2	3	6	5	2	0									
		1.70%	3.22%	1.24%	0.53%	0.00%	1.59%	2.18%	0.27%	2.94%	1.03%	1.18%	1.59%	1.53%	1.89%	2.22%	0.75%	1.23%	0.43%	2.17%	2.08%	1.85%	4.48%	3.03%	4.20%	1.83%	0.00%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
