Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Мичуринская городская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	880	19	19	19	19	19	16	16	16	18	18	19	13	19	13	13	13	16	16	16	21	19	19	19	25	25	25	21	19	21	19	13	19	13	19	13	25	16	25	13	19	13	19	19	16	25	19	19	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	382	5	7	8	6	8	7	1	2	9	3	12	8	14	7	1	5	11	6	11	7	4	8	9	17	18	12	9	9	8	13	5	11	2	6	3	13	9	16	9	4	7	4	4	4	12	6	9	13									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	416	0	1	5	16	5	1	32	23	64	1	10	10	13	1	1	9	1	4	4	6	7	5	4	12	11	21	1	2	10	4	7	2	2	11	8	6	17	13	6	0	6	9	7	8	4	14	6	6									
14	Число погашенных неиспользованных открепительных удостоверений	498	14	12	11	13	11	9	15	14	9	15	7	5	5	6	12	8	5	10	5	14	15	11	10	8	7	13	12	10	13	6	8	8	11	13	10	12	7	9	4	15	6	15	15	12	13	13	10	12									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	195	6	1	1	6	6	3	4	3	5	2	5	4	13	5	3	2	1	3	4	4	5	1	12	6	7	1	4	3	3	3	2	2	1	5	2	7	8	2	3	4	2	9	2	1	3	3	5	8									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	382	5	1	5	8	9	2	14	10	9	12	5	1	11	3	8	4	8	13	15	2	15	9	10	14	17	10	6	17	12	6	2	6	4	10	2	6	2	24	4	8	4	7	8	11	4	10	3	6									
		1.31%	0.82%	0.18%	0.81%	1.10%	1.58%	0.61%	2.69%	2.47%	1.37%	2.54%	0.82%	0.23%	1.58%	0.81%	1.95%	0.87%	1.72%	2.34%	3.21%	0.32%	2.47%	1.41%	1.66%	1.36%	1.68%	0.91%	0.93%	2.55%	1.14%	1.26%	0.68%	0.78%	0.77%	2.00%	0.71%	0.76%	0.36%	1.83%	1.14%	1.98%	0.84%	1.39%	1.40%	1.71%	0.45%	1.85%	0.54%	0.65%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	422	12	14	11	10	21	2	5	6	6	16	23	2	1	4	9	5	7	15	12	10	6	8	2	11	11	11	7	5	14	20	10	4	3	8	5	9	2	14	8	4	7	16	8	4	13	15	1	5									
		1.44%	1.98%	2.58%	1.79%	1.38%	3.68%	0.61%	0.96%	1.48%	0.91%	3.39%	3.78%	0.46%	0.14%	1.08%	2.20%	1.09%	1.50%	2.70%	2.56%	1.61%	0.99%	1.26%	0.33%	1.07%	1.08%	0.99%	1.08%	0.75%	1.33%	4.18%	3.40%	0.52%	0.58%	1.60%	1.77%	1.15%	0.36%	1.07%	2.29%	0.99%	1.46%	3.17%	1.40%	0.62%	1.47%	2.77%	0.18%	0.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	251	2	5	5	0	13	0	3	2	2	7	4	2	10	0	1	10	6	7	6	5	9	6	3	10	7	8	8	2	10	6	5	7	7	1	0	8	1	16	4	1	6	6	7	4	4	8	1	6									
		0.86%	0.33%	0.92%	0.81%	0.00%	2.28%	0.00%	0.58%	0.49%	0.30%	1.48%	0.66%	0.46%	1.43%	0.00%	0.24%	2.18%	1.29%	1.26%	1.28%	0.81%	1.48%	0.94%	0.50%	0.97%	0.69%	0.73%	1.24%	0.30%	0.95%	1.26%	1.70%	0.91%	1.35%	0.20%	0.00%	1.02%	0.18%	1.22%	1.14%	0.25%	1.26%	1.19%	1.22%	0.62%	0.45%	1.48%	0.18%	0.65%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20582	384	393	449	517	295	229	394	245	393	215	443	312	488	266	309	337	237	301	223	453	436	476	388	642	783	832	401	503	712	331	139	622	428	335	199	572	411	1049	246	332	294	339	470	505	716	308	479	751									
		70.41%	63.26%	72.38%	73.01%	71.41%	51.66%	69.82%	75.62%	60.49%	59.91%	45.55%	72.86%	72.39%	70.01%	71.51%	75.37%	73.42%	50.86%	54.23%	47.65%	73.06%	71.83%	74.73%	64.34%	62.39%	77.22%	75.43%	61.98%	75.53%	67.81%	69.25%	47.28%	80.67%	82.63%	67.00%	70.57%	72.87%	74.86%	79.95%	70.29%	82.18%	61.51%	67.26%	82.02%	78.54%	80.72%	56.83%	86.62%	81.28%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	167	1	1	1	5	6	2	3	10	1	6	1	1	5	1	2	1	5	0	7	6	4	2	4	6	5	4	8	0	3	4	1	4	1	1	0	3	1	2	3	0	3	3	7	5	6	12	7	3									
		0.57%	0.16%	0.18%	0.16%	0.69%	1.05%	0.61%	0.58%	2.47%	0.15%	1.27%	0.16%	0.23%	0.72%	0.27%	0.49%	0.22%	1.07%	0.00%	1.50%	0.97%	0.66%	0.31%	0.66%	0.58%	0.49%	0.36%	1.24%	0.00%	0.29%	0.84%	0.34%	0.52%	0.19%	0.20%	0.00%	0.38%	0.18%	0.15%	0.86%	0.00%	0.63%	0.60%	1.22%	0.78%	0.68%	2.21%	1.27%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	0	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	2	0	1	0	0	0	2	1	0	2	0	0	1	1	2	1	0	1	0	0									
		0.09%	0.00%	0.18%	0.16%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.10%	0.09%	0.15%	0.00%	0.19%	0.00%	0.34%	0.00%	0.00%	0.00%	0.71%	0.13%	0.00%	0.15%	0.00%	0.00%	0.21%	0.20%	0.35%	0.16%	0.00%	0.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1836	74	49	56	37	55	3	18	41	48	76	41	31	38	7	33	20	22	45	49	42	34	50	20	84	39	50	57	28	73	30	43	39	22	40	23	42	25	69	33	16	18	30	18	31	40	44	17	36									
		6.28%	12.19%	9.02%	9.11%	5.11%	9.63%	0.91%	3.45%	10.12%	7.32%	16.10%	6.74%	7.19%	5.45%	1.88%	8.05%	4.36%	4.72%	8.11%	10.47%	6.77%	5.60%	7.85%	3.32%	8.16%	3.85%	4.53%	8.81%	4.20%	6.95%	6.28%	14.63%	5.06%	4.25%	8.00%	8.16%	5.35%	4.55%	5.26%	9.43%	3.96%	3.77%	5.95%	3.14%	4.82%	4.51%	8.12%	3.07%	3.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	100	1	0	1	0	3	0	2	5	11	5	0	0	5	0	2	1	2	1	3	5	2	0	1	4	4	6	2	0	6	1	1	3	2	2	1	2	0	1	0	1	1	3	2	1	3	3	1	0									
		0.34%	0.16%	0.00%	0.16%	0.00%	0.53%	0.00%	0.38%	1.23%	1.68%	1.06%	0.00%	0.00%	0.72%	0.00%	0.49%	0.22%	0.43%	0.18%	0.64%	0.81%	0.33%	0.00%	0.17%	0.39%	0.39%	0.54%	0.31%	0.00%	0.57%	0.21%	0.34%	0.39%	0.39%	0.40%	0.35%	0.25%	0.00%	0.08%	0.00%	0.25%	0.21%	0.60%	0.35%	0.16%	0.34%	0.55%	0.18%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	116	4	1	2	5	5	0	4	7	5	4	0	0	4	0	1	1	1	3	7	4	2	2	2	0	3	5	1	0	9	3	1	4	1	1	1	5	0	3	3	2	1	3	1	0	2	3	0	0									
		0.40%	0.66%	0.18%	0.33%	0.69%	0.88%	0.00%	0.77%	1.73%	0.76%	0.85%	0.00%	0.00%	0.57%	0.00%	0.24%	0.22%	0.21%	0.54%	1.50%	0.65%	0.33%	0.31%	0.33%	0.00%	0.30%	0.45%	0.15%	0.00%	0.86%	0.63%	0.34%	0.52%	0.19%	0.20%	0.35%	0.64%	0.00%	0.23%	0.86%	0.50%	0.21%	0.60%	0.17%	0.00%	0.23%	0.55%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0									
		0.04%	0.00%	0.00%	0.16%	0.00%	0.18%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.34%	0.26%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.18%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	179	1	4	3	9	14	1	4	2	11	14	2	2	4	0	1	2	2	5	4	1	8	4	4	2	3	6	8	0	1	2	2	3	5	2	0	4	0	9	0	2	6	11	0	0	3	4	2	2									
		0.61%	0.16%	0.74%	0.49%	1.24%	2.45%	0.30%	0.77%	0.49%	1.68%	2.97%	0.33%	0.46%	0.57%	0.00%	0.24%	0.44%	0.43%	0.90%	0.85%	0.16%	1.32%	0.63%	0.66%	0.19%	0.30%	0.54%	1.24%	0.00%	0.10%	0.42%	0.68%	0.39%	0.97%	0.40%	0.00%	0.51%	0.00%	0.69%	0.00%	0.50%	1.26%	2.18%	0.00%	0.00%	0.34%	0.74%	0.36%	0.22%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3148	87	56	56	74	102	69	23	48	123	60	48	51	65	76	36	48	112	114	93	60	37	56	113	181	73	96	67	48	114	40	49	43	28	70	36	81	80	58	30	24	87	55	30	44	52	64	26	65									
		10.77%	14.33%	10.31%	9.11%	10.22%	17.86%	21.04%	4.41%	11.85%	18.75%	12.71%	7.89%	11.83%	9.33%	20.43%	8.78%	10.46%	24.03%	20.54%	19.87%	9.68%	6.10%	8.79%	18.74%	17.59%	7.20%	8.70%	10.36%	7.21%	10.86%	8.37%	16.67%	5.58%	5.41%	14.00%	12.77%	10.32%	14.57%	4.42%	8.57%	5.94%	18.20%	10.91%	5.24%	6.84%	5.86%	11.81%	4.70%	7.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	1	0	1	0	7	0	0	1	3	4	1	0	1	2	0	1	1	2	2	0	2	1	2	0	4	3	7	0	2	0	1	2	1	1	0	2	0	7	0	0	1	1	0	1	0	0	0	0									
		0.22%	0.16%	0.00%	0.16%	0.00%	1.23%	0.00%	0.00%	0.25%	0.46%	0.85%	0.16%	0.00%	0.14%	0.54%	0.00%	0.22%	0.21%	0.36%	0.43%	0.00%	0.33%	0.16%	0.33%	0.00%	0.39%	0.27%	1.08%	0.00%	0.19%	0.00%	0.34%	0.26%	0.19%	0.20%	0.00%	0.25%	0.00%	0.53%	0.00%	0.00%	0.21%	0.20%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1604	27	11	22	49	33	20	42	20	33	41	32	27	54	12	7	29	45	47	38	26	52	19	53	71	53	63	51	58	76	31	29	18	11	20	13	42	24	45	16	7	36	19	18	15	39	52	9	49									
		5.49%	4.45%	2.03%	3.58%	6.77%	5.78%	6.10%	8.06%	4.94%	5.03%	8.69%	5.26%	6.26%	7.75%	3.23%	1.71%	6.32%	9.66%	8.47%	8.12%	4.19%	8.57%	2.98%	8.79%	6.90%	5.23%	5.71%	7.88%	8.71%	7.24%	6.49%	9.86%	2.33%	2.12%	4.00%	4.61%	5.35%	4.37%	3.43%	4.57%	1.73%	7.53%	3.77%	3.14%	2.33%	4.40%	9.59%	1.63%	5.30%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
