Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Лысьвенская городская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049					
		2.04%	1.86%	2.35%	3.15%	1.65%	1.23%	2.07%	3.01%	2.02%	2.48%	2.97%	1.48%	2.07%	2.56%	2.13%	1.45%	1.83%	2.90%	2.42%	2.43%	2.45%	2.04%	1.86%	3.53%	3.19%	1.11%	2.56%	2.00%	1.80%	1.76%	1.30%	1.43%	0.84%	1.32%	1.69%	2.11%	0.39%	0.72%	1.61%	1.01%	2.83%	0.23%	1.28%	0.88%	2.38%	1.64%	0.92%	1.45%	1.74%	0.94%					
25	"8. ""Народно-республиканская партия России"""	45	2	4	2	0	1	1	1	1	1	0	1	0	2	0	0	3	0	1	1	2	1	0	1	2	3	1	0	2	2	0	1	0	0	0	0	0	1	2	0	0	2	1	1	0	0	0	2	0	0					
		0.11%	0.24%	0.52%	0.24%	0.0%	0.17%	0.23%	0.09%	0.15%	0.13%	0.0%	0.08%	0.0%	0.13%	0.0%	0.0%	0.22%	0.0%	0.05%	0.08%	0.18%	0.07%	0.0%	0.12%	0.26%	0.23%	0.10%	0.0%	0.12%	0.12%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.64%	0.0%	0.0%	0.46%	0.42%	0.44%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	152	2	1	4	2	4	1	5	1	2	5	3	10	8	10	2	5	7	7	13	4	5	3	4	2	0	3	3	4	5	6	0	1	0	0	1	2	1	3	1	3	1	0	1	0	4	3	0	0	0					
		0.37%	0.24%	0.13%	0.48%	0.36%	0.70%	0.23%	0.45%	0.15%	0.26%	0.41%	0.26%	0.57%	0.52%	0.59%	0.20%	0.36%	0.46%	0.38%	1.05%	0.37%	0.39%	0.22%	0.50%	0.26%	0.0%	0.30%	0.25%	0.25%	0.31%	0.39%	0.0%	0.21%	0.0%	0.0%	0.30%	0.79%	0.24%	0.96%	0.50%	0.35%	0.23%	0.0%	0.44%	0.0%	2.19%	0.46%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1100	30	21	31	9	13	5	8	20	13	25	19	39	36	28	21	28	31	32	18	10	23	37	11	19	18	12	20	28	21	26	10	17	34	11	34	19	56	51	16	32	11	11	46	42	7	24	10	13	4					
		2.69%	3.73%	2.74%	3.76%	1.65%	2.30%	1.15%	0.72%	3.12%	1.69%	2.06%	1.66%	2.24%	2.37%	1.65%	2.17%	2.05%	2.04%	1.76%	1.46%	0.94%	1.81%	2.75%	1.38%	2.52%	1.42%	1.22%	1.66%	1.80%	1.32%	1.69%	3.59%	3.60%	6.41%	6.21%	10.27%	7.53%	13.62%	16.45%	8.08%	3.78%	2.55%	4.70%	20.35%	16.66%	3.84%	3.69%	2.91%	3.77%	0.94%					
28	"11. ""Истинные патриоты России"""	43	2	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	4	2	1	1	1	1	0	1	1	1	0	1	8	0	1	2	1	1	0	0	1	0	1	0	1	2	0	0	0	0	0	0	1					
		0.10%	0.24%	0.0%	0.0%	0.0%	0.0%	0.23%	0.09%	0.0%	0.13%	0.0%	0.08%	0.05%	0.0%	0.05%	0.10%	0.07%	0.26%	0.11%	0.08%	0.09%	0.07%	0.07%	0.0%	0.13%	0.07%	0.10%	0.0%	0.06%	0.50%	0.0%	0.35%	0.42%	0.18%	0.56%	0.0%	0.0%	0.24%	0.0%	0.50%	0.0%	0.23%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	668	17	13	6	1	12	7	22	10	15	24	27	30	27	44	12	14	27	20	21	24	26	32	15	9	13	12	17	19	20	17	2	13	6	3	6	1	15	10	8	14	4	4	3	2	2	6	0	4	12					
		1.63%	2.11%	1.69%	0.72%	0.18%	2.12%	1.61%	2.00%	1.56%	1.96%	1.98%	2.36%	1.72%	1.77%	2.60%	1.24%	1.02%	1.78%	1.10%	1.70%	2.26%	2.04%	2.38%	1.89%	1.19%	1.03%	1.22%	1.41%	1.22%	1.25%	1.10%	0.71%	2.76%	1.13%	1.69%	1.81%	0.39%	3.64%	3.22%	4.04%	1.65%	0.93%	1.70%	1.32%	0.79%	1.09%	0.92%	0.0%	1.16%	2.83%					
30	"13. ""Демократическая партия России"""	81	1	1	0	1	1	1	2	0	1	0	2	5	2	7	1	6	3	4	0	5	1	0	2	4	3	0	5	1	1	4	1	0	2	0	0	0	4	0	0	4	4	0	0	0	0	0	0	1	1					
		0.19%	0.12%	0.13%	0.0%	0.18%	0.17%	0.23%	0.18%	0.0%	0.13%	0.0%	0.17%	0.28%	0.13%	0.41%	0.10%	0.44%	0.19%	0.22%	0.0%	0.47%	0.07%	0.0%	0.25%	0.53%	0.23%	0.0%	0.41%	0.06%	0.06%	0.26%	0.35%	0.0%	0.37%	0.0%	0.0%	0.0%	0.97%	0.0%	0.0%	0.47%	0.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.23%					
31	"14. ""Великая Россия - Евразийский Союз"""	68	0	1	3	1	1	1	1	0	0	5	0	1	2	3	2	0	1	1	0	4	1	2	1	2	2	0	3	2	6	3	1	1	1	0	4	0	1	0	1	2	0	0	2	0	2	1	0	0	3					
		0.16%	0.0%	0.13%	0.36%	0.18%	0.17%	0.23%	0.09%	0.0%	0.0%	0.41%	0.0%	0.05%	0.13%	0.17%	0.20%	0.0%	0.06%	0.05%	0.0%	0.37%	0.07%	0.14%	0.12%	0.26%	0.15%	0.0%	0.25%	0.12%	0.37%	0.19%	0.35%	0.21%	0.18%	0.0%	1.20%	0.0%	0.24%	0.0%	0.50%	0.23%	0.0%	0.0%	0.88%	0.0%	1.09%	0.15%	0.0%	0.0%	0.70%					
32	"15. ""Партия СЛОН"""	64	1	1	0	0	2	0	1	1	0	1	0	5	1	1	4	2	0	1	8	2	2	2	1	1	0	4	3	3	3	3	2	1	0	0	0	0	1	1	0	0	0	0	0	2	2	2	0	0	0					
		0.15%	0.12%	0.13%	0.0%	0.0%	0.35%	0.0%	0.09%	0.15%	0.0%	0.08%	0.0%	0.28%	0.06%	0.05%	0.41%	0.14%	0.0%	0.05%	0.65%	0.18%	0.15%	0.14%	0.12%	0.13%	0.0%	0.40%	0.25%	0.19%	0.18%	0.19%	0.71%	0.21%	0.0%	0.0%	0.0%	0.0%	0.24%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.79%	1.09%	0.30%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2344	29	53	43	11	21	10	64	34	40	72	69	95	89	150	56	90	93	116	89	80	98	115	64	51	77	69	71	81	83	87	19	13	21	3	4	6	17	3	5	45	25	4	4	12	5	22	10	18	8					
		5.74%	3.61%	6.92%	5.21%	2.01%	3.71%	2.30%	5.83%	5.30%	5.22%	5.94%	6.03%	5.47%	5.86%	8.89%	5.80%	6.61%	6.14%	6.40%	7.23%	7.54%	7.72%	8.55%	8.07%	6.79%	6.11%	7.06%	5.92%	5.20%	5.22%	5.67%	6.83%	2.76%	3.96%	1.69%	1.20%	2.38%	4.13%	0.96%	2.52%	5.31%	5.81%	1.70%	1.76%	4.76%	2.74%	3.38%	2.91%	5.23%	1.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	104	1	3	3	3	1	3	0	5	3	2	0	3	1	3	0	5	3	4	0	2	0	5	1	1	2	2	2	2	4	4	1	0	1	0	1	3	4	2	1	2	2	0	1	2	6	4	0	3	3					
		0.25%	0.12%	0.39%	0.36%	0.55%	0.17%	0.69%	0.0%	0.78%	0.39%	0.16%	0.0%	0.17%	0.06%	0.17%	0.0%	0.36%	0.19%	0.22%	0.0%	0.18%	0.0%	0.37%	0.12%	0.13%	0.15%	0.20%	0.16%	0.12%	0.25%	0.26%	0.35%	0.0%	0.18%	0.0%	0.30%	1.19%	0.97%	0.64%	0.50%	0.23%	0.46%	0.0%	0.44%	0.79%	3.29%	0.61%	0.0%	0.87%	0.70%					
35	"18. ""ЛДПР"""	5244	139	110	104	101	88	69	167	91	112	166	175	233	186	200	132	165	189	242	157	119	126	121	93	106	173	104	140	231	207	239	41	58	77	34	30	37	15	7	11	119	49	28	24	26	16	54	41	45	47					
		12.84%	17.31%	14.37%	12.62%	18.53%	15.57%	15.89%	15.23%	14.19%	14.64%	13.70%	15.29%	13.42%	12.25%	11.85%	13.69%	12.13%	12.48%	13.35%	12.76%	11.22%	9.92%	9.00%	11.72%	14.11%	13.73%	10.65%	11.67%	14.85%	13.01%	15.58%	14.74%	12.31%	14.52%	19.20%	9.06%	14.68%	3.64%	2.25%	5.55%	14.06%	11.39%	11.96%	10.61%	10.31%	8.79%	8.32%	11.95%	13.08%	11.08%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	582	7	6	11	11	12	2	15	6	9	17	20	18	31	17	14	18	14	26	19	18	12	17	9	15	22	17	13	25	29	18	0	5	8	0	13	2	11	9	4	9	9	8	3	2	6	13	6	4	2					
		1.42%	0.87%	0.78%	1.33%	2.01%	2.12%	0.46%	1.36%	0.93%	1.17%	1.40%	1.74%	1.03%	2.04%	1.00%	1.45%	1.32%	0.92%	1.43%	1.54%	1.69%	0.94%	1.26%	1.13%	1.99%	1.74%	1.74%	1.08%	1.60%	1.82%	1.17%	0.0%	1.06%	1.50%	0.0%	3.92%	0.79%	2.67%	2.90%	2.02%	1.06%	2.09%	3.41%	1.32%	0.79%	3.29%	2.00%	1.74%	1.16%	0.47%					
37	"20. ""Политическая партия ""Единая Россия"""	16959	340	336	361	252	282	228	457	266	360	496	479	739	582	643	428	567	574	712	444	373	489	523	281	271	480	378	505	597	657	600	116	271	246	76	139	106	142	78	67	374	195	104	95	100	86	403	207	185	269					
		41.53%	42.34%	43.92%	43.81%	46.23%	49.91%	52.53%	41.69%	41.49%	47.05%	40.95%	41.87%	42.56%	38.33%	38.11%	44.39%	41.69%	37.91%	39.29%	36.09%	35.18%	38.53%	38.91%	35.43%	36.08%	38.09%	38.72%	42.11%	38.39%	41.32%	39.11%	41.72%	57.53%	46.41%	42.93%	41.99%	42.06%	34.54%	25.16%	33.83%	44.20%	45.34%	44.44%	42.03%	39.68%	47.25%	62.09%	60.34%	53.77%	63.44%					
38	"21. ""Российская Конституционно-демократическая партия"""	92	4	1	1	0	0	1	5	6	2	2	3	3	2	1	1	1	2	5	4	0	1	1	1	1	1	1	2	2	8	1	2	4	1	2	3	2	2	1	1	5	0	0	1	2	0	1	0	0	2					
		0.22%	0.49%	0.13%	0.12%	0.0%	0.0%	0.23%	0.45%	0.93%	0.26%	0.16%	0.26%	0.17%	0.13%	0.05%	0.10%	0.07%	0.13%	0.27%	0.32%	0.0%	0.07%	0.07%	0.12%	0.13%	0.07%	0.10%	0.16%	0.12%	0.50%	0.06%	0.71%	0.84%	0.18%	1.12%	0.90%	0.79%	0.48%	0.32%	0.50%	0.59%	0.0%	0.0%	0.44%	0.79%	0.0%	0.15%	0.0%	0.0%	0.47%					
39	"22. ""Развитие предпринимательства"""	119	1	2	1	2	0	1	3	2	2	3	2	3	3	5	3	5	1	7	4	2	11	3	0	2	6	4	0	11	4	8	4	3	3	1	0	1	0	0	1	0	1	0	1	0	0	2	0	1	0					
		0.29%	0.12%	0.26%	0.12%	0.36%	0.0%	0.23%	0.27%	0.31%	0.26%	0.24%	0.17%	0.17%	0.19%	0.29%	0.31%	0.36%	0.06%	0.38%	0.32%	0.18%	0.86%	0.22%	0.0%	0.26%	0.47%	0.40%	0.0%	0.70%	0.25%	0.52%	1.43%	0.63%	0.56%	0.56%	0.0%	0.39%	0.0%	0.0%	0.50%	0.0%	0.23%	0.0%	0.44%	0.0%	0.0%	0.30%	0.0%	0.29%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2670	44	55	54	25	27	18	48	48	37	53	62	127	98	94	76	90	117	107	107	76	84	84	55	35	95	57	81	93	97	124	8	12	23	10	19	18	70	87	39	54	48	12	11	15	4	32	14	13	13					
		6.53%	5.47%	7.18%	6.55%	4.58%	4.77%	4.14%	4.37%	7.48%	4.83%	4.37%	5.41%	7.31%	6.45%	5.57%	7.88%	6.61%	7.72%	5.90%	8.69%	7.16%	6.61%	6.25%	6.93%	4.66%	7.53%	5.84%	6.75%	5.98%	6.10%	8.08%	2.87%	2.54%	4.33%	5.64%	5.74%	7.14%	17.03%	28.06%	19.69%	6.38%	11.16%	5.12%	4.86%	5.95%	2.19%	4.93%	4.08%	3.77%	3.06%					
																																																								
41	Против всех	2894	63	49	44	37	30	18	72	41	48	91	71	132	133	151	57	95	149	165	114	86	77	106	59	56	97	105	85	121	136	124	9	21	35	13	19	16	18	3	2	29	18	10	6	18	6	18	17	16	8					
		7.08%	7.84%	6.40%	5.33%	6.78%	5.30%	4.14%	6.56%	6.39%	6.27%	7.51%	6.20%	7.60%	8.76%	8.95%	5.91%	6.98%	9.84%	9.10%	9.26%	8.11%	6.06%	7.88%	7.44%	7.45%	7.69%	10.75%	7.08%	7.78%	8.55%	8.08%	3.23%	4.45%	6.60%	7.34%	5.74%	6.34%	4.37%	0.96%	1.01%	3.42%	4.18%	4.27%	2.65%	7.14%	3.29%	2.77%	4.95%	4.65%	1.88%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
