Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Быковская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222									
		17.83%	22.33%	25.30%	24.94%	25.79%	17.88%	22.52%	10.81%	19.55%	24.07%	16.46%	23.67%	14.64%	21.05%	9.79%	12.10%	9.94%	21.62%	13.37%	18.07%	17.88%	16.56%	10.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	33	0	6	2	0	4	0	0	1	4	1	0	0	1	2	3	2	2	3	0	0	2	0									
		0.39%	0.00%	1.04%	0.45%	0.00%	1.21%	0.00%	0.00%	0.45%	0.74%	0.61%	0.00%	0.00%	0.35%	0.35%	0.96%	0.28%	0.77%	0.52%	0.00%	0.00%	0.61%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	4	7	3	7	2	0	0	0	1	0	1	0	0	2	2	3	3	3	0	1	0	1									
		0.47%	0.78%	1.21%	0.67%	1.47%	0.61%	0.00%	0.00%	0.00%	0.19%	0.00%	0.41%	0.00%	0.00%	0.35%	0.64%	0.42%	1.16%	0.52%	0.00%	0.56%	0.00%	0.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0									
		0.09%	0.39%	0.35%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.32%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	5	4	4	1	3	3	1	3	7	0	0	0	0	3	2	7	1	8	2	4	1	6									
		0.77%	0.97%	0.69%	0.90%	0.21%	0.91%	1.99%	0.90%	1.36%	1.30%	0.00%	0.00%	0.00%	0.00%	0.52%	0.64%	0.98%	0.39%	1.39%	0.42%	2.23%	0.31%	1.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1217	89	92	70	76	50	28	22	25	50	33	27	66	55	63	47	66	40	135	72	10	35	66									
		14.33%	17.28%	15.94%	15.73%	15.93%	15.15%	18.54%	19.82%	11.36%	9.26%	20.12%	11.02%	14.86%	19.30%	11.01%	14.97%	9.24%	15.44%	23.44%	15.13%	5.59%	10.74%	11.56%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	3	2	3	2	2	0	0	2	0	0	3	0	1	1	6	3	1	1	0	0	0									
		0.37%	0.19%	0.52%	0.45%	0.63%	0.61%	1.32%	0.00%	0.00%	0.37%	0.00%	0.00%	0.68%	0.00%	0.17%	0.32%	0.84%	1.16%	0.17%	0.21%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	307	32	48	18	18	17	9	5	16	16	3	3	21	13	14	7	12	9	14	16	3	5	8									
		3.62%	6.21%	8.32%	4.04%	3.77%	5.15%	5.96%	4.50%	7.27%	2.96%	1.83%	1.22%	4.73%	4.56%	2.45%	2.23%	1.68%	3.47%	2.43%	3.36%	1.68%	1.53%	1.40%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
