Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Семикаракорская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	4	4	6	4	5	7	2	12	2	5	5	6	3	0	1	1	4	6	6	1	3	2	4	6	1	3	3	2	0	4	1	4	3	1	2	3	2	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	338	20	12	15	12	7	3	8	10	15	11	13	6	5	5	0	7	8	9	8	8	9	7	10	3	10	9	8	10	9	10	9	0	4	10	10	9	10	10	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	0	0	6	0	5	1	1	2	1	1	0	0	0	0	3	0	1	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	248	9	4	6	9	15	18	6	23	20	6	11	4	0	1	2	8	10	15	6	4	5	5	5	15	6	4	5	1	1	0	3	5	2	3	0	6	1	0	4									
		1.47%	2.29%	0.82%	0.63%	1.94%	1.90%	1.67%	1.37%	2.46%	3.26%	1.26%	2.59%	0.74%	0.00%	1.16%	0.35%	1.74%	1.35%	1.75%	2.37%	1.42%	2.49%	0.79%	1.81%	3.17%	1.92%	1.50%	1.20%	0.50%	0.58%	0.00%	0.81%	1.18%	0.51%	0.85%	0.00%	1.09%	0.63%	0.00%	1.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	546	13	20	30	14	24	30	14	25	20	16	7	17	1	0	12	16	22	28	11	10	9	23	7	29	15	13	16	2	6	4	14	9	13	14	6	18	6	2	10									
		3.24%	3.31%	4.08%	3.13%	3.01%	3.04%	2.79%	3.20%	2.67%	3.26%	3.35%	1.65%	3.13%	1.54%	0.00%	2.10%	3.49%	2.98%	3.26%	4.35%	3.56%	4.48%	3.62%	2.54%	6.13%	4.79%	4.87%	3.86%	1.00%	3.47%	3.01%	3.77%	2.12%	3.32%	3.94%	3.14%	3.27%	3.80%	2.25%	3.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	314	3	14	11	10	28	20	11	27	18	14	6	9	1	1	8	10	13	12	1	4	2	7	3	10	5	3	8	1	2	3	4	10	5	4	1	12	2	0	11									
		1.86%	0.76%	2.86%	1.15%	2.15%	3.55%	1.86%	2.52%	2.88%	2.94%	2.94%	1.41%	1.65%	1.54%	1.16%	1.40%	2.18%	1.76%	1.40%	0.40%	1.42%	0.99%	1.10%	1.09%	2.11%	1.60%	1.12%	1.93%	0.50%	1.16%	2.26%	1.08%	2.35%	1.28%	1.13%	0.52%	2.18%	1.27%	0.00%	3.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9156	277	204	429	212	374	508	193	415	308	210	180	325	39	70	312	255	463	555	173	167	116	362	176	265	183	147	208	160	111	67	220	262	239	221	114	319	91	54	172									
		54.30%	70.48%	41.63%	44.78%	45.59%	47.40%	47.26%	44.16%	44.34%	50.24%	44.03%	42.35%	59.74%	60.00%	81.40%	54.55%	55.56%	62.65%	64.61%	68.38%	59.43%	57.71%	56.92%	63.77%	56.03%	58.47%	55.06%	50.12%	80.00%	64.16%	50.38%	59.30%	61.65%	60.97%	62.25%	59.69%	58.00%	57.59%	60.67%	52.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	111	2	4	6	4	8	7	4	11	4	4	6	1	0	1	2	1	3	5	2	2	0	6	1	4	0	2	1	1	0	0	1	0	3	5	2	4	1	1	2									
		0.66%	0.51%	0.82%	0.63%	0.86%	1.01%	0.65%	0.92%	1.18%	0.65%	0.84%	1.41%	0.18%	0.00%	1.16%	0.35%	0.22%	0.41%	0.58%	0.79%	0.71%	0.00%	0.94%	0.36%	0.85%	0.00%	0.75%	0.24%	0.50%	0.00%	0.00%	0.27%	0.00%	0.77%	1.41%	1.05%	0.73%	0.63%	1.12%	0.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	1	0	0	4	4	3	2	1	2	0	0	2	0	0	0	0	1	1	0	0	0	2	1	1	3	0	1	0	0	0	0	0	2	0	0	2	0	0	4									
		0.22%	0.25%	0.00%	0.00%	0.86%	0.51%	0.28%	0.46%	0.11%	0.33%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.14%	0.12%	0.00%	0.00%	0.00%	0.31%	0.36%	0.21%	0.96%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.36%	0.00%	0.00%	1.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2703	46	95	226	102	140	182	74	165	123	93	67	95	15	7	99	76	102	100	28	32	28	95	33	36	41	32	77	8	19	26	57	53	51	48	30	99	24	11	68									
		16.03%	11.70%	19.39%	23.59%	21.94%	17.74%	16.93%	16.93%	17.63%	20.07%	19.50%	15.76%	17.46%	23.08%	8.14%	17.31%	16.56%	13.80%	11.64%	11.07%	11.39%	13.93%	14.94%	11.96%	7.61%	13.10%	11.99%	18.55%	4.00%	10.98%	19.55%	15.36%	12.47%	13.01%	13.52%	15.71%	18.00%	15.19%	12.36%	20.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	73	0	4	7	1	5	7	4	8	3	4	4	1	0	0	2	2	0	0	0	3	1	3	1	2	0	1	1	1	0	0	1	1	2	2	0	1	0	0	1									
		0.43%	0.00%	0.82%	0.73%	0.22%	0.63%	0.65%	0.92%	0.85%	0.49%	0.84%	0.94%	0.18%	0.00%	0.00%	0.35%	0.44%	0.00%	0.00%	0.00%	1.07%	0.50%	0.47%	0.36%	0.42%	0.00%	0.37%	0.24%	0.50%	0.00%	0.00%	0.27%	0.24%	0.51%	0.56%	0.00%	0.18%	0.00%	0.00%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	91	2	1	6	5	4	16	1	2	1	4	6	4	0	0	5	5	1	2	2	2	0	3	0	2	2	0	0	1	1	0	5	1	2	1	0	1	0	0	3									
		0.54%	0.51%	0.20%	0.63%	1.08%	0.51%	1.49%	0.23%	0.21%	0.16%	0.84%	1.41%	0.74%	0.00%	0.00%	0.87%	1.09%	0.14%	0.23%	0.79%	0.71%	0.00%	0.47%	0.00%	0.42%	0.64%	0.00%	0.00%	0.50%	0.58%	0.00%	1.35%	0.24%	0.51%	0.28%	0.00%	0.18%	0.00%	0.00%	0.91%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	1	2	1	2	0	1	0	2	3	1	0	1	0	0	2	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0									
		0.15%	0.25%	0.41%	0.10%	0.43%	0.00%	0.09%	0.00%	0.21%	0.49%	0.21%	0.00%	0.18%	0.00%	0.00%	0.35%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.27%	0.00%	0.26%	0.28%	0.00%	0.18%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	1	4	4	4	5	8	4	3	10	9	4	3	0	0	1	1	3	4	0	1	0	6	2	0	3	3	1	2	2	0	3	3	2	1	0	4	0	1	0									
		0.60%	0.25%	0.82%	0.42%	0.86%	0.63%	0.74%	0.92%	0.32%	1.63%	1.89%	0.94%	0.55%	0.00%	0.00%	0.17%	0.22%	0.41%	0.47%	0.00%	0.36%	0.00%	0.94%	0.72%	0.00%	0.96%	1.12%	0.24%	1.00%	1.16%	0.00%	0.81%	0.71%	0.51%	0.28%	0.00%	0.73%	0.00%	1.12%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2233	22	95	143	58	119	206	84	163	76	63	82	49	2	5	76	61	70	88	18	43	17	88	34	57	26	50	74	18	21	17	53	39	42	36	22	55	23	9	29									
		13.24%	5.60%	19.39%	14.93%	12.47%	15.08%	19.16%	19.22%	17.41%	12.40%	13.21%	19.29%	9.01%	3.08%	5.81%	13.29%	13.29%	9.47%	10.24%	7.11%	15.30%	8.46%	13.84%	12.32%	12.05%	8.31%	18.73%	17.83%	9.00%	12.14%	12.78%	14.29%	9.18%	10.71%	10.14%	11.52%	10.00%	14.56%	10.11%	8.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	0	3	1	0	7	3	2	2	0	2	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0									
		0.20%	0.00%	0.61%	0.10%	0.00%	0.89%	0.28%	0.46%	0.21%	0.00%	0.42%	0.24%	0.18%	0.00%	0.00%	0.00%	0.22%	0.14%	0.00%	0.40%	0.00%	0.00%	0.16%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.52%	0.73%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	725	13	30	57	26	37	41	30	70	25	43	45	22	2	0	24	13	11	28	2	8	9	25	5	13	13	2	12	4	3	11	3	27	22	13	4	12	3	3	14									
		4.30%	3.31%	6.12%	5.95%	5.59%	4.69%	3.81%	6.86%	7.48%	4.08%	9.01%	10.59%	4.04%	3.08%	0.00%	4.20%	2.83%	1.49%	3.26%	0.79%	2.85%	4.48%	3.93%	1.81%	2.75%	4.15%	0.75%	2.89%	2.00%	1.73%	8.27%	0.81%	6.35%	5.61%	3.66%	2.09%	2.18%	1.90%	3.37%	4.27%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
