Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:     Иссинская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК  371	УИК  372	УИК  373	УИК  374	УИК  375	УИК  376	УИК  377	УИК  378	УИК  379	УИК  380	УИК  381	УИК  382	УИК  383	УИК  384	УИК  385	УИК  386	УИК  387	УИК  388	УИК  389	УИК  390	УИК  391	УИК  392	УИК  393	УИК  394	УИК  395					
28	"11. ""Истинные патриоты России"""	11	0	0	0	1	0	0	0	0	0	0	0	4	3	1	1	0	0	1	0	0	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.34%	0.10%	0.45%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	44	3	0	0	4	1	1	3	0	2	0	0	8	9	3	0	3	0	0	0	1	0	0	0	4	2					
		0.61%	0.53%	0.0%	0.0%	1.33%	0.71%	0.44%	4.05%	0.0%	1.70%	0.0%	0.0%	0.95%	1.02%	0.32%	0.0%	0.83%	0.0%	0.0%	0.0%	1.06%	0.0%	0.0%	0.0%	2.09%	1.08%					
30	"13. ""Демократическая партия России"""	16	1	1	0	1	0	0	0	1	0	0	0	4	3	3	0	0	0	0	0	0	0	1	0	1	0					
		0.22%	0.17%	1.42%	0.0%	0.33%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.47%	0.34%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.52%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	25	7	0	0	0	1	0	0	1	0	0	2	2	4	1	0	0	7	0	0	0	0	0	0	0	0					
		0.35%	1.25%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.31%	0.0%	0.0%	1.13%	0.23%	0.45%	0.10%	0.0%	0.0%	6.93%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	8	0	0	0	0	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	1					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.22%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%					
33	"16. ""Родина"" (народно-патриотический союз)"""	250	49	2	1	9	0	16	1	5	0	3	3	29	44	40	3	8	1	6	2	0	6	6	9	1	6					
		3.52%	8.76%	2.85%	0.78%	3.01%	0.0%	7.17%	1.35%	1.58%	0.0%	2.75%	1.70%	3.46%	5.02%	4.37%	1.36%	2.22%	0.99%	2.37%	2.04%	0.0%	1.97%	4.44%	2.78%	0.52%	3.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	2	0	0	2	0	0	1	0	0	0	0	2	1	3	0	0	0	5	0	1	0	0	0	0	0					
		0.23%	0.35%	0.0%	0.0%	0.66%	0.0%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.23%	0.11%	0.32%	0.0%	0.0%	0.0%	1.97%	0.0%	1.06%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	478	26	6	5	22	2	16	4	11	6	7	5	63	68	104	11	18	4	8	11	1	27	11	10	18	14					
		6.73%	4.65%	8.57%	3.93%	7.35%	1.43%	7.17%	5.40%	3.48%	5.12%	6.42%	2.84%	7.52%	7.77%	11.37%	5.02%	5.0%	3.96%	3.16%	11.22%	1.06%	8.88%	8.14%	3.09%	9.42%	7.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	158	10	1	2	4	2	7	1	4	1	2	1	18	44	36	2	7	0	4	4	0	7	0	0	1	0					
		2.22%	1.78%	1.42%	1.57%	1.33%	1.43%	3.13%	1.35%	1.26%	0.85%	1.83%	0.56%	2.15%	5.02%	3.93%	0.91%	1.94%	0.0%	1.58%	4.08%	0.0%	2.30%	0.0%	0.0%	0.52%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	4018	258	34	90	129	101	133	49	201	77	44	127	435	401	448	170	245	61	200	68	69	181	66	246	111	74					
		56.61%	46.15%	48.57%	70.86%	43.14%	72.66%	59.64%	66.21%	63.60%	65.81%	40.36%	72.15%	51.97%	45.82%	49.01%	77.62%	68.05%	60.39%	79.05%	69.38%	73.40%	59.53%	48.88%	76.16%	58.11%	40.21%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	1	0	0	1	0	0	0	0	0	1	1	1	1	5	1	2	1	0	0	0	0	0	0	1	1					
		0.23%	0.17%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.91%	0.56%	0.11%	0.11%	0.54%	0.45%	0.55%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.54%					
39	"22. ""Развитие предпринимательства"""	11	1	0	0	0	0	0	0	1	0	1	0	3	1	2	0	0	0	0	0	0	0	2	0	0	0					
		0.15%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.91%	0.0%	0.35%	0.11%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.48%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1088	110	4	15	89	23	17	8	24	15	24	12	128	187	154	13	26	19	19	9	17	38	23	26	29	59					
		15.33%	19.67%	5.71%	11.81%	29.76%	16.54%	7.62%	10.81%	7.59%	12.82%	22.01%	6.81%	15.29%	21.37%	16.84%	5.93%	7.22%	18.81%	7.50%	9.18%	18.08%	12.5%	17.03%	8.04%	15.18%	32.06%					
																																
41	Против всех	160	12	0	1	12	0	10	1	9	0	1	7	32	20	23	4	4	2	0	1	0	1	10	3	6	1					
		2.25%	2.14%	0.0%	0.78%	4.01%	0.0%	4.48%	1.35%	2.84%	0.0%	0.91%	3.97%	3.82%	2.28%	2.51%	1.82%	1.11%	1.98%	0.0%	1.02%	0.0%	0.32%	7.40%	0.92%	3.14%	0.54%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
