Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Климовская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	2	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0									
		0.14%	0.25%	0.29%	0.24%	0.00%	0.00%	0.38%	0.19%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	1.20%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2099	179	162	180	145	33	162	106	30	45	22	43	28	48	12	9	39	44	34	26	19	19	33	99	14	15	74	9	51	19	11	19	5	10	59	44	5	41	27	41	49	34	22	33									
		15.34%	22.72%	23.79%	21.74%	19.92%	20.50%	20.72%	20.54%	16.22%	16.01%	8.00%	14.33%	13.40%	13.30%	22.22%	12.00%	14.89%	20.85%	19.77%	8.67%	7.17%	11.66%	23.91%	14.91%	12.28%	7.50%	9.79%	8.33%	32.08%	11.59%	7.38%	7.17%	4.03%	26.32%	16.34%	26.35%	8.33%	18.06%	12.62%	8.65%	10.38%	7.56%	6.18%	7.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	6	4	2	6	1	1	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	2	3	2	1	0									
		0.29%	0.76%	0.59%	0.24%	0.82%	0.62%	0.13%	0.19%	0.54%	0.00%	0.36%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.61%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.64%	0.44%	0.28%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	2	2	7	3	0	3	2	0	0	0	1	0	0	0	1	1	2	1	1	0	0	0	1	0	0	3	0	0	1	1	1	0	0	2	0	0	1	0	2	1	1	2	0									
		0.31%	0.25%	0.29%	0.85%	0.41%	0.00%	0.38%	0.39%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	1.33%	0.38%	0.95%	0.58%	0.33%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.40%	0.00%	0.00%	0.61%	0.67%	0.38%	0.00%	0.00%	0.55%	0.00%	0.00%	0.44%	0.00%	0.42%	0.21%	0.22%	0.56%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0									
		0.08%	0.13%	0.15%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.13%	0.93%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.22%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	10	4	5	5	3	11	3	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	7	1	0	3	2	1	1	0	0	0	0	0	2	0	3	0	0	2	2	1	0									
		0.52%	1.27%	0.59%	0.60%	0.69%	1.86%	1.41%	0.58%	0.00%	0.00%	0.00%	0.33%	0.00%	0.55%	0.00%	0.00%	0.38%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.88%	0.00%	0.40%	1.85%	0.63%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	1.32%	0.00%	0.00%	0.42%	0.44%	0.28%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1651	138	83	133	79	28	133	76	20	37	20	18	13	33	5	2	26	10	28	38	6	6	12	55	7	39	83	11	9	17	18	31	6	2	53	27	6	28	14	55	73	93	18	62									
		12.07%	17.51%	12.19%	16.06%	10.85%	17.39%	17.01%	14.73%	10.81%	13.17%	7.27%	6.00%	6.22%	9.14%	9.26%	2.67%	9.92%	4.74%	16.28%	12.67%	2.26%	3.68%	8.70%	8.28%	6.14%	19.50%	10.98%	10.19%	5.66%	10.37%	12.08%	11.70%	4.84%	5.26%	14.68%	16.17%	10.00%	12.33%	6.54%	11.60%	15.47%	20.67%	5.06%	14.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	9	6	6	13	3	10	6	1	1	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1	1	0	1	0	0	7	3	0	0									
		0.58%	1.14%	0.88%	0.72%	1.79%	1.86%	1.28%	1.16%	0.54%	0.36%	0.00%	1.33%	0.00%	0.55%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.67%	0.38%	0.00%	0.00%	0.28%	0.60%	0.00%	0.44%	0.00%	0.00%	1.48%	0.67%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	340	35	38	37	21	7	28	11	7	4	4	1	1	2	0	1	6	7	1	2	1	2	4	7	1	1	7	1	2	2	4	4	2	1	2	1	0	6	0	37	27	4	3	8									
		2.49%	4.44%	5.58%	4.47%	2.88%	4.35%	3.58%	2.13%	3.78%	1.42%	1.45%	0.33%	0.48%	0.55%	0.00%	1.33%	2.29%	3.32%	0.58%	0.67%	0.38%	1.23%	2.90%	1.05%	0.88%	0.50%	0.93%	0.93%	1.26%	1.22%	2.68%	1.51%	1.61%	2.63%	0.55%	0.60%	0.00%	2.64%	0.00%	7.81%	5.72%	0.89%	0.84%	1.89%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
