Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Рязанская - 156																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №426	УИК №429	УИК №430	УИК №434	УИК №435	УИК №436	УИК №437	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №464	УИК №465	УИК №466									
		3.97%	6.17%	3.87%	5.95%	2.49%	1.64%	4.35%	6.59%	2.76%	2.61%	6.49%	3.16%	0.00%	5.00%	3.70%	1.04%	2.19%	2.49%	3.27%	8.11%	2.70%	5.33%	2.37%	4.57%	4.04%	0.00%	7.25%	5.21%	4.45%	1.43%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
