Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																							
Дата голосования: 02.12.2007																																																																							
																																																																							
Наименование Избирательной комиссии:    район Марьино																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	4065	60	60	50	50	60	60	70	60	75	60	60	65	50	50	60	65	80	70	50	50	60	50	60	50	70	50	50	60	90	50	80	50	70	60	100	80	70	70	50	50	50	50	50	75	50	75	70	70	55	85	55	60	75	65	80	75	80	56	64	80	50	50	100	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3464	49	51	44	44	56	55	55	52	67	45	52	56	44	38	53	50	69	57	43	48	50	47	52	46	61	46	41	53	76	43	68	40	63	50	79	64	65	64	31	31	40	48	34	68	38	67	63	62	51	78	43	51	62	57	67	66	79	56	64	71	47	43	61	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2090	10	42	36	8	25	44	39	34	19	19	20	17	20	22	9	29	43	16	22	29	34	43	14	30	32	44	24	21	31	28	15	30	11	25	35	41	24	41	30	45	34	84	32	61	26	21	19	23	41	47	27	29	34	40	48	33	53	39	58	42	50	17	28	103					
14	Число погашенных неиспользованных открепительных удостоверений	601	11	9	6	6	4	5	15	8	8	15	8	9	6	12	7	15	11	13	7	2	10	3	8	4	9	4	9	7	14	7	12	10	7	10	21	16	5	6	19	19	10	2	16	7	12	8	7	8	4	7	12	9	13	8	13	9	1	0	0	9	3	7	39	20					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	301	2	5	0	1	7	8	5	4	3	4	3	6	5	3	0	2	6	2	6	2	5	7	7	7	5	3	2	12	1	7	11	3	6	7	12	12	12	7	8	6	6	3	7	3	5	3	2	2	4	3	5	2	6	3	3	5	1	4	6	2	3	1	4	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
18	1.Политическая партия «Аграрная партия России»	2124	25	29	25	33	27	23	39	26	37	42	32	41	28	40	36	24	42	41	27	39	41	32	22	37	37	28	45	27	27	29	39	32	28	39	38	38	53	29	33	30	26	28	24	43	32	50	31	25	44	44	28	48	35	27	35	41	33	31	22	41	15	27	26	28					
		2.15%	1.82%	2.12%	1.56%	2.69%	1.91%	1.50%	2.07%	1.43%	2.16%	3.40%	2.47%	3.22%	2.18%	3.26%	3.19%	1.90%	2.56%	2.70%	1.92%	3.55%	2.50%	2.46%	1.23%	2.59%	2.33%	2.12%	3.22%	2.38%	2.04%	2.59%	2.63%	2.77%	1.43%	2.44%	2.18%	1.96%	2.63%	1.41%	2.36%	1.69%	1.46%	1.34%	1.65%	2.40%	2.18%	3.42%	2.44%	2.30%	2.49%	2.32%	1.57%	2.81%	1.83%	1.38%	2.08%	2.32%	1.75%	1.56%	1.20%	2.70%	1.59%	2.06%	1.66%	2.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2184	17	24	30	17	31	41	39	18	23	17	28	28	21	12	20	25	39	36	31	25	27	37	44	48	24	21	33	39	23	35	43	12	43	32	47	46	42	38	26	55	58	68	33	34	19	28	29	24	38	58	55	49	92	47	20	36	53	48	34	34	16	20	28	26					
		2.21%	1.24%	1.76%	1.87%	1.38%	2.20%	2.67%	2.07%	0.99%	1.34%	1.38%	2.16%	2.20%	1.64%	0.98%	1.77%	1.98%	2.38%	2.37%	2.20%	2.27%	1.65%	2.84%	2.47%	3.36%	1.51%	1.59%	2.36%	3.44%	1.74%	3.12%	2.90%	1.04%	2.19%	1.99%	2.69%	2.37%	2.09%	1.85%	1.86%	3.11%	3.26%	3.24%	2.27%	1.90%	1.29%	1.92%	2.29%	2.21%	2.15%	3.06%	3.09%	2.87%	4.81%	2.40%	1.19%	2.04%	2.81%	2.41%	1.85%	2.24%	1.69%	1.53%	1.79%	1.94%					
20	3.Политическая партия «Демократическая партия России»	176	1	3	1	0	2	5	1	0	0	0	4	4	1	5	2	0	3	4	7	2	6	6	5	7	3	2	2	1	2	6	5	4	1	1	5	4	0	1	2	1	6	5	5	4	1	5	3	3	3	1	1	4	1	0	4	3	5	4	3	1	0	2	2	1					
		0.18%	0.07%	0.22%	0.06%	0.00%	0.14%	0.33%	0.05%	0.00%	0.00%	0.00%	0.31%	0.31%	0.08%	0.41%	0.18%	0.00%	0.18%	0.26%	0.50%	0.18%	0.37%	0.46%	0.28%	0.49%	0.19%	0.15%	0.14%	0.09%	0.15%	0.54%	0.34%	0.35%	0.05%	0.06%	0.29%	0.21%	0.00%	0.05%	0.14%	0.06%	0.34%	0.24%	0.34%	0.22%	0.07%	0.34%	0.24%	0.28%	0.17%	0.05%	0.06%	0.23%	0.05%	0.00%	0.24%	0.17%	0.27%	0.20%	0.16%	0.07%	0.00%	0.15%	0.13%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	10415	169	158	159	173	204	204	195	209	231	141	185	241	138	130	151	174	298	168	220	132	164	162	185	178	235	171	167	123	159	128	152	124	160	150	168	160	141	155	126	158	149	204	122	171	121	113	132	107	154	164	161	217	148	172	266	196	126	168	150	122	77	96	124	109					
		10.55%	12.34%	11.56%	9.91%	14.09%	14.46%	13.29%	10.33%	11.53%	13.49%	11.42%	14.30%	18.95%	10.76%	10.59%	13.39%	13.78%	18.18%	11.05%	15.61%	12.01%	9.99%	12.44%	10.38%	12.47%	14.80%	12.93%	11.95%	10.84%	12.01%	11.42%	10.24%	10.74%	8.15%	9.37%	9.63%	8.26%	7.00%	7.53%	8.99%	8.93%	8.38%	9.73%	8.39%	9.56%	8.24%	7.73%	10.41%	9.84%	8.70%	8.66%	9.06%	12.70%	7.74%	8.79%	15.83%	11.08%	6.68%	8.43%	8.15%	8.03%	8.16%	7.33%	7.93%	8.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1741	6	14	29	15	19	18	25	18	18	23	21	29	9	14	29	11	31	24	21	12	18	25	21	18	24	24	13	35	30	19	23	12	20	18	39	36	37	26	36	86	72	53	36	27	20	25	14	13	42	42	38	34	21	41	28	48	56	37	44	24	10	19	23	28					
		1.76%	0.44%	1.02%	1.81%	1.22%	1.35%	1.17%	1.32%	0.99%	1.05%	1.86%	1.62%	2.28%	0.70%	1.14%	2.57%	0.87%	1.89%	1.58%	1.49%	1.09%	1.10%	1.92%	1.18%	1.26%	1.51%	1.81%	0.93%	3.08%	2.27%	1.69%	1.55%	1.04%	1.02%	1.12%	2.24%	1.86%	1.84%	1.26%	2.57%	4.86%	4.05%	2.53%	2.48%	1.51%	1.36%	1.71%	1.10%	1.20%	2.37%	2.22%	2.14%	1.99%	1.10%	2.10%	1.67%	2.71%	2.97%	1.86%	2.39%	1.58%	1.06%	1.45%	1.47%	2.09%					
23	6.Политическая партия «Партия социальной справедливости»	360	7	1	6	6	8	3	5	4	8	7	6	2	1	0	6	6	7	5	2	4	3	6	4	6	10	7	4	6	2	5	9	10	4	10	7	10	12	10	7	6	5	6	5	4	2	6	5	2	7	7	8	7	5	12	7	3	10	8	4	3	4	4	3	1					
		0.36%	0.51%	0.07%	0.37%	0.49%	0.57%	0.20%	0.26%	0.22%	0.47%	0.57%	0.46%	0.16%	0.08%	0.00%	0.53%	0.48%	0.43%	0.33%	0.14%	0.36%	0.18%	0.46%	0.22%	0.42%	0.63%	0.53%	0.29%	0.53%	0.15%	0.45%	0.61%	0.87%	0.20%	0.62%	0.40%	0.52%	0.60%	0.49%	0.50%	0.34%	0.28%	0.29%	0.34%	0.22%	0.14%	0.41%	0.39%	0.18%	0.40%	0.37%	0.45%	0.41%	0.26%	0.61%	0.42%	0.17%	0.53%	0.40%	0.22%	0.20%	0.42%	0.31%	0.19%	0.07%					
24	7.Политическая партия «Либерально-демократическая партия России»	6973	127	84	108	93	128	122	111	104	127	121	114	69	116	111	101	76	109	129	116	74	105	110	134	124	138	93	127	123	131	95	108	107	83	101	157	150	151	142	87	102	89	97	80	118	114	115	119	100	110	114	99	110	118	121	97	115	97	101	111	103	71	98	95	73					
		7.06%	9.27%	6.14%	6.73%	7.57%	9.07%	7.95%	5.88%	5.74%	7.42%	9.80%	8.81%	5.42%	9.04%	9.04%	8.95%	6.02%	6.65%	8.48%	8.23%	6.73%	6.40%	8.45%	7.52%	8.69%	8.69%	7.03%	9.09%	10.84%	9.89%	8.47%	7.28%	9.26%	4.23%	6.31%	9.00%	7.74%	7.50%	6.90%	6.21%	5.76%	5.01%	4.63%	5.50%	6.60%	7.76%	7.87%	9.38%	9.20%	6.21%	6.02%	5.57%	6.44%	6.17%	6.19%	5.77%	6.50%	5.14%	5.07%	6.03%	6.78%	7.52%	7.48%	6.07%	5.44%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6169	102	60	99	77	110	113	137	110	108	84	94	92	105	66	85	80	99	111	99	64	112	77	106	119	111	102	114	87	105	86	105	81	108	76	140	103	136	90	83	101	75	112	77	121	99	102	101	79	91	101	100	116	113	82	104	102	82	100	107	67	49	63	116	73					
		6.25%	7.45%	4.39%	6.17%	6.27%	7.80%	7.36%	7.26%	6.07%	6.31%	6.80%	7.26%	7.23%	8.18%	5.37%	7.54%	6.33%	6.04%	7.30%	7.03%	5.82%	6.83%	5.91%	5.95%	8.34%	6.99%	7.71%	8.16%	7.67%	7.93%	7.67%	7.08%	7.01%	5.50%	4.75%	8.03%	5.32%	6.75%	4.37%	5.92%	5.71%	4.22%	5.34%	5.30%	6.77%	6.74%	6.98%	7.97%	7.27%	5.14%	5.34%	5.62%	6.79%	5.91%	4.19%	6.19%	5.77%	4.35%	5.02%	5.81%	4.41%	5.19%	4.81%	7.42%	5.44%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1146	13	18	17	17	18	9	17	13	33	16	11	10	13	10	18	12	23	14	19	12	21	23	21	24	23	19	22	21	20	20	27	23	11	17	24	25	24	27	19	12	15	21	9	16	28	21	14	12	16	19	24	17	31	24	23	19	16	23	15	16	2	8	13	8					
		1.16%	0.95%	1.32%	1.06%	1.38%	1.28%	0.59%	0.90%	0.72%	1.93%	1.30%	0.85%	0.79%	1.01%	0.81%	1.60%	0.95%	1.40%	0.92%	1.35%	1.09%	1.28%	1.77%	1.18%	1.68%	1.45%	1.44%	1.57%	1.85%	1.51%	1.78%	1.82%	1.99%	0.56%	1.06%	1.38%	1.29%	1.19%	1.31%	1.36%	0.68%	0.84%	1.00%	0.62%	0.89%	1.91%	1.44%	1.10%	1.10%	0.90%	1.00%	1.35%	0.99%	1.62%	1.23%	1.37%	1.07%	0.85%	1.15%	0.81%	1.05%	0.21%	0.61%	0.83%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	62551	861	903	1066	756	786	923	1229	1229	1040	739	736	674	807	787	621	832	909	917	801	686	1070	761	1152	799	930	742	816	601	769	642	885	683	1448	1087	1018	1285	1321	1455	889	1091	1156	1374	963	1170	986	944	765	666	1178	1250	1181	983	1274	1321	1010	1102	1306	1272	1259	1048	667	914	1075	941					
		63.35%	62.85%	66.06%	66.46%	61.56%	55.71%	60.13%	65.10%	67.83%	60.75%	59.84%	56.88%	52.99%	62.90%	64.09%	55.05%	65.87%	55.46%	60.29%	56.85%	62.42%	65.20%	58.45%	64.61%	55.99%	58.56%	56.08%	58.41%	52.95%	58.08%	57.27%	59.64%	59.13%	73.80%	67.90%	58.37%	66.34%	65.59%	70.70%	63.45%	61.64%	65.05%	65.55%	66.23%	65.44%	67.12%	64.57%	60.33%	61.27%	66.55%	66.03%	66.42%	57.52%	66.60%	67.54%	60.12%	62.30%	69.25%	63.82%	68.39%	68.95%	70.66%	69.77%	68.73%	70.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3830	31	60	50	27	52	58	64	44	68	35	43	66	30	31	47	23	58	50	47	34	57	48	64	47	41	103	48	60	46	41	58	53	27	57	72	62	76	71	81	117	110	107	85	62	37	42	35	34	70	71	67	111	53	90	68	93	86	180	80	44	27	47	39	45					
		3.88%	2.26%	4.39%	3.12%	2.20%	3.69%	3.78%	3.39%	2.43%	3.97%	2.83%	3.32%	5.19%	2.34%	2.52%	4.17%	1.82%	3.54%	3.29%	3.34%	3.09%	3.47%	3.69%	3.59%	3.29%	2.58%	7.79%	3.44%	5.29%	3.47%	3.66%	3.91%	4.59%	1.38%	3.56%	4.13%	3.20%	3.77%	3.45%	5.78%	6.61%	6.19%	5.10%	5.85%	3.47%	2.52%	2.87%	2.76%	3.13%	3.95%	3.75%	3.77%	6.50%	2.77%	4.60%	4.05%	5.26%	4.56%	9.03%	4.35%	2.89%	2.86%	3.59%	2.49%	3.36%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
