Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
Наименование Избирательной комиссии:    район Марьино																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	4072	60	60	60	60	60	60	80	60	60	60	60	50	60	60	60	60	80	80	60	60	65	60	60	40	60	60	50	60	90	60	80	80	60	60	50	70	40	60	60	40	50	70	60	40	71	60	71	70	70	70	60	90	60	75	65	70	70	60	60	60	75	50	70	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3328	44	47	41	36	60	45	58	50	50	44	41	42	31	45	46	48	66	57	49	50	60	43	48	39	51	44	50	47	84	48	63	64	60	54	49	61	33	47	57	31	43	57	44	29	66	46	62	52	46	49	53	73	52	66	61	70	64	55	53	48	69	29	58	54	46					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2131	13	22	17	5	13	22	27	19	9	24	17	15	48	78	21	38	73	25	36	29	20	30	20	50	34	46	24	26	28	37	22	38	20	32	27	37	14	26	41	47	57	45	80	18	37	44	67	19	17	35	38	16	55	27	32	47	63	37	41	33	31	29	16	40	37					
14	Число погашенных неиспользованных открепительных удостоверений	744	16	13	19	24	0	15	22	10	10	16	19	8	29	15	14	12	14	23	11	10	5	17	12	1	9	16	0	13	6	12	17	16	0	6	1	9	7	13	3	9	7	13	16	11	5	14	9	18	24	21	7	17	8	9	4	0	6	5	7	12	6	21	12	6	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	122	1	1	2	2	0	3	2	2	1	1	2	3	1	2	1	1	3	1	3	1	4	1	0	2	0	1	3	3	1	3	1	6	2	5	2	0	4	0	5	0	1	1	3	1	1	2	0	0	1	2	3	5	3	0	3	0	4	1	3	0	3	3	0	1	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10681	157	199	234	171	154	201	218	89	169	150	196	187	177	135	177	5	186	217	219	156	143	123	238	156	186	212	136	157	184	151	200	176	211	163	231	150	106	103	135	173	233	200	234	183	221	160	211	49	72	217	217	218	188	176	84	138	196	41	209	174	109	30	41	172	177					
		10.76%	14.59%	11.22%	15.14%	13.90%	10.09%	12.98%	15.31%	6.02%	10.73%	10.76%	12.28%	12.59%	15.72%	12.32%	16.75%	0.27%	11.61%	13.67%	15.52%	13.08%	9.69%	8.80%	12.98%	9.01%	9.87%	13.87%	10.00%	11.12%	11.50%	10.24%	12.01%	10.20%	16.54%	8.95%	14.32%	9.40%	9.77%	9.10%	10.50%	13.61%	18.01%	14.79%	11.05%	14.26%	14.73%	17.28%	17.24%	2.88%	4.63%	17.19%	16.05%	11.52%	12.18%	10.91%	3.13%	7.35%	9.24%	2.55%	12.22%	7.76%	5.90%	3.06%	3.06%	8.67%	11.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	11379	204	202	208	191	193	202	162	85	187	178	157	172	203	203	142	32	210	228	189	151	163	166	198	234	212	170	163	139	218	179	224	229	181	217	137	183	107	122	141	188	161	187	212	171	211	150	224	122	81	216	225	187	126	213	87	175	176	56	210	213	300	102	79	209	216					
		11.46%	18.96%	11.39%	13.45%	15.53%	12.65%	13.05%	11.38%	5.75%	11.87%	12.77%	9.84%	11.58%	18.03%	18.52%	13.43%	1.76%	13.11%	14.37%	13.39%	12.66%	11.05%	11.88%	10.80%	13.51%	11.25%	11.12%	11.99%	9.84%	13.63%	12.14%	13.45%	13.27%	14.18%	11.91%	8.49%	11.47%	9.86%	10.78%	10.96%	14.79%	12.44%	13.83%	10.01%	13.33%	14.07%	16.20%	18.30%	7.18%	5.21%	17.12%	16.64%	9.88%	8.17%	13.21%	3.24%	9.32%	8.29%	3.48%	12.28%	9.50%	16.24%	10.41%	5.90%	10.53%	13.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1683	26	19	2	28	28	20	24	16	21	18	10	27	17	19	27	2	28	24	25	22	23	25	113	33	35	22	40	21	26	24	29	35	29	19	39	30	16	13	30	22	31	36	24	35	37	9	22	21	12	25	33	27	7	44	24	27	48	8	20	74	33	8	7	22	22					
		1.69%	2.42%	1.07%	0.13%	2.28%	1.83%	1.29%	1.69%	1.08%	1.33%	1.29%	0.63%	1.82%	1.51%	1.73%	2.55%	0.11%	1.75%	1.51%	1.77%	1.84%	1.56%	1.79%	6.16%	1.91%	1.86%	1.44%	2.94%	1.49%	1.63%	1.63%	1.74%	2.03%	2.27%	1.04%	2.42%	1.88%	1.47%	1.15%	2.33%	1.73%	2.40%	2.66%	1.13%	2.73%	2.47%	0.97%	1.80%	1.24%	0.77%	1.98%	2.44%	1.43%	0.45%	2.73%	0.89%	1.44%	2.26%	0.50%	1.17%	3.30%	1.79%	0.82%	0.52%	1.11%	1.39%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16729	246	284	211	276	323	282	305	124	228	242	304	328	241	244	244	249	322	305	320	198	270	277	228	361	383	305	190	248	243	240	238	281	310	235	325	215	159	115	178	270	307	353	380	318	353	233	291	139	99	294	361	318	333	301	79	313	175	60	335	252	345	99	70	266	308					
		16.85%	22.86%	16.01%	13.65%	22.44%	21.17%	18.22%	21.42%	8.38%	14.48%	17.36%	19.05%	22.09%	21.40%	22.26%	23.08%	13.67%	20.10%	19.22%	22.68%	16.60%	18.31%	19.83%	12.43%	20.84%	20.32%	19.95%	13.97%	17.56%	15.19%	16.28%	14.29%	16.28%	24.29%	12.90%	20.15%	13.47%	14.65%	10.16%	13.84%	21.24%	23.72%	26.11%	17.95%	24.79%	23.53%	25.16%	23.77%	8.18%	6.37%	23.30%	26.70%	16.81%	21.58%	18.66%	2.94%	16.68%	8.25%	3.72%	19.59%	11.24%	18.68%	10.10%	5.23%	13.41%	19.49%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6423	96	144	124	65	75	76	164	21	77	87	82	130	86	91	120	10	129	75	117	59	71	66	52	125	91	153	41	63	112	82	132	98	93	39	160	75	53	85	64	134	242	275	106	149	165	97	127	52	43	179	190	70	19	129	50	144	106	27	173	77	92	25	28	125	116					
		6.47%	8.92%	8.12%	8.02%	5.28%	4.91%	4.91%	11.52%	1.42%	4.89%	6.24%	5.14%	8.75%	7.64%	8.30%	11.35%	0.55%	8.05%	4.73%	8.29%	4.95%	4.81%	4.72%	2.84%	7.22%	4.83%	10.01%	3.01%	4.46%	7.00%	5.56%	7.93%	5.68%	7.29%	2.14%	9.92%	4.70%	4.88%	7.51%	4.98%	10.54%	18.70%	20.34%	5.01%	11.61%	11.00%	10.48%	10.38%	3.06%	2.77%	14.18%	14.05%	3.70%	1.23%	7.99%	1.86%	7.67%	4.99%	1.68%	10.12%	3.44%	4.98%	2.55%	2.09%	6.30%	7.34%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	49372	316	905	593	470	712	727	479	1119	863	689	817	601	366	365	314	1495	691	678	507	532	767	707	929	766	944	639	748	759	793	769	811	876	425	996	681	864	599	643	697	348	285	259	1122	402	462	243	320	1280	1202	282	304	908	854	714	2317	1030	1378	1399	721	1328	942	689	1065	1152	714					
		49.72%	29.37%	51.01%	38.36%	38.21%	46.66%	46.96%	33.64%	75.66%	54.79%	49.43%	51.19%	40.47%	32.50%	33.30%	29.71%	82.05%	43.13%	42.72%	35.93%	44.59%	52.00%	50.61%	50.65%	44.23%	50.08%	41.79%	55.00%	53.75%	49.56%	52.17%	48.71%	50.75%	33.31%	54.67%	42.22%	54.14%	55.21%	56.80%	54.20%	27.38%	22.02%	19.16%	52.99%	31.33%	30.80%	26.24%	26.14%	75.29%	77.35%	22.35%	22.49%	47.99%	55.35%	44.27%	86.33%	54.87%	64.94%	86.84%	42.16%	59.26%	51.00%	70.31%	79.60%	58.06%	45.19%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	1252	8	6	22	5	10	13	13	14	16	10	9	12	12	13	14	13	15	10	9	53	10	5	67	27	12	13	18	11	10	15	11	11	11	141	20	54	31	34	28	9	20	16	13	10	13	14	10	17	10	9	11	17	3	16	20	17	41	8	9	123	7	7	9	7	10					
		1.26%	0.74%	0.34%	1.42%	0.41%	0.66%	0.84%	0.91%	0.95%	1.02%	0.72%	0.56%	0.81%	1.07%	1.19%	1.32%	0.71%	0.94%	0.63%	0.64%	4.44%	0.68%	0.36%	3.65%	1.56%	0.64%	0.85%	1.32%	0.78%	0.63%	1.02%	0.66%	0.64%	0.86%	7.74%	1.24%	3.38%	2.86%	3.00%	2.18%	0.71%	1.55%	1.18%	0.61%	0.78%	0.87%	1.51%	0.82%	1.00%	0.64%	0.71%	0.81%	0.90%	0.19%	0.99%	0.75%	0.91%	1.93%	0.50%	0.53%	5.49%	0.38%	0.71%	0.67%	0.35%	0.63%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
