Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Сегежская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	2	2	4	4	4	3	4	4	2	3	4	5	2	0	1	0	2	1	1	0	1	0	0	1	0	3	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	148	6	0	8	10	8	6	4	9	15	7	7	2	2	2	21	5	19	1	3	0	1	1	1	2	1	0	0	2	5	0									
		1.28%	2.56%	0.00%	1.10%	1.46%	0.75%	0.69%	0.44%	0.99%	1.89%	1.22%	1.58%	0.60%	1.35%	3.23%	3.13%	0.86%	3.13%	1.14%	1.33%	0.00%	0.78%	1.19%	1.12%	0.87%	1.37%	0.00%	0.00%	3.23%	1.39%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	306	9	11	24	17	22	39	27	26	22	11	10	6	1	1	20	13	15	2	3	1	2	4	2	6	0	6	5	1	0	0									
		2.65%	3.85%	3.44%	3.30%	2.49%	2.06%	4.49%	2.98%	2.88%	2.77%	1.92%	2.25%	1.79%	0.68%	1.61%	2.99%	2.23%	2.47%	2.27%	1.33%	3.57%	1.56%	4.76%	2.25%	2.62%	0.00%	4.32%	6.49%	1.61%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	247	1	7	22	17	35	19	19	23	12	14	16	6	1	0	13	7	16	1	6	1	0	2	1	4	0	1	2	0	0	1									
		2.14%	0.43%	2.19%	3.03%	2.49%	3.28%	2.19%	2.09%	2.55%	1.51%	2.44%	3.60%	1.79%	0.68%	0.00%	1.94%	1.20%	2.63%	1.14%	2.67%	3.57%	0.00%	2.38%	1.12%	1.75%	0.00%	0.72%	2.60%	0.00%	0.00%	2.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4594	93	138	290	263	424	337	348	321	302	229	168	111	56	17	267	242	233	47	106	13	74	36	43	104	27	70	41	34	146	14									
		39.77%	39.74%	43.13%	39.89%	38.51%	39.70%	38.78%	38.37%	35.59%	38.04%	39.97%	37.84%	33.13%	37.84%	27.42%	39.85%	41.44%	38.32%	53.41%	47.11%	46.43%	57.81%	42.86%	48.31%	45.41%	36.99%	50.36%	53.25%	54.84%	40.44%	35.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	2	2	5	5	3	7	14	5	5	4	1	0	1	0	5	3	6	0	0	0	0	1	0	1	0	0	0	0	0	1									
		0.61%	0.85%	0.63%	0.69%	0.73%	0.28%	0.81%	1.54%	0.55%	0.63%	0.70%	0.23%	0.00%	0.68%	0.00%	0.75%	0.51%	0.99%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	2.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	1	0	1	1	3	0	1	1	3	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.43%	0.31%	0.00%	0.15%	0.09%	0.35%	0.00%	0.11%	0.13%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.16%	0.00%	0.44%	3.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2199	56	55	149	154	179	130	162	153	126	89	74	114	37	16	115	105	112	19	52	8	20	18	22	63	25	34	6	9	82	15									
		19.04%	23.93%	17.19%	20.50%	22.55%	16.76%	14.96%	17.86%	16.96%	15.87%	15.53%	16.67%	34.03%	25.00%	25.81%	17.16%	17.98%	18.42%	21.59%	23.11%	28.57%	15.63%	21.43%	24.72%	27.51%	34.25%	24.46%	7.79%	14.52%	22.71%	38.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	54	2	1	1	2	3	3	8	6	3	6	3	3	0	1	3	3	0	2	1	0	0	0	0	1	0	0	0	0	0	2									
		0.47%	0.85%	0.31%	0.14%	0.29%	0.28%	0.35%	0.88%	0.67%	0.38%	1.05%	0.68%	0.90%	0.00%	1.61%	0.45%	0.51%	0.00%	2.27%	0.44%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	5.13%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	118	0	1	11	6	21	9	8	11	5	10	7	7	1	0	4	6	3	1	2	0	0	1	0	1	2	0	1	0	0	0									
		1.02%	0.00%	0.31%	1.51%	0.88%	1.97%	1.04%	0.88%	1.22%	0.63%	1.75%	1.58%	2.09%	0.68%	0.00%	0.60%	1.03%	0.49%	1.14%	0.89%	0.00%	0.00%	1.19%	0.00%	0.44%	2.74%	0.00%	1.30%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	0	0	1	2	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0									
		0.11%	0.00%	0.63%	0.00%	0.00%	0.09%	0.23%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.44%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	668	14	21	33	51	50	44	59	65	42	20	27	10	13	1	60	52	55	3	9	2	2	1	3	5	7	7	1	0	11	0									
		5.78%	5.98%	6.56%	4.54%	7.47%	4.68%	5.06%	6.50%	7.21%	5.29%	3.49%	6.08%	2.99%	8.78%	1.61%	8.96%	8.90%	9.05%	3.41%	4.00%	7.14%	1.56%	1.19%	3.37%	2.18%	9.59%	5.04%	1.30%	0.00%	3.05%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1378	19	29	83	61	141	113	125	114	119	72	44	24	10	9	74	89	90	5	18	0	13	9	12	20	5	13	10	9	45	3									
		11.93%	8.12%	9.06%	11.42%	8.93%	13.20%	13.00%	13.78%	12.64%	14.99%	12.57%	9.91%	7.16%	6.76%	14.52%	11.04%	15.24%	14.80%	5.68%	8.00%	0.00%	10.16%	10.71%	13.48%	8.73%	6.85%	9.35%	12.99%	14.52%	12.47%	7.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	78	3	3	3	4	5	11	6	7	3	7	2	5	4	0	6	1	0	0	2	0	0	0	0	1	2	0	1	1	1	0									
		0.68%	1.28%	0.94%	0.41%	0.59%	0.47%	1.27%	0.66%	0.78%	0.38%	1.22%	0.45%	1.49%	2.70%	0.00%	0.90%	0.17%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.44%	2.74%	0.00%	1.30%	1.61%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1236	20	35	79	62	132	99	108	128	110	73	72	34	17	8	65	37	42	5	12	0	13	9	3	13	4	4	2	6	42	2									
		10.70%	8.55%	10.94%	10.87%	9.08%	12.36%	11.39%	11.91%	14.19%	13.85%	12.74%	16.22%	10.15%	11.49%	12.90%	9.70%	6.34%	6.91%	5.68%	5.33%	0.00%	10.16%	10.71%	3.37%	5.68%	5.48%	2.88%	2.60%	9.68%	11.63%	5.13%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
