Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Обливская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	46	2	5	2	4	0	1	5	2	1	1	3	1	1	4	2	0	1	2	1	3	1	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	9	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	93	14	7	18	14	1	4	3	0	3	0	1	3	3	14	0	0	0	0	5	0	0	3	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	57	7	3	8	6	1	3	5	0	4	1	1	0	0	3	1	5	1	0	3	0	4	1	0									
		0.69%	0.62%	0.37%	0.73%	0.54%	0.37%	0.88%	1.13%	0.00%	1.25%	0.32%	0.23%	0.00%	0.00%	1.07%	0.54%	2.94%	0.56%	0.00%	1.18%	0.00%	1.88%	0.49%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	247	31	25	29	44	8	5	7	3	8	8	4	5	3	11	7	6	11	4	11	2	9	2	4									
		2.97%	2.73%	3.05%	2.64%	3.95%	2.93%	1.47%	1.59%	5.88%	2.49%	2.56%	0.91%	6.67%	4.84%	3.93%	3.80%	3.53%	6.11%	2.92%	4.31%	2.15%	4.23%	0.99%	3.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	148	25	12	17	27	2	6	7	0	4	3	1	1	0	7	5	2	6	3	5	2	7	2	4									
		1.78%	2.20%	1.46%	1.55%	2.42%	0.73%	1.77%	1.59%	0.00%	1.25%	0.96%	0.23%	1.33%	0.00%	2.50%	2.72%	1.18%	3.33%	2.19%	1.96%	2.15%	3.29%	0.99%	3.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4900	609	514	620	785	160	189	302	34	186	157	334	41	24	145	64	124	79	73	127	55	99	109	70									
		58.96%	53.61%	62.68%	56.52%	70.47%	58.61%	55.75%	68.48%	66.67%	57.94%	50.16%	75.74%	54.67%	38.71%	51.79%	34.78%	72.94%	43.89%	53.28%	49.80%	59.14%	46.48%	53.69%	61.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	4	6	6	6	4	1	1	0	2	2	0	0	0	5	4	1	1	0	0	0	1	1	0									
		0.54%	0.35%	0.73%	0.55%	0.54%	1.47%	0.29%	0.23%	0.00%	0.62%	0.64%	0.00%	0.00%	0.00%	1.79%	2.17%	0.59%	0.56%	0.00%	0.00%	0.00%	0.47%	0.49%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	3	2	2	2	2	0	0	0	1	0	2	0	0	1	0	1	2	2	0	0	3	0	0									
		0.28%	0.26%	0.24%	0.18%	0.18%	0.73%	0.00%	0.00%	0.00%	0.31%	0.00%	0.45%	0.00%	0.00%	0.36%	0.00%	0.59%	1.11%	1.46%	0.00%	0.00%	1.41%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1296	217	115	175	97	49	97	55	4	50	79	54	2	4	43	32	10	36	26	47	16	38	25	25									
		15.59%	19.10%	14.02%	15.95%	8.71%	17.95%	28.61%	12.47%	7.84%	15.58%	25.24%	12.24%	2.67%	6.45%	15.36%	17.39%	5.88%	20.00%	18.98%	18.43%	17.20%	17.84%	12.32%	22.12%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	4	2	3	1	2	0	5	0	1	0	1	0	0	2	0	1	0	2	3	1	0	0	0									
		0.34%	0.35%	0.24%	0.27%	0.09%	0.73%	0.00%	1.13%	0.00%	0.31%	0.00%	0.23%	0.00%	0.00%	0.71%	0.00%	0.59%	0.00%	1.46%	1.18%	1.08%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	8	3	3	1	0	1	3	0	2	1	0	0	0	2	1	1	0	0	0	0	0	0	0									
		0.31%	0.70%	0.37%	0.27%	0.09%	0.00%	0.29%	0.68%	0.00%	0.62%	0.32%	0.00%	0.00%	0.00%	0.71%	0.54%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	1	2	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0									
		0.12%	0.00%	0.12%	0.09%	0.18%	0.37%	0.00%	0.23%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.36%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	5	5	17	3	1	1	1	0	1	1	4	1	1	6	0	0	2	1	1	0	0	0	0									
		0.61%	0.44%	0.61%	1.55%	0.27%	0.37%	0.29%	0.23%	0.00%	0.31%	0.32%	0.91%	1.33%	1.61%	2.14%	0.00%	0.00%	1.11%	0.73%	0.39%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1081	156	77	141	87	32	30	35	9	41	53	25	23	25	47	58	13	35	25	48	15	40	59	7									
		13.01%	13.73%	9.39%	12.85%	7.81%	11.72%	8.85%	7.94%	17.65%	12.77%	16.93%	5.67%	30.67%	40.32%	16.79%	31.52%	7.65%	19.44%	18.25%	18.82%	16.13%	18.78%	29.06%	6.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	7	1	2	2	0	2	2	0	1	1	1	0	0	0	1	2	1	0	0	0	0	0	0									
		0.28%	0.62%	0.12%	0.18%	0.18%	0.00%	0.59%	0.45%	0.00%	0.31%	0.32%	0.23%	0.00%	0.00%	0.00%	0.54%	1.18%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	204	40	35	42	21	7	1	8	0	10	5	7	1	0	3	6	3	2	0	4	1	5	0	3									
		2.45%	3.52%	4.27%	3.83%	1.89%	2.56%	0.29%	1.81%	0.00%	3.12%	1.60%	1.59%	1.33%	0.00%	1.07%	3.26%	1.76%	1.11%	0.00%	1.57%	1.08%	2.35%	0.00%	2.65%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
