Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Старомайнская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625									
		55.27%	40.97%	44.49%	43.67%	64.55%	50.75%	55.51%	72.96%	67.45%	43.12%	59.04%	54.41%	58.02%	59.91%	65.00%	62.80%	72.14%	69.36%	70.47%	65.69%	54.50%	50.76%	47.52%	62.26%	66.56%	73.65%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	21	4	2	3	1	0	0	0	0	0	2	0	1	2	3	0	0	0	0	0	2	1	0	0	0	0									
		0.26%	0.45%	0.21%	0.33%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.19%	0.94%	1.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.76%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	1	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1									
		0.16%	0.22%	0.11%	0.22%	0.00%	0.00%	0.39%	0.00%	0.00%	0.46%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.63%	0.32%	0.60%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1370	200	189	191	21	41	55	72	33	87	23	41	81	40	34	29	16	26	30	25	40	13	30	23	18	12									
		16.76%	22.45%	20.02%	21.01%	19.09%	20.40%	21.65%	10.70%	15.57%	19.95%	13.86%	20.10%	15.11%	18.87%	17.00%	14.01%	11.43%	11.06%	8.77%	18.25%	21.16%	9.85%	14.85%	14.47%	5.73%	7.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	4	0	2	1	0	0	5	0	2	0	0	4	1	0	1	0	0	0	0	0	0	1	0	0	0									
		0.26%	0.45%	0.00%	0.22%	0.91%	0.00%	0.00%	0.74%	0.00%	0.46%	0.00%	0.00%	0.75%	0.47%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	68	12	7	9	0	1	2	3	2	7	0	0	7	2	1	1	2	4	0	0	2	3	1	2	0	0									
		0.83%	1.35%	0.74%	0.99%	0.00%	0.50%	0.79%	0.45%	0.94%	1.61%	0.00%	0.00%	1.31%	0.94%	0.50%	0.48%	1.43%	1.70%	0.00%	0.00%	1.06%	2.27%	0.50%	1.26%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	1	3	0	0	3	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.15%	0.00%	0.11%	0.33%	0.00%	0.00%	1.18%	0.00%	0.00%	0.23%	0.60%	0.49%	0.19%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	79	9	8	9	0	3	4	4	0	8	2	8	5	0	0	3	1	7	2	0	4	1	0	0	0	1									
		0.97%	1.01%	0.85%	0.99%	0.00%	1.49%	1.57%	0.59%	0.00%	1.83%	1.20%	3.92%	0.93%	0.00%	0.00%	1.45%	0.71%	2.98%	0.58%	0.00%	2.12%	0.76%	0.00%	0.00%	0.00%	0.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1282	176	196	190	10	25	15	56	20	92	22	26	79	19	22	23	11	14	43	19	19	34	60	18	72	21									
		15.69%	19.75%	20.76%	20.90%	9.09%	12.44%	5.91%	8.32%	9.43%	21.10%	13.25%	12.75%	14.74%	8.96%	11.00%	11.11%	7.86%	5.96%	12.57%	13.87%	10.05%	25.76%	29.70%	11.32%	22.93%	12.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	3	4	1	0	2	0	2	0	6	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0									
		0.29%	0.34%	0.42%	0.11%	0.00%	0.99%	0.00%	0.30%	0.00%	1.38%	0.60%	0.00%	0.19%	0.00%	0.00%	0.48%	0.00%	0.43%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	165	26	28	14	1	3	4	7	4	16	7	2	11	2	4	4	1	3	11	0	7	1	2	2	4	1									
		2.02%	2.92%	2.97%	1.54%	0.91%	1.49%	1.57%	1.04%	1.89%	3.67%	4.22%	0.98%	2.05%	0.94%	2.00%	1.93%	0.71%	1.28%	3.22%	0.00%	3.70%	0.76%	0.99%	1.26%	1.27%	0.60%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
