Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    район Южное Медведково																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №3174					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1076	60	50	55	50	70	50	50	50	50	59	55	45	47	65	60	50	50	50	55	55	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	970	60	45	55	47	66	32	48	50	50	55	49	42	41	63	58	38	33	38	46	54	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1031	41	46	46	53	84	99	35	52	36	45	28	23	69	106	41	30	32	35	53	68	9					
14	Число погашенных неиспользованных открепительных удостоверений	106	0	5	0	3	4	18	2	0	0	4	6	3	6	2	2	12	17	12	9	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	324	50	33	17	36	13	14	13	21	9	9	5	4	8	18	24	11	13	5	6	15	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	781	48	28	45	32	22	42	29	41	43	48	25	20	42	37	34	29	45	47	60	55	9					
		2.97%	3.64%	2.13%	3.45%	2.71%	1.58%	2.45%	2.17%	3.04%	3.64%	3.46%	2.58%	2.10%	3.29%	2.73%	2.53%	2.49%	3.37%	4.38%	4.14%	3.78%	1.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	619	30	25	43	21	32	28	30	27	31	31	22	28	31	29	30	25	37	35	31	50	3					
		2.35%	2.27%	1.90%	3.30%	1.78%	2.30%	1.63%	2.24%	2.00%	2.62%	2.23%	2.27%	2.94%	2.43%	2.14%	2.23%	2.14%	2.77%	3.26%	2.14%	3.44%	0.64%					
20	3.Политическая партия «Демократическая партия России»	64	3	2	3	2	2	3	3	3	3	2	5	3	2	2	6	4	4	2	3	4	3					
		0.24%	0.23%	0.15%	0.23%	0.17%	0.14%	0.17%	0.22%	0.22%	0.25%	0.14%	0.52%	0.32%	0.16%	0.15%	0.45%	0.34%	0.30%	0.19%	0.21%	0.28%	0.64%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3335	161	163	154	145	168	190	176	148	128	184	138	114	124	185	213	154	191	134	211	240	14					
		12.67%	12.20%	12.41%	11.81%	12.28%	12.07%	11.07%	13.15%	10.99%	10.83%	13.26%	14.26%	11.99%	9.72%	13.66%	15.84%	13.20%	14.32%	12.49%	14.55%	16.51%	2.97%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	623	32	18	22	21	22	39	21	34	27	46	19	15	23	40	46	32	43	30	51	37	5					
		2.37%	2.42%	1.37%	1.69%	1.78%	1.58%	2.27%	1.57%	2.52%	2.28%	3.31%	1.96%	1.58%	1.80%	2.95%	3.42%	2.74%	3.22%	2.80%	3.52%	2.54%	1.06%					
23	6.Политическая партия «Партия социальной справедливости»	123	7	8	6	4	5	5	1	4	5	6	2	4	8	7	11	6	7	8	5	6	8					
		0.47%	0.53%	0.61%	0.46%	0.34%	0.36%	0.29%	0.07%	0.30%	0.42%	0.43%	0.21%	0.42%	0.63%	0.52%	0.82%	0.51%	0.52%	0.75%	0.34%	0.41%	1.69%					
24	7.Политическая партия «Либерально-демократическая партия России»	2179	120	110	101	103	75	128	124	109	96	123	68	66	88	94	103	71	98	78	104	110	210					
		8.28%	9.09%	8.38%	7.75%	8.72%	5.39%	7.45%	9.27%	8.09%	8.12%	8.86%	7.02%	6.94%	6.90%	6.94%	7.66%	6.08%	7.35%	7.27%	7.17%	7.57%	44.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2037	125	101	105	99	77	126	107	107	83	104	87	71	108	89	111	80	107	84	134	118	14					
		7.74%	9.47%	7.69%	8.05%	8.38%	5.53%	7.34%	7.99%	7.94%	7.02%	7.49%	8.99%	7.47%	8.46%	6.57%	8.25%	6.86%	8.02%	7.83%	9.24%	8.12%	2.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	364	13	6	15	20	13	24	21	22	11	16	16	15	26	14	25	10	23	14	18	36	6					
		1.38%	0.98%	0.46%	1.15%	1.69%	0.93%	1.40%	1.57%	1.63%	0.93%	1.15%	1.65%	1.58%	2.04%	1.03%	1.86%	0.86%	1.72%	1.30%	1.24%	2.48%	1.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14338	688	784	733	693	800	1047	743	764	677	708	533	555	763	742	662	655	647	553	720	711	160					
		54.46%	52.12%	59.71%	56.21%	58.68%	57.47%	60.98%	55.53%	56.72%	57.28%	51.01%	55.06%	58.36%	59.80%	54.80%	49.22%	56.13%	48.50%	51.54%	49.66%	48.90%	33.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1313	69	46	54	30	54	50	62	72	61	98	43	48	43	85	75	79	106	80	85	66	7					
		4.99%	5.23%	3.50%	4.14%	2.54%	3.88%	2.91%	4.63%	5.35%	5.16%	7.06%	4.44%	5.05%	3.37%	6.28%	5.58%	6.77%	7.95%	7.46%	5.86%	4.54%	1.48%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
