Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Краснинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	194	40	0	1	4	3	4	3	7	1	10	6	25	12	20	8	9	11	3	13	0	4	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	7	4	6	3	0	6	4	3	0	6	3	3	0	6	5	1	1	2	1	0	1	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	24	0	1	0	0	1	3	0	0	0	0	0	0	2	10	3	0	0	0	0	4	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	8	0	0	1	0	0	0	0	0	0	0	3	2	0	2	0	1	0	2	1	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	71	3	2	0	0	3	6	3	5	2	2	4	8	5	8	2	1	5	2	1	1	0	1	7									
		0.91%	0.25%	0.71%	0.00%	0.00%	1.69%	1.49%	2.78%	1.56%	1.16%	1.07%	1.37%	1.02%	1.39%	1.07%	0.93%	0.43%	1.66%	1.29%	0.48%	0.36%	0.00%	0.30%	1.77%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	159	4	4	6	4	6	12	1	7	1	6	7	17	12	20	5	3	11	2	4	1	3	11	12									
		2.05%	0.33%	1.42%	3.80%	1.69%	3.39%	2.99%	0.93%	2.18%	0.58%	3.21%	2.41%	2.17%	3.33%	2.68%	2.34%	1.30%	3.65%	1.29%	1.90%	0.36%	1.34%	3.26%	3.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	103	6	2	5	5	2	8	1	3	2	3	4	7	10	21	3	0	0	1	6	2	0	1	11									
		1.32%	0.50%	0.71%	3.16%	2.12%	1.13%	1.99%	0.93%	0.93%	1.16%	1.60%	1.37%	0.89%	2.78%	2.82%	1.40%	0.00%	0.00%	0.65%	2.86%	0.73%	0.00%	0.30%	2.78%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5392	982	161	112	170	108	246	85	235	143	135	206	480	208	426	144	171	236	136	131	253	147	247	230									
		69.36%	81.22%	57.30%	70.89%	72.03%	61.02%	61.19%	78.70%	73.21%	82.66%	72.19%	70.79%	61.15%	57.78%	57.18%	67.29%	74.35%	78.41%	87.74%	62.38%	92.00%	65.63%	73.29%	58.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	7	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0									
		0.09%	0.08%	0.36%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.13%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	0	0	0	2	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1									
		0.12%	0.00%	0.36%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.34%	0.13%	0.28%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	844	80	79	18	28	24	59	11	28	11	17	27	122	58	109	28	14	20	1	22	5	14	17	52									
		10.86%	6.62%	28.11%	11.39%	11.86%	13.56%	14.68%	10.19%	8.72%	6.36%	9.09%	9.28%	15.54%	16.11%	14.63%	13.08%	6.09%	6.64%	0.65%	10.48%	1.82%	6.25%	5.04%	13.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	4	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	1	0	1	0	3									
		0.22%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.45%	0.00%	0.76%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	2	0	0	2	2	0	0	0	0	1	0	3	4	5	1	0	0	0	0	0	0	0	4									
		0.31%	0.17%	0.00%	0.00%	0.85%	1.13%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.38%	1.11%	0.67%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	3	0	0	1	1	1	1	1	0	2	1	2	3	7	0	1	1	0	4	1	0	1	2									
		0.42%	0.25%	0.00%	0.00%	0.42%	0.56%	0.25%	0.93%	0.31%	0.00%	1.07%	0.34%	0.25%	0.83%	0.94%	0.00%	0.43%	0.33%	0.00%	1.90%	0.36%	0.00%	0.30%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	854	104	26	13	19	27	52	4	35	10	12	35	120	49	107	23	40	23	10	34	11	8	53	39									
		10.99%	8.60%	9.25%	8.23%	8.05%	15.25%	12.94%	3.70%	10.90%	5.78%	6.42%	12.03%	15.29%	13.61%	14.36%	10.75%	17.39%	7.64%	6.45%	16.19%	4.00%	3.57%	15.73%	9.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	1	0	0	0	0	1	1	0	0	0	0	2	1	3	0	0	0	0	1	0	0	1	3									
		0.18%	0.08%	0.00%	0.00%	0.00%	0.00%	0.25%	0.93%	0.00%	0.00%	0.00%	0.00%	0.25%	0.28%	0.40%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.30%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	77	9	3	1	0	2	5	1	2	2	1	1	13	2	15	3	0	2	0	2	1	0	4	8									
		0.99%	0.74%	1.07%	0.63%	0.00%	1.13%	1.24%	0.93%	0.62%	1.16%	0.53%	0.34%	1.66%	0.56%	2.01%	1.40%	0.00%	0.66%	0.00%	0.95%	0.36%	0.00%	1.19%	2.03%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
