Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Рубцовская городская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	574	23	7	3	10	5	21	11	4	6	21	18	19	22	10	14	13	11	6	17	11	8	14	8	21	7	14	12	15	18	3	12	13	9	11	9	10	9	15	11	6	7	2	1	3	5	3	3	4	9	15	0	0	0	6	15	17	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	248	7	5	10	5	7	5	5	2	1	4	1	4	8	6	3	7	4	9	6	7	3	5	6	6	8	6	3	4	2	1	1	1	3	7	0	16	7	3	3	2	2	1	1	6	4	4	5	2	3	8	4	3	0	3	4	3	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	286	7	3	7	0	5	9	9	6	4	9	2	1	8	0	6	7	9	4	3	9	2	6	2	9	3	6	8	5	2	7	8	2	1	9	1	5	1	5	9	4	3	8	9	7	5	7	7	6	1	5	0	0	0	4	5	3	7	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	1657	43	44	29	23	26	42	32	25	25	41	33	38	38	50	41	40	28	30	44	37	32	22	49	28	32	38	24	31	33	35	37	38	36	44	32	46	37	37	23	22	10	14	13	5	18	12	18	18	20	7	7	4	6	23	34	35	14	14					
		2.50%	2.79%	3.14%	2.27%	2.06%	2.03%	3.19%	2.39%	2.23%	2.08%	3.02%	2.48%	3.20%	2.39%	3.62%	3.42%	3.12%	2.67%	2.67%	3.82%	2.61%	2.84%	1.60%	2.85%	2.33%	2.60%	2.56%	1.90%	2.40%	2.39%	2.56%	2.73%	2.72%	2.84%	3.36%	2.29%	2.82%	3.08%	2.70%	1.66%	2.37%	1.14%	1.88%	1.38%	0.73%	2.15%	1.24%	2.10%	2.28%	1.69%	0.87%	6.03%	1.63%	3.09%	2.47%	2.85%	3.21%	1.77%	2.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	421	13	5	7	6	8	10	9	4	12	16	9	13	7	9	8	8	12	7	5	6	6	12	10	15	5	9	2	12	3	9	10	8	9	8	10	9	10	6	8	3	4	3	6	1	5	5	5	3	4	6	0	1	4	6	9	13	6	2					
		0.64%	0.84%	0.36%	0.55%	0.54%	0.62%	0.76%	0.67%	0.36%	1.00%	1.18%	0.68%	1.09%	0.44%	0.65%	0.67%	0.62%	1.14%	0.62%	0.43%	0.42%	0.53%	0.87%	0.58%	1.25%	0.41%	0.61%	0.16%	0.93%	0.22%	0.66%	0.74%	0.57%	0.71%	0.61%	0.71%	0.55%	0.83%	0.44%	0.58%	0.32%	0.46%	0.40%	0.64%	0.15%	0.60%	0.52%	0.58%	0.38%	0.34%	0.75%	0.00%	0.41%	2.06%	0.64%	0.75%	1.19%	0.76%	0.30%					
20	3.Политическая партия «Демократическая партия России»	76	0	0	0	1	2	0	1	0	1	3	2	3	1	0	2	2	2	1	1	2	5	1	1	1	0	2	0	0	0	4	0	3	3	0	0	1	2	1	3	0	2	1	0	1	2	0	1	0	2	5	0	1	5	1	1	1	0	2					
		0.11%	0.00%	0.00%	0.00%	0.09%	0.16%	0.00%	0.07%	0.00%	0.08%	0.22%	0.15%	0.25%	0.06%	0.00%	0.17%	0.16%	0.19%	0.09%	0.09%	0.14%	0.44%	0.07%	0.06%	0.08%	0.00%	0.13%	0.00%	0.00%	0.00%	0.29%	0.00%	0.21%	0.24%	0.00%	0.00%	0.06%	0.17%	0.07%	0.22%	0.00%	0.23%	0.13%	0.00%	0.15%	0.24%	0.00%	0.12%	0.00%	0.17%	0.62%	0.00%	0.41%	2.58%	0.11%	0.08%	0.09%	0.00%	0.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	15488	292	315	265	224	277	373	369	263	214	264	262	261	390	378	225	337	246	306	311	316	263	330	465	348	341	449	363	398	354	264	383	385	378	357	417	399	303	325	309	164	136	160	138	128	170	177	131	160	212	57	31	41	10	224	281	261	179	109					
		23.37%	18.92%	22.48%	20.78%	20.09%	21.61%	28.34%	27.52%	23.48%	17.83%	19.45%	19.68%	21.97%	24.53%	27.35%	18.75%	26.29%	23.45%	27.22%	26.97%	22.27%	23.36%	24.00%	27.08%	28.90%	27.66%	30.28%	28.76%	30.80%	25.63%	19.30%	28.27%	27.58%	29.81%	27.25%	29.81%	24.49%	25.25%	23.69%	22.36%	17.63%	15.47%	21.53%	14.65%	18.80%	20.31%	18.36%	15.30%	20.25%	17.97%	7.12%	26.72%	16.67%	5.15%	24.06%	23.51%	23.94%	22.57%	16.24%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	760	29	15	17	16	19	11	20	5	5	14	12	10	10	9	7	20	9	19	8	18	17	17	32	18	10	13	9	6	16	11	11	15	22	13	22	22	19	16	13	16	7	8	33	16	5	11	7	6	22	7	0	1	2	8	9	16	7	4					
		1.15%	1.88%	1.07%	1.33%	1.43%	1.48%	0.84%	1.49%	0.45%	0.42%	1.03%	0.90%	0.84%	0.63%	0.65%	0.58%	1.56%	0.86%	1.69%	0.69%	1.27%	1.51%	1.24%	1.86%	1.50%	0.81%	0.88%	0.71%	0.46%	1.16%	0.80%	0.81%	1.07%	1.74%	0.99%	1.57%	1.35%	1.58%	1.17%	0.94%	1.72%	0.80%	1.08%	3.50%	2.35%	0.60%	1.14%	0.82%	0.76%	1.86%	0.87%	0.00%	0.41%	1.03%	0.86%	0.75%	1.47%	0.88%	0.60%					
23	6.Политическая партия «Партия социальной справедливости»	102	1	1	1	2	1	1	5	0	1	3	1	1	2	3	0	2	0	4	1	1	5	1	1	4	5	3	1	4	3	2	3	5	4	1	2	0	2	3	5	1	0	0	1	1	1	0	2	2	2	1	1	0	0	2	0	1	2	0					
		0.15%	0.06%	0.07%	0.08%	0.18%	0.08%	0.08%	0.37%	0.00%	0.08%	0.22%	0.08%	0.08%	0.13%	0.22%	0.00%	0.16%	0.00%	0.36%	0.09%	0.07%	0.44%	0.07%	0.06%	0.33%	0.41%	0.20%	0.08%	0.31%	0.22%	0.15%	0.22%	0.36%	0.32%	0.08%	0.14%	0.00%	0.17%	0.22%	0.36%	0.11%	0.00%	0.00%	0.11%	0.15%	0.12%	0.00%	0.23%	0.25%	0.17%	0.12%	0.86%	0.00%	0.00%	0.21%	0.00%	0.09%	0.25%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6978	161	165	128	121	146	136	99	124	134	161	131	112	159	104	162	123	96	105	127	125	108	184	183	98	101	121	112	136	133	230	137	124	99	138	129	189	108	155	153	136	125	103	94	81	96	127	113	90	125	121	6	25	45	81	118	91	72	72					
		10.53%	10.43%	11.78%	10.04%	10.85%	11.39%	10.33%	7.38%	11.07%	11.17%	11.86%	9.84%	9.43%	10.00%	7.53%	13.50%	9.59%	9.15%	9.34%	11.01%	8.81%	9.59%	13.38%	10.66%	8.14%	8.19%	8.16%	8.87%	10.53%	9.63%	16.81%	10.11%	8.88%	7.81%	10.53%	9.22%	11.60%	9.00%	11.30%	11.07%	14.62%	14.22%	13.86%	9.98%	11.89%	11.47%	13.17%	13.20%	11.39%	10.59%	15.11%	5.17%	10.16%	23.20%	8.70%	9.87%	8.35%	9.08%	10.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5751	126	129	106	78	131	133	112	90	130	122	132	125	150	131	78	110	103	104	95	159	109	121	149	110	164	119	118	109	135	114	123	132	111	91	103	137	95	132	126	69	56	69	83	38	56	74	72	60	82	16	8	15	15	76	118	121	39	42					
		8.68%	8.17%	9.21%	8.31%	6.99%	10.22%	10.11%	8.35%	8.04%	10.83%	8.99%	9.92%	10.52%	9.43%	9.48%	6.50%	8.58%	9.82%	9.25%	8.24%	11.21%	9.68%	8.80%	8.68%	9.14%	13.30%	8.02%	9.35%	8.44%	9.78%	8.33%	9.08%	9.46%	8.75%	6.95%	7.36%	8.41%	7.92%	9.62%	9.12%	7.42%	6.37%	9.29%	8.81%	5.58%	6.69%	7.68%	8.41%	7.59%	6.95%	1.99%	6.90%	6.10%	7.73%	8.16%	9.87%	11.10%	4.92%	6.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	453	7	8	11	7	8	5	5	12	3	21	12	13	13	7	2	6	1	4	12	7	5	6	13	7	16	12	11	11	8	14	12	5	15	12	14	14	14	6	15	4	4	8	2	1	2	3	4	3	4	7	2	2	2	8	10	7	2	4					
		0.68%	0.45%	0.57%	0.86%	0.63%	0.62%	0.38%	0.37%	1.07%	0.25%	1.55%	0.90%	1.09%	0.82%	0.51%	0.17%	0.47%	0.10%	0.36%	1.04%	0.49%	0.44%	0.44%	0.76%	0.58%	1.30%	0.81%	0.87%	0.85%	0.58%	1.02%	0.89%	0.36%	1.18%	0.92%	1.00%	0.86%	1.17%	0.44%	1.09%	0.43%	0.46%	1.08%	0.21%	0.15%	0.24%	0.31%	0.47%	0.38%	0.34%	0.87%	1.72%	0.81%	1.03%	0.86%	0.84%	0.64%	0.25%	0.60%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33119	817	683	676	624	644	574	651	565	644	671	696	587	781	668	649	607	530	514	519	712	551	658	765	549	533	668	605	569	659	653	606	648	572	613	634	770	581	671	689	505	525	367	557	401	465	548	492	435	688	561	61	146	97	479	592	518	456	420					
		49.98%	52.95%	48.75%	53.02%	55.96%	50.23%	43.62%	48.55%	50.45%	53.67%	49.45%	52.29%	49.41%	49.12%	48.34%	54.08%	47.35%	50.52%	45.73%	45.01%	50.18%	48.93%	47.85%	44.55%	45.60%	43.23%	45.04%	47.94%	44.04%	47.72%	47.73%	44.72%	46.42%	45.11%	46.79%	45.32%	47.27%	48.42%	48.91%	49.86%	54.30%	59.73%	49.39%	59.13%	58.88%	55.56%	56.85%	57.48%	55.06%	58.31%	70.04%	52.59%	59.35%	50.00%	51.45%	49.54%	47.52%	57.50%	62.59%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	803	45	17	12	10	11	18	20	19	21	25	27	18	23	14	16	14	17	16	20	30	9	15	32	23	11	18	11	10	20	12	16	23	10	11	20	25	13	12	19	3	3	8	5	2	9	2	1	6	6	6	0	3	0	14	9	19	2	2					
		1.21%	2.92%	1.21%	0.94%	0.90%	0.86%	1.37%	1.49%	1.70%	1.75%	1.84%	2.03%	1.52%	1.45%	1.01%	1.33%	1.09%	1.62%	1.42%	1.73%	2.11%	0.80%	1.09%	1.86%	1.91%	0.89%	1.21%	0.87%	0.77%	1.45%	0.88%	1.18%	1.65%	0.79%	0.84%	1.43%	1.53%	1.08%	0.87%	1.37%	0.32%	0.34%	1.08%	0.53%	0.29%	1.08%	0.21%	0.12%	0.76%	0.51%	0.75%	0.00%	1.22%	0.00%	1.50%	0.75%	1.74%	0.25%	0.30%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
