Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
"Наименование Избирательной комиссии:    Екатеринбург, Железнодорожная"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №694	УИК №695	УИК №696	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384					
20	3.Политическая партия «Демократическая партия России»	121	4	1	0	6	3	2	0	1	2	0	1	3	2	6	3	1	2	8	1	1	1	2	4	3	1	0	2	1	4	0	4	2	4	5	1	2	1	5	0	0	0	2	0	4	3	2	0	1	2	0	1	2	6	1	0	1	0	3	1	0	0	0	3					
		0.18%	0.28%	0.15%	0.00%	0.46%	0.25%	0.20%	0.00%	0.12%	0.16%	0.00%	0.08%	0.27%	0.16%	0.36%	0.34%	0.09%	0.19%	0.63%	0.93%	0.11%	0.13%	0.20%	0.33%	0.19%	0.08%	0.00%	0.15%	0.08%	0.25%	0.00%	0.26%	0.14%	0.31%	0.43%	0.09%	0.14%	0.06%	0.35%	0.00%	0.00%	0.00%	0.16%	0.00%	0.23%	0.20%	0.12%	0.00%	0.07%	0.15%	0.00%	0.09%	0.17%	0.43%	0.08%	0.00%	0.22%	0.00%	0.32%	0.56%	0.00%	0.00%	0.00%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5620	64	50	10	143	91	77	70	68	130	63	99	108	99	190	91	88	81	101	8	74	45	58	74	145	99	85	99	95	118	77	108	104	97	81	107	157	149	113	70	120	118	100	86	136	131	135	127	107	122	131	78	93	120	130	10	29	26	69	9	11	33	5	108					
		8.18%	4.56%	7.47%	2.42%	10.93%	7.54%	7.69%	10.22%	8.11%	10.49%	7.16%	8.02%	9.72%	7.80%	11.28%	10.25%	7.98%	7.80%	7.93%	7.48%	7.78%	5.74%	5.81%	6.17%	9.19%	8.12%	7.73%	7.45%	7.66%	7.31%	6.42%	6.98%	7.11%	7.49%	6.92%	9.15%	11.04%	9.14%	8.00%	7.08%	8.60%	12.15%	8.00%	8.25%	7.98%	8.56%	8.23%	9.45%	7.25%	8.91%	9.44%	6.77%	7.97%	8.60%	10.25%	9.17%	6.50%	5.66%	7.33%	5.08%	6.92%	11.46%	1.67%	9.80%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2066	13	21	5	64	62	33	17	27	79	50	46	79	63	76	38	40	32	46	1	26	23	17	20	24	63	27	42	38	45	20	44	32	33	27	26	23	36	30	35	35	46	38	55	43	32	33	41	48	41	26	34	30	30	24	0	6	1	18	4	2	6	0	50					
		3.01%	0.93%	3.14%	1.21%	4.89%	5.14%	3.30%	2.48%	3.22%	6.38%	5.68%	3.72%	7.11%	4.96%	4.51%	4.28%	3.63%	3.08%	3.61%	0.93%	2.73%	2.93%	1.70%	1.67%	1.52%	5.17%	2.45%	3.16%	3.06%	2.79%	1.67%	2.84%	2.19%	2.55%	2.31%	2.22%	1.62%	2.21%	2.12%	3.54%	2.51%	4.74%	3.04%	5.27%	2.52%	2.09%	2.01%	3.05%	3.25%	2.99%	1.87%	2.95%	2.57%	2.15%	1.89%	0.00%	1.35%	0.22%	1.91%	2.26%	1.26%	2.08%	0.00%	4.54%					
23	6.Политическая партия «Партия социальной справедливости»	234	3	3	0	3	3	3	1	6	8	4	10	2	4	6	6	4	4	7	0	2	1	3	3	3	5	4	0	4	4	6	5	3	3	4	5	9	6	7	4	6	3	6	4	4	2	3	4	4	4	6	5	0	7	4	0	0	2	4	0	0	0	2	6					
		0.34%	0.21%	0.45%	0.00%	0.23%	0.25%	0.30%	0.15%	0.72%	0.65%	0.45%	0.81%	0.18%	0.32%	0.36%	0.68%	0.36%	0.39%	0.55%	0.00%	0.21%	0.13%	0.30%	0.25%	0.19%	0.41%	0.36%	0.00%	0.32%	0.25%	0.50%	0.32%	0.21%	0.23%	0.34%	0.43%	0.63%	0.37%	0.50%	0.40%	0.43%	0.31%	0.48%	0.38%	0.23%	0.13%	0.18%	0.30%	0.27%	0.29%	0.43%	0.43%	0.00%	0.50%	0.32%	0.00%	0.00%	0.44%	0.43%	0.00%	0.00%	0.00%	0.67%	0.54%					
24	7.Политическая партия «Либерально-демократическая партия России»	7093	256	85	10	129	104	68	61	72	91	64	100	75	144	148	68	85	117	166	15	104	91	129	89	152	128	101	123	106	152	103	151	149	119	123	124	178	185	155	88	167	85	139	146	232	204	209	135	161	138	134	145	139	134	128	8	65	36	110	12	14	34	16	94					
		10.32%	18.23%	12.71%	2.42%	9.86%	8.62%	6.79%	8.91%	8.59%	7.34%	7.27%	8.10%	6.75%	11.35%	8.79%	7.66%	7.71%	11.27%	13.03%	14.02%	10.94%	11.61%	12.93%	7.42%	9.64%	10.50%	9.18%	9.26%	8.55%	9.41%	8.58%	9.76%	10.19%	9.19%	10.50%	10.61%	12.52%	11.34%	10.98%	8.90%	11.96%	8.75%	11.12%	13.99%	13.61%	13.32%	12.74%	10.04%	10.92%	10.08%	9.66%	12.59%	11.91%	9.60%	10.09%	7.34%	14.57%	7.84%	11.69%	6.78%	8.81%	11.81%	5.33%	8.53%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5994	68	69	8	147	113	143	60	79	113	96	114	117	104	159	85	109	73	108	4	55	50	65	105	138	116	90	120	108	171	121	165	151	130	78	120	151	151	140	89	117	72	86	80	131	142	153	112	119	127	131	77	89	116	65	11	22	21	56	12	10	35	8	119					
		8.72%	4.84%	10.31%	1.93%	11.24%	9.36%	14.29%	8.76%	9.43%	9.12%	10.91%	9.23%	10.53%	8.20%	9.44%	9.57%	9.88%	7.03%	8.48%	3.74%	5.78%	6.38%	6.51%	8.75%	8.75%	9.52%	8.18%	9.03%	8.71%	10.59%	10.08%	10.67%	10.33%	10.04%	6.66%	10.27%	10.62%	9.26%	9.92%	8.99%	8.38%	7.42%	6.88%	7.67%	7.68%	9.27%	9.32%	8.33%	8.07%	9.28%	9.44%	6.68%	7.63%	8.31%	5.13%	10.09%	4.93%	4.58%	5.95%	6.78%	6.29%	12.15%	2.67%	10.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	508	14	10	1	11	7	11	10	8	11	4	12	8	4	15	4	10	17	15	1	2	4	7	7	13	7	4	8	13	12	9	19	4	10	4	8	7	14	8	13	16	6	6	5	12	14	5	13	10	8	9	8	3	6	9	0	1	5	6	1	2	2	0	15					
		0.74%	0.99%	1.49%	0.24%	0.84%	0.58%	1.10%	1.46%	0.95%	0.89%	0.45%	0.97%	0.72%	0.32%	0.89%	0.45%	0.91%	1.64%	1.18%	0.93%	0.21%	0.51%	0.70%	0.58%	0.82%	0.57%	0.36%	0.60%	1.05%	0.74%	0.75%	1.23%	0.27%	0.77%	0.34%	0.68%	0.49%	0.86%	0.57%	1.31%	1.15%	0.62%	0.48%	0.48%	0.70%	0.91%	0.30%	0.97%	0.68%	0.58%	0.65%	0.69%	0.26%	0.43%	0.71%	0.00%	0.22%	1.09%	0.64%	0.56%	1.26%	0.69%	0.00%	1.36%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39032	915	366	365	587	624	482	375	449	594	421	608	532	702	831	443	620	528	636	69	593	507	629	738	900	688	653	790	710	959	743	874	815	736	691	657	756	895	797	569	803	548	702	560	964	866	931	770	894	810	820	692	707	843	792	73	287	338	602	123	105	151	267	537					
		56.78%	65.17%	54.71%	88.16%	44.88%	51.70%	48.15%	54.74%	53.58%	47.94%	47.84%	49.23%	47.88%	55.32%	49.35%	49.89%	56.21%	50.87%	49.92%	64.49%	62.36%	64.67%	63.03%	61.50%	57.07%	56.44%	59.36%	59.44%	57.26%	59.38%	61.92%	56.50%	55.75%	56.83%	59.01%	56.20%	53.16%	54.87%	56.44%	57.53%	57.52%	56.44%	56.16%	53.69%	56.54%	56.56%	56.73%	57.29%	60.61%	59.17%	59.12%	60.07%	60.58%	60.39%	62.46%	66.97%	64.35%	73.64%	63.97%	69.49%	66.04%	52.43%	89.00%	48.73%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2330	13	18	1	75	84	67	30	48	93	82	92	77	46	93	58	33	37	44	0	23	15	19	51	47	29	39	43	56	44	43	54	64	35	39	45	35	45	28	27	34	25	39	28	47	32	30	35	27	28	26	28	20	39	26	2	6	0	5	7	4	7	0	63					
		3.39%	0.93%	2.69%	0.24%	5.73%	6.96%	6.69%	4.38%	5.73%	7.51%	9.32%	7.45%	6.93%	3.62%	5.52%	6.53%	2.99%	3.56%	3.45%	0.00%	2.42%	1.91%	1.90%	4.25%	2.98%	2.38%	3.55%	3.24%	4.52%	2.72%	3.58%	3.49%	4.38%	2.70%	3.33%	3.85%	2.46%	2.76%	1.98%	2.73%	2.44%	2.57%	3.12%	2.68%	2.76%	2.09%	1.83%	2.60%	1.83%	2.05%	1.87%	2.43%	1.71%	2.79%	2.05%	1.83%	1.35%	0.00%	0.53%	3.95%	2.52%	2.43%	0.00%	5.72%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
