Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Тулунская 																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486									
		0.19%	0.33%	0.00%	0.00%	0.36%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.52%	0.00%	1.82%	0.25%	0.00%	0.52%	0.62%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.65%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1263	34	25	93	23	34	54	11	14	53	8	2	15	3	5	27	5	66	28	47	22	44	12	27	23	47	21	58	8	41	26	16	14	46	19	5	40	19	16	24	29	30	68	10	9	42									
		14.07%	11.26%	17.73%	21.88%	8.21%	20.48%	11.69%	12.94%	14.00%	25.48%	22.86%	1.98%	6.91%	9.68%	8.33%	8.85%	10.87%	16.22%	16.87%	12.14%	11.46%	12.05%	10.91%	6.77%	18.11%	24.23%	12.96%	14.91%	7.77%	14.24%	26.00%	15.09%	8.19%	12.85%	10.73%	6.76%	26.67%	12.26%	21.62%	10.62%	13.18%	17.14%	18.73%	15.87%	8.65%	20.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.47%	0.00%	0.60%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.52%	0.27%	0.00%	0.00%	1.57%	0.52%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	74	1	3	6	0	1	8	0	0	0	0	0	1	0	0	0	0	5	3	4	0	1	0	2	0	3	0	0	4	1	0	1	2	5	2	0	2	3	1	0	0	0	5	0	2	8									
		0.82%	0.33%	2.13%	1.41%	0.00%	0.60%	1.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	1.23%	1.81%	1.03%	0.00%	0.27%	0.00%	0.50%	0.00%	1.55%	0.00%	0.00%	3.88%	0.35%	0.00%	0.94%	1.17%	1.40%	1.13%	0.00%	1.33%	1.94%	1.35%	0.00%	0.00%	0.00%	1.38%	0.00%	1.92%	3.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1									
		0.19%	0.00%	0.00%	0.24%	0.36%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.25%	1.57%	0.52%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.45%	0.57%	0.00%	1.59%	0.00%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	0	1	4	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	4	3	1	0	0	2	1	1	1	0	4	1	0	0	0	0	0	8	3	1	0	0	1									
		0.48%	0.00%	0.71%	0.94%	0.00%	0.00%	0.43%	0.00%	0.00%	0.48%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	1.04%	0.00%	0.00%	1.00%	2.36%	0.52%	0.00%	0.00%	1.94%	0.35%	1.00%	0.94%	0.00%	1.12%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	3.64%	1.71%	0.28%	0.00%	0.00%	0.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1655	44	22	94	27	25	117	2	8	30	11	1	16	2	8	50	7	83	46	74	48	58	14	65	30	20	37	90	24	84	16	31	52	110	23	12	21	21	8	22	30	31	81	7	15	38									
		18.44%	14.57%	15.60%	22.12%	9.64%	15.06%	25.32%	2.35%	8.00%	14.42%	31.43%	0.99%	7.37%	6.45%	13.33%	16.39%	15.22%	20.39%	27.71%	19.12%	25.00%	15.89%	12.73%	16.29%	23.62%	10.31%	22.84%	23.14%	23.30%	29.17%	16.00%	29.25%	30.41%	30.73%	12.99%	16.22%	14.00%	13.55%	10.81%	9.73%	13.64%	17.71%	22.31%	11.11%	14.42%	18.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	2	1	6	0	4	0	0	2	1	0	1	2	0	0	1	0	3	0	1	0	0	0	5	0	0	2	2	0	0	1	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0									
		0.43%	0.66%	0.71%	1.41%	0.00%	2.41%	0.00%	0.00%	2.00%	0.48%	0.00%	0.99%	0.92%	0.00%	0.00%	0.33%	0.00%	0.74%	0.00%	0.26%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	1.23%	0.51%	0.00%	0.00%	1.00%	0.00%	0.58%	0.56%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	162	2	3	16	4	3	8	0	3	7	0	0	7	0	0	6	0	6	3	2	2	9	3	5	2	8	2	2	1	8	0	0	3	9	0	0	4	10	2	0	5	3	11	0	1	2									
		1.81%	0.66%	2.13%	3.76%	1.43%	1.81%	1.73%	0.00%	3.00%	3.37%	0.00%	0.00%	3.23%	0.00%	0.00%	1.97%	0.00%	1.47%	1.81%	0.52%	1.04%	2.47%	2.73%	1.25%	1.57%	4.12%	1.23%	0.51%	0.97%	2.78%	0.00%	0.00%	1.75%	2.51%	0.00%	0.00%	2.67%	6.45%	2.70%	0.00%	2.27%	1.71%	3.03%	0.00%	0.96%	0.97%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
